Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-11-23,11,12,22.186,DEN,OAK,True,6,2,14,7.00,0,33.3%,2.33,1,3,3.00,0,0,0,,0,0,0,,0,,,,2,48,24.00,0,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,31,Eddie Royal
2008,2008-11-30,12,13,22.193,DEN,NYJ,True,5,5,84,16.80,1,100.0%,16.80,0,0,,0,0,0,,0,0,0,,0,,,,3,32,10.67,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,17,Eddie Royal
2008,2008-12-07,13,14,22.200,DEN,KAN,True,7,6,42,7.00,0,85.7%,6.00,3,13,4.33,0,0,0,,0,0,0,,0,,,,2,40,20.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,17,Eddie Royal
2008,2008-12-14,14,15,22.207,DEN,CAR,True,8,6,48,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,3,74,24.67,0,1,-3,-3.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,30,Eddie Royal
2008,2008-12-21,15,16,22.214,DEN,BUF,True,9,5,57,11.40,0,55.6%,6.33,1,71,71.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,30,Eddie Royal
2008,2008-12-28,16,17,22.221,DEN,SDG,True,17,11,76,6.91,0,64.7%,4.47,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,52,Eddie Royal
2009,2009-09-13,1,1,23.115,DEN,CIN,True,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,3,17,5.67,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,12,7,Eddie Royal
2009,2009-09-20,2,2,23.122,DEN,CLE,True,9,3,20,6.67,0,33.3%,2.22,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,6,Eddie Royal
2009,2009-09-27,3,3,23.129,DEN,OAK,True,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,2,21,10.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,3,Eddie Royal
2009,2009-10-04,4,4,23.136,DEN,DAL,True,6,2,16,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,46,11.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,17,10,Eddie Royal
2009,2009-10-11,5,5,23.143,DEN,NWE,False,15,10,90,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,False,True,20,17,Eddie Royal
2009,2009-10-19,6,6,23.151,DEN,SDG,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,5,158,31.60,1,3,77,25.67,1,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,23,Eddie Royal
2009,2009-11-01,7,8,23.164,DEN,BAL,True,8,2,10,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,,,,,6,112,18.67,0,2,5,2.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,30,Eddie Royal
2009,2009-11-09,8,9,23.172,DEN,PIT,True,10,5,74,14.80,0,50.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,2,21,10.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,28,Eddie Royal
2009,2009-11-15,9,10,23.178,DEN,WAS,False,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,3,70,23.33,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,27,Eddie Royal
2009,2009-11-22,10,11,23.185,DEN,SDG,True,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,,,,,3,87,29.00,0,1,10,10.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,3,32,Eddie Royal
2009,2009-11-26,11,12,23.189,DEN,NYG,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,28,9.33,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,26,6,Eddie Royal
2009,2009-12-06,12,13,23.199,DEN,KAN,True,4,2,32,16.00,0,50.0%,8.00,1,1,1.00,0,0,0,,0,0,0,,,,,,3,66,22.00,0,6,83,13.83,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,44,13,Eddie Royal
2009,2009-12-13,13,14,23.206,DEN,IND,True,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,2,42,21.00,0,2,3,1.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,28,Eddie Royal
2009,2009-12-20,14,15,23.213,DEN,OAK,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,19,20,Eddie Royal
2009,2009-12-27,15,16,,DEN,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,27,30,Eddie Royal
2009,2010-01-03,16,17,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,44,Eddie Royal
2010,2010-09-12,1,1,24.114,DEN,JAX,False,10,8,98,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,24,Eddie Royal
2010,2010-09-19,2,2,24.121,DEN,SEA,False,5,5,65,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-1,-1.00,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,14,Eddie Royal
2010,2010-09-26,3,3,24.128,DEN,IND,True,9,4,23,5.75,0,44.4%,2.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,57,14.25,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,27,Eddie Royal
2010,2010-10-03,4,4,24.135,DEN,TEN,True,8,8,113,14.13,1,100.0%,14.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,36,9.00,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,20,Eddie Royal
2010,2010-10-10,5,5,24.142,DEN,BAL,True,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,1,33,33.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,31,Eddie Royal
2010,2010-10-17,6,6,24.149,DEN,NYJ,True,10,3,37,12.33,0,30.0%,3.70,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,32,32.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,24,Eddie Royal
2010,2010-10-24,7,7,24.156,DEN,OAK,True,7,2,26,13.00,0,28.6%,3.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,False,14,59,Eddie Royal
2010,2010-10-31,8,8,24.163,DEN,SFO,False,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,31,7.75,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,False,16,24,Eddie Royal
2010,2010-11-14,9,10,24.177,DEN,KAN,False,5,5,39,7.80,0,100.0%,7.80,2,20,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,27,13.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,49,29,Eddie Royal
2010,2010-11-22,10,11,24.185,DEN,SDG,True,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,47,23.50,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,14,35,Eddie Royal
2010,2010-11-28,11,12,24.191,DEN,STL,True,9,6,74,12.33,1,66.7%,8.22,1,20,20.00,0,0,0,,0,0,0,,,,,,4,74,18.50,0,1,3,3.00,0,,1,6,0.0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,False,False,33,36,Eddie Royal
2010,2010-12-05,12,13,24.198,DEN,KAN,True,6,2,7,3.50,0,33.3%,1.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,37,12.33,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,6,10,Eddie Royal
2010,2010-12-12,13,14,24.205,DEN,ARI,False,9,4,46,11.50,0,44.4%,5.11,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,13,43,Eddie Royal
2010,2010-12-19,14,15,24.212,DEN,OAK,True,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,23,39,Eddie Royal
2010,2010-12-26,15,16,24.219,DEN,HOU,True,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,19,9.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,23,Eddie Royal
2010,2011-01-02,16,17,24.226,DEN,SDG,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,28,33,Eddie Royal
2011,2011-09-12,1,1,25.114,DEN,OAK,True,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,23,Eddie Royal
2011,2011-09-18,2,2,25.120,DEN,CIN,True,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,22,Eddie Royal
2011,2011-09-25,3,3,,DEN,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,17,Eddie Royal
2011,2011-10-02,4,4,,DEN,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,23,49,Eddie Royal
2011,2011-10-09,5,5,,DEN,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,29,Eddie Royal
2011,2011-10-23,6,7,25.155,DEN,MIA,True,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,18,15,Eddie Royal
2011,2011-10-30,7,8,25.162,DEN,DET,True,13,6,41,6.83,0,46.2%,3.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,45,Eddie Royal
2011,2011-11-06,8,9,25.169,DEN,OAK,True,6,2,25,12.50,1,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,85,85.00,1,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,24,Eddie Royal
2011,2011-11-13,9,10,25.176,DEN,KAN,False,2,0,0,,0,0.0%,0.00,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,17,10,Eddie Royal
2011,2011-11-17,10,11,25.180,DEN,NYJ,True,4,3,15,5.00,0,75.0%,3.75,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,17,13,Eddie Royal
2011,2011-11-27,11,12,25.190,DEN,SDG,True,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,4,60,15.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,16,13,Eddie Royal
2011,2011-12-04,12,13,25.197,DEN,MIN,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,35,32,Eddie Royal
2011,2011-12-11,13,14,,DEN,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,13,10,Eddie Royal
2011,2011-12-18,14,15,25.211,DEN,NWE,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,23,41,Eddie Royal
2011,2011-12-24,15,16,25.217,DEN,BUF,False,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,0,0,,,2,27,13.50,0,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,40,Eddie Royal
2011,2012-01-01,16,17,25.225,DEN,KAN,True,4,0,0,,0,0.0%,0.00,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,23,11.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,3,7,Eddie Royal
2012,2012-09-10,1,1,26.112,SDG,OAK,False,2,2,4,2.00,0,100.0%,2.00,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,18,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,39%,0,0%,4,15%,True,True,22,14,Eddie Royal
2012,2012-09-16,2,2,26.118,SDG,TEN,False,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,30%,0,0%,2,7%,False,True,38,10,Eddie Royal
2012,2012-09-23,3,3,26.125,SDG,ATL,False,3,2,7,3.50,0,66.7%,2.33,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,46%,0,0%,1,5%,False,False,3,27,Eddie Royal
2012,2012-09-30,4,4,26.132,SDG,KAN,False,5,3,16,5.33,1,60.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,16,25%,0,0%,4,13%,True,True,37,20,Eddie Royal
2012,2012-10-07,5,5,26.139,SDG,NOR,False,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,52%,0,0%,4,14%,True,False,24,31,Eddie Royal
2012,2012-10-15,6,6,26.147,SDG,DEN,False,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,36%,0,0%,4,14%,False,False,24,35,Eddie Royal
2012,2012-10-28,7,8,,SDG,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,7,Eddie Royal
2012,2012-11-01,8,9,,SDG,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,13,Eddie Royal
2012,2012-11-11,9,10,26.174,SDG,TAM,False,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,36%,0,0%,3,11%,True,False,24,34,Eddie Royal
2012,2012-11-18,10,11,26.181,SDG,DEN,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,2,5%,True,False,23,30,Eddie Royal
2012,2012-11-25,11,12,,SDG,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,16,Eddie Royal
2012,2012-12-02,12,13,,SDG,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,20,Eddie Royal
2012,2012-12-09,13,14,,SDG,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,34,24,Eddie Royal
