Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2015,2015-09-27,3,3,30.096,OAK,CLE,True,2,1,55,55.00,0,50.0%,27.50,1,1,1.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,16,24%,0,0%,17,59%,True,True,27,20,Marcel Reece
2015,2015-10-04,4,4,30.103,OAK,CHI,True,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,19%,0,0%,14,50%,True,False,20,22,Marcel Reece
2015,2015-10-11,5,5,30.110,OAK,DEN,True,8,7,49,7.00,1,87.5%,6.13,1,6,6.00,0,0,0,,0,0,0,,,0,,,1,18,18.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,31%,0,0%,12,46%,False,False,10,16,Marcel Reece
2015,2015-10-25,6,7,30.124,OAK,SDG,False,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,16%,0,0%,10,31%,True,True,37,29,Marcel Reece
2015,2015-11-01,7,8,30.131,OAK,NYJ,False,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,19%,0,0%,12,40%,False,True,34,20,Marcel Reece
2015,2015-11-08,8,9,30.138,OAK,PIT,False,0,0,0,,0,0.0%,,3,21,7.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,40%,0,0%,12,32%,True,False,35,38,Marcel Reece
2015,2015-11-15,9,10,30.145,OAK,MIN,False,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,27%,0,0%,4,14%,False,False,14,30,Marcel Reece
2015,2015-11-22,10,11,30.152,OAK,DET,False,1,0,0,,0,0.0%,0.00,2,2,1.00,0,0,0,,0,0,0,,,0,,,1,14,14.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,35%,0,0%,5,19%,True,False,13,18,Marcel Reece
2015,2015-11-29,11,12,30.159,OAK,TEN,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,18,25%,0,0%,4,15%,True,True,24,21,Marcel Reece
2015,2015-12-06,12,13,30.166,OAK,KAN,True,3,3,19,6.33,0,100.0%,6.33,1,4,4.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,23%,0,0%,4,15%,False,False,20,34,Marcel Reece
2015,2015-12-13,13,14,30.173,OAK,DEN,False,0,0,0,,0,0.0%,,2,2,1.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,32%,0,0%,9,29%,True,True,15,12,Marcel Reece
2015,2015-12-20,14,15,30.180,OAK,GNB,False,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,31%,0,0%,6,19%,False,False,20,30,Marcel Reece
2015,2015-12-24,15,16,30.184,OAK,SDG,True,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,20%,0,0%,7,20%,False,True,23,20,Marcel Reece
2015,2016-01-03,16,17,,OAK,KAN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,17,23,Marcel Reece
2016,2016-09-11,1,1,,OAK,NOR,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,True,35,34,Marcel Reece
2016,2016-09-18,2,2,,OAK,ATL,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,28,35,Marcel Reece
2016,2016-09-25,3,3,,OAK,TEN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,True,17,10,Marcel Reece
2016,2016-10-02,4,4,,OAK,BAL,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,True,28,27,Marcel Reece
2016,2016-12-11,13,14,31.171,SEA,GNB,False,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,0,0%,True,False,10,38,Marcel Reece
2016,2016-12-15,14,15,31.175,SEA,LAR,False,1,1,9,9.00,0,100.0%,9.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,16%,0,0%,0,0%,False,True,24,3,Marcel Reece
2016,2016-12-24,15,16,31.184,SEA,ARI,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,12,14%,0,0%,0,0%,False,False,31,34,Marcel Reece
2016,2017-01-01,16,17,31.192,SEA,SFO,False,2,2,26,13.00,0,100.0%,13.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,28%,0,0%,0,0%,True,True,25,23,Marcel Reece
,96 Games,,,,,,False,311,210,2088,9.94,12,67.5%,6.71,185,844,4.56,3,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,7,133,19.00,0,1,15,92,0.0,6,1,7,0,0,5,3,0,2,-23,0,,,,,,,False,False,62,0,Marcel Reece
