Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Away_status,Win,Score,Opp Score,Player
2004,2004-12-26,15,16,25.261,PIT,BAL,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,,False,True,20,7,Jeff Reed
2004,2005-01-02,16,17,25.268,PIT,BUF,False,2,2,100.0,5,5,100.0,0,17,0.0,,,,,,True,True,29,24,Jeff Reed
2005,2005-09-11,1,1,26.155,PIT,TEN,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,False,True,34,7,Jeff Reed
2005,2005-09-18,2,2,26.162,PIT,HOU,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,True,True,27,7,Jeff Reed
2005,2005-09-25,3,3,26.169,PIT,NWE,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,False,False,20,23,Jeff Reed
2005,2005-10-10,4,5,26.184,PIT,SDG,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,True,True,24,22,Jeff Reed
2005,2005-10-16,5,6,26.190,PIT,JAX,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,False,False,17,23,Jeff Reed
2005,2005-10-23,6,7,26.197,PIT,CIN,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,,True,True,27,13,Jeff Reed
2005,2005-10-31,7,8,26.205,PIT,BAL,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,False,True,20,19,Jeff Reed
2005,2005-11-06,8,9,26.211,PIT,GNB,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,True,True,20,10,Jeff Reed
2005,2005-11-13,9,10,26.218,PIT,CLE,False,4,4,100.0,2,3,66.7,0,10,0.0,,,,,,False,True,34,21,Jeff Reed
2005,2005-11-20,10,11,26.225,PIT,BAL,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,True,False,13,16,Jeff Reed
2005,2005-11-28,11,12,26.233,PIT,IND,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,True,False,7,26,Jeff Reed
2005,2005-12-04,12,13,26.239,PIT,CIN,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,False,False,31,38,Jeff Reed
2005,2005-12-11,13,14,26.246,PIT,CHI,False,3,3,100.0,,,,0,3,0.0,,,,,,False,True,21,9,Jeff Reed
2005,2005-12-18,14,15,26.253,PIT,MIN,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,True,True,18,3,Jeff Reed
2005,2005-12-24,15,16,26.259,PIT,CLE,False,5,5,100.0,2,2,100.0,0,11,0.0,,,,,,True,True,41,0,Jeff Reed
2005,2006-01-01,16,17,26.267,PIT,DET,False,5,5,100.0,,,,0,5,0.0,,,,,,False,True,35,21,Jeff Reed
2006,2006-09-07,1,1,27.151,PIT,MIA,False,4,4,100.0,,1,0.0,0,4,0.0,,,,,,False,True,28,17,Jeff Reed
2006,2006-09-18,2,2,27.162,PIT,JAX,False,,,,,,,0,0,0.0,,,,,,True,False,0,9,Jeff Reed
2006,2006-09-24,3,3,27.168,PIT,CIN,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,False,False,20,28,Jeff Reed
2006,2006-10-08,4,5,27.182,PIT,SDG,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,True,False,13,23,Jeff Reed
2006,2006-10-15,5,6,27.189,PIT,KAN,False,6,6,100.0,1,2,50.0,0,9,0.0,,,,,,False,True,45,7,Jeff Reed
2006,2006-10-22,6,7,27.196,PIT,ATL,False,5,5,100.0,1,1,100.0,0,8,0.0,1,0,1,0,0,True,False,38,41,Jeff Reed
2006,2006-10-29,7,8,27.203,PIT,OAK,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,True,False,13,20,Jeff Reed
2006,2006-11-05,8,9,27.210,PIT,DEN,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,False,False,20,31,Jeff Reed
2006,2006-11-12,9,10,27.217,PIT,NOR,False,5,5,100.0,1,2,50.0,0,8,0.0,1,0,1,0,0,False,True,38,31,Jeff Reed
2006,2006-11-19,10,11,27.224,PIT,CLE,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,True,True,24,20,Jeff Reed
2006,2006-11-26,11,12,27.231,PIT,BAL,False,,,,,,,0,0,0.0,,,,,,True,False,0,27,Jeff Reed
2006,2006-12-03,12,13,27.238,PIT,TAM,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,False,True,20,3,Jeff Reed
2006,2006-12-07,13,14,27.242,PIT,CLE,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,0,False,True,27,7,Jeff Reed
2006,2006-12-17,14,15,27.252,PIT,CAR,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,True,True,37,3,Jeff Reed
2006,2006-12-24,15,16,27.259,PIT,BAL,False,1,1,100.0,,,,0,1,0.0,,,,,,False,False,7,31,Jeff Reed
2006,2006-12-31,16,17,27.266,PIT,CIN,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,True,True,23,17,Jeff Reed
2007,2007-09-09,1,1,28.153,PIT,CLE,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,True,True,34,7,Jeff Reed
2007,2007-09-16,2,2,28.160,PIT,BUF,False,2,2,100.0,4,4,100.0,0,14,0.0,0,1,1,0,0,False,True,26,3,Jeff Reed
2007,2007-09-23,3,3,28.167,PIT,SFO,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,False,True,37,16,Jeff Reed
2007,2007-09-30,4,4,28.174,PIT,ARI,False,2,2,100.0,,,,0,2,0.0,,,,,,True,False,14,21,Jeff Reed
2007,2007-10-07,5,5,28.181,PIT,SEA,False,3,3,100.0,,,,0,3,0.0,,,,,,False,True,21,0,Jeff Reed
2007,2007-10-21,6,7,28.195,PIT,DEN,False,4,4,100.0,,1,0.0,0,4,0.0,,,,,,True,False,28,31,Jeff Reed
2007,2007-10-28,7,8,28.202,PIT,CIN,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,True,True,24,13,Jeff Reed
2007,2007-11-05,8,9,28.210,PIT,BAL,False,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,False,True,38,7,Jeff Reed
2007,2007-11-11,9,10,28.216,PIT,CLE,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,False,True,31,28,Jeff Reed
2007,2007-11-18,10,11,28.223,PIT,NYJ,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,True,False,16,19,Jeff Reed
2007,2007-11-26,11,12,28.231,PIT,MIA,False,,,,1,2,50.0,0,3,0.0,,,,,,False,True,3,0,Jeff Reed
2007,2007-12-02,12,13,28.237,PIT,CIN,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,False,True,24,10,Jeff Reed
2007,2007-12-09,13,14,28.244,PIT,NWE,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,True,False,13,34,Jeff Reed
2007,2007-12-16,14,15,28.251,PIT,JAX,False,2,2,100.0,,,,0,2,0.0,,,,,,False,False,22,29,Jeff Reed
2007,2007-12-20,15,16,28.255,PIT,STL,False,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,0,True,True,41,24,Jeff Reed
2007,2007-12-30,16,17,28.265,PIT,BAL,False,3,3,100.0,,,,0,3,0.0,,,,,,True,False,21,27,Jeff Reed
2008,2008-09-07,1,1,29.151,PIT,HOU,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,False,True,38,17,Jeff Reed
2008,2008-09-14,2,2,29.158,PIT,CLE,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,True,True,10,6,Jeff Reed
2008,2008-09-21,3,3,29.165,PIT,PHI,False,,,,2,2,100.0,0,6,0.0,1,0,1,0,0,True,False,6,15,Jeff Reed
2008,2008-09-29,4,4,29.173,PIT,BAL,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,False,True,23,20,Jeff Reed
2008,2008-10-05,5,5,29.179,PIT,JAX,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,True,True,26,21,Jeff Reed
2008,2008-10-19,6,7,29.193,PIT,CIN,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,True,True,38,10,Jeff Reed
2008,2008-10-26,7,8,29.200,PIT,NYG,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,False,False,14,21,Jeff Reed
2008,2008-11-03,8,9,29.208,PIT,WAS,False,2,3,66.7,1,1,100.0,0,5,0.0,1,0,1,0,0,True,True,23,6,Jeff Reed
2008,2008-11-09,9,10,29.214,PIT,IND,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,False,False,20,24,Jeff Reed
2008,2008-11-16,10,11,29.221,PIT,SDG,False,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,False,True,11,10,Jeff Reed
2008,2008-11-20,11,12,29.225,PIT,CIN,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,False,True,27,10,Jeff Reed
2008,2008-11-30,12,13,29.235,PIT,NWE,False,3,3,100.0,4,5,80.0,0,15,0.0,0,0,0,0,0,True,True,33,10,Jeff Reed
2008,2008-12-07,13,14,29.242,PIT,DAL,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,False,True,20,13,Jeff Reed
2008,2008-12-14,14,15,29.249,PIT,BAL,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,True,True,13,9,Jeff Reed
2008,2008-12-21,15,16,29.256,PIT,TEN,False,2,2,100.0,,1,0.0,0,2,0.0,1,0,1,0,0,True,False,14,31,Jeff Reed
2008,2008-12-28,16,17,29.263,PIT,CLE,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,False,True,31,0,Jeff Reed
2009,2009-09-10,1,1,30.154,PIT,TEN,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,False,True,13,10,Jeff Reed
2009,2009-09-20,2,2,30.164,PIT,CHI,False,2,2,100.0,,2,0.0,0,2,0.0,1,0,1,0,0,True,False,14,17,Jeff Reed
2009,2009-09-27,3,3,30.171,PIT,CIN,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,True,False,20,23,Jeff Reed
2009,2009-10-04,4,4,30.178,PIT,SDG,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,False,True,38,28,Jeff Reed
2009,2009-10-11,5,5,30.185,PIT,DET,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,True,True,28,20,Jeff Reed
2009,2009-10-18,6,6,30.192,PIT,CLE,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,False,True,27,14,Jeff Reed
2009,2009-10-25,7,7,30.199,PIT,MIN,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,False,True,27,17,Jeff Reed
2009,2009-11-09,8,9,30.214,PIT,DEN,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,True,True,28,10,Jeff Reed
2009,2009-11-15,9,10,30.220,PIT,CIN,False,,,,4,4,100.0,0,12,0.0,1,0,1,0,0,False,False,12,18,Jeff Reed
2009,2009-11-22,10,11,30.227,PIT,KAN,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,True,False,24,27,Jeff Reed
2009,2009-11-29,11,12,30.234,PIT,BAL,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,True,False,17,20,Jeff Reed
2009,2009-12-06,12,13,30.241,PIT,OAK,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,False,False,24,27,Jeff Reed
2009,2009-12-10,13,14,30.245,PIT,CLE,False,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,True,False,6,13,Jeff Reed
2009,2009-12-20,14,15,30.255,PIT,GNB,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,False,True,37,36,Jeff Reed
2009,2009-12-27,15,16,30.262,PIT,BAL,False,2,2,100.0,3,3,100.0,0,11,0.0,1,0,1,0,0,False,True,23,20,Jeff Reed
2009,2010-01-03,16,17,30.269,PIT,MIA,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,True,True,30,24,Jeff Reed
2010,2010-09-12,1,1,31.156,PIT,ATL,False,,,,3,5,60.0,0,9,0.0,0,0,0,,,False,True,15,9,Jeff Reed
2010,2010-09-19,2,2,31.163,PIT,TEN,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,True,True,19,11,Jeff Reed
2010,2010-09-26,3,3,31.170,PIT,TAM,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,True,True,38,13,Jeff Reed
2010,2010-10-03,4,4,31.177,PIT,BAL,False,2,2,100.0,,2,0.0,0,2,0.0,0,0,0,,,False,False,14,17,Jeff Reed
2010,2010-10-17,5,6,31.191,PIT,CLE,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,False,True,28,10,Jeff Reed
2010,2010-10-24,6,7,31.198,PIT,MIA,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,True,True,23,22,Jeff Reed
2010,2010-10-31,7,8,31.205,PIT,NOR,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,True,False,10,20,Jeff Reed
2010,2010-11-08,8,9,31.213,PIT,CIN,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,True,True,27,21,Jeff Reed
2010,2010-11-14,9,10,31.219,PIT,NWE,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,False,False,26,39,Jeff Reed
2010,2010-12-05,12,13,31.240,SFO,GNB,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,True,False,16,34,Jeff Reed
2010,2010-12-12,13,14,31.247,SFO,SEA,False,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,,,False,True,40,21,Jeff Reed
2010,2010-12-16,14,15,31.251,SFO,SDG,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,True,False,7,34,Jeff Reed
2010,2010-12-26,15,16,31.261,SFO,STL,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,True,False,17,25,Jeff Reed
2010,2011-01-02,16,17,31.268,SFO,ARI,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,False,True,38,7,Jeff Reed
,132 Games,,,,,,False,320,323,99.1,213,259,82.2,0,959,0.0,18,1,19,0,0,False,False,48,0,Jeff Reed
