Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2011,2012-01-01,16,17,,TEN,@,HOU,W 23-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Kenny Britt
2012,2012-09-09,1,1,,TEN,,NWE,L 13-34,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Kenny Britt
2012,2012-09-16,2,2,23.363,TEN,@,SDG,L 10-38,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,19,48%,0,0%,0,0%,True,Kenny Britt
2012,2012-09-23,3,3,24.004,TEN,,DET,W 44-41,True,11,6,55,9.17,0,54.5%,5.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,59%,0,0%,0,0%,False,Kenny Britt
2012,2012-09-30,4,4,,TEN,@,HOU,L 14-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kenny Britt
2012,2012-10-07,5,5,24.018,TEN,@,MIN,L 7-30,False,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,28,39%,0,0%,0,0%,True,Kenny Britt
2012,2012-10-11,6,6,24.022,TEN,,PIT,W 26-23,False,11,4,62,15.50,1,36.4%,5.64,0,0,,0,0,0,,0,,1,6,1,0,0,1,0,0,45,63%,0,0%,0,0%,False,Kenny Britt
2012,2012-10-21,7,7,24.032,TEN,@,BUF,W 35-34,True,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,True,Kenny Britt
2012,2012-10-28,8,8,24.039,TEN,,IND,L 13-19,True,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,38,64%,0,0%,0,0%,False,Kenny Britt
2012,2012-11-04,9,9,24.046,TEN,,CHI,L 20-51,True,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,1,0,2,1,1,0,0,0,0,43,75%,0,0%,0,0%,False,Kenny Britt
2012,2012-11-11,10,10,24.053,TEN,@,MIA,W 37-3,True,6,2,36,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,54%,0,0%,0,0%,True,Kenny Britt
2012,2012-11-25,11,12,24.067,TEN,@,JAX,L 19-24,True,5,3,25,8.33,1,60.0%,5.00,0,0,,0,0,0,,0,,1,6,0,0,0,1,-2,0,54,76%,0,0%,0,0%,True,Kenny Britt
2012,2012-12-02,12,13,24.074,TEN,,HOU,L 10-24,True,8,2,40,20.00,1,25.0%,5.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,66,88%,0,0%,0,0%,False,Kenny Britt
2012,2012-12-09,13,14,24.081,TEN,@,IND,L 23-27,True,9,8,143,17.88,0,88.9%,15.89,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,Kenny Britt
2012,2012-12-17,14,15,24.089,TEN,,NYJ,W 14-10,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,88%,0,0%,0,0%,False,Kenny Britt
2012,2012-12-23,15,16,24.095,TEN,@,GNB,L 7-55,True,6,2,41,20.50,1,33.3%,6.83,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,54,92%,0,0%,0,0%,True,Kenny Britt
2012,2012-12-30,16,17,24.102,TEN,,JAX,W 38-20,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,65%,0,0%,1,3%,False,Kenny Britt
2013,2013-09-08,1,1,24.354,TEN,@,PIT,W 16-9,True,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,Kenny Britt
2013,2013-09-15,2,2,24.361,TEN,@,HOU,L 24-30,True,9,4,28,7.00,0,44.4%,3.11,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,86%,0,0%,0,0%,True,Kenny Britt
2013,2013-09-22,3,3,25.003,TEN,,SDG,W 20-17,True,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,38,55%,0,0%,0,0%,False,Kenny Britt
2013,2013-09-29,4,4,,TEN,,NYJ,W 38-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kenny Britt
2013,2013-10-06,5,5,25.017,TEN,,KAN,L 17-26,False,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,51%,0,0%,0,0%,False,Kenny Britt
2013,2013-10-13,6,6,25.024,TEN,@,SEA,L 13-20,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,2,4%,0,0%,0,0%,True,Kenny Britt
2013,2013-10-20,7,7,25.031,TEN,,SFO,L 17-31,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,20,33%,0,0%,0,0%,False,Kenny Britt
2013,2013-11-03,8,9,25.045,TEN,@,STL,W 28-21,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,10,16%,0,0%,0,0%,True,Kenny Britt
2013,2013-11-10,9,10,25.052,TEN,,JAX,L 27-29,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,False,Kenny Britt
2013,2013-11-14,10,11,25.056,TEN,,IND,L 27-30,False,,,,,,0.0%,,,,,,,,,,,0,0,0,,,0,0,0,14,25%,0,0%,0,0%,False,Kenny Britt
2013,2013-11-24,11,12,25.066,TEN,@,OAK,W 23-19,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,5,6%,0,0%,0,0%,True,Kenny Britt
2013,2013-12-01,12,13,25.073,TEN,@,IND,L 14-22,False,,,,,,0.0%,,,,,,,,,,,0,0,0,,,0,0,0,1,1%,0,0%,0,0%,True,Kenny Britt
2013,2013-12-08,13,14,,TEN,@,DEN,L 28-51,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kenny Britt
2013,2013-12-15,14,15,25.087,TEN,,ARI,L 34-37,False,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,72%,0,0%,0,0%,False,Kenny Britt
2013,2013-12-22,15,16,,TEN,@,JAX,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kenny Britt
2013,2013-12-29,16,17,,TEN,,HOU,W 16-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kenny Britt
2014,2014-09-07,1,1,25.353,STL,,MIN,L 6-34,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,False,Kenny Britt
2014,2014-09-14,2,2,25.360,STL,@,TAM,W 19-17,False,1,1,17,17.00,0,100.0%,17.00,1,12,12.00,0,0,0,,0,,0,0,0,0,0,0,0,0,41,67%,0,0%,0,0%,True,Kenny Britt
2014,2014-09-21,3,3,26.002,STL,,DAL,L 31-34,False,7,5,69,13.80,0,71.4%,9.86,1,2,2.00,0,0,0,,0,,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,False,Kenny Britt
2014,2014-10-05,4,5,26.016,STL,@,PHI,L 28-34,False,6,3,68,22.67,1,50.0%,11.33,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,47,60%,0,0%,0,0%,True,Kenny Britt
2014,2014-10-13,5,6,26.024,STL,,SFO,L 17-31,True,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,69%,0,0%,1,3%,False,Kenny Britt
2014,2014-10-19,6,7,26.030,STL,,SEA,W 28-26,True,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,30,61%,0,0%,1,4%,False,Kenny Britt
2014,2014-10-26,7,8,26.037,STL,@,KAN,L 7-34,True,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,79%,0,0%,0,0%,True,Kenny Britt
2014,2014-11-02,8,9,26.044,STL,@,SFO,W 13-10,True,4,2,32,16.00,1,50.0%,8.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,95%,0,0%,0,0%,True,Kenny Britt
2014,2014-11-09,9,10,26.051,STL,@,ARI,L 14-31,True,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,True,Kenny Britt
2014,2014-11-16,10,11,26.058,STL,,DEN,W 22-7,True,7,4,128,32.00,1,57.1%,18.29,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,58,89%,0,0%,0,0%,False,Kenny Britt
2014,2014-11-23,11,12,26.065,STL,@,SDG,L 24-27,True,6,2,37,18.50,0,33.3%,6.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,92%,0,0%,0,0%,True,Kenny Britt
2014,2014-11-30,12,13,26.072,STL,,OAK,W 52-0,True,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,80%,0,0%,0,0%,False,Kenny Britt
2014,2014-12-07,13,14,26.079,STL,@,WAS,W 24-0,True,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,85%,0,0%,0,0%,True,Kenny Britt
2014,2014-12-11,14,15,26.083,STL,,ARI,L 6-12,True,9,5,65,13.00,0,55.6%,7.22,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,False,Kenny Britt
2014,2014-12-21,15,16,26.093,STL,,NYG,L 27-37,True,11,9,103,11.44,0,81.8%,9.36,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,87%,0,0%,1,3%,False,Kenny Britt
