Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-10,13.0,14.0,22.333,TEN,ARI,L 7-12,False,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,0,0,0,0,0,0,46,77%,0,0%,0,0%,True,Corey Davis,False,7,12
2017.0,2017-12-17,14.0,15.0,22.34,TEN,SFO,L 23-25,True,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,0,0,0,0,0,0,54,86%,0,0%,0,0%,True,Corey Davis,False,23,25
2017.0,2017-12-24,15.0,16.0,22.347,TEN,LAR,L 23-27,True,9,6,91,15.17,0,66.7%,10.11,0,0,,0,0,0,0,0,0,0,0,0,54,79%,0,0%,0,0%,False,Corey Davis,False,23,27
2017.0,2017-12-31,16.0,17.0,22.354,TEN,JAX,W 15-10,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,42,65%,0,0%,0,0%,False,Corey Davis,True,15,10
2018.0,2018-09-09,1.0,1.0,23.241,TEN,MIA,L 20-27,True,13,6,62,10.33,0,46.2%,4.77,0,0,,0,0,0,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,Corey Davis,False,20,27
2018.0,2018-09-16,2.0,2.0,23.248,TEN,HOU,W 20-17,True,7,5,55,11.00,0,71.4%,7.86,0,0,,0,0,0,1,0,0,0,0,0,48,81%,0,0%,0,0%,False,Corey Davis,True,20,17
2018.0,2018-09-23,3.0,3.0,23.255,TEN,JAX,W 9-6,True,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,True,Corey Davis,True,9,6
2018.0,2018-09-30,4.0,4.0,23.262,TEN,PHI,W 26-23,True,15,9,161,17.89,1,60.0%,10.73,0,0,,0,1,6,0,0,0,0,0,0,60,85%,0,0%,0,0%,False,Corey Davis,True,26,23
2018.0,2018-10-07,5.0,5.0,23.269,TEN,BUF,L 12-13,True,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,0,0,0,0,0,0,49,91%,0,0%,0,0%,True,Corey Davis,False,12,13
2018.0,2018-10-14,6.0,6.0,23.276,TEN,BAL,L 0-21,True,4,1,24,24.00,0,25.0%,6.00,0,0,,0,0,0,0,0,0,0,0,0,38,86%,0,0%,0,0%,False,Corey Davis,False,0,21
2018.0,2018-10-21,7.0,7.0,23.283,TEN,LAC,L 19-20,True,7,3,10,3.33,0,42.9%,1.43,0,0,,0,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,True,Corey Davis,False,19,20
2018.0,2018-11-05,8.0,9.0,23.298,TEN,DAL,W 28-14,True,10,6,56,9.33,0,60.0%,5.60,1,4,4.00,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Corey Davis,True,28,14
2018.0,2018-11-11,9.0,10.0,23.304,TEN,NWE,W 34-10,True,10,7,125,17.86,1,70.0%,12.50,0,0,,0,1,6,0,0,0,0,0,0,59,91%,0,0%,0,0%,False,Corey Davis,True,34,10
2018.0,2018-11-18,10.0,11.0,23.311,TEN,IND,L 10-38,True,4,2,30,15.00,0,50.0%,7.50,1,-1,-1.00,0,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Corey Davis,False,10,38
2018.0,2018-11-26,11.0,12.0,23.319,TEN,HOU,L 17-34,True,4,4,96,24.00,1,100.0%,24.00,1,39,39.00,0,1,6,0,0,0,0,0,0,53,96%,0,0%,0,0%,True,Corey Davis,False,17,34
2018.0,2018-12-02,12.0,13.0,23.325,TEN,NYJ,W 26-22,True,7,3,42,14.00,1,42.9%,6.00,1,12,12.00,0,1,6,0,0,0,0,0,0,65,96%,0,0%,0,0%,False,Corey Davis,True,26,22
2018.0,2018-12-06,13.0,14.0,23.329,TEN,JAX,W 30-9,True,3,2,21,10.50,0,66.7%,7.00,1,0,0.00,0,0,0,0,0,0,0,0,0,49,82%,0,0%,0,0%,False,Corey Davis,True,30,9
2018.0,2018-12-16,14.0,15.0,23.339,TEN,NYG,W 17-0,True,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Corey Davis,True,17,0
2018.0,2018-12-22,15.0,16.0,23.345,TEN,WAS,W 25-16,True,5,3,45,15.00,0,60.0%,9.00,1,1,1.00,0,0,0,0,0,0,0,0,0,49,88%,0,0%,0,0%,False,Corey Davis,True,25,16
2018.0,2018-12-30,16.0,17.0,23.353,TEN,IND,L 17-33,True,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,0,0,0,0,0,0,38,78%,0,0%,0,0%,False,Corey Davis,False,17,33
2019.0,2019-09-08,1.0,1.0,24.24,TEN,CLE,W 43-13,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,True,Corey Davis,True,43,13
2019.0,2019-09-15,2.0,2.0,24.247,TEN,IND,L 17-19,False,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,0,0,0,0,0,0,49,83%,0,0%,0,0%,False,Corey Davis,False,17,19
2019.0,2019-09-19,3.0,3.0,24.251,TEN,JAX,L 7-20,True,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,1,0,0,0,0,0,58,73%,0,0%,0,0%,True,Corey Davis,False,7,20
2019.0,2019-09-29,4.0,4.0,24.261,TEN,ATL,W 24-10,True,6,5,91,18.20,1,83.3%,15.17,0,0,,0,1,6,0,0,0,0,0,0,54,87%,0,0%,0,0%,True,Corey Davis,True,24,10
2019.0,2019-10-06,5.0,5.0,24.268,TEN,BUF,L 7-14,False,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,0,0,0,0,0,0,50,86%,0,0%,0,0%,False,Corey Davis,False,7,14
2019.0,2019-10-13,6.0,6.0,24.275,TEN,DEN,L 0-16,False,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,0,0,0,0,0,0,57,86%,0,0%,0,0%,True,Corey Davis,False,0,16
2019.0,2019-10-20,7.0,7.0,24.282,TEN,LAC,W 23-20,True,7,6,80,13.33,1,85.7%,11.43,0,0,,0,1,6,0,0,0,0,0,0,46,74%,0,0%,0,0%,False,Corey Davis,True,23,20
2019.0,2019-10-27,8.0,8.0,24.289,TEN,TAM,W 27-23,True,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,0,0,0,0,0,0,37,63%,0,0%,0,0%,False,Corey Davis,True,27,23
2019.0,2019-11-03,9.0,9.0,24.296,TEN,CAR,L 20-30,True,5,4,48,12.00,0,80.0%,9.60,0,0,,0,0,0,0,0,0,0,0,0,56,78%,0,0%,0,0%,True,Corey Davis,False,20,30
2019.0,2019-11-10,10.0,10.0,,TEN,KAN,W 35-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Corey Davis,True,35,32
2019.0,2019-11-24,11.0,12.0,24.317,TEN,JAX,W 42-20,True,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,0,0,0,0,0,0,39,74%,0,0%,1,3%,False,Corey Davis,True,42,20
2019.0,2019-12-01,12.0,13.0,24.324,TEN,IND,W 31-17,True,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,0,0,0,0,0,0,40,68%,0,0%,0,0%,True,Corey Davis,True,31,17
2019.0,2019-12-08,13.0,14.0,24.331,TEN,OAK,W 42-21,True,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,True,Corey Davis,True,42,21
2019.0,2019-12-15,14.0,15.0,24.338,TEN,HOU,L 21-24,False,6,3,57,19.00,0,50.0%,9.50,0,0,,0,0,0,0,0,0,0,0,0,52,76%,0,0%,0,0%,False,Corey Davis,False,21,24
2019.0,2019-12-22,15.0,16.0,24.345,TEN,NOR,L 28-38,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,0,0,0,0,0,0,44,71%,0,0%,0,0%,False,Corey Davis,False,28,38
2019.0,2019-12-29,16.0,17.0,24.352,TEN,HOU,W 35-14,True,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,0,0,0,0,0,0,42,68%,0,0%,0,0%,True,Corey Davis,True,35,14
2020.0,2020-09-14,1.0,1.0,25.247,TEN,DEN,W 16-14,True,8,7,101,14.43,0,87.5%,12.63,0,0,,0,0,0,0,0,0,0,0,0,66,81%,0,0%,0,0%,True,Corey Davis,True,16,14
2020.0,2020-09-20,2.0,2.0,25.253,TEN,JAX,W 33-30,True,5,3,36,12.00,1,60.0%,7.20,0,0,,0,1,6,0,0,0,0,0,0,50,81%,0,0%,0,0%,False,Corey Davis,True,33,30
2020.0,2020-09-27,3.0,3.0,25.26,TEN,MIN,W 31-30,True,6,5,69,13.80,0,83.3%,11.50,0,0,,0,0,0,0,0,0,0,0,0,55,73%,0,0%,0,0%,True,Corey Davis,True,31,30
2020.0,2020-10-13,4.0,5.0,,TEN,BUF,W 42-16,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,Corey Davis,True,42,16
2020.0,2020-10-18,5.0,6.0,,TEN,HOU,W 42-36,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,Corey Davis,True,42,36
2020.0,2020-10-25,6.0,7.0,25.288,TEN,PIT,L 24-27,True,10,6,35,5.83,1,60.0%,3.50,0,0,,0,1,6,0,0,0,0,0,0,52,91%,0,0%,0,0%,False,Corey Davis,False,24,27
2020.0,2020-11-01,7.0,8.0,25.295,TEN,CIN,L 20-31,True,10,8,128,16.00,1,80.0%,12.80,0,0,,0,1,6,0,0,0,0,0,0,49,78%,0,0%,0,0%,True,Corey Davis,False,20,31
2020.0,2020-11-08,8.0,9.0,25.302,TEN,CHI,W 24-17,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,43,78%,0,0%,2,6%,False,Corey Davis,True,24,17
2020.0,2020-11-12,9.0,10.0,25.306,TEN,IND,L 17-34,False,6,5,67,13.40,0,83.3%,11.17,0,0,,0,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,False,Corey Davis,False,17,34
2020.0,2020-11-22,10.0,11.0,25.316,TEN,BAL,W 30-24,False,7,5,113,22.60,0,71.4%,16.14,0,0,,0,0,0,0,0,0,0,0,0,52,74%,0,0%,0,0%,True,Corey Davis,True,30,24
2020.0,2020-11-29,11.0,12.0,25.323,TEN,IND,W 45-26,True,3,3,70,23.33,0,100.0%,23.33,0,0,,0,0,0,0,0,0,0,0,0,56,78%,0,0%,1,3%,True,Corey Davis,True,45,26
2020.0,2020-12-06,12.0,13.0,25.33,TEN,CLE,L 35-41,True,12,11,182,16.55,1,91.7%,15.17,0,0,,0,1,6,0,0,0,0,0,0,57,78%,0,0%,0,0%,False,Corey Davis,False,35,41
2020.0,2020-12-13,13.0,14.0,25.337,TEN,JAX,W 31-10,True,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,1,1,0,0,0,0,42,64%,0,0%,0,0%,True,Corey Davis,True,31,10
2020.0,2020-12-20,14.0,15.0,25.344,TEN,DET,W 46-25,True,6,4,110,27.50,1,66.7%,18.33,0,0,,0,1,6,0,0,0,0,0,0,53,78%,0,0%,1,4%,False,Corey Davis,True,46,25
2020.0,2020-12-27,15.0,16.0,25.351,TEN,GNB,L 14-40,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,45,82%,0,0%,0,0%,True,Corey Davis,False,14,40
2020.0,2021-01-03,16.0,17.0,25.358,TEN,HOU,W 41-38,True,11,5,39,7.80,0,45.5%,3.55,0,0,,0,0,0,0,0,0,0,0,0,59,83%,0,0%,0,0%,True,Corey Davis,True,41,38
2021.0,2021-09-12,1.0,1.0,26.244,NYJ,CAR,L 14-19,True,7,5,97,19.40,2,71.4%,13.86,0,0,,0,2,12,0,0,0,0,0,0,58,89%,0,0%,0,0%,True,Corey Davis,False,14,19
2021.0,2021-09-19,2.0,2.0,26.251,NYJ,NWE,L 6-25,True,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,0,0,0,0,0,0,53,73%,0,0%,0,0%,False,Corey Davis,False,6,25
2021.0,2021-09-26,3.0,3.0,26.258,NYJ,DEN,L 0-26,True,10,5,41,8.20,0,50.0%,4.10,0,0,,0,0,0,0,0,0,0,0,0,51,94%,0,0%,0,0%,True,Corey Davis,False,0,26
2021.0,2021-10-03,4.0,4.0,26.265,NYJ,TEN,W 27-24,True,7,4,111,27.75,1,57.1%,15.86,0,0,,0,1,6,1,0,0,1,0,0,50,82%,0,0%,0,0%,False,Corey Davis,True,27,24
2021.0,2021-10-10,5.0,5.0,26.272,NYJ,ATL,L 20-27,True,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,0,0,0,0,0,0,45,80%,0,0%,0,0%,True,Corey Davis,False,20,27
2021.0,2021-10-24,6.0,7.0,26.286,NYJ,NWE,L 13-54,True,6,4,47,11.75,1,66.7%,7.83,0,0,,0,1,6,0,0,0,0,0,0,47,72%,0,0%,0,0%,True,Corey Davis,False,13,54
2021.0,2021-10-31,7.0,8.0,,NYJ,CIN,W 34-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Corey Davis,True,34,31
2021.0,2021-11-04,8.0,9.0,,NYJ,IND,L 30-45,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Corey Davis,False,30,45
2021.0,2021-11-14,9.0,10.0,26.307,NYJ,BUF,L 17-45,True,7,5,93,18.60,0,71.4%,13.29,0,0,,0,0,0,1,1,0,0,0,0,65,84%,0,0%,0,0%,False,Corey Davis,False,17,45
2021.0,2021-11-21,10.0,11.0,26.314,NYJ,MIA,L 17-24,True,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,0,0,0,0,0,0,56,93%,0,0%,0,0%,False,Corey Davis,False,17,24
2021.0,2021-11-28,11.0,12.0,,NYJ,HOU,W 21-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Corey Davis,True,21,14
2021.0,2021-12-05,12.0,13.0,26.328,NYJ,PHI,L 18-33,True,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,False,Corey Davis,False,18,33
2021.0,2021-12-12,13.0,14.0,,NYJ,NOR,L 9-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Corey Davis,False,9,30
2021.0,2021-12-19,14.0,15.0,,NYJ,MIA,L 24-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Corey Davis,False,24,31
2021.0,2021-12-26,15.0,16.0,,NYJ,JAX,W 26-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Corey Davis,True,26,21
2021.0,2022-01-02,16.0,17.0,,NYJ,TAM,L 24-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Corey Davis,False,24,28
2021.0,2022-01-09,17.0,18.0,,NYJ,BUF,L 10-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Corey Davis,False,10,27
,65 Games,,,,,,33-32-0,False,397,241,3343,13.87,15,60.7%,8.42,6,55,9.17,0,15,90,6,3,0,1,0,0,,,,,,,False,Corey Davis,False,32,0
