Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-12-14,14.0,15.0,21.34,CLE,CIN,L 0-30,False,7,17,2.43,0,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,48%,0,0%,0,0%,False,Isaiah Crowell,False,0,30
2014.0,2014-12-21,15.0,16.0,21.347,CLE,CAR,L 13-17,True,16,55,3.44,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,77%,0,0%,0,0%,True,Isaiah Crowell,False,13,17
2014.0,2014-12-28,16.0,17.0,21.354,CLE,BAL,L 10-20,False,4,6,1.50,0,1,1,16,16.00,0,100.0%,16.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,18%,0,0%,0,0%,True,Isaiah Crowell,False,10,20
2015.0,2015-09-13,1.0,1.0,22.248,CLE,NYJ,L 10-31,False,12,20,1.67,0,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,Isaiah Crowell,False,10,31
2015.0,2015-09-20,2.0,2.0,22.255,CLE,TEN,W 28-14,True,15,72,4.80,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,49%,0,0%,0,0%,False,Isaiah Crowell,True,28,14
2015.0,2015-09-27,3.0,3.0,22.262,CLE,OAK,L 20-27,True,10,36,3.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,46%,0,0%,0,0%,False,Isaiah Crowell,False,20,27
2015.0,2015-10-04,4.0,4.0,22.269,CLE,SDG,L 27-30,False,12,63,5.25,0,3,3,62,20.67,0,100.0%,20.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,37%,0,0%,0,0%,True,Isaiah Crowell,False,27,30
2015.0,2015-10-11,5.0,5.0,22.276,CLE,BAL,W 33-30,False,13,49,3.77,0,2,2,38,19.00,1,100.0%,19.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,39%,0,0%,0,0%,True,Isaiah Crowell,True,33,30
2015.0,2015-10-18,6.0,6.0,22.283,CLE,DEN,L 23-26,True,11,32,2.91,0,2,2,9,4.50,0,100.0%,4.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,35%,0,0%,0,0%,False,Isaiah Crowell,False,23,26
2015.0,2015-10-25,7.0,7.0,22.29,CLE,STL,L 6-24,True,8,9,1.13,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,25%,0,0%,0,0%,True,Isaiah Crowell,False,6,24
2015.0,2015-11-01,8.0,8.0,22.297,CLE,ARI,L 20-34,True,10,14,1.40,0,2,1,12,12.00,0,50.0%,6.00,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,20,32%,0,0%,6,22%,False,Isaiah Crowell,False,20,34
2015.0,2015-11-05,9.0,9.0,22.301,CLE,CIN,L 10-31,True,10,38,3.80,0,4,3,26,8.67,0,75.0%,6.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,60%,0,0%,6,24%,True,Isaiah Crowell,False,10,31
2015.0,2015-11-15,10.0,10.0,22.311,CLE,PIT,L 9-30,True,6,-5,-0.83,0,2,1,4,4.00,0,50.0%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,48%,0,0%,0,0%,True,Isaiah Crowell,False,9,30
2015.0,2015-11-30,11.0,12.0,22.326,CLE,BAL,L 27-33,False,7,7,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,36%,0,0%,0,0%,False,Isaiah Crowell,False,27,33
2015.0,2015-12-06,12.0,13.0,22.332,CLE,CIN,L 3-37,True,11,62,5.64,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,Isaiah Crowell,False,3,37
2015.0,2015-12-13,13.0,14.0,22.339,CLE,SFO,W 24-10,False,20,145,7.25,2,1,1,9,9.00,0,100.0%,9.00,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,36,46%,0,0%,0,0%,False,Isaiah Crowell,True,24,10
2015.0,2015-12-20,14.0,15.0,22.346,CLE,SEA,L 13-30,False,9,23,2.56,0,3,3,7,2.33,0,100.0%,2.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,45%,0,0%,0,0%,True,Isaiah Crowell,False,13,30
2015.0,2015-12-27,15.0,16.0,22.353,CLE,KAN,L 13-17,False,16,88,5.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,41%,0,0%,0,0%,True,Isaiah Crowell,False,13,17
2015.0,2016-01-03,16.0,17.0,22.36,CLE,PIT,L 12-28,True,15,53,3.53,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,54%,0,0%,0,0%,False,Isaiah Crowell,False,12,28
2016.0,2016-09-11,1.0,1.0,23.247,CLE,PHI,L 10-29,True,12,62,5.17,1,2,2,16,8.00,0,100.0%,8.00,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,30,58%,0,0%,1,3%,True,Isaiah Crowell,False,10,29
2016.0,2016-09-18,2.0,2.0,23.254,CLE,BAL,L 20-25,True,18,133,7.39,1,1,1,15,15.00,0,100.0%,15.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,32,52%,0,0%,0,0%,False,Isaiah Crowell,False,20,25
2016.0,2016-09-25,3.0,3.0,23.261,CLE,MIA,L 24-30,True,15,79,5.27,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,51%,0,0%,0,0%,True,Isaiah Crowell,False,24,30
2016.0,2016-10-02,4.0,4.0,23.268,CLE,WAS,L 20-31,True,16,120,7.50,1,4,3,22,7.33,0,75.0%,5.50,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,47%,0,0%,0,0%,True,Isaiah Crowell,False,20,31
2016.0,2016-10-09,5.0,5.0,23.275,CLE,NWE,L 13-33,True,13,22,1.69,0,3,1,18,18.00,0,33.3%,6.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,59%,0,0%,0,0%,False,Isaiah Crowell,False,13,33
2016.0,2016-10-16,6.0,6.0,23.282,CLE,TEN,L 26-28,True,9,16,1.78,0,2,2,20,10.00,0,100.0%,10.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,57%,0,0%,0,0%,True,Isaiah Crowell,False,26,28
2016.0,2016-10-23,7.0,7.0,23.289,CLE,CIN,L 17-31,True,12,63,5.25,1,4,3,16,5.33,0,75.0%,4.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,59%,0,0%,0,0%,True,Isaiah Crowell,False,17,31
2016.0,2016-10-30,8.0,8.0,23.296,CLE,NYJ,L 28-31,True,11,29,2.64,1,2,2,34,17.00,0,100.0%,17.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,57%,0,0%,0,0%,False,Isaiah Crowell,False,28,31
2016.0,2016-11-06,9.0,9.0,23.303,CLE,DAL,L 10-35,True,6,4,0.67,0,4,4,63,15.75,0,100.0%,15.75,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,50%,0,0%,0,0%,False,Isaiah Crowell,False,10,35
2016.0,2016-11-10,10.0,10.0,23.307,CLE,BAL,L 7-28,True,9,23,2.56,0,5,3,30,10.00,0,60.0%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,60%,0,0%,0,0%,True,Isaiah Crowell,False,7,28
2016.0,2016-11-20,11.0,11.0,23.317,CLE,PIT,L 9-24,True,8,10,1.25,0,5,5,13,2.60,0,100.0%,2.60,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,53%,0,0%,0,0%,False,Isaiah Crowell,False,9,24
2016.0,2016-11-27,12.0,12.0,23.324,CLE,NYG,L 13-27,True,16,44,2.75,0,7,6,47,7.83,0,85.7%,6.71,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,40,53%,0,0%,0,0%,False,Isaiah Crowell,False,13,27
2016.0,2016-12-11,13.0,14.0,23.338,CLE,CIN,L 10-23,True,10,113,11.30,0,2,1,5,5.00,0,50.0%,2.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,56%,0,0%,0,0%,False,Isaiah Crowell,False,10,23
2016.0,2016-12-18,14.0,15.0,23.345,CLE,BUF,L 13-33,True,8,28,3.50,0,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,29,50%,0,0%,0,0%,True,Isaiah Crowell,False,13,33
2016.0,2016-12-24,15.0,16.0,23.351,CLE,SDG,W 20-17,True,16,54,3.38,2,5,4,4,1.00,0,80.0%,0.80,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,38,54%,0,0%,0,0%,False,Isaiah Crowell,True,20,17
2016.0,2017-01-01,16.0,17.0,23.359,CLE,PIT,L 24-27,True,19,152,8.00,0,4,3,16,5.33,0,75.0%,4.00,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,52,67%,0,0%,0,0%,True,Isaiah Crowell,False,24,27
2017.0,2017-09-10,1.0,1.0,24.245,CLE,PIT,L 18-21,True,17,33,1.94,0,2,2,33,16.50,0,100.0%,16.50,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,False,Isaiah Crowell,False,18,21
2017.0,2017-09-17,2.0,2.0,24.252,CLE,BAL,L 10-24,True,10,37,3.70,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,45%,0,0%,0,0%,True,Isaiah Crowell,False,10,24
2017.0,2017-09-24,3.0,3.0,24.259,CLE,IND,L 28-31,True,12,44,3.67,0,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,53%,0,0%,0,0%,True,Isaiah Crowell,False,28,31
2017.0,2017-10-01,4.0,4.0,24.266,CLE,CIN,L 7-31,True,7,20,2.86,0,2,1,7,7.00,0,50.0%,3.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,34%,0,0%,0,0%,False,Isaiah Crowell,False,7,31
2017.0,2017-10-08,5.0,5.0,24.273,CLE,NYJ,L 14-17,True,16,60,3.75,0,3,2,7,3.50,0,66.7%,2.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,47%,0,0%,0,0%,False,Isaiah Crowell,False,14,17
2017.0,2017-10-15,6.0,6.0,24.28,CLE,HOU,L 17-33,True,12,58,4.83,0,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,32,48%,0,0%,0,0%,True,Isaiah Crowell,False,17,33
2017.0,2017-10-22,7.0,7.0,24.287,CLE,TEN,L 9-12,True,17,35,2.06,0,6,4,36,9.00,0,66.7%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,53%,0,0%,0,0%,False,Isaiah Crowell,False,9,12
2017.0,2017-10-29,8.0,8.0,24.294,CLE,MIN,L 16-33,True,11,64,5.82,1,6,4,54,13.50,0,66.7%,9.00,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,33,56%,0,0%,0,0%,False,Isaiah Crowell,False,16,33
2017.0,2017-11-12,9.0,10.0,24.308,CLE,DET,L 24-38,True,16,90,5.63,1,2,1,5,5.00,0,50.0%,2.50,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,44%,0,0%,0,0%,True,Isaiah Crowell,False,24,38
2017.0,2017-11-19,10.0,11.0,24.315,CLE,JAX,L 7-19,True,11,18,1.64,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,44%,0,0%,0,0%,False,Isaiah Crowell,False,7,19
2017.0,2017-11-26,11.0,12.0,24.322,CLE,CIN,L 16-30,True,16,95,5.94,0,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,46%,0,0%,0,0%,True,Isaiah Crowell,False,16,30
2017.0,2017-12-03,12.0,13.0,24.329,CLE,LAC,L 10-19,True,10,41,4.10,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,51%,0,0%,0,0%,True,Isaiah Crowell,False,10,19
2017.0,2017-12-10,13.0,14.0,24.336,CLE,GNB,L 21-27,True,19,121,6.37,0,3,3,10,3.33,0,100.0%,3.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,62%,0,0%,0,0%,False,Isaiah Crowell,False,21,27
2017.0,2017-12-17,14.0,15.0,24.343,CLE,BAL,L 10-27,True,5,72,14.40,0,5,4,-7,-1.75,0,80.0%,-1.40,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,35%,0,0%,0,0%,False,Isaiah Crowell,False,10,27
2017.0,2017-12-24,15.0,16.0,24.35,CLE,CHI,L 3-20,True,12,44,3.67,0,4,1,-1,-1.00,0,25.0%,-0.25,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,Isaiah Crowell,False,3,20
2017.0,2017-12-31,16.0,17.0,24.357,CLE,PIT,L 24-28,True,15,21,1.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,55%,0,0%,0,0%,True,Isaiah Crowell,False,24,28
2018.0,2018-09-10,1.0,1.0,25.245,NYJ,DET,W 48-17,False,10,102,10.20,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,24,40%,0,0%,0,0%,True,Isaiah Crowell,True,48,17
2018.0,2018-09-16,2.0,2.0,25.251,NYJ,MIA,L 12-20,False,12,35,2.92,0,3,2,4,2.00,0,66.7%,1.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,Isaiah Crowell,False,12,20
2018.0,2018-09-20,3.0,3.0,25.255,NYJ,CLE,L 17-21,False,16,34,2.13,2,3,2,17,8.50,0,66.7%,5.67,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,29,46%,0,0%,0,0%,True,Isaiah Crowell,False,17,21
2018.0,2018-09-30,4.0,4.0,25.265,NYJ,JAX,L 12-31,False,4,0,0.00,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,36%,0,0%,0,0%,True,Isaiah Crowell,False,12,31
2018.0,2018-10-07,5.0,5.0,25.272,NYJ,DEN,W 34-16,False,15,219,14.60,1,1,1,12,12.00,0,100.0%,12.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,40%,0,0%,0,0%,False,Isaiah Crowell,True,34,16
2018.0,2018-10-14,6.0,6.0,25.279,NYJ,IND,W 42-34,False,13,40,3.08,0,2,2,12,6.00,0,100.0%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,29,41%,0,0%,0,0%,False,Isaiah Crowell,True,42,34
2018.0,2018-10-21,7.0,7.0,25.286,NYJ,MIN,L 17-37,False,11,29,2.64,0,3,1,21,21.00,0,33.3%,7.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,46%,0,0%,0,0%,False,Isaiah Crowell,False,17,37
2018.0,2018-10-28,8.0,8.0,25.293,NYJ,CHI,L 10-24,True,13,25,1.92,0,1,1,13,13.00,0,100.0%,13.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,46%,0,0%,0,0%,True,Isaiah Crowell,False,10,24
2018.0,2018-11-04,9.0,9.0,25.3,NYJ,MIA,L 6-13,True,13,49,3.77,0,2,1,11,11.00,0,50.0%,5.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,0,0%,True,Isaiah Crowell,False,6,13
2018.0,2018-11-11,10.0,10.0,25.307,NYJ,BUF,L 10-41,True,7,19,2.71,1,2,2,18,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,19,34%,0,0%,0,0%,False,Isaiah Crowell,False,10,41
2018.0,2018-11-25,11.0,12.0,25.321,NYJ,NWE,L 13-27,True,6,30,5.00,0,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,41%,0,0%,0,0%,False,Isaiah Crowell,False,13,27
2018.0,2018-12-02,12.0,13.0,25.328,NYJ,TEN,L 22-26,True,21,98,4.67,0,5,4,9,2.25,0,80.0%,1.80,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,63%,0,0%,0,0%,True,Isaiah Crowell,False,22,26
2018.0,2018-12-09,13.0,14.0,25.335,NYJ,BUF,W 27-23,True,2,5,2.50,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,9%,0,0%,0,0%,True,Isaiah Crowell,True,27,23
2018.0,2018-12-15,14.0,15.0,,NYJ,HOU,L 22-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Isaiah Crowell,False,22,29
2018.0,2018-12-23,15.0,16.0,,NYJ,GNB,L 38-44,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Isaiah Crowell,False,38,44
2018.0,2018-12-30,16.0,17.0,,NYJ,NWE,L 3-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Isaiah Crowell,False,3,38
,77 Games,,,,,,15-62-0,False,880,3803,4.32,27,159,117,922,7.88,1,73.6%,5.80,1,28,170,0.0,2,0,2,0,0,6,5,0,5,0,0,,,,,,,False,Isaiah Crowell,False,62,0
