Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-12-06,12,13,23.143,PHI,@,NWE,W 35-28,True,6,3,36,12.00,1,50.0%,6.00,1,6,1,0,0,0,0,0,46,75%,0,0%,0,0%,True,Jordan Matthews
2015,2015-12-13,13,14,23.150,PHI,,BUF,W 23-20,True,3,3,19,6.33,0,100.0%,6.33,0,0,0,0,0,0,0,0,63,82%,0,0%,0,0%,False,Jordan Matthews
2015,2015-12-20,14,15,23.157,PHI,,ARI,L 17-40,True,11,8,159,19.88,1,72.7%,14.45,1,6,0,0,0,0,0,0,53,83%,0,0%,0,0%,False,Jordan Matthews
2015,2015-12-26,15,16,23.163,PHI,,WAS,L 24-38,True,8,6,104,17.33,1,75.0%,13.00,1,6,0,0,0,0,0,0,72,89%,0,0%,0,0%,False,Jordan Matthews
2015,2016-01-03,16,17,23.171,PHI,@,NYG,W 35-30,True,9,7,54,7.71,2,77.8%,6.00,2,12,0,0,0,0,0,0,49,74%,0,0%,0,0%,True,Jordan Matthews
2016,2016-09-11,1,1,24.057,PHI,,CLE,W 29-10,True,14,7,114,16.29,1,50.0%,8.14,1,6,0,0,0,0,0,0,71,92%,0,0%,1,3%,False,Jordan Matthews
2016,2016-09-19,2,2,24.065,PHI,@,CHI,W 29-14,True,9,6,71,11.83,0,66.7%,7.89,0,0,0,0,0,0,0,0,71,99%,0,0%,1,4%,True,Jordan Matthews
2016,2016-09-25,3,3,24.071,PHI,,PIT,W 34-3,True,3,2,19,9.50,1,66.7%,6.33,1,6,0,0,0,0,0,0,55,85%,0,0%,0,0%,False,Jordan Matthews
2016,2016-10-09,4,5,24.085,PHI,@,DET,L 23-24,True,4,4,65,16.25,0,100.0%,16.25,0,0,1,0,0,0,0,0,57,93%,0,0%,0,0%,True,Jordan Matthews
2016,2016-10-16,5,6,24.092,PHI,@,WAS,L 20-27,False,7,3,75,25.00,0,42.9%,10.71,0,0,0,0,0,0,0,0,48,92%,0,0%,0,0%,True,Jordan Matthews
2016,2016-10-23,6,7,24.099,PHI,,MIN,W 21-10,True,4,3,10,3.33,0,75.0%,2.50,0,0,0,0,0,0,0,0,45,78%,0,0%,0,0%,False,Jordan Matthews
2016,2016-10-30,7,8,24.106,PHI,@,DAL,L 23-29,True,15,11,65,5.91,1,73.3%,4.33,1,6,0,0,0,0,0,0,68,89%,0,0%,0,0%,True,Jordan Matthews
2016,2016-11-06,8,9,24.113,PHI,@,NYG,L 23-28,True,10,6,88,14.67,0,60.0%,8.80,0,0,0,0,0,0,0,0,65,87%,0,0%,0,0%,True,Jordan Matthews
2016,2016-11-13,9,10,24.120,PHI,,ATL,W 24-15,True,10,6,73,12.17,0,60.0%,7.30,0,0,0,0,0,0,0,0,75,95%,0,0%,0,0%,False,Jordan Matthews
2016,2016-11-20,10,11,24.127,PHI,@,SEA,L 15-26,True,10,5,59,11.80,0,50.0%,5.90,0,0,0,0,0,0,0,0,73,91%,0,0%,0,0%,True,Jordan Matthews
2016,2016-11-28,11,12,24.135,PHI,,GNB,L 13-27,True,4,4,47,11.75,0,100.0%,11.75,0,0,0,0,0,0,0,0,24,41%,0,0%,0,0%,False,Jordan Matthews
2016,2016-12-04,12,13,,PHI,@,CIN,L 14-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Matthews
2016,2016-12-11,13,14,24.148,PHI,,WAS,L 22-27,True,10,8,79,9.88,0,80.0%,7.90,0,0,0,0,0,0,0,0,76,97%,0,0%,0,0%,False,Jordan Matthews
2016,2016-12-18,14,15,24.155,PHI,@,BAL,L 26-27,True,11,6,27,4.50,0,54.5%,2.45,0,0,0,0,0,0,0,0,76,87%,0,0%,0,0%,True,Jordan Matthews
2016,2016-12-22,15,16,24.159,PHI,,NYG,W 24-19,True,6,2,12,6.00,0,33.3%,2.00,0,0,0,0,0,0,0,0,39,70%,0,0%,0,0%,False,Jordan Matthews
2016,2017-01-01,16,17,,PHI,,DAL,W 27-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Matthews
2017,2017-09-10,1,1,25.056,BUF,,NYJ,W 21-12,True,3,2,61,30.50,0,66.7%,20.33,0,0,0,0,0,0,0,0,67,87%,0,0%,0,0%,False,Jordan Matthews
2017,2017-09-17,2,2,25.063,BUF,@,CAR,L 3-9,True,3,3,30,10.00,0,100.0%,10.00,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,True,Jordan Matthews
2017,2017-09-24,3,3,25.070,BUF,,DEN,W 26-16,True,5,3,61,20.33,0,60.0%,12.20,0,0,0,0,0,0,0,0,50,77%,0,0%,0,0%,False,Jordan Matthews
2017,2017-10-01,4,4,25.077,BUF,@,ATL,W 23-17,False,2,2,10,5.00,1,100.0%,5.00,1,6,0,0,0,0,0,0,39,65%,0,0%,0,0%,True,Jordan Matthews
2017,2017-10-08,5,5,,BUF,@,CIN,L 16-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Matthews
2017,2017-10-22,6,7,25.098,BUF,,TAM,W 30-27,True,3,2,10,5.00,0,66.7%,3.33,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,False,Jordan Matthews
2017,2017-10-29,7,8,25.105,BUF,,OAK,W 34-14,True,4,3,21,7.00,0,75.0%,5.25,0,0,0,0,0,0,0,0,48,70%,0,0%,1,4%,False,Jordan Matthews
2017,2017-11-02,8,9,25.109,BUF,@,NYJ,L 21-34,True,8,6,46,7.67,0,75.0%,5.75,0,0,1,1,0,0,0,0,71,95%,0,0%,0,0%,True,Jordan Matthews
2017,2017-11-12,9,10,25.119,BUF,,NOR,L 10-47,False,2,1,14,14.00,0,50.0%,7.00,0,0,0,0,0,0,0,0,36,75%,0,0%,0,0%,False,Jordan Matthews
2017,2017-11-19,10,11,,BUF,@,LAC,L 24-54,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Matthews
2017,2017-11-26,11,12,25.133,BUF,@,KAN,W 16-10,False,3,2,15,7.50,0,66.7%,5.00,0,0,0,0,0,0,0,0,41,59%,0,0%,0,0%,True,Jordan Matthews
2017,2017-12-03,12,13,25.140,BUF,,NWE,L 3-23,True,3,1,14,14.00,0,33.3%,4.67,0,0,0,0,0,0,0,0,51,76%,0,0%,0,0%,False,Jordan Matthews
2017,2017-12-10,13,14,,BUF,,IND,W 13-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jordan Matthews
2017,2017-12-17,14,15,,BUF,,MIA,W 24-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jordan Matthews
2017,2017-12-24,15,16,,BUF,@,NWE,L 16-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jordan Matthews
2017,2017-12-31,16,17,,BUF,@,MIA,W 22-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jordan Matthews
2018,2018-09-23,3,3,26.069,PHI,,IND,W 20-16,False,2,2,21,10.50,0,100.0%,10.50,0,0,0,0,0,0,0,0,33,40%,0,0%,0,0%,False,Jordan Matthews
2018,2018-09-30,4,4,26.076,PHI,@,TEN,L 23-26,False,3,1,56,56.00,1,33.3%,18.67,1,6,0,0,0,0,0,0,46,59%,0,0%,0,0%,True,Jordan Matthews
2018,2018-10-07,5,5,26.083,PHI,,MIN,L 21-23,True,1,1,4,4.00,0,100.0%,4.00,0,0,0,0,0,0,0,0,22,37%,0,0%,0,0%,False,Jordan Matthews
2018,2018-10-11,6,6,26.087,PHI,@,NYG,W 34-13,False,3,2,26,13.00,0,66.7%,8.67,0,0,0,0,0,0,0,0,26,37%,0,0%,3,9%,True,Jordan Matthews
2018,2018-10-21,7,7,26.097,PHI,,CAR,L 17-21,False,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,29,43%,0,0%,5,23%,False,Jordan Matthews
2018,2018-10-28,8,8,26.104,PHI,@,JAX,W 24-18,True,5,4,93,23.25,0,80.0%,18.60,0,0,0,0,0,0,0,0,34,55%,0,0%,0,0%,True,Jordan Matthews
2018,2018-11-11,9,10,26.118,PHI,,DAL,L 20-27,True,3,3,40,13.33,0,100.0%,13.33,0,0,0,0,0,0,0,0,38,61%,0,0%,0,0%,False,Jordan Matthews
2018,2018-11-18,10,11,26.125,PHI,@,NOR,L 7-48,False,4,3,37,12.33,0,75.0%,9.25,0,0,0,0,0,0,0,0,14,27%,0,0%,0,0%,True,Jordan Matthews
2018,2018-11-25,11,12,26.132,PHI,,NYG,W 25-22,False,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,14,22%,0,0%,0,0%,False,Jordan Matthews
2018,2018-12-03,12,13,26.140,PHI,,WAS,W 28-13,False,2,1,4,4.00,1,50.0%,2.00,1,6,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,Jordan Matthews
2018,2018-12-09,13,14,26.146,PHI,@,DAL,L 23-29,False,1,1,6,6.00,0,100.0%,6.00,0,0,0,0,0,0,0,0,10,19%,0,0%,5,17%,True,Jordan Matthews
2018,2018-12-16,14,15,26.153,PHI,@,LAR,W 30-23,False,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,5,8%,0,0%,0,0%,True,Jordan Matthews
2018,2018-12-23,15,16,26.160,PHI,,HOU,W 32-30,False,3,2,13,6.50,0,66.7%,4.33,0,0,0,0,0,0,0,0,34,41%,0,0%,0,0%,False,Jordan Matthews
2018,2018-12-30,16,17,26.167,PHI,@,WAS,W 24-0,False,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,20,28%,0,0%,0,0%,True,Jordan Matthews
2019,2019-10-07,4,5,,SFO,,CLE,W 31-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Matthews
2019,2019-10-13,5,6,,SFO,@,LAR,W 20-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Matthews
2019,2019-10-20,6,7,27.096,SFO,@,WAS,W 9-0,False,,,,,,0.0%,,0,0,0,,,0,0,0,3,5%,0,0%,0,0%,True,Jordan Matthews
2019,2019-11-17,10,11,27.124,PHI,,NWE,L 10-17,False,6,1,6,6.00,0,16.7%,1.00,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,False,Jordan Matthews
2019,2019-11-24,11,12,27.131,PHI,,SEA,L 9-17,True,6,3,27,9.00,0,50.0%,4.50,0,0,0,0,0,0,0,0,72,97%,0,0%,0,0%,False,Jordan Matthews
2019,2019-12-15,14,15,,SFO,,ATL,L 22-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Matthews
2019,2019-12-21,15,16,,SFO,,LAR,W 34-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Matthews
2019,2019-12-29,16,17,,SFO,@,SEA,W 26-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Matthews
2020,2020-12-26,15,16,28.163,SFO,@,ARI,W 20-12,False,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,6,25%,True,Jordan Matthews
2020,2021-01-03,16,17,28.171,SFO,,SEA,L 23-26,False,,,,,,0.0%,,0,0,0,,,0,0,0,14,21%,0,0%,18,56%,False,Jordan Matthews
2021,2021-09-12,1,1,,SFO,@,DET,W 41-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-09-19,2,2,,SFO,@,PHI,W 17-11,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-10-10,5,5,,SFO,@,ARI,L 10-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-10-24,6,7,,SFO,,IND,L 18-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2021-10-31,7,8,29.107,SFO,@,CHI,W 33-22,False,,,,,,0.0%,,0,0,,,,,,,0,0%,0,0%,4,15%,True,Jordan Matthews
2021,2021-11-07,8,9,,SFO,,ARI,L 17-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2021-11-15,9,10,,SFO,,LAR,W 31-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2021-11-21,10,11,,SFO,@,JAX,W 30-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-11-28,11,12,,SFO,,MIN,W 34-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2021-12-05,12,13,,SFO,@,SEA,L 23-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-12-12,13,14,,SFO,@,CIN,W 26-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2021-12-19,14,15,,SFO,,ATL,W 31-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2021-12-23,15,16,,SFO,@,TEN,L 17-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
2021,2022-01-02,16,17,,SFO,,HOU,W 23-7,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Matthews
2021,2022-01-09,17,18,,SFO,@,LAR,W 27-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Matthews
,76 Games,,,,,,,40-36-0,False,422,274,3288,12.00,22,64.9%,7.79,22,132,4,2,0,0,0,0,,,,,,,False,Jordan Matthews
