Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2003.0,2003-09-07,1.0,1.0,21.124,DAL,ATL,L 13-27,True,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,13,27
2003.0,2003-09-15,2.0,2.0,21.132,DAL,NYG,W 35-32,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,35,32
2003.0,2003-09-28,3.0,4.0,21.145,DAL,NYJ,W 17-6,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Jason Witten,True,17,6
2003.0,2003-10-05,4.0,5.0,21.152,DAL,ARI,W 24-7,True,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,24,7
2003.0,2003-10-12,5.0,6.0,,DAL,PHI,W 23-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jason Witten,True,23,21
2003.0,2003-10-19,6.0,7.0,21.166,DAL,DET,W 38-7,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Jason Witten,True,38,7
2003.0,2003-10-26,7.0,8.0,21.173,DAL,TAM,L 0-16,False,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,0,16
2003.0,2003-11-02,8.0,9.0,21.18,DAL,WAS,W 21-14,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Jason Witten,True,21,14
2003.0,2003-11-09,9.0,10.0,21.187,DAL,BUF,W 10-6,False,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,10,6
2003.0,2003-11-16,10.0,11.0,21.194,DAL,NWE,L 0-12,True,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,0,12
2003.0,2003-11-23,11.0,12.0,21.201,DAL,CAR,W 24-20,False,6,6,49,8.17,0,100.0%,8.17,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,24,20
2003.0,2003-11-27,12.0,13.0,21.205,DAL,MIA,L 21-40,True,11,8,58,7.25,0,72.7%,5.27,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,21,40
2003.0,2003-12-07,13.0,14.0,21.215,DAL,PHI,L 10-36,True,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,10,36
2003.0,2003-12-14,14.0,15.0,21.222,DAL,WAS,W 27-0,False,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Jason Witten,True,27,0
2003.0,2003-12-21,15.0,16.0,21.229,DAL,NYG,W 19-3,False,2,1,36,36.00,1,50.0%,18.00,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,19,3
2003.0,2003-12-28,16.0,17.0,21.236,DAL,NOR,L 7-13,True,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,7,13
2004.0,2004-09-12,1.0,1.0,22.129,DAL,MIN,L 17-35,False,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,17,35
2004.0,2004-09-19,2.0,2.0,22.136,DAL,CLE,W 19-12,True,6,6,82,13.67,0,100.0%,13.67,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,19,12
2004.0,2004-09-27,3.0,3.0,22.144,DAL,WAS,W 21-18,True,4,3,22,7.33,1,75.0%,5.50,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,21,18
2004.0,2004-10-10,4.0,5.0,22.157,DAL,NYG,L 10-26,True,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,,,,,,False,Jason Witten,False,10,26
2004.0,2004-10-17,5.0,6.0,22.164,DAL,PIT,L 20-24,True,6,5,39,7.80,0,83.3%,6.50,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Jason Witten,False,20,24
2004.0,2004-10-24,6.0,7.0,22.171,DAL,GNB,L 20-41,True,10,8,112,14.00,1,80.0%,11.20,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,20,41
2004.0,2004-10-31,7.0,8.0,22.178,DAL,DET,W 31-21,True,9,9,84,9.33,1,100.0%,9.33,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,31,21
2004.0,2004-11-07,8.0,9.0,22.185,DAL,CIN,L 3-26,True,6,6,97,16.17,0,100.0%,16.17,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,3,26
2004.0,2004-11-15,9.0,10.0,22.193,DAL,PHI,L 21-49,True,11,9,133,14.78,2,81.8%,12.09,0,0,,0,0,0,,,,,,,2,12,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,21,49
2004.0,2004-11-21,10.0,11.0,22.199,DAL,BAL,L 10-30,True,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,10,30
2004.0,2004-11-25,11.0,12.0,22.203,DAL,CHI,W 21-7,True,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,21,7
2004.0,2004-12-06,12.0,13.0,22.214,DAL,SEA,W 43-39,True,6,5,61,12.20,0,83.3%,10.17,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,43,39
2004.0,2004-12-12,13.0,14.0,22.22,DAL,NOR,L 13-27,True,11,4,59,14.75,0,36.4%,5.36,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,13,27
2004.0,2004-12-19,14.0,15.0,22.227,DAL,PHI,L 7-12,True,11,6,66,11.00,0,54.5%,6.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,7,12
2004.0,2004-12-26,15.0,16.0,22.234,DAL,WAS,W 13-10,True,8,6,50,8.33,0,75.0%,6.25,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,13,10
2004.0,2005-01-02,16.0,17.0,22.241,DAL,NYG,L 24-28,True,12,8,77,9.63,1,66.7%,6.42,0,0,,0,0,0,,,,,,1,1,8,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,24,28
2005.0,2005-09-11,1.0,1.0,23.128,DAL,SDG,W 28-24,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,28,24
2005.0,2005-09-19,2.0,2.0,23.136,DAL,WAS,L 13-14,True,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,13,14
2005.0,2005-09-25,3.0,3.0,23.142,DAL,SFO,W 34-31,True,8,6,85,14.17,1,75.0%,10.63,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,34,31
2005.0,2005-10-02,4.0,4.0,23.149,DAL,OAK,L 13-19,True,5,5,49,9.80,0,100.0%,9.80,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,13,19
2005.0,2005-10-09,5.0,5.0,23.156,DAL,PHI,W 33-10,True,9,7,80,11.43,0,77.8%,8.89,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,33,10
2005.0,2005-10-16,6.0,6.0,23.163,DAL,NYG,W 16-13,True,5,5,56,11.20,1,100.0%,11.20,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,16,13
2005.0,2005-10-23,7.0,7.0,23.17,DAL,SEA,L 10-13,True,4,2,47,23.50,0,50.0%,11.75,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,10,13
2005.0,2005-10-30,8.0,8.0,23.177,DAL,ARI,W 34-13,True,5,5,71,14.20,0,100.0%,14.20,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,34,13
2005.0,2005-11-14,9.0,10.0,23.192,DAL,PHI,W 21-20,True,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,21,20
2005.0,2005-11-20,10.0,11.0,23.198,DAL,DET,W 20-7,True,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,20,7
2005.0,2005-11-24,11.0,12.0,23.202,DAL,DEN,L 21-24,True,9,9,82,9.11,1,100.0%,9.11,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,21,24
2005.0,2005-12-04,12.0,13.0,23.212,DAL,NYG,L 10-17,True,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,10,17
2005.0,2005-12-11,13.0,14.0,23.219,DAL,KAN,W 31-28,True,9,7,93,13.29,1,77.8%,10.33,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,31,28
2005.0,2005-12-18,14.0,15.0,23.226,DAL,WAS,L 7-35,True,4,4,41,10.25,1,100.0%,10.25,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,7,35
2005.0,2005-12-24,15.0,16.0,23.232,DAL,CAR,W 24-20,True,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,24,20
2005.0,2006-01-01,16.0,17.0,23.24,DAL,STL,L 10-20,True,8,4,50,12.50,1,50.0%,6.25,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,10,20
2006.0,2006-09-10,1.0,1.0,24.127,DAL,JAX,L 17-24,True,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,17,24
2006.0,2006-09-17,2.0,2.0,24.134,DAL,WAS,W 27-10,True,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,27,10
2006.0,2006-10-01,3.0,4.0,24.148,DAL,TEN,W 45-14,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,True,45,14
2006.0,2006-10-08,4.0,5.0,24.155,DAL,PHI,L 24-38,True,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,24,38
2006.0,2006-10-15,5.0,6.0,24.162,DAL,HOU,W 34-6,True,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,34,6
2006.0,2006-10-23,6.0,7.0,24.17,DAL,NYG,L 22-36,True,5,4,72,18.00,0,80.0%,14.40,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,22,36
2006.0,2006-10-29,7.0,8.0,24.176,DAL,CAR,W 35-14,True,9,6,80,13.33,1,66.7%,8.89,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,True,35,14
2006.0,2006-11-05,8.0,9.0,24.183,DAL,WAS,L 19-22,True,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,False,19,22
2006.0,2006-11-12,9.0,10.0,24.19,DAL,ARI,W 27-10,True,6,5,58,11.60,0,83.3%,9.67,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,27,10
2006.0,2006-11-19,10.0,11.0,24.197,DAL,IND,W 21-14,True,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,21,14
2006.0,2006-11-23,11.0,12.0,24.201,DAL,TAM,W 38-10,True,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,38,10
2006.0,2006-12-03,12.0,13.0,24.211,DAL,NYG,W 23-20,True,4,3,73,24.33,0,75.0%,18.25,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,23,20
2006.0,2006-12-10,13.0,14.0,24.218,DAL,NOR,L 17-42,False,7,4,33,8.25,0,57.1%,4.71,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,17,42
2006.0,2006-12-16,14.0,15.0,24.224,DAL,ATL,W 38-28,True,6,5,56,11.20,0,83.3%,9.33,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,38,28
2006.0,2006-12-25,15.0,16.0,24.233,DAL,PHI,L 7-23,True,7,6,50,8.33,0,85.7%,7.14,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,7,23
2006.0,2006-12-31,16.0,17.0,24.239,DAL,DET,L 31-39,True,5,4,62,15.50,0,80.0%,12.40,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Jason Witten,False,31,39
2007.0,2007-09-09,1.0,1.0,25.126,DAL,NYG,W 45-35,True,6,6,116,19.33,1,100.0%,19.33,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Jason Witten,True,45,35
2007.0,2007-09-16,2.0,2.0,25.133,DAL,MIA,W 37-20,True,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,37,20
2007.0,2007-09-23,3.0,3.0,25.14,DAL,CHI,W 34-10,True,9,6,90,15.00,1,66.7%,10.00,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,34,10
2007.0,2007-09-30,4.0,4.0,25.147,DAL,STL,W 35-7,True,8,6,71,11.83,1,75.0%,8.88,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,35,7
2007.0,2007-10-08,5.0,5.0,25.155,DAL,BUF,W 25-24,True,15,9,103,11.44,1,60.0%,6.87,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,True,25,24
2007.0,2007-10-14,6.0,6.0,25.161,DAL,NWE,L 27-48,True,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,27,48
2007.0,2007-10-21,7.0,7.0,25.168,DAL,MIN,W 24-14,True,13,10,86,8.60,0,76.9%,6.62,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,24,14
2007.0,2007-11-04,8.0,9.0,25.182,DAL,PHI,W 38-17,True,5,3,77,25.67,1,60.0%,15.40,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,38,17
2007.0,2007-11-11,9.0,10.0,25.189,DAL,NYG,W 31-20,True,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,True,31,20
2007.0,2007-11-18,10.0,11.0,25.196,DAL,WAS,W 28-23,True,11,8,67,8.38,0,72.7%,6.09,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,28,23
2007.0,2007-11-22,11.0,12.0,25.2,DAL,NYJ,W 34-3,True,8,4,54,13.50,1,50.0%,6.75,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,34,3
2007.0,2007-11-29,12.0,13.0,25.207,DAL,GNB,W 37-27,True,8,6,67,11.17,0,75.0%,8.38,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,37,27
2007.0,2007-12-09,13.0,14.0,25.217,DAL,DET,W 28-27,True,18,15,138,9.20,1,83.3%,7.67,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,Jason Witten,True,28,27
2007.0,2007-12-16,14.0,15.0,25.224,DAL,PHI,L 6-10,True,10,8,113,14.13,0,80.0%,11.30,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,Jason Witten,False,6,10
2007.0,2007-12-22,15.0,16.0,25.23,DAL,CAR,W 20-13,True,11,6,53,8.83,0,54.5%,4.82,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,20,13
2007.0,2007-12-30,16.0,17.0,25.238,DAL,WAS,L 6-27,True,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,False,6,27
2008.0,2008-09-07,1.0,1.0,26.124,DAL,CLE,W 28-10,True,9,6,96,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,28,10
2008.0,2008-09-15,2.0,2.0,26.132,DAL,PHI,W 41-37,True,9,7,110,15.71,0,77.8%,12.22,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,41,37
2008.0,2008-09-21,3.0,3.0,26.138,DAL,GNB,W 27-16,True,9,7,67,9.57,0,77.8%,7.44,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,27,16
2008.0,2008-09-28,4.0,4.0,26.145,DAL,WAS,L 24-26,True,10,7,90,12.86,1,70.0%,9.00,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,24,26
2008.0,2008-10-05,5.0,5.0,26.152,DAL,CIN,W 31-22,True,11,8,79,9.88,1,72.7%,7.18,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,31,22
2008.0,2008-10-12,6.0,6.0,26.159,DAL,ARI,L 24-30,True,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,24,30
2008.0,2008-10-19,7.0,7.0,26.166,DAL,STL,L 14-34,True,11,6,44,7.33,0,54.5%,4.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,14,34
2008.0,2008-10-26,8.0,8.0,26.173,DAL,TAM,W 13-9,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,13,9
2008.0,2008-11-02,9.0,9.0,26.18,DAL,NYG,L 14-35,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,False,14,35
2008.0,2008-11-16,10.0,11.0,26.194,DAL,WAS,W 14-10,True,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,14,10
2008.0,2008-11-23,11.0,12.0,26.201,DAL,SFO,W 35-22,True,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,35,22
2008.0,2008-11-27,12.0,13.0,26.205,DAL,SEA,W 34-9,True,10,9,115,12.78,1,90.0%,11.50,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,34,9
2008.0,2008-12-07,13.0,14.0,26.215,DAL,PIT,L 13-20,True,10,6,62,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,13,20
2008.0,2008-12-14,14.0,15.0,26.222,DAL,NYG,W 20-8,True,9,5,44,8.80,0,55.6%,4.89,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,20,8
2008.0,2008-12-20,15.0,16.0,26.228,DAL,BAL,L 24-33,True,6,5,87,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,24,33
2008.0,2008-12-28,16.0,17.0,26.236,DAL,PHI,L 6-44,True,11,7,50,7.14,0,63.6%,4.55,1,1,100.00,42,0,0,118.7,0,0,42.00,42.00,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,False,6,44
2009.0,2009-09-13,1.0,1.0,27.13,DAL,TAM,W 34-21,True,7,5,71,14.20,0,71.4%,10.14,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,34,21
2009.0,2009-09-20,2.0,2.0,27.137,DAL,NYG,L 31-33,True,7,5,33,6.60,1,71.4%,4.71,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,False,31,33
2009.0,2009-09-28,3.0,3.0,27.145,DAL,CAR,W 21-7,True,9,9,77,8.56,0,100.0%,8.56,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,21,7
2009.0,2009-10-04,4.0,4.0,27.151,DAL,DEN,L 10-17,True,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,False,10,17
2009.0,2009-10-11,5.0,5.0,27.158,DAL,KAN,W 26-20,True,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,26,20
2009.0,2009-10-25,6.0,7.0,27.172,DAL,ATL,W 37-21,True,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,37,21
2009.0,2009-11-01,7.0,8.0,27.179,DAL,SEA,W 38-17,True,8,4,36,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,38,17
2009.0,2009-11-08,8.0,9.0,27.186,DAL,PHI,W 20-16,True,8,7,43,6.14,0,87.5%,5.38,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jason Witten,True,20,16
2009.0,2009-11-15,9.0,10.0,27.193,DAL,GNB,L 7-17,True,8,5,47,9.40,0,62.5%,5.88,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jason Witten,False,7,17
2009.0,2009-11-22,10.0,11.0,27.2,DAL,WAS,W 7-6,True,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,7,6
2009.0,2009-11-26,11.0,12.0,27.204,DAL,OAK,W 24-7,True,8,5,107,21.40,0,62.5%,13.38,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jason Witten,True,24,7
