Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-16,2.0,2.0,22.193,IND,WAS,W 21-9,True,10,34,3.40,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0,0,0,0,0,0,18,30%,0,0%,0,0%,True,Marlon Mack,True,21,9
2018.0,2018-09-23,3.0,3.0,,IND,PHI,L 16-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,False,16,20
2018.0,2018-09-30,4.0,4.0,,IND,HOU,L 34-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marlon Mack,False,34,37
2018.0,2018-10-04,5.0,5.0,,IND,NWE,L 24-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,False,24,38
2018.0,2018-10-14,6.0,6.0,22.221,IND,NYJ,L 34-42,True,12,89,7.42,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,True,Marlon Mack,False,34,42
2018.0,2018-10-21,7.0,7.0,22.228,IND,BUF,W 37-5,True,19,126,6.63,1,3,2,33,16.50,1,66.7%,11.00,0,0,,0,1,2,14,0,0,0,0,0,0,37,56%,0,0%,0,0%,False,Marlon Mack,True,37,5
2018.0,2018-10-28,8.0,8.0,22.235,IND,OAK,W 42-28,True,25,132,5.28,2,4,2,17,8.50,0,50.0%,4.25,0,0,,0,,2,12,0,0,0,0,0,0,49,63%,0,0%,0,0%,True,Marlon Mack,True,42,28
2018.0,2018-11-11,9.0,10.0,22.249,IND,JAX,W 29-26,False,12,29,2.42,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,1,0,2,0,0,0,0,0,0,33,60%,0,0%,0,0%,False,Marlon Mack,True,29,26
2018.0,2018-11-18,10.0,11.0,22.256,IND,TEN,W 38-10,True,16,61,3.81,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,1,6,0,0,0,0,0,0,38,61%,0,0%,0,0%,False,Marlon Mack,True,38,10
2018.0,2018-11-25,11.0,12.0,22.263,IND,MIA,W 27-24,True,15,85,5.67,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0,0,0,0,0,0,36,52%,0,0%,0,0%,False,Marlon Mack,True,27,24
2018.0,2018-12-02,12.0,13.0,22.27,IND,JAX,L 0-6,True,8,27,3.38,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,29,38%,0,0%,0,0%,True,Marlon Mack,False,0,6
2018.0,2018-12-09,13.0,14.0,22.277,IND,HOU,W 24-21,True,14,33,2.36,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0,0,0,0,0,0,40,60%,0,0%,0,0%,True,Marlon Mack,True,24,21
2018.0,2018-12-16,14.0,15.0,22.284,IND,DAL,W 23-0,False,27,139,5.15,2,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,2,12,1,1,0,0,0,0,44,61%,0,0%,0,0%,False,Marlon Mack,True,23,0
2018.0,2018-12-23,15.0,16.0,22.291,IND,NYG,W 28-27,True,12,34,2.83,1,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,1,6,0,0,0,0,0,0,43,64%,0,0%,0,0%,False,Marlon Mack,True,28,27
2018.0,2018-12-30,16.0,17.0,22.298,IND,TEN,W 33-17,True,25,119,4.76,1,3,3,-1,-0.33,0,100.0%,-0.33,0,0,,0,,1,6,1,1,0,0,0,0,53,67%,0,0%,0,0%,True,Marlon Mack,True,33,17
2019.0,2019-09-08,1.0,1.0,23.185,IND,LAC,L 24-30,False,25,174,6.96,1,0,0,0,,0,0.0%,,0,0,,0,1,1,8,0,0,0,0,0,0,48,76%,0,0%,0,0%,True,Marlon Mack,False,24,30
2019.0,2019-09-15,2.0,2.0,23.192,IND,TEN,W 19-17,True,20,51,2.55,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,49,70%,0,0%,0,0%,True,Marlon Mack,True,19,17
2019.0,2019-09-22,3.0,3.0,23.199,IND,ATL,W 27-24,True,16,74,4.63,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,1,6,0,0,0,0,0,0,41,61%,0,0%,0,0%,False,Marlon Mack,True,27,24
2019.0,2019-09-29,4.0,4.0,23.206,IND,OAK,L 24-31,True,11,39,3.55,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,27,35%,0,0%,0,0%,False,Marlon Mack,False,24,31
2019.0,2019-10-06,5.0,5.0,23.213,IND,KAN,W 19-13,True,29,132,4.55,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,,0,0,0,0,0,0,0,0,54,67%,0,0%,0,0%,True,Marlon Mack,True,19,13
2019.0,2019-10-20,6.0,7.0,23.227,IND,HOU,W 30-23,False,18,44,2.44,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,51,70%,0,0%,0,0%,False,Marlon Mack,True,30,23
2019.0,2019-10-27,7.0,8.0,23.234,IND,DEN,W 15-13,True,19,76,4.00,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,1,6,0,0,0,0,0,0,39,61%,0,0%,0,0%,False,Marlon Mack,True,15,13
2019.0,2019-11-03,8.0,9.0,23.241,IND,PIT,L 24-26,True,21,89,4.24,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,39,56%,0,0%,0,0%,True,Marlon Mack,False,24,26
2019.0,2019-11-10,9.0,10.0,23.248,IND,MIA,L 12-16,True,19,74,3.89,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0,0,0,1,0,0,32,46%,0,0%,0,0%,False,Marlon Mack,False,12,16
2019.0,2019-11-17,10.0,11.0,23.255,IND,JAX,W 33-13,True,14,109,7.79,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,21,32%,0,0%,0,0%,False,Marlon Mack,True,33,13
2019.0,2019-11-21,11.0,12.0,,IND,HOU,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,False,17,20
2019.0,2019-12-01,12.0,13.0,,IND,TEN,L 17-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marlon Mack,False,17,31
2019.0,2019-12-08,13.0,14.0,23.276,IND,TAM,L 35-38,True,13,38,2.92,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,26,41%,0,0%,0,0%,True,Marlon Mack,False,35,38
2019.0,2019-12-16,14.0,15.0,23.284,IND,NOR,L 7-34,True,11,19,1.73,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,25,45%,0,0%,0,0%,True,Marlon Mack,False,7,34
2019.0,2019-12-22,15.0,16.0,23.29,IND,CAR,W 38-6,True,16,95,5.94,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,1,6,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,Marlon Mack,True,38,6
2019.0,2019-12-29,16.0,17.0,23.297,IND,JAX,L 20-38,True,15,77,5.13,2,1,0,0,,0,0.0%,0.00,0,0,,0,,2,12,0,0,0,0,0,0,27,48%,0,0%,0,0%,True,Marlon Mack,False,20,38
2020.0,2020-09-13,1.0,1.0,24.19,IND,JAX,L 20-27,True,4,26,6.50,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,Marlon Mack,False,20,27
2020.0,2020-09-20,2.0,2.0,,IND,MIN,W 28-11,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,28,11
2020.0,2020-09-27,3.0,3.0,,IND,NYJ,W 36-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,36,7
2020.0,2020-10-04,4.0,4.0,,IND,CHI,W 19-11,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,True,19,11
2020.0,2020-10-11,5.0,5.0,,IND,CLE,L 23-32,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,False,23,32
2020.0,2020-10-18,6.0,6.0,,IND,CIN,W 31-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,31,27
2020.0,2020-11-01,7.0,8.0,,IND,DET,W 41-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,True,41,21
2020.0,2020-11-08,8.0,9.0,,IND,BAL,L 10-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,False,10,24
2020.0,2020-11-12,9.0,10.0,,IND,TEN,W 34-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,True,34,17
2020.0,2020-11-22,10.0,11.0,,IND,GNB,W 34-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,34,31
2020.0,2020-11-29,11.0,12.0,,IND,TEN,L 26-45,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,False,26,45
2020.0,2020-12-06,12.0,13.0,,IND,HOU,W 26-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,True,26,20
2020.0,2020-12-13,13.0,14.0,,IND,LVR,W 44-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,True,44,27
2020.0,2020-12-20,14.0,15.0,,IND,HOU,W 27-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,27,20
2020.0,2020-12-27,15.0,16.0,,IND,PIT,L 24-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marlon Mack,False,24,28
2020.0,2021-01-03,16.0,17.0,,IND,JAX,W 28-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marlon Mack,True,28,14
2021.0,2021-09-12,1.0,1.0,,IND,SEA,L 16-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Marlon Mack,False,16,28
2021.0,2021-09-19,2.0,2.0,25.196,IND,LAR,L 24-27,False,5,16,3.20,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,13,19%,0,0%,0,0%,False,Marlon Mack,False,24,27
2021.0,2021-09-26,3.0,3.0,,IND,TEN,L 16-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,False,16,25
2021.0,2021-10-03,4.0,4.0,25.21,IND,MIA,W 27-17,False,10,22,2.20,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0,0,0,0,0,0,22,31%,0,0%,0,0%,True,Marlon Mack,True,27,17
2021.0,2021-10-11,5.0,5.0,25.218,IND,BAL,L 25-31,False,5,47,9.40,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,True,Marlon Mack,False,25,31
2021.0,2021-10-17,6.0,6.0,25.224,IND,HOU,W 31-3,False,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,9,19%,0,0%,0,0%,False,Marlon Mack,True,31,3
2021.0,2021-10-24,7.0,7.0,25.231,IND,SFO,W 30-18,False,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,True,Marlon Mack,True,30,18
2021.0,2021-10-31,8.0,8.0,25.238,IND,TEN,L 31-34,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,False,Marlon Mack,False,31,34
2021.0,2021-11-04,9.0,9.0,,IND,NYJ,W 45-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marlon Mack,True,45,30
2021.0,2021-11-14,10.0,10.0,,IND,JAX,W 23-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marlon Mack,True,23,17
2021.0,2021-11-21,11.0,11.0,,IND,BUF,W 41-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,True,41,15
2021.0,2021-11-28,12.0,12.0,,IND,TAM,L 31-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marlon Mack,False,31,38
2021.0,2021-12-05,13.0,13.0,,IND,HOU,W 31-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marlon Mack,True,31,0
