Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-12-21,15,16,31.336,BUF,DEN,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,30,23,Rian Lindell
2008,2008-12-28,16,17,31.343,BUF,NWE,False,,,,,1,0.0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,0,13,Rian Lindell
2009,2009-09-14,1,1,32.237,BUF,NWE,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,False,24,25,Rian Lindell
2009,2009-09-20,2,2,32.243,BUF,TAM,False,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,33,20,Rian Lindell
2009,2009-09-27,3,3,32.250,BUF,NOR,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,7,27,Rian Lindell
2009,2009-10-04,4,4,32.257,BUF,MIA,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,38,Rian Lindell
2009,2009-10-11,5,5,32.264,BUF,CLE,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,3,6,Rian Lindell
2009,2009-10-18,6,6,32.271,BUF,NYJ,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,16,13,Rian Lindell
2009,2009-10-25,7,7,32.278,BUF,CAR,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,20,9,Rian Lindell
2009,2009-11-01,8,8,32.285,BUF,HOU,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,10,31,Rian Lindell
2009,2009-11-15,9,10,32.299,BUF,TEN,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,17,41,Rian Lindell
2009,2009-11-22,10,11,32.306,BUF,JAX,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,15,18,Rian Lindell
2009,2009-11-29,11,12,32.313,BUF,MIA,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,31,14,Rian Lindell
2009,2009-12-03,12,13,32.317,BUF,NYJ,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,False,13,19,Rian Lindell
2009,2009-12-13,13,14,32.327,BUF,KAN,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,16,10,Rian Lindell
2009,2009-12-20,14,15,32.334,BUF,NWE,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,10,17,Rian Lindell
2009,2009-12-27,15,16,32.341,BUF,ATL,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,3,31,Rian Lindell
2009,2010-01-03,16,17,32.348,BUF,IND,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,30,7,Rian Lindell
2010,2010-09-12,1,1,33.235,BUF,MIA,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,10,15,Rian Lindell
2010,2010-09-19,2,2,33.242,BUF,GNB,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,7,34,Rian Lindell
2010,2010-09-26,3,3,33.249,BUF,NWE,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,30,38,Rian Lindell
2010,2010-10-03,4,4,33.256,BUF,NYJ,False,2,2,100.0,,,,0,2,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,False,14,38,Rian Lindell
2010,2010-10-10,5,5,33.263,BUF,JAX,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,0,,1,0,0,0,0,0,,0,,,,,,,False,False,26,36,Rian Lindell
2010,2010-10-24,6,7,33.277,BUF,BAL,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,34,37,Rian Lindell
2010,2010-10-31,7,8,33.284,BUF,KAN,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,13,Rian Lindell
2010,2010-11-07,8,9,33.291,BUF,CHI,False,1,2,50.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,19,22,Rian Lindell
2010,2010-11-14,9,10,33.298,BUF,DET,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,14,12,Rian Lindell
2010,2010-11-21,10,11,33.305,BUF,CIN,False,7,7,100.0,,1,0.0,0,7,0.0,1,1,2,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,True,49,31,Rian Lindell
2010,2010-11-28,11,12,33.312,BUF,PIT,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,16,19,Rian Lindell
2010,2010-12-05,12,13,33.319,BUF,MIN,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,14,38,Rian Lindell
2010,2010-12-12,13,14,33.326,BUF,CLE,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,13,6,Rian Lindell
2010,2010-12-19,14,15,33.333,BUF,MIA,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,17,14,Rian Lindell
2010,2010-12-26,15,16,33.340,BUF,NWE,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,3,34,Rian Lindell
2010,2011-01-02,16,17,33.347,BUF,NYJ,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,7,38,Rian Lindell
2011,2011-09-11,1,1,34.234,BUF,KAN,False,5,5,100.0,2,2,100.0,0,11,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,True,41,7,Rian Lindell
2011,2011-09-18,2,2,34.241,BUF,OAK,False,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,38,35,Rian Lindell
2011,2011-09-25,3,3,34.248,BUF,NWE,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,34,31,Rian Lindell
2011,2011-10-02,4,4,34.255,BUF,CIN,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,20,23,Rian Lindell
2011,2011-10-09,5,5,34.262,BUF,PHI,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,31,24,Rian Lindell
2011,2011-10-16,6,6,34.269,BUF,NYG,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,24,27,Rian Lindell
2011,2011-10-30,7,8,34.283,BUF,WAS,False,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,0,Rian Lindell
2011,2011-11-06,8,9,34.290,BUF,NYJ,False,,,,1,1,100.0,0,3,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,False,11,27,Rian Lindell
2011,2011-11-13,9,10,,BUF,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,44,Rian Lindell
2011,2011-11-20,10,11,,BUF,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,8,35,Rian Lindell
2011,2011-11-27,11,12,,BUF,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,24,28,Rian Lindell
2011,2011-12-04,12,13,,BUF,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,17,23,Rian Lindell
2011,2011-12-11,13,14,,BUF,SDG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,37,Rian Lindell
2011,2011-12-18,14,15,,BUF,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,23,30,Rian Lindell
2011,2011-12-24,15,16,,BUF,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,40,14,Rian Lindell
2011,2012-01-01,16,17,,BUF,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,49,Rian Lindell
2012,2012-09-09,1,1,35.233,BUF,NYJ,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,13%,True,False,28,48,Rian Lindell
2012,2012-09-16,2,2,35.240,BUF,KAN,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,16%,False,True,35,17,Rian Lindell
2012,2012-09-23,3,3,35.247,BUF,CLE,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,14%,True,True,24,14,Rian Lindell
2012,2012-09-30,4,4,35.254,BUF,NWE,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,11%,False,False,28,52,Rian Lindell
2012,2012-10-07,5,5,35.261,BUF,SFO,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,1,4%,True,False,3,45,Rian Lindell
2012,2012-10-14,6,6,35.268,BUF,ARI,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,9%,True,True,19,16,Rian Lindell
2012,2012-10-21,7,7,35.275,BUF,TEN,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,12,44%,False,False,34,35,Rian Lindell
2012,2012-11-04,8,9,35.289,BUF,HOU,False,,,,3,4,75.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,30%,True,False,9,21,Rian Lindell
2012,2012-11-11,9,10,35.296,BUF,NWE,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,37%,True,False,31,37,Rian Lindell
2012,2012-11-15,10,11,35.300,BUF,MIA,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,34%,False,True,19,14,Rian Lindell
2012,2012-11-25,11,12,35.310,BUF,IND,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,25%,True,False,13,20,Rian Lindell
2012,2012-12-02,12,13,35.317,BUF,JAX,False,4,4,100.0,2,2,100.0,0,10,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,46%,False,True,34,18,Rian Lindell
2012,2012-12-09,13,14,35.324,BUF,STL,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,27%,False,False,12,15,Rian Lindell
2012,2012-12-16,14,15,35.331,BUF,SEA,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,19%,False,False,17,50,Rian Lindell
2012,2012-12-23,15,16,35.338,BUF,MIA,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,21%,True,False,10,24,Rian Lindell
2012,2012-12-30,16,17,35.345,BUF,NYJ,False,4,4,100.0,,2,0.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,39%,False,True,28,9,Rian Lindell
2013,2013-09-08,1,1,36.231,TAM,NYJ,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,10%,True,False,17,18,Rian Lindell
2013,2013-09-15,2,2,36.238,TAM,NOR,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,12%,False,False,14,16,Rian Lindell
2013,2013-09-22,3,3,36.245,TAM,NWE,False,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,2,10%,True,False,3,23,Rian Lindell
2013,2013-09-29,4,4,36.252,TAM,ARI,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,2,7%,False,False,10,13,Rian Lindell
2013,2013-10-13,5,6,36.266,TAM,PHI,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,13%,False,False,20,31,Rian Lindell
2013,2013-10-20,6,7,36.273,TAM,ATL,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,17%,True,False,23,31,Rian Lindell
2013,2013-10-24,7,8,36.277,TAM,CAR,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,14%,False,False,13,31,Rian Lindell
2013,2013-11-03,8,9,36.287,TAM,SEA,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,14%,True,False,24,27,Rian Lindell
2013,2013-11-11,9,10,36.295,TAM,MIA,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,14%,False,True,22,19,Rian Lindell
2013,2013-11-17,10,11,36.301,TAM,ATL,False,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,26%,False,True,41,28,Rian Lindell
2013,2013-11-24,11,12,36.308,TAM,DET,False,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,22%,True,True,24,21,Rian Lindell
2013,2013-12-01,12,13,36.315,TAM,CAR,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,12%,True,False,6,27,Rian Lindell
2013,2013-12-08,13,14,36.322,TAM,BUF,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,16%,False,True,27,6,Rian Lindell
2013,2013-12-15,14,15,36.329,TAM,SFO,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,2,6%,False,False,14,33,Rian Lindell
2013,2013-12-22,15,16,36.336,TAM,STL,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,13%,True,False,13,23,Rian Lindell
2013,2013-12-29,16,17,36.343,TAM,NOR,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,13%,True,False,17,42,Rian Lindell
,212 Games,,,,,,False,432,433,99.8,306,377,81.2,0,1350,0.0,27,8,35,0,0,0,0,2,1,0,0,1,37,37.00,0,,,,,,,False,False,126,0,Rian Lindell
