Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-12-02,11.0,12.0,24.15,PIT,BAL,W 19-14,True,13,8,46,5.75,0,61.5%,3.54,0,0,,0,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,65,90%,0,0%,1,4%,False,Diontae Johnson,True,19,14
2020.0,2020-12-07,12.0,13.0,24.155,PIT,WAS,L 17-23,False,12,8,71,8.88,1,66.7%,5.92,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,57,80%,0,0%,0,0%,False,Diontae Johnson,False,17,23
2020.0,2020-12-13,13.0,14.0,24.161,PIT,BUF,L 15-26,True,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,28,49%,0,0%,0,0%,True,Diontae Johnson,False,15,26
2020.0,2020-12-21,14.0,15.0,24.169,PIT,CIN,L 17-27,True,13,8,59,7.38,1,61.5%,4.54,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,53,82%,0,0%,0,0%,True,Diontae Johnson,False,17,27
2020.0,2020-12-27,15.0,16.0,24.175,PIT,IND,W 28-24,True,14,8,74,9.25,1,57.1%,5.29,1,2,2.00,0,0,0,,0,1,8,8.00,0,,1,6,0,0,0,1,4,0,56,82%,0,0%,1,3%,False,Diontae Johnson,True,28,24
2020.0,2021-01-03,16.0,17.0,24.182,PIT,CLE,L 22-24,False,4,3,96,32.00,0,75.0%,24.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,True,Diontae Johnson,False,22,24
2021.0,2021-09-12,1.0,1.0,25.069,PIT,BUF,W 23-16,True,10,5,36,7.20,1,50.0%,3.60,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,44,76%,0,0%,1,3%,True,Diontae Johnson,True,23,16
2021.0,2021-09-19,2.0,2.0,25.076,PIT,LVR,L 17-26,True,12,9,105,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,88%,0,0%,0,0%,False,Diontae Johnson,False,17,26
2021.0,2021-09-26,3.0,3.0,,PIT,CIN,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Diontae Johnson,False,10,24
2021.0,2021-10-03,4.0,4.0,25.09,PIT,GNB,L 17-27,True,13,9,92,10.22,1,69.2%,7.08,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,55,92%,0,0%,0,0%,True,Diontae Johnson,False,17,27
2021.0,2021-10-10,5.0,5.0,25.097,PIT,DEN,W 27-19,True,2,2,72,36.00,1,100.0%,36.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,60,92%,0,0%,0,0%,False,Diontae Johnson,True,27,19
2021.0,2021-10-17,6.0,6.0,25.104,PIT,SEA,W 23-20,True,13,9,71,7.89,0,69.2%,5.46,1,25,25.00,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,69,92%,0,0%,0,0%,False,Diontae Johnson,True,23,20
2021.0,2021-10-31,7.0,8.0,25.118,PIT,CLE,W 15-10,True,13,6,98,16.33,0,46.2%,7.54,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,92%,0,0%,0,0%,True,Diontae Johnson,True,15,10
2021.0,2021-11-08,8.0,9.0,25.126,PIT,CHI,W 29-27,False,6,5,56,11.20,0,83.3%,9.33,2,11,5.50,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,90%,0,0%,0,0%,False,Diontae Johnson,True,29,27
2021.0,2021-11-14,9.0,10.0,25.132,PIT,DET,T 16-16,True,13,7,83,11.86,0,53.8%,6.38,0,0,,0,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,75,86%,0,0%,0,0%,False,Diontae Johnson,False,16,16
2021.0,2021-11-21,10.0,11.0,25.139,PIT,LAC,L 37-41,True,13,7,101,14.43,1,53.8%,7.77,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,Diontae Johnson,False,37,41
2021.0,2021-11-28,11.0,12.0,25.146,PIT,CIN,L 10-41,True,14,9,95,10.56,0,64.3%,6.79,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,98%,0,0%,0,0%,True,Diontae Johnson,False,10,41
2021.0,2021-12-05,12.0,13.0,25.153,PIT,BAL,W 20-19,True,11,8,105,13.13,2,72.7%,9.55,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,57,95%,0,0%,1,4%,False,Diontae Johnson,True,20,19
2021.0,2021-12-09,13.0,14.0,25.157,PIT,MIN,L 28-36,True,10,5,76,15.20,0,50.0%,7.60,1,7,7.00,0,0,0,,0,0,0,,0,1,0,2,0,0,0,0,0,0,72,97%,0,0%,0,0%,True,Diontae Johnson,False,28,36
2021.0,2021-12-19,14.0,15.0,25.167,PIT,TEN,W 19-13,True,5,5,38,7.60,0,100.0%,7.60,1,10,10.00,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,98%,0,0%,0,0%,False,Diontae Johnson,True,19,13
2021.0,2021-12-26,15.0,16.0,25.174,PIT,KAN,L 10-36,True,9,6,51,8.50,1,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,65,90%,0,0%,0,0%,True,Diontae Johnson,False,10,36
2021.0,2022-01-03,16.0,17.0,25.182,PIT,CLE,W 26-14,True,15,8,31,3.88,1,53.3%,2.07,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,72,89%,0,0%,1,3%,False,Diontae Johnson,True,26,14
2021.0,2022-01-09,17.0,18.0,25.188,PIT,BAL,W 16-13,False,10,7,51,7.29,0,70.0%,5.10,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,86%,0,0%,0,0%,True,Diontae Johnson,True,16,13
,47 Games,,,,,,28-18-1,False,405,254,2764,10.88,20,62.7%,6.82,12,109,9.08,0,1,24,24.00,0,28,306,10.93,1,1,21,128,9,5,0,2,4,0,,,,,,,False,Diontae Johnson,False,18,1
