Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-11-27,12.0,13.0,23.044,SEA,DAL,L 9-34,False,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,2,12,6.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,9,34
2008.0,2008-12-07,13.0,14.0,23.054,SEA,NWE,L 21-24,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,21,24
2008.0,2008-12-14,14.0,15.0,23.061,SEA,STL,W 23-20,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,25,8.33,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,23,20
2008.0,2008-12-21,15.0,16.0,23.068,SEA,NYJ,W 13-3,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,21,10.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,13,3
2008.0,2008-12-28,16.0,17.0,23.075,SEA,ARI,L 21-34,False,0,0,,0,0,0,0,,0,0.0%,,1,24,24.00,0,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,21,34
2009.0,2009-09-13,1.0,1.0,23.334,SEA,STL,W 28-0,False,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,2,14,7.00,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,28,0
2009.0,2009-09-20,2.0,2.0,23.341,SEA,SFO,L 10-23,False,5,35,7.00,0,6,6,57,9.50,0,100.0%,9.50,1,17,17.00,0,2,10,5.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,10,23
2009.0,2009-09-27,3.0,3.0,23.348,SEA,CHI,L 19-25,False,2,4,2.00,0,0,0,0,,0,0.0%,,3,69,23.00,0,1,6,6.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,19,25
2009.0,2009-10-04,4.0,4.0,23.355,SEA,IND,L 17-34,False,0,0,,0,4,3,8,2.67,0,75.0%,2.00,3,78,26.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,17,34
2009.0,2009-10-11,5.0,5.0,23.362,SEA,JAX,W 41-0,False,6,43,7.17,0,2,0,0,,0,0.0%,0.00,0,0,,0,3,0,0.00,0,,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,False,Justin Forsett,True,41,0
2009.0,2009-10-18,6.0,6.0,24.004,SEA,ARI,L 3-27,False,2,4,2.00,0,1,1,16,16.00,0,100.0%,16.00,1,24,24.00,0,4,28,7.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,Justin Forsett,False,3,27
2009.0,2009-11-01,7.0,8.0,24.018,SEA,DAL,L 17-38,False,1,6,6.00,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Justin Forsett,False,17,38
2009.0,2009-11-08,8.0,9.0,24.025,SEA,DET,W 32-20,False,1,14,14.00,0,8,5,45,9.00,0,62.5%,5.63,2,62,31.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,32,20
2009.0,2009-11-15,9.0,10.0,24.032,SEA,ARI,L 20-31,False,17,123,7.24,1,8,5,26,5.20,0,62.5%,3.25,1,19,19.00,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,20,31
2009.0,2009-11-22,10.0,11.0,24.039,SEA,MIN,L 9-35,True,8,9,1.13,1,9,8,80,10.00,0,88.9%,8.89,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,Justin Forsett,False,9,35
2009.0,2009-11-29,11.0,12.0,24.046,SEA,STL,W 27-17,True,22,130,5.91,2,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,27,17
2009.0,2009-12-06,12.0,13.0,24.053,SEA,SFO,W 20-17,False,5,9,1.80,0,3,3,25,8.33,1,100.0%,8.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,20,17
2009.0,2009-12-13,13.0,14.0,24.06,SEA,HOU,L 7-34,False,9,26,2.89,0,4,4,47,11.75,0,100.0%,11.75,3,84,28.00,0,1,5,5.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,7,34
2009.0,2009-12-20,14.0,15.0,24.067,SEA,TAM,L 7-24,False,9,55,6.11,0,3,2,14,7.00,0,66.7%,4.67,1,16,16.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,7,24
2009.0,2009-12-27,15.0,16.0,24.074,SEA,GNB,L 10-48,False,14,70,5.00,0,2,1,4,4.00,0,50.0%,2.00,3,63,21.00,0,1,20,20.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,10,48
2009.0,2010-01-03,16.0,17.0,24.081,SEA,TEN,L 13-17,False,10,74,7.40,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,13,17
2010.0,2010-09-12,1.0,1.0,24.333,SEA,SFO,W 31-6,True,7,43,6.14,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,3,17,5.67,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,31,6
2010.0,2010-09-19,2.0,2.0,24.34,SEA,DEN,L 14-31,True,8,44,5.50,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,14,31
2010.0,2010-09-26,3.0,3.0,24.347,SEA,SDG,W 27-20,True,17,63,3.71,0,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,27,20
2010.0,2010-10-03,4.0,4.0,24.354,SEA,STL,L 3-20,True,19,65,3.42,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,3,20
2010.0,2010-10-17,5.0,6.0,25.003,SEA,CHI,W 23-20,False,10,67,6.70,1,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,23,20
2010.0,2010-10-24,6.0,7.0,25.01,SEA,ARI,W 22-10,False,9,41,4.56,0,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,22,10
2010.0,2010-10-31,7.0,8.0,25.017,SEA,OAK,L 3-33,False,5,11,2.20,0,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,3,33
2010.0,2010-11-07,8.0,9.0,25.024,SEA,NYG,L 7-41,False,1,-1,-1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,7,41
2010.0,2010-11-14,9.0,10.0,25.031,SEA,ARI,W 36-18,False,9,64,7.11,1,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,36,18
2010.0,2010-11-21,10.0,11.0,25.038,SEA,NOR,L 19-34,False,8,10,1.25,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,19,34
2010.0,2010-11-28,11.0,12.0,25.045,SEA,KAN,L 24-42,False,3,2,0.67,0,1,1,8,8.00,0,100.0%,8.00,1,8,8.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,24,42
2010.0,2010-12-05,12.0,13.0,25.052,SEA,CAR,W 31-14,False,6,60,10.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,31,14
2010.0,2010-12-12,13.0,14.0,25.059,SEA,SFO,L 21-40,False,3,5,1.67,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,21,40
2010.0,2010-12-19,14.0,15.0,25.066,SEA,ATL,L 18-34,False,2,9,4.50,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,18,34
2010.0,2010-12-26,15.0,16.0,25.073,SEA,TAM,L 15-38,False,8,12,1.50,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,15,38
2010.0,2011-01-02,16.0,17.0,25.08,SEA,STL,W 16-6,True,3,28,9.33,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,16,6
2011.0,2011-09-11,1.0,1.0,25.332,SEA,SFO,L 17-33,False,3,3,1.00,0,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,17,33
2011.0,2011-09-18,2.0,2.0,25.339,SEA,PIT,L 0-24,False,3,10,3.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,0,24
2011.0,2011-09-25,3.0,3.0,25.346,SEA,ARI,W 13-10,False,1,0,0.00,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,13,10
2011.0,2011-10-02,4.0,4.0,25.353,SEA,ATL,L 28-30,False,3,11,3.67,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,28,30
2011.0,2011-10-09,5.0,5.0,25.36,SEA,NYG,W 36-25,False,4,9,2.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,36,25
2011.0,2011-10-23,6.0,7.0,26.009,SEA,CLE,L 3-6,False,8,23,2.88,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,3,6
2011.0,2011-10-30,7.0,8.0,26.016,SEA,CIN,L 12-34,False,0,0,,0,1,1,13,13.00,0,100.0%,13.00,1,11,11.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,12,34
2011.0,2011-11-06,8.0,9.0,26.023,SEA,DAL,L 13-23,False,2,8,4.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,13,23
2011.0,2011-11-13,9.0,10.0,26.03,SEA,BAL,W 22-17,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,22,17
2011.0,2011-11-20,10.0,11.0,26.037,SEA,STL,W 24-7,False,4,31,7.75,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,24,7
2011.0,2011-11-27,11.0,12.0,26.044,SEA,WAS,L 17-23,False,1,1,1.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,17,23
2011.0,2011-12-01,12.0,13.0,26.048,SEA,PHI,W 31-14,False,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,31,14
2011.0,2011-12-12,13.0,14.0,26.059,SEA,STL,W 30-13,False,1,8,8.00,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,True,30,13
2011.0,2011-12-18,14.0,15.0,26.065,SEA,CHI,W 38-14,False,6,12,2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,True,38,14
2011.0,2011-12-24,15.0,16.0,26.071,SEA,SFO,L 17-19,False,1,5,5.00,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Justin Forsett,False,17,19
2011.0,2012-01-01,16.0,17.0,26.079,SEA,ARI,L 20-23,False,6,16,2.67,0,3,3,-4,-1.33,0,100.0%,-1.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Justin Forsett,False,20,23
2012.0,2012-09-09,1.0,1.0,26.331,HOU,MIA,W 30-10,False,,,,,,,,,,0.0%,,,,,,,,,,,0,0,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,7,26%,False,Justin Forsett,True,30,10
2012.0,2012-09-16,2.0,2.0,26.338,HOU,JAX,W 27-7,False,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,9%,0,0%,6,21%,True,Justin Forsett,True,27,7
2012.0,2012-09-23,3.0,3.0,26.345,HOU,DEN,W 31-25,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,33%,True,Justin Forsett,True,31,25
2012.0,2012-09-30,4.0,4.0,26.352,HOU,TEN,W 38-14,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,13,42%,False,Justin Forsett,True,38,14
2012.0,2012-10-08,5.0,5.0,26.36,HOU,NYJ,W 23-17,False,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,0,0%,True,Justin Forsett,True,23,17
2012.0,2012-10-14,6.0,6.0,27.0,HOU,GNB,L 24-42,False,7,47,6.71,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,23%,0,0%,4,12%,False,Justin Forsett,False,24,42
2012.0,2012-10-21,7.0,7.0,27.007,HOU,BAL,W 43-13,False,6,32,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,9%,0,0%,8,24%,False,Justin Forsett,True,43,13
2012.0,2012-11-04,8.0,9.0,27.021,HOU,BUF,W 21-9,False,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,16%,0,0%,1,4%,False,Justin Forsett,True,21,9
2012.0,2012-11-11,9.0,10.0,27.028,HOU,CHI,W 13-6,False,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,10%,0,0%,0,0%,True,Justin Forsett,True,13,6
2012.0,2012-11-18,10.0,11.0,27.035,HOU,JAX,W 43-37,False,7,59,8.43,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,17%,0,0%,0,0%,False,Justin Forsett,True,43,37
2012.0,2012-11-22,11.0,12.0,27.039,HOU,DET,W 34-31,False,5,87,17.40,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,14,18%,0,0%,5,12%,True,Justin Forsett,True,34,31
2012.0,2012-12-02,12.0,13.0,27.049,HOU,TEN,W 24-10,False,14,63,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,0,0%,True,Justin Forsett,True,24,10
2012.0,2012-12-10,13.0,14.0,27.057,HOU,NWE,L 14-42,False,3,7,2.33,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,9%,0,0%,0,0%,True,Justin Forsett,False,14,42
2012.0,2012-12-16,14.0,15.0,27.063,HOU,IND,W 29-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,8,25%,False,Justin Forsett,True,29,17
2012.0,2012-12-23,15.0,16.0,27.07,HOU,MIN,L 6-23,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,12%,0,0%,3,11%,False,Justin Forsett,False,6,23
2012.0,2012-12-30,16.0,17.0,27.077,HOU,IND,L 16-28,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,,,0,0,0,0,0,0,0,0%,0,0%,5,19%,True,Justin Forsett,False,16,28
2013.0,2013-09-08,1.0,1.0,27.329,JAX,KAN,L 2-28,False,1,7,7.00,0,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,18%,0,0%,0,0%,False,Justin Forsett,False,2,28
2013.0,2013-09-15,2.0,2.0,27.336,JAX,OAK,L 9-19,False,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,Justin Forsett,False,9,19
2013.0,2013-09-22,3.0,3.0,27.343,JAX,SEA,L 17-45,False,,,,,,,,,,0.0%,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,9,14%,0,0%,0,0%,True,Justin Forsett,False,17,45
2013.0,2013-09-29,4.0,4.0,27.35,JAX,IND,L 3-37,False,1,3,3.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,27%,0,0%,0,0%,False,Justin Forsett,False,3,37
2013.0,2013-10-06,5.0,5.0,27.357,JAX,STL,L 20-34,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,0,0%,True,Justin Forsett,False,20,34
2013.0,2013-10-13,6.0,6.0,27.364,JAX,DEN,L 19-35,False,1,0,0.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,12,17%,0,0%,6,21%,True,Justin Forsett,False,19,35
2013.0,2013-10-20,7.0,7.0,28.006,JAX,SDG,L 6-24,False,2,19,9.50,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,23%,0,0%,0,0%,False,Justin Forsett,False,6,24
2013.0,2013-10-27,8.0,8.0,28.013,JAX,SFO,L 10-42,False,0,0,,0,3,3,6,2.00,0,100.0%,2.00,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,19%,0,0%,1,4%,False,Justin Forsett,False,10,42
2013.0,2013-11-10,9.0,10.0,,JAX,TEN,W 29-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Justin Forsett,True,29,27
2013.0,2013-11-17,10.0,11.0,,JAX,ARI,L 14-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Justin Forsett,False,14,27
2013.0,2013-11-24,11.0,12.0,28.041,JAX,HOU,W 13-6,False,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,0,0%,True,Justin Forsett,True,13,6
2013.0,2013-12-01,12.0,13.0,,JAX,CLE,W 32-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Justin Forsett,True,32,28
