Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-10-03,4.0,4.0,24.063,PIT,BAL,L 14-17,True,6,2,24,12.00,0,33.3%,4.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,False,14,17
2010.0,2010-10-17,5.0,6.0,24.077,PIT,CLE,W 28-10,True,5,3,90,30.00,1,60.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,28,10
2010.0,2010-10-24,6.0,7.0,24.084,PIT,MIA,W 23-22,True,4,2,53,26.50,1,50.0%,13.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,23,22
2010.0,2010-10-31,7.0,8.0,24.091,PIT,NOR,L 10-20,True,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,False,10,20
2010.0,2010-11-08,8.0,9.0,24.099,PIT,CIN,W 27-21,True,7,5,110,22.00,1,71.4%,15.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,Mike Wallace,True,27,21
2010.0,2010-11-14,9.0,10.0,24.105,PIT,NWE,L 26-39,True,11,8,136,17.00,2,72.7%,12.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mike Wallace,False,26,39
2010.0,2010-11-21,10.0,11.0,24.112,PIT,OAK,W 35-3,True,6,3,116,38.67,1,50.0%,19.33,1,19,19.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,35,3
2010.0,2010-11-28,11.0,12.0,24.119,PIT,BUF,W 19-16,True,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,19,16
2010.0,2010-12-05,12.0,13.0,24.126,PIT,BAL,W 13-10,True,7,5,76,15.20,0,71.4%,10.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,13,10
2010.0,2010-12-12,13.0,14.0,24.133,PIT,CIN,W 23-7,True,9,5,78,15.60,0,55.6%,8.67,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,23,7
2010.0,2010-12-19,14.0,15.0,24.14,PIT,NYJ,L 17-22,True,10,7,102,14.57,0,70.0%,10.20,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,False,17,22
2010.0,2010-12-23,15.0,16.0,24.144,PIT,CAR,W 27-3,True,6,4,104,26.00,1,66.7%,17.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,27,3
2010.0,2011-01-02,16.0,17.0,24.154,PIT,CLE,W 41-9,True,5,3,105,35.00,1,60.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,41,9
2011.0,2011-09-11,1.0,1.0,25.041,PIT,BAL,L 7-35,True,11,8,107,13.38,0,72.7%,9.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mike Wallace,False,7,35
2011.0,2011-09-18,2.0,2.0,25.048,PIT,SEA,W 24-0,True,9,8,126,15.75,1,88.9%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,24,0
2011.0,2011-09-25,3.0,3.0,25.055,PIT,IND,W 23-20,True,7,5,144,28.80,1,71.4%,20.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,23,20
2011.0,2011-10-02,4.0,4.0,25.062,PIT,HOU,L 10-17,True,4,4,77,19.25,0,100.0%,19.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,False,10,17
2011.0,2011-10-09,5.0,5.0,25.069,PIT,TEN,W 38-17,True,7,6,82,13.67,1,85.7%,11.71,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,38,17
2011.0,2011-10-16,6.0,6.0,25.076,PIT,JAX,W 17-13,True,6,2,76,38.00,1,33.3%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,17,13
2011.0,2011-10-23,7.0,7.0,25.083,PIT,ARI,W 32-20,True,7,3,118,39.33,1,42.9%,16.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,32,20
2011.0,2011-10-30,8.0,8.0,25.09,PIT,NWE,W 25-17,True,7,7,70,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,25,17
2011.0,2011-11-06,9.0,9.0,25.097,PIT,BAL,L 20-23,True,6,4,68,17.00,1,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,Mike Wallace,False,20,23
2011.0,2011-11-13,10.0,10.0,25.104,PIT,CIN,W 24-17,True,10,6,54,9.00,0,60.0%,5.40,2,31,15.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,24,17
2011.0,2011-11-27,11.0,12.0,25.118,PIT,KAN,W 13-9,False,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,13,9
2011.0,2011-12-04,12.0,13.0,25.125,PIT,CIN,W 35-7,True,5,3,38,12.67,2,60.0%,7.60,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,35,7
2011.0,2011-12-08,13.0,14.0,25.129,PIT,CLE,W 14-3,True,5,4,57,14.25,0,80.0%,11.40,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,14,3
2011.0,2011-12-19,14.0,15.0,25.14,PIT,SFO,L 3-20,True,12,5,66,13.20,0,41.7%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mike Wallace,False,3,20
2011.0,2011-12-24,15.0,16.0,25.145,PIT,STL,W 27-0,False,7,4,82,20.50,0,57.1%,11.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mike Wallace,True,27,0
2011.0,2012-01-01,16.0,17.0,25.153,PIT,CLE,W 13-9,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mike Wallace,True,13,9
2012.0,2012-09-09,1.0,1.0,26.039,PIT,DEN,L 19-31,True,6,4,37,9.25,1,66.7%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,65,86%,0,0%,0,0%,True,Mike Wallace,False,19,31
2012.0,2012-09-16,2.0,2.0,26.046,PIT,NYJ,W 27-10,True,5,5,74,14.80,1,100.0%,14.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,59%,0,0%,0,0%,False,Mike Wallace,True,27,10
2012.0,2012-09-23,3.0,3.0,26.053,PIT,OAK,L 31-34,True,11,8,123,15.38,1,72.7%,11.18,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,65,89%,0,0%,0,0%,True,Mike Wallace,False,31,34
2012.0,2012-10-07,4.0,5.0,26.067,PIT,PHI,W 16-14,True,8,2,17,8.50,0,25.0%,2.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,85%,0,0%,0,0%,False,Mike Wallace,True,16,14
2012.0,2012-10-11,5.0,6.0,26.071,PIT,TEN,L 23-26,True,4,2,94,47.00,1,50.0%,23.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,78%,0,0%,0,0%,True,Mike Wallace,False,23,26
2012.0,2012-10-21,6.0,7.0,26.081,PIT,CIN,W 24-17,True,15,8,52,6.50,0,53.3%,3.47,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,81%,0,0%,0,0%,True,Mike Wallace,True,24,17
2012.0,2012-10-28,7.0,8.0,26.088,PIT,WAS,W 27-12,True,9,7,62,8.86,0,77.8%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,80%,0,0%,0,0%,False,Mike Wallace,True,27,12
2012.0,2012-11-04,8.0,9.0,26.095,PIT,NYG,W 24-20,True,5,3,66,22.00,1,60.0%,13.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,Mike Wallace,True,24,20
2012.0,2012-11-12,9.0,10.0,26.103,PIT,KAN,W 16-13,True,8,3,14,4.67,1,37.5%,1.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Mike Wallace,True,16,13
2012.0,2012-11-18,10.0,11.0,26.109,PIT,BAL,L 10-13,True,7,4,24,6.00,0,57.1%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,59,82%,0,0%,0,0%,False,Mike Wallace,False,10,13
2012.0,2012-11-25,11.0,12.0,26.116,PIT,CLE,L 14-20,True,7,1,9,9.00,0,14.3%,1.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Mike Wallace,False,14,20
2012.0,2012-12-02,12.0,13.0,26.123,PIT,BAL,W 23-20,True,8,5,44,8.80,0,62.5%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,62%,0,0%,0,0%,True,Mike Wallace,True,23,20
2012.0,2012-12-09,13.0,14.0,26.13,PIT,SDG,L 24-34,True,11,7,112,16.00,2,63.6%,10.18,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,61,94%,0,0%,0,0%,False,Mike Wallace,False,24,34
2012.0,2012-12-16,14.0,15.0,26.137,PIT,DAL,L 24-27,True,10,4,95,23.75,0,40.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,95%,0,0%,0,0%,True,Mike Wallace,False,24,27
2012.0,2012-12-23,15.0,16.0,26.144,PIT,CIN,L 10-13,False,5,1,13,13.00,0,20.0%,2.60,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,80%,0,0%,0,0%,False,Mike Wallace,False,10,13
2012.0,2012-12-30,16.0,17.0,,PIT,CLE,W 24-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Mike Wallace,True,24,10
2013.0,2013-09-08,1.0,1.0,27.038,MIA,CLE,W 23-10,True,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,87%,0,0%,0,0%,True,Mike Wallace,True,23,10
2013.0,2013-09-15,2.0,2.0,27.045,MIA,IND,W 24-20,True,11,9,115,12.78,1,81.8%,10.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,85%,0,0%,0,0%,True,Mike Wallace,True,24,20
2013.0,2013-09-22,3.0,3.0,27.052,MIA,ATL,W 27-23,True,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,98%,0,0%,0,0%,False,Mike Wallace,True,27,23
2013.0,2013-09-30,4.0,4.0,27.06,MIA,NOR,L 17-38,True,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,98%,0,0%,0,0%,True,Mike Wallace,False,17,38
2013.0,2013-10-06,5.0,5.0,27.066,MIA,BAL,L 23-26,True,16,7,105,15.00,0,43.8%,6.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,97%,0,0%,0,0%,False,Mike Wallace,False,23,26
2013.0,2013-10-20,6.0,7.0,27.08,MIA,BUF,L 21-23,True,10,5,76,15.20,0,50.0%,7.60,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,97%,0,0%,0,0%,False,Mike Wallace,False,21,23
2013.0,2013-10-27,7.0,8.0,27.087,MIA,NWE,L 17-27,True,10,3,41,13.67,0,30.0%,4.10,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,79,100%,0,0%,0,0%,True,Mike Wallace,False,17,27
2013.0,2013-10-31,8.0,9.0,27.091,MIA,CIN,W 22-20,True,8,6,82,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,98%,0,0%,0,0%,False,Mike Wallace,True,22,20
2013.0,2013-11-11,9.0,10.0,27.102,MIA,TAM,L 19-22,True,7,4,15,3.75,0,57.1%,2.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,True,Mike Wallace,False,19,22
2013.0,2013-11-17,10.0,11.0,27.108,MIA,SDG,W 20-16,True,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,89%,0,0%,0,0%,False,Mike Wallace,True,20,16
2013.0,2013-11-24,11.0,12.0,27.115,MIA,CAR,L 16-20,True,10,5,127,25.40,1,50.0%,12.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,90%,0,0%,0,0%,False,Mike Wallace,False,16,20
2013.0,2013-12-01,12.0,13.0,27.122,MIA,NYJ,W 23-3,True,9,7,82,11.71,1,77.8%,9.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,82%,0,0%,0,0%,True,Mike Wallace,True,23,3
2013.0,2013-12-08,13.0,14.0,27.129,MIA,PIT,W 34-28,True,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,92%,0,0%,0,0%,True,Mike Wallace,True,34,28
2013.0,2013-12-15,14.0,15.0,27.136,MIA,NWE,W 24-20,True,9,6,105,17.50,1,66.7%,11.67,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,88%,0,0%,0,0%,False,Mike Wallace,True,24,20
2013.0,2013-12-22,15.0,16.0,27.143,MIA,BUF,L 0-19,True,11,4,38,9.50,0,36.4%,3.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,96%,0,0%,0,0%,True,Mike Wallace,False,0,19
2013.0,2013-12-29,16.0,17.0,27.15,MIA,NYJ,L 7-20,True,12,5,25,5.00,1,41.7%,2.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,97%,0,0%,0,0%,False,Mike Wallace,False,7,20
2014.0,2014-09-07,1.0,1.0,28.037,MIA,NWE,W 33-20,True,11,7,81,11.57,1,63.6%,7.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,51,69%,0,0%,0,0%,False,Mike Wallace,True,33,20
2014.0,2014-09-14,2.0,2.0,28.044,MIA,BUF,L 10-29,True,8,5,56,11.20,1,62.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,73%,0,0%,0,0%,True,Mike Wallace,False,10,29
2014.0,2014-09-21,3.0,3.0,28.051,MIA,KAN,L 15-34,True,12,5,74,14.80,0,41.7%,6.17,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,80%,0,0%,0,0%,False,Mike Wallace,False,15,34
2014.0,2014-09-28,4.0,4.0,28.058,MIA,OAK,W 38-14,True,4,3,35,11.67,1,75.0%,8.75,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,33,47%,0,0%,0,0%,True,Mike Wallace,True,38,14
2014.0,2014-10-12,5.0,6.0,28.072,MIA,GNB,L 24-27,True,9,5,67,13.40,1,55.6%,7.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,51,88%,0,0%,0,0%,False,Mike Wallace,False,24,27
2014.0,2014-10-19,6.0,7.0,28.079,MIA,CHI,W 27-14,True,8,5,46,9.20,1,62.5%,5.75,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,83%,0,0%,0,0%,True,Mike Wallace,True,27,14
