Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-11-26,11,12,,NYJ,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,11,Kellen Clemens
2006,2006-12-03,12,13,,NYJ,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,38,10,Kellen Clemens
2006,2006-12-10,13,14,23.186,NYJ,BUF,False,0,0,,0,0,0,,2,21,,,1,8,8.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,13,31,Kellen Clemens
2006,2006-12-17,14,15,,NYJ,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,26,13,Kellen Clemens
2006,2006-12-25,15,16,,NYJ,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,13,10,Kellen Clemens
2006,2006-12-31,16,17,,NYJ,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,3,Kellen Clemens
2007,2007-09-09,1,1,24.094,NYJ,NWE,False,5,10,50.00,35,0,0,58.3,1,5,3.50,3.50,0,0,,0,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,False,14,38,Kellen Clemens
2007,2007-09-16,2,2,24.101,NYJ,BAL,True,19,37,51.35,260,1,2,60.6,4,25,7.03,5.14,3,2,0.67,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,13,20,Kellen Clemens
2007,2007-09-23,3,3,,NYJ,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,31,28,Kellen Clemens
2007,2007-09-30,4,4,,NYJ,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,14,17,Kellen Clemens
2007,2007-10-07,5,5,,NYJ,NYG,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,24,35,Kellen Clemens
2007,2007-10-14,6,6,,NYJ,PHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,9,16,Kellen Clemens
2007,2007-10-21,7,7,,NYJ,CIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,31,38,Kellen Clemens
2007,2007-10-28,8,8,24.143,NYJ,BUF,False,5,12,41.67,67,0,2,20.5,0,0,5.58,-1.92,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,3,13,Kellen Clemens
2007,2007-11-04,9,9,24.150,NYJ,WAS,True,23,42,54.76,226,1,0,78.1,3,12,5.38,5.86,7,48,6.86,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,20,23,Kellen Clemens
2007,2007-11-18,10,11,24.164,NYJ,PIT,True,14,31,45.16,162,1,1,58.8,3,16,5.23,4.42,1,15,15.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,19,16,Kellen Clemens
2007,2007-11-22,11,12,24.168,NYJ,DAL,True,12,27,44.44,142,0,1,45.6,3,22,5.26,3.59,2,6,3.00,0,0,0,0.0,,,,,,1,0,0,1,-1,0,,,,,,,True,False,3,34,Kellen Clemens
2007,2007-12-02,12,13,24.178,NYJ,MIA,True,15,24,62.50,236,1,1,91.7,6,27,9.83,8.79,3,14,4.67,0,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,True,40,13,Kellen Clemens
2007,2007-12-09,13,14,24.185,NYJ,CLE,True,24,41,58.54,286,0,2,59.6,4,18,6.98,4.78,3,8,2.67,1,1,6,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,False,18,24,Kellen Clemens
2007,2007-12-16,14,15,24.192,NYJ,NWE,True,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,20,Kellen Clemens
2007,2007-12-23,15,16,,NYJ,TEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,6,10,Kellen Clemens
2007,2007-12-30,16,17,24.206,NYJ,KAN,True,13,25,52.00,115,1,0,77.9,3,13,4.60,5.40,8,18,2.25,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,13,10,Kellen Clemens
2008,2008-09-07,1,1,,NYJ,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,20,14,Kellen Clemens
2008,2008-09-14,2,2,,NYJ,NWE,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,10,19,Kellen Clemens
2008,2008-09-22,3,3,25.107,NYJ,SDG,False,3,5,60.00,26,0,1,34.2,0,0,5.20,-3.80,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,29,48,Kellen Clemens
2008,2008-09-28,4,4,,NYJ,ARI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,56,35,Kellen Clemens
2008,2008-10-12,5,6,,NYJ,CIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,26,14,Kellen Clemens
2008,2008-10-19,6,7,,NYJ,OAK,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,13,16,Kellen Clemens
2008,2008-10-26,7,8,,NYJ,KAN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,28,24,Kellen Clemens
2008,2008-11-02,8,9,,NYJ,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,26,17,Kellen Clemens
2008,2008-11-09,9,10,25.155,NYJ,STL,False,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,47,3,Kellen Clemens
2008,2008-11-13,10,11,,NYJ,NWE,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,34,31,Kellen Clemens
2008,2008-11-23,11,12,,NYJ,TEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,34,13,Kellen Clemens
2008,2008-11-30,12,13,,NYJ,DEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,17,34,Kellen Clemens
2008,2008-12-07,13,14,,NYJ,SFO,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,14,24,Kellen Clemens
2008,2008-12-14,14,15,,NYJ,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,31,27,Kellen Clemens
2008,2008-12-21,15,16,,NYJ,SEA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,3,13,Kellen Clemens
2008,2008-12-28,16,17,,NYJ,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,17,24,Kellen Clemens
2009,2009-09-13,1,1,,NYJ,HOU,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,24,7,Kellen Clemens
2009,2009-09-20,2,2,,NYJ,NWE,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,16,9,Kellen Clemens
2009,2009-09-27,3,3,,NYJ,TEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,24,17,Kellen Clemens
2009,2009-10-04,4,4,,NYJ,NOR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,10,24,Kellen Clemens
2009,2009-10-12,5,5,,NYJ,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,27,31,Kellen Clemens
2009,2009-10-18,6,6,,NYJ,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,13,16,Kellen Clemens
2009,2009-10-25,7,7,26.140,NYJ,OAK,False,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,0,Kellen Clemens
2009,2009-11-01,8,8,26.147,NYJ,MIA,False,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,25,30,Kellen Clemens
2009,2009-11-15,9,10,26.161,NYJ,JAX,False,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,22,24,Kellen Clemens
2009,2009-11-22,10,11,26.168,NYJ,NWE,False,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,14,31,Kellen Clemens
2009,2009-11-29,11,12,26.175,NYJ,CAR,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,17,6,Kellen Clemens
2009,2009-12-03,12,13,26.179,NYJ,BUF,False,1,2,50.00,14,0,0,72.9,3,18,7.00,7.00,4,3,0.75,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,True,19,13,Kellen Clemens
2009,2009-12-13,13,14,26.189,NYJ,TAM,True,12,23,52.17,111,0,0,65.7,1,3,4.83,4.83,3,2,0.67,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,3,Kellen Clemens
2009,2009-12-20,14,15,26.196,NYJ,ATL,False,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-12,0,,,,,,,False,False,7,10,Kellen Clemens
2009,2009-12-27,15,16,26.203,NYJ,IND,False,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,29,15,Kellen Clemens
2009,2010-01-03,16,17,26.210,NYJ,CIN,False,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,37,0,Kellen Clemens
