Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-10-29,7,8,24.069,TAM,,CAR,L 3-17,True,10,5,60,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,93%,0,0%,0,0%,False,Mike Evans
2017,2017-11-05,8,9,24.076,TAM,@,NOR,L 10-30,True,6,1,13,13.00,0,16.7%,2.17,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,88%,0,0%,0,0%,True,Mike Evans
2017,2017-11-12,9,10,,TAM,,NYJ,W 15-10,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Mike Evans
2017,2017-11-19,10,11,24.090,TAM,@,MIA,W 30-20,True,10,5,92,18.40,0,50.0%,9.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,83%,0,0%,0,0%,True,Mike Evans
2017,2017-11-26,11,12,24.097,TAM,@,ATL,L 20-34,True,12,6,78,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,86%,0,0%,0,0%,True,Mike Evans
2017,2017-12-03,12,13,24.104,TAM,@,GNB,L 20-26,True,6,2,33,16.50,0,33.3%,5.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,87%,0,0%,0,0%,True,Mike Evans
2017,2017-12-10,13,14,24.111,TAM,,DET,L 21-24,True,5,2,25,12.50,0,40.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,0,0%,False,Mike Evans
2017,2017-12-18,14,15,24.119,TAM,,ATL,L 21-24,True,8,5,79,15.80,1,62.5%,9.88,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,85%,0,0%,0,0%,False,Mike Evans
2017,2017-12-24,15,16,24.125,TAM,@,CAR,L 19-22,True,8,6,107,17.83,0,75.0%,13.38,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,80%,0,0%,0,0%,True,Mike Evans
2017,2017-12-31,16,17,24.132,TAM,,NOR,W 31-24,True,13,5,55,11.00,0,38.5%,4.23,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,70,84%,0,0%,0,0%,False,Mike Evans
2018,2018-09-09,1,1,25.019,TAM,@,NOR,W 48-40,True,7,7,147,21.00,1,100.0%,21.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,76%,0,0%,0,0%,True,Mike Evans
2018,2018-09-16,2,2,25.026,TAM,,PHI,W 27-21,True,12,10,83,8.30,1,83.3%,6.92,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,47,81%,1,1%,0,0%,False,Mike Evans
2018,2018-09-24,3,3,25.034,TAM,,PIT,L 27-30,True,11,6,137,22.83,1,54.5%,12.45,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,False,Mike Evans
2018,2018-09-30,4,4,25.040,TAM,@,CHI,L 10-48,True,9,6,59,9.83,0,66.7%,6.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,90%,0,0%,0,0%,True,Mike Evans
2018,2018-10-14,5,6,25.054,TAM,@,ATL,L 29-34,True,5,4,58,14.50,0,80.0%,11.60,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-3,0,57,86%,0,0%,0,0%,True,Mike Evans
2018,2018-10-21,6,7,25.061,TAM,,CLE,W 26-23,True,11,7,107,15.29,0,63.6%,9.73,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,82,86%,0,0%,0,0%,False,Mike Evans
2018,2018-10-28,7,8,25.068,TAM,@,CIN,L 34-37,True,13,6,179,29.83,1,46.2%,13.77,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,70,80%,0,0%,0,0%,True,Mike Evans
2018,2018-11-04,8,9,25.075,TAM,@,CAR,L 28-42,True,10,1,16,16.00,0,10.0%,1.60,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,Mike Evans
2018,2018-11-11,9,10,25.082,TAM,,WAS,L 3-16,True,6,3,51,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,80%,0,0%,0,0%,False,Mike Evans
2018,2018-11-18,10,11,25.089,TAM,@,NYG,L 35-38,True,7,6,120,20.00,1,85.7%,17.14,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,1,0,1,65,92%,0,0%,0,0%,True,Mike Evans
2018,2018-11-25,11,12,25.096,TAM,,SFO,W 27-9,True,8,6,116,19.33,0,75.0%,14.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,False,Mike Evans
2018,2018-12-02,12,13,25.103,TAM,,CAR,W 24-17,True,6,4,48,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,88%,2,3%,0,0%,False,Mike Evans
2018,2018-12-09,13,14,25.110,TAM,,NOR,L 14-28,True,6,4,86,21.50,0,66.7%,14.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,87%,0,0%,0,0%,False,Mike Evans
2018,2018-12-16,14,15,25.117,TAM,@,BAL,L 12-20,True,9,4,121,30.25,0,44.4%,13.44,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,90%,0,0%,0,0%,True,Mike Evans
2018,2018-12-23,15,16,25.124,TAM,@,DAL,L 20-27,True,10,6,90,15.00,1,60.0%,9.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,82%,0,0%,0,0%,True,Mike Evans
2018,2018-12-30,16,17,25.131,TAM,,ATL,L 32-34,True,8,6,106,17.67,2,75.0%,13.25,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,51,84%,0,0%,0,0%,False,Mike Evans
2019,2019-09-08,1,1,26.018,TAM,,SFO,L 17-31,True,5,2,28,14.00,0,40.0%,5.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,0,0%,False,Mike Evans
2019,2019-09-12,2,2,26.022,TAM,@,CAR,W 20-14,True,8,4,61,15.25,0,50.0%,7.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,True,Mike Evans
2019,2019-09-22,3,3,26.032,TAM,,NYG,L 31-32,True,15,8,190,23.75,3,53.3%,12.67,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,67,89%,0,0%,0,0%,False,Mike Evans
2019,2019-09-29,4,4,26.039,TAM,@,LAR,W 55-40,True,7,4,89,22.25,1,57.1%,12.71,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,True,Mike Evans
2019,2019-10-06,5,5,26.046,TAM,@,NOR,L 24-31,True,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,96%,0,0%,0,0%,True,Mike Evans
2019,2019-10-13,6,6,26.053,TAM,,CAR,L 26-37,True,17,9,96,10.67,0,52.9%,5.65,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,73,91%,0,0%,0,0%,False,Mike Evans
2019,2019-10-27,7,8,26.067,TAM,@,TEN,L 23-27,True,12,11,198,18.00,2,91.7%,16.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,74,91%,0,0%,0,0%,True,Mike Evans
2019,2019-11-03,8,9,26.074,TAM,@,SEA,L 34-40,True,16,12,180,15.00,1,75.0%,11.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,86%,0,0%,0,0%,True,Mike Evans
2019,2019-11-10,9,10,26.081,TAM,,ARI,W 30-27,True,6,4,82,20.50,0,66.7%,13.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,88%,0,0%,0,0%,False,Mike Evans
2019,2019-11-17,10,11,26.088,TAM,,NOR,L 17-34,True,8,4,69,17.25,0,50.0%,8.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,False,Mike Evans
2019,2019-11-24,11,12,26.095,TAM,@,ATL,W 35-22,True,8,4,50,12.50,0,50.0%,6.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,92%,0,0%,1,3%,True,Mike Evans
2019,2019-12-01,12,13,26.102,TAM,@,JAX,W 28-11,True,11,4,53,13.25,0,36.4%,4.82,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,83%,0,0%,0,0%,True,Mike Evans
2019,2019-12-08,13,14,26.109,TAM,,IND,W 38-35,True,2,1,61,61.00,1,50.0%,30.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,0,0%,False,Mike Evans
2019,2019-12-15,14,15,,TAM,@,DET,W 38-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mike Evans
2019,2019-12-21,15,16,,TAM,,HOU,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Mike Evans
2019,2019-12-29,16,17,,TAM,,ATL,L 22-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Mike Evans
2020,2020-09-13,1,1,27.023,TAM,@,NOR,L 23-34,True,4,1,2,2.00,1,25.0%,0.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Mike Evans
2020,2020-09-20,2,2,27.030,TAM,,CAR,W 31-17,True,10,7,104,14.86,1,70.0%,10.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,Mike Evans
2020,2020-09-27,3,3,27.037,TAM,@,DEN,W 28-10,True,4,2,2,1.00,2,50.0%,0.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,61,90%,0,0%,0,0%,True,Mike Evans
2020,2020-10-04,4,4,27.044,TAM,,LAC,W 38-31,True,8,7,122,17.43,1,87.5%,15.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,71%,0,0%,0,0%,False,Mike Evans
2020,2020-10-08,5,5,27.048,TAM,@,CHI,L 19-20,True,9,5,41,8.20,1,55.6%,4.56,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,True,Mike Evans
2020,2020-10-18,6,6,27.058,TAM,,GNB,W 38-10,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,False,Mike Evans
2020,2020-10-25,7,7,27.065,TAM,@,LVR,W 45-20,True,2,2,37,18.50,0,100.0%,18.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,Mike Evans
2020,2020-11-02,8,8,27.073,TAM,@,NYG,W 25-23,True,7,5,55,11.00,1,71.4%,7.86,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,90%,0,0%,1,4%,True,Mike Evans
2020,2020-11-08,9,9,27.079,TAM,,NOR,L 3-38,True,6,4,64,16.00,0,66.7%,10.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,86%,0,0%,0,0%,False,Mike Evans
2020,2020-11-15,10,10,27.086,TAM,@,CAR,W 46-23,True,11,6,77,12.83,1,54.5%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,80%,0,0%,0,0%,True,Mike Evans
2020,2020-11-23,11,11,27.094,TAM,,LAR,L 24-27,True,9,5,49,9.80,1,55.6%,5.44,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,False,Mike Evans
