Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-11-26,11,12,,MIN,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,26,Tarvaris Jackson
2006,2006-12-03,12,13,23.226,MIN,CHI,False,3,4,75.00,35,0,0,101.0,1,0,8.75,8.75,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,True,False,13,23,Tarvaris Jackson
2006,2006-12-10,13,14,,MIN,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,30,20,Tarvaris Jackson
2006,2006-12-17,14,15,23.240,MIN,NYJ,False,14,23,60.87,177,1,1,81.3,0,0,7.70,6.61,3,20,6.67,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,26,Tarvaris Jackson
2006,2006-12-21,15,16,23.244,MIN,GNB,True,10,20,50.00,50,0,1,35.4,3,23,2.50,0.25,5,23,4.60,0,,0,0,1,0,0,1,0,0,,,,,,,True,False,7,9,Tarvaris Jackson
2006,2006-12-31,16,17,23.254,MIN,STL,True,20,34,58.82,213,1,2,62.5,4,14,6.26,4.21,7,34,4.86,1,,1,6,2,0,0,0,0,0,,,,,,,False,False,21,41,Tarvaris Jackson
2007,2007-09-09,1,1,24.141,MIN,ATL,True,13,23,56.52,163,1,1,75.1,0,0,7.09,6.00,2,10,5.00,0,,0,0,0,0,0,0,0,0,,,,,,,False,True,24,3,Tarvaris Jackson
2007,2007-09-16,2,2,24.148,MIN,DET,True,17,33,51.52,166,0,4,26.4,1,0,5.03,-0.42,5,16,3.20,1,,1,6,0,,0,0,0,0,,,,,,,True,False,17,20,Tarvaris Jackson
2007,2007-09-23,3,3,,MIN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,13,Tarvaris Jackson
2007,2007-09-30,4,4,,MIN,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,16,23,Tarvaris Jackson
2007,2007-10-14,5,6,24.176,MIN,CHI,True,9,23,39.13,136,1,0,73.8,1,3,5.91,6.78,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,34,31,Tarvaris Jackson
2007,2007-10-21,6,7,24.183,MIN,DAL,True,6,19,31.58,72,0,0,44.2,3,7,3.79,3.79,4,20,5.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,24,Tarvaris Jackson
2007,2007-10-28,7,8,,MIN,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,16,23,Tarvaris Jackson
2007,2007-11-04,8,9,24.197,MIN,SDG,True,6,12,50.00,63,0,0,65.6,0,0,5.25,5.25,2,19,9.50,0,,0,0,0,,0,0,0,0,,,,,,,False,True,35,17,Tarvaris Jackson
2007,2007-11-11,9,10,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,0,34,Tarvaris Jackson
2007,2007-11-18,10,11,24.211,MIN,OAK,True,17,22,77.27,171,0,1,79.9,3,15,7.77,5.73,3,19,6.33,0,,0,0,1,1,0,0,0,0,,,,,,,False,True,29,22,Tarvaris Jackson
2007,2007-11-25,11,12,24.218,MIN,NYG,True,10,12,83.33,129,1,0,139.2,4,5,10.75,12.42,5,38,7.60,0,,0,0,1,0,0,0,0,0,,,,,,,True,True,41,17,Tarvaris Jackson
2007,2007-12-02,12,13,24.225,MIN,DET,True,18,24,75.00,204,2,1,110.4,1,4,8.50,8.29,5,20,4.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,42,10,Tarvaris Jackson
2007,2007-12-09,13,14,24.232,MIN,SFO,True,16,25,64.00,163,1,0,95.9,0,0,6.52,7.32,9,13,1.44,0,,0,0,0,,0,0,0,0,,,,,,,True,True,27,7,Tarvaris Jackson
2007,2007-12-17,14,15,24.240,MIN,CHI,True,18,29,62.07,249,0,3,50.0,2,13,8.59,3.93,7,25,3.57,0,,0,0,1,1,0,0,-1,0,,,,,,,False,True,20,13,Tarvaris Jackson
2007,2007-12-23,15,16,24.246,MIN,WAS,True,25,41,60.98,220,1,2,63.1,1,8,5.37,3.66,8,44,5.50,2,,2,12,0,,0,0,0,0,,,,,,,False,False,21,32,Tarvaris Jackson
2007,2007-12-30,16,17,24.253,MIN,DEN,True,16,31,51.61,175,2,0,90.1,3,15,5.65,6.94,4,36,9.00,0,2,0,4,2,1,0,0,-11,0,,,,,,,True,False,19,22,Tarvaris Jackson
2008,2008-09-08,1,1,25.140,MIN,GNB,True,16,35,45.71,178,1,1,59.0,1,10,5.09,4.37,9,65,7.22,0,,0,0,0,,0,0,0,0,,,,,,,True,False,19,24,Tarvaris Jackson
2008,2008-09-14,2,2,25.146,MIN,IND,True,14,24,58.33,130,0,0,73.3,2,10,5.42,5.42,2,0,0.00,0,,0,0,1,1,0,0,0,0,,,,,,,False,False,15,18,Tarvaris Jackson
2008,2008-09-21,3,3,,MIN,CAR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,20,10,Tarvaris Jackson
2008,2008-09-28,4,4,25.160,MIN,TEN,False,1,1,100.00,8,0,0,100.0,2,12,8.00,8.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,30,Tarvaris Jackson
2008,2008-10-06,5,5,25.168,MIN,NOR,False,,,,,,,,0,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,30,27,Tarvaris Jackson
2008,2008-10-12,6,6,,MIN,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,12,10,Tarvaris Jackson
2008,2008-10-19,7,7,,MIN,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,41,48,Tarvaris Jackson
2008,2008-11-02,8,9,,MIN,HOU,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,28,21,Tarvaris Jackson
2008,2008-11-09,9,10,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,28,27,Tarvaris Jackson
2008,2008-11-16,10,11,,MIN,TAM,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,13,19,Tarvaris Jackson
2008,2008-11-23,11,12,25.216,MIN,JAX,False,,,,,,,,0,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,30,12,Tarvaris Jackson
2008,2008-11-30,12,13,,MIN,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,34,14,Tarvaris Jackson
2008,2008-12-07,13,14,25.230,MIN,DET,False,8,10,80.00,105,1,0,143.7,1,0,10.50,12.50,3,-1,-0.33,0,,0,0,1,0,0,0,-3,0,,,,,,,True,True,20,16,Tarvaris Jackson
2008,2008-12-14,14,15,25.237,MIN,ARI,True,11,17,64.71,163,4,0,135.5,3,6,9.59,14.29,3,3,1.00,0,,0,0,0,,0,0,0,0,,,,,,,True,True,35,14,Tarvaris Jackson
2008,2008-12-21,15,16,25.244,MIN,ATL,True,22,36,61.11,233,2,0,98.5,3,38,6.47,7.58,8,82,10.25,0,,0,0,3,2,0,1,-6,0,,,,,,,False,False,17,24,Tarvaris Jackson
2008,2008-12-28,16,17,25.251,MIN,NYG,True,16,26,61.54,239,1,1,88.5,2,21,9.19,8.23,1,-4,-4.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,19,Tarvaris Jackson
2009,2009-09-13,1,1,26.145,MIN,CLE,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,,0,0,0,,0,0,0,0,,,,,,,True,True,34,20,Tarvaris Jackson
2009,2009-09-20,2,2,26.152,MIN,DET,False,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,3,-3,-1.00,0,,0,0,0,,0,0,0,0,,,,,,,True,True,27,13,Tarvaris Jackson
2009,2009-09-27,3,3,,MIN,SFO,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,27,24,Tarvaris Jackson
2009,2009-10-05,4,4,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,30,23,Tarvaris Jackson
2009,2009-10-11,5,5,26.173,MIN,STL,False,3,3,100.00,68,0,0,118.7,0,0,22.67,22.67,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,38,10,Tarvaris Jackson
2009,2009-10-18,6,6,,MIN,BAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,33,31,Tarvaris Jackson
2009,2009-10-25,7,7,,MIN,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,17,27,Tarvaris Jackson
2009,2009-11-01,8,8,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,38,26,Tarvaris Jackson
2009,2009-11-15,9,10,26.208,MIN,DET,False,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,10,Tarvaris Jackson
2009,2009-11-22,10,11,26.215,MIN,SEA,False,6,8,75.00,77,1,0,144.3,0,0,9.63,12.13,2,5,2.50,0,,0,0,0,,0,0,0,0,,,,,,,False,True,35,9,Tarvaris Jackson
2009,2009-11-29,11,12,26.222,MIN,CHI,False,0,0,,0,0,0,,0,,,,3,-4,-1.33,0,,0,0,0,,0,0,0,0,,,,,,,False,True,36,10,Tarvaris Jackson
2009,2009-12-06,12,13,,MIN,ARI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,17,30,Tarvaris Jackson
2009,2009-12-13,13,14,26.236,MIN,CIN,False,0,0,,0,0,0,,0,,,,2,-1,-0.50,0,,0,0,0,,0,0,0,0,,,,,,,False,True,30,10,Tarvaris Jackson
2009,2009-12-20,14,15,,MIN,CAR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,7,26,Tarvaris Jackson
2009,2009-12-28,15,16,,MIN,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,30,36,Tarvaris Jackson
2009,2010-01-03,16,17,26.257,MIN,NYG,False,4,6,66.67,42,0,0,86.8,0,0,7.00,7.00,3,-3,-1.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,44,7,Tarvaris Jackson
2010,2010-09-09,1,1,,MIN,NOR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,9,14,Tarvaris Jackson
2010,2010-09-19,2,2,,MIN,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,10,14,Tarvaris Jackson
2010,2010-09-26,3,3,,MIN,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,24,10,Tarvaris Jackson
2010,2010-10-11,4,5,,MIN,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,20,29,Tarvaris Jackson
2010,2010-10-17,5,6,,MIN,DAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,24,21,Tarvaris Jackson
2010,2010-10-24,6,7,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,24,28,Tarvaris Jackson
2010,2010-10-31,7,8,27.193,MIN,NWE,False,4,6,66.67,36,1,0,122.2,1,10,6.00,9.33,1,33,33.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,18,28,Tarvaris Jackson
2010,2010-11-07,8,9,,MIN,ARI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,27,24,Tarvaris Jackson
2010,2010-11-14,9,10,,MIN,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,13,27,Tarvaris Jackson
2010,2010-11-21,10,11,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,3,31,Tarvaris Jackson
2010,2010-11-28,11,12,,MIN,WAS,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,17,13,Tarvaris Jackson
