Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
1998,1998-09-27,3,4,24.294,SFO,ATL,False,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,31,20,Terrell Owens
1998,1998-10-04,4,5,24.301,SFO,BUF,True,9,4,69,17.25,0,44.4%,7.67,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,21,26,Terrell Owens
1998,1998-10-11,5,6,24.308,SFO,NOR,False,8,6,94,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,31,0,Terrell Owens
1998,1998-10-18,6,7,24.315,SFO,IND,True,9,7,79,11.29,1,77.8%,8.78,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,1,1,0,0,0,0,False,True,34,31,Terrell Owens
1998,1998-10-25,7,8,24.322,SFO,STL,True,8,5,120,24.00,1,62.5%,15.00,1,21,21.00,1,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,28,10,Terrell Owens
1998,1998-11-01,8,9,24.329,SFO,GNB,False,9,5,20,4.00,0,55.6%,2.22,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,22,36,Terrell Owens
1998,1998-11-08,9,10,24.336,SFO,CAR,False,5,4,72,18.00,2,80.0%,14.40,0,0,,0,0,0,,0,1,2,14,0.0,,,,,,0,0,0,0,0,,0,1,13,0,False,True,25,23,Terrell Owens
1998,1998-11-15,10,11,24.343,SFO,ATL,False,4,3,87,29.00,1,75.0%,21.75,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,19,31,Terrell Owens
1998,1998-11-22,11,12,24.350,SFO,NOR,True,4,4,42,10.50,2,100.0%,10.50,1,18,18.00,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,31,20,Terrell Owens
1998,1998-11-30,12,13,24.358,SFO,NYG,True,8,5,140,28.00,1,62.5%,17.50,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,31,7,Terrell Owens
1998,1998-12-06,13,14,24.364,SFO,CAR,True,8,4,53,13.25,1,50.0%,6.63,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,31,28,Terrell Owens
1998,1998-12-14,14,15,25.007,SFO,DET,False,3,3,16,5.33,1,100.0%,5.33,1,0,0.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,35,13,Terrell Owens
1998,1998-12-20,15,16,25.013,SFO,NWE,True,6,3,61,20.33,1,50.0%,10.17,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,21,24,Terrell Owens
1998,1998-12-27,16,17,25.020,SFO,STL,True,8,5,85,17.00,1,62.5%,10.63,1,14,14.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,38,19,Terrell Owens
1999,1999-09-12,1,1,25.279,SFO,JAX,True,9,5,76,15.20,0,55.6%,8.44,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,3,41,Terrell Owens
1999,1999-09-19,2,2,25.286,SFO,NOR,True,8,5,49,9.80,2,62.5%,6.13,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,28,21,Terrell Owens
1999,1999-09-27,3,3,25.294,SFO,ARI,True,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,24,10,Terrell Owens
1999,1999-10-03,4,4,25.300,SFO,TEN,True,4,3,33,11.00,1,75.0%,8.25,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,24,22,Terrell Owens
1999,1999-10-10,5,5,25.307,SFO,STL,True,7,6,60,10.00,0,85.7%,8.57,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,20,42,Terrell Owens
1999,1999-10-17,6,6,,SFO,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,29,31,Terrell Owens
1999,1999-10-24,7,7,,SFO,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,40,Terrell Owens
1999,1999-11-07,8,9,25.335,SFO,PIT,True,10,2,15,7.50,0,20.0%,1.50,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,6,27,Terrell Owens
1999,1999-11-14,9,10,25.342,SFO,NOR,True,9,5,56,11.20,0,55.6%,6.22,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,6,24,Terrell Owens
1999,1999-11-21,10,11,25.349,SFO,STL,True,8,6,120,20.00,0,75.0%,15.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,1,1,0,0,0,0,False,False,7,23,Terrell Owens
1999,1999-11-29,11,12,25.357,SFO,GNB,True,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,3,20,Terrell Owens
1999,1999-12-05,12,13,25.363,SFO,CIN,True,11,9,145,16.11,0,81.8%,13.18,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,30,44,Terrell Owens
1999,1999-12-12,13,14,26.005,SFO,ATL,True,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,26,7,Terrell Owens
1999,1999-12-18,14,15,26.011,SFO,CAR,True,10,5,66,13.20,0,50.0%,6.60,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,24,41,Terrell Owens
1999,1999-12-26,15,16,26.019,SFO,WAS,True,6,1,2,2.00,0,16.7%,0.33,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,20,26,Terrell Owens
1999,2000-01-03,16,17,26.027,SFO,ATL,True,5,5,31,6.20,1,100.0%,6.20,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,29,34,Terrell Owens
2000,2000-09-03,1,1,26.271,SFO,ATL,True,12,7,72,10.29,1,58.3%,6.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,28,36,Terrell Owens
2000,2000-09-10,2,2,26.278,SFO,CAR,True,10,5,97,19.40,0,50.0%,9.70,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,False,False,22,38,Terrell Owens
2000,2000-09-17,3,3,26.285,SFO,STL,True,11,6,108,18.00,1,54.5%,9.82,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,24,41,Terrell Owens
2000,2000-09-24,4,4,26.292,SFO,DAL,True,10,5,51,10.20,2,50.0%,5.10,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,41,24,Terrell Owens
2000,2000-10-01,5,5,,SFO,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,20,Terrell Owens
2000,2000-10-08,6,6,26.306,SFO,OAK,True,17,12,176,14.67,2,70.6%,10.35,1,4,4.00,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,28,34,Terrell Owens
2000,2000-10-15,7,7,26.313,SFO,GNB,True,8,8,93,11.63,2,100.0%,11.63,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,28,31,Terrell Owens
2000,2000-10-22,8,8,26.320,SFO,CAR,True,8,6,96,16.00,1,75.0%,12.00,1,2,2.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,1,1,0,0,0,0,True,False,16,34,Terrell Owens
2000,2000-10-29,9,9,26.327,SFO,STL,True,14,8,115,14.38,2,57.1%,8.21,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,False,False,24,34,Terrell Owens
2000,2000-11-05,10,10,26.334,SFO,NOR,True,9,6,97,16.17,0,66.7%,10.78,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,1,0,0,0,0,0,True,False,15,31,Terrell Owens
2000,2000-11-12,11,11,26.341,SFO,KAN,False,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,21,7,Terrell Owens
2000,2000-11-19,12,12,,SFO,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,16,6,Terrell Owens
2000,2000-12-03,13,14,26.362,SFO,SDG,True,5,4,93,23.25,0,80.0%,18.60,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,45,17,Terrell Owens
2000,2000-12-10,14,15,27.003,SFO,NOR,True,9,6,129,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,27,31,Terrell Owens
2000,2000-12-17,15,16,27.010,SFO,CHI,True,22,20,283,14.15,1,90.9%,12.86,1,5,5.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,17,0,Terrell Owens
2000,2000-12-23,16,17,27.016,SFO,DEN,True,8,3,35,11.67,0,37.5%,4.38,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,9,38,Terrell Owens
2001,2001-09-09,1,1,27.276,SFO,ATL,True,14,7,93,13.29,0,50.0%,6.64,1,3,3.00,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,16,13,Terrell Owens
2001,2001-09-23,2,2,27.290,SFO,STL,True,10,5,51,10.20,0,50.0%,5.10,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,26,30,Terrell Owens
2001,2001-10-01,3,3,27.298,SFO,NYJ,True,5,4,38,9.50,1,80.0%,7.60,1,4,4.00,0,0,0,,0,,1,6,0.0,0,1,1,0,,0,0,0,0,0,,0,0,0,0,True,True,19,17,Terrell Owens
2001,2001-10-07,4,4,27.304,SFO,CAR,True,14,8,118,14.75,2,57.1%,8.43,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,24,14,Terrell Owens
2001,2001-10-14,5,5,27.311,SFO,ATL,True,14,9,183,20.33,3,64.3%,13.07,0,0,,0,0,0,,0,,3,18,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,37,31,Terrell Owens
2001,2001-10-28,6,7,27.325,SFO,CHI,True,10,6,60,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,31,37,Terrell Owens
2001,2001-11-04,7,8,27.332,SFO,DET,True,10,9,125,13.89,2,90.0%,12.50,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,21,13,Terrell Owens
2001,2001-11-11,8,9,27.339,SFO,NOR,True,11,8,100,12.50,2,72.7%,9.09,1,12,12.00,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,28,27,Terrell Owens
2001,2001-11-18,9,10,27.346,SFO,CAR,True,14,7,99,14.14,1,50.0%,7.07,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,True,True,25,22,Terrell Owens
2001,2001-11-25,10,11,27.353,SFO,IND,True,9,6,103,17.17,1,66.7%,11.44,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,40,21,Terrell Owens
2001,2001-12-02,11,12,27.360,SFO,BUF,True,8,6,72,12.00,1,75.0%,9.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,35,0,Terrell Owens
2001,2001-12-09,12,13,28.002,SFO,STL,True,10,3,54,18.00,0,30.0%,5.40,1,2,2.00,0,0,0,,0,,0,0,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,True,False,14,27,Terrell Owens
2001,2001-12-16,13,14,28.009,SFO,MIA,True,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,21,0,Terrell Owens
2001,2001-12-22,14,15,28.015,SFO,PHI,True,8,4,64,16.00,1,50.0%,8.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,13,3,Terrell Owens
2001,2001-12-30,15,16,28.023,SFO,DAL,True,9,5,93,18.60,0,55.6%,10.33,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,21,27,Terrell Owens
2001,2002-01-06,16,17,28.030,SFO,NOR,True,4,2,116,58.00,2,50.0%,29.00,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,38,0,Terrell Owens
2002,2002-09-05,1,1,28.272,SFO,NYG,True,9,4,41,10.25,0,44.4%,4.56,1,10,10.00,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,16,13,Terrell Owens
2002,2002-09-15,2,2,28.282,SFO,DEN,True,7,5,38,7.60,1,71.4%,5.43,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,14,24,Terrell Owens
2002,2002-09-22,3,3,28.289,SFO,WAS,True,7,2,33,16.50,0,28.6%,4.71,1,38,38.00,1,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,20,10,Terrell Owens
2002,2002-10-06,4,5,28.303,SFO,STL,True,12,7,89,12.71,0,58.3%,7.42,1,2,2.00,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,37,13,Terrell Owens
2002,2002-10-14,5,6,28.311,SFO,SEA,True,9,6,84,14.00,2,66.7%,9.33,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,28,21,Terrell Owens
2002,2002-10-20,6,7,28.317,SFO,NOR,True,11,4,61,15.25,1,36.4%,5.55,1,2,2.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,27,35,Terrell Owens
2002,2002-10-27,7,8,28.324,SFO,ARI,True,11,8,132,16.50,2,72.7%,12.00,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,38,28,Terrell Owens
2002,2002-11-03,8,9,28.331,SFO,OAK,True,14,12,191,15.92,0,85.7%,13.64,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,23,20,Terrell Owens
2002,2002-11-10,9,10,28.338,SFO,KAN,True,11,7,51,7.29,0,63.6%,4.64,2,23,11.50,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,17,13,Terrell Owens
2002,2002-11-17,10,11,28.345,SFO,SDG,True,11,7,171,24.43,2,63.6%,15.55,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,17,20,Terrell Owens
2002,2002-11-25,11,12,28.353,SFO,PHI,True,19,13,166,12.77,2,68.4%,8.74,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,17,38,Terrell Owens
2002,2002-12-01,12,13,28.359,SFO,SEA,True,9,5,45,9.00,0,55.6%,5.00,1,4,4.00,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,31,24,Terrell Owens
2002,2002-12-08,13,14,29.001,SFO,DAL,True,16,12,123,10.25,2,75.0%,7.69,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,31,27,Terrell Owens
2002,2002-12-15,14,15,29.008,SFO,GNB,True,13,8,75,9.38,1,61.5%,5.77,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,14,20,Terrell Owens
2002,2002-12-21,15,16,,SFO,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,14,Terrell Owens
2002,2002-12-30,16,17,,SFO,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,31,Terrell Owens
