Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-12-09,13,14,,WAS,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,28,Roy Helu
2012,2012-12-16,14,15,,WAS,CLE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,38,21,Roy Helu
2012,2012-12-23,15,16,,WAS,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,20,Roy Helu
2012,2012-12-30,16,17,,WAS,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,18,Roy Helu
2013,2013-09-09,1,1,24.276,WAS,PHI,False,1,5,5.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,51%,0,0%,0,0%,False,False,27,33,Roy Helu
2013,2013-09-15,2,2,24.282,WAS,GNB,False,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,38%,0,0%,0,0%,True,False,20,38,Roy Helu
2013,2013-09-22,3,3,24.289,WAS,DET,False,0,0,,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,44%,0,0%,0,0%,False,False,20,27,Roy Helu
2013,2013-09-29,4,4,24.296,WAS,OAK,False,13,41,3.15,1,3,2,43,21.50,0,66.7%,14.33,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,53%,0,0%,5,16%,True,True,24,14,Roy Helu
2013,2013-10-13,5,6,24.310,WAS,DAL,False,6,42,7.00,0,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,55%,0,0%,0,0%,True,False,16,31,Roy Helu
2013,2013-10-20,6,7,24.317,WAS,CHI,False,11,41,3.73,3,2,1,5,5.00,0,50.0%,2.50,0,0,,0,3,18,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,0,0%,False,True,45,41,Roy Helu
2013,2013-10-27,7,8,24.324,WAS,DEN,False,5,11,2.20,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,41,58%,0,0%,3,9%,True,False,21,45,Roy Helu
2013,2013-11-03,8,9,24.331,WAS,SDG,False,2,23,11.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,True,30,24,Roy Helu
2013,2013-11-07,9,10,24.335,WAS,MIN,False,2,8,4.00,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,39%,0,0%,0,0%,True,False,27,34,Roy Helu
2013,2013-11-17,10,11,24.345,WAS,PHI,False,3,39,13.00,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,44,54%,0,0%,3,12%,True,False,16,24,Roy Helu
2013,2013-11-25,11,12,24.353,WAS,SFO,False,7,26,3.71,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,29,48%,0,0%,7,27%,False,False,6,27,Roy Helu
2013,2013-12-01,12,13,24.359,WAS,NYG,False,4,6,1.50,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,31,45%,0,0%,7,24%,False,False,17,24,Roy Helu
2013,2013-12-08,13,14,25.001,WAS,KAN,False,1,5,5.00,0,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,43%,0,0%,8,26%,False,False,10,45,Roy Helu
2013,2013-12-15,14,15,25.008,WAS,ATL,False,3,5,1.67,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,44%,0,0%,10,34%,True,False,26,27,Roy Helu
2013,2013-12-22,15,16,25.015,WAS,DAL,False,1,-2,-2.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,23,35%,0,0%,6,23%,False,False,23,24,Roy Helu
2013,2013-12-29,16,17,25.022,WAS,NYG,False,3,24,8.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,40,53%,0,0%,17,53%,True,False,6,20,Roy Helu
2014,2014-09-07,1,1,25.274,WAS,HOU,False,4,46,11.50,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,23,35%,0,0%,11,50%,True,False,6,17,Roy Helu
2014,2014-09-14,2,2,25.281,WAS,JAX,False,8,25,3.13,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,36%,0,0%,0,0%,False,True,41,10,Roy Helu
2014,2014-09-21,3,3,25.288,WAS,PHI,False,1,1,1.00,1,1,1,55,55.00,0,100.0%,55.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,32%,0,0%,1,3%,True,False,34,37,Roy Helu
2014,2014-09-25,4,4,25.292,WAS,NYG,False,2,8,4.00,0,5,5,78,15.60,0,100.0%,15.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,45%,0,0%,8,29%,False,False,14,45,Roy Helu
2014,2014-10-06,5,5,25.303,WAS,SEA,False,2,-1,-0.50,0,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,51%,0,0%,0,0%,False,False,17,27,Roy Helu
2014,2014-10-12,6,6,25.309,WAS,ARI,False,3,26,8.67,0,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,57%,0,0%,3,9%,True,False,20,30,Roy Helu
2014,2014-10-19,7,7,25.316,WAS,TEN,False,5,29,5.80,0,3,3,-9,-3.00,0,100.0%,-3.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,49%,0,0%,0,0%,False,True,19,17,Roy Helu
2014,2014-10-27,8,8,25.324,WAS,DAL,False,5,29,5.80,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,45%,0,0%,0,0%,True,True,20,17,Roy Helu
2014,2014-11-02,9,9,25.330,WAS,MIN,False,3,6,2.00,0,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,False,26,29,Roy Helu
2014,2014-11-16,10,11,25.344,WAS,TAM,False,0,0,,0,6,6,57,9.50,1,100.0%,9.50,0,0,,0,1,6,0.0,0,0,0,0,0,2,1,0,1,0,0,19,26%,0,0%,0,0%,False,False,7,27,Roy Helu
2014,2014-11-23,11,12,25.351,WAS,SFO,False,0,0,,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,29%,0,0%,2,7%,True,False,13,17,Roy Helu
2014,2014-11-30,12,13,25.358,WAS,IND,False,1,5,5.00,0,4,4,61,15.25,1,100.0%,15.25,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,28%,0,0%,10,29%,True,False,27,49,Roy Helu
2014,2014-12-07,13,14,26.000,WAS,STL,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,0,0,0,,,0,0,0,16,29%,0,0%,7,30%,False,False,0,24,Roy Helu
2014,2014-12-14,14,15,,WAS,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,24,Roy Helu
2014,2014-12-20,15,16,,WAS,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,24,Roy Helu
2014,2014-12-28,16,17,26.021,WAS,DAL,False,6,42,7.00,0,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,58%,0,0%,0,0%,False,False,17,44,Roy Helu
2015,2015-09-13,1,1,,OAK,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,33,Roy Helu
2015,2015-09-20,2,2,26.287,OAK,BAL,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,5%,0,0%,10,29%,False,True,37,33,Roy Helu
2015,2015-09-27,3,3,26.294,OAK,CLE,False,0,0,,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,4,14%,True,True,27,20,Roy Helu
2015,2015-10-04,4,4,26.301,OAK,CHI,False,5,22,4.40,0,2,2,13,6.50,1,100.0%,6.50,3,58,19.33,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,13,22%,0,0%,10,36%,True,False,20,22,Roy Helu
2015,2015-10-11,5,5,26.308,OAK,DEN,False,3,6,2.00,0,6,3,12,4.00,0,50.0%,2.00,1,27,27.00,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,27,39%,0,0%,10,38%,False,False,10,16,Roy Helu
2015,2015-10-25,6,7,26.322,OAK,SDG,False,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,True,37,29,Roy Helu
2015,2015-11-01,7,8,26.329,OAK,NYJ,False,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,3%,0,0%,0,0%,False,True,34,20,Roy Helu
2015,2015-11-08,8,9,,OAK,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,35,38,Roy Helu
2015,2015-11-15,9,10,,OAK,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,30,Roy Helu
2015,2015-11-22,10,11,,OAK,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,18,Roy Helu
2015,2015-11-29,11,12,26.357,OAK,TEN,False,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,3%,0,0%,7,27%,True,True,24,21,Roy Helu
2015,2015-12-06,12,13,26.364,OAK,KAN,False,0,0,,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,14%,0,0%,5,19%,False,False,20,34,Roy Helu
2015,2015-12-13,13,14,,OAK,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,15,12,Roy Helu
2015,2015-12-20,14,15,,OAK,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,30,Roy Helu
2015,2015-12-24,15,16,,OAK,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,20,Roy Helu
2015,2016-01-03,16,17,27.027,OAK,KAN,False,3,5,1.67,0,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,7,24%,True,False,17,23,Roy Helu
