Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-11-29,11,12,21.185,MIN,CHI,False,8,6,101,16.83,1,75.0%,12.63,2,45,22.50,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,36,10,Percy Harvin
2009,2009-12-06,12,13,21.192,MIN,ARI,True,7,6,79,13.17,1,85.7%,11.29,2,22,11.00,0,3,62,20.67,0,,1,6,0,,0,0,0,0,,,,,,,True,False,17,30,Percy Harvin
2009,2009-12-13,13,14,,MIN,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,10,Percy Harvin
2009,2009-12-20,14,15,21.206,MIN,CAR,True,3,1,10,10.00,0,33.3%,3.33,0,0,,0,2,31,15.50,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,26,Percy Harvin
2009,2009-12-28,15,16,21.214,MIN,CHI,False,8,4,40,10.00,0,50.0%,5.00,1,0,0.00,0,6,139,23.17,0,,0,0,0,,0,0,0,0,,,,,,,True,False,30,36,Percy Harvin
2009,2010-01-03,16,17,21.220,MIN,NYG,True,10,7,59,8.43,0,70.0%,5.90,1,22,22.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,44,7,Percy Harvin
2010,2010-09-09,1,1,22.104,MIN,NOR,True,5,1,12,12.00,0,20.0%,2.40,1,2,2.00,0,2,41,20.50,0,,0,0,0,,0,0,0,0,,,,,,,True,False,9,14,Percy Harvin
2010,2010-09-19,2,2,22.114,MIN,MIA,True,7,5,32,6.40,0,71.4%,4.57,0,0,,0,2,44,22.00,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,14,Percy Harvin
2010,2010-09-26,3,3,22.121,MIN,DET,True,8,6,62,10.33,1,75.0%,7.75,2,13,6.50,0,2,41,20.50,0,,1,6,0,,0,0,0,0,,,,,,,False,True,24,10,Percy Harvin
2010,2010-10-11,4,5,22.136,MIN,NYJ,True,10,5,97,19.40,2,50.0%,9.70,0,0,,0,7,175,25.00,0,,2,12,0,,0,0,0,0,,,,,,,True,False,20,29,Percy Harvin
2010,2010-10-17,5,6,22.142,MIN,DAL,True,6,3,21,7.00,0,50.0%,3.50,2,18,9.00,0,3,134,44.67,1,,1,6,0,,0,0,0,0,,,,,,,False,True,24,21,Percy Harvin
2010,2010-10-24,6,7,22.149,MIN,GNB,True,8,5,65,13.00,0,62.5%,8.13,3,41,13.67,1,3,81,27.00,0,,1,6,0,,0,0,0,0,,,,,,,True,False,24,28,Percy Harvin
2010,2010-10-31,7,8,22.156,MIN,NWE,True,8,6,104,17.33,0,75.0%,13.00,0,0,,0,2,31,15.50,0,1,0,2,0,,0,0,0,0,,,,,,,True,False,18,28,Percy Harvin
2010,2010-11-07,8,9,22.163,MIN,ARI,True,12,9,126,14.00,0,75.0%,10.50,0,0,,0,5,88,17.60,0,,0,0,1,1,0,0,0,0,,,,,,,False,True,27,24,Percy Harvin
2010,2010-11-14,9,10,22.170,MIN,CHI,True,6,4,64,16.00,1,66.7%,10.67,0,0,,0,6,151,25.17,0,,1,6,0,,0,0,0,0,,,,,,,True,False,13,27,Percy Harvin
2010,2010-11-21,10,11,22.177,MIN,GNB,True,5,2,12,6.00,0,40.0%,2.40,2,18,9.00,0,4,69,17.25,0,,0,0,0,,0,0,0,0,,,,,,,False,False,3,31,Percy Harvin
2010,2010-11-28,11,12,22.184,MIN,WAS,True,5,5,32,6.40,0,100.0%,6.40,3,14,4.67,0,4,78,19.50,0,,0,0,0,,0,0,0,0,,,,,,,True,True,17,13,Percy Harvin
2010,2010-12-05,12,13,,MIN,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,14,Percy Harvin
2010,2010-12-13,13,14,,MIN,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,21,Percy Harvin
2010,2010-12-20,14,15,22.206,MIN,CHI,False,7,5,72,14.40,1,71.4%,10.29,1,-1,-1.00,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,14,40,Percy Harvin
2010,2010-12-28,15,16,22.214,MIN,PHI,True,8,7,100,14.29,0,87.5%,12.50,2,6,3.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,14,Percy Harvin
2010,2011-01-02,16,17,22.219,MIN,DET,True,14,8,69,8.63,0,57.1%,4.93,2,-4,-2.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,20,Percy Harvin
2011,2011-09-11,1,1,23.106,MIN,SDG,True,4,2,7,3.50,0,50.0%,1.75,4,15,3.75,0,1,103,103.00,1,,1,6,0,,0,0,0,0,,,,,,,True,False,17,24,Percy Harvin
2011,2011-09-18,2,2,23.113,MIN,TAM,False,9,7,76,10.86,0,77.8%,8.44,2,18,9.00,0,1,2,2.00,0,,0,0,1,1,0,0,0,0,,,,,,,False,False,20,24,Percy Harvin
2011,2011-09-25,3,3,23.120,MIN,DET,True,5,3,47,15.67,0,60.0%,9.40,2,41,20.50,0,2,47,23.50,0,,0,0,0,,0,0,0,0,,,,,,,False,False,23,26,Percy Harvin
2011,2011-10-02,4,4,23.127,MIN,KAN,True,7,5,42,8.40,0,71.4%,6.00,4,67,16.75,0,1,25,25.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,22,Percy Harvin
2011,2011-10-09,5,5,23.134,MIN,ARI,True,2,1,11,11.00,0,50.0%,5.50,1,12,12.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,34,10,Percy Harvin
2011,2011-10-16,6,6,23.141,MIN,CHI,True,9,7,78,11.14,0,77.8%,8.67,1,5,5.00,0,2,48,24.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,39,Percy Harvin
2011,2011-10-23,7,7,23.148,MIN,GNB,True,3,2,15,7.50,0,66.7%,5.00,2,8,4.00,0,2,55,27.50,0,,0,0,0,,0,0,0,0,,,,,,,False,False,27,33,Percy Harvin
2011,2011-10-30,8,8,23.155,MIN,CAR,False,5,4,58,14.50,0,80.0%,11.60,4,19,4.75,1,0,0,,0,,1,6,1,1,0,0,0,0,,,,,,,True,True,24,21,Percy Harvin
2011,2011-11-14,9,10,23.170,MIN,GNB,True,8,6,52,8.67,0,75.0%,6.50,3,18,6.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,45,Percy Harvin
2011,2011-11-20,10,11,23.176,MIN,OAK,True,8,6,73,12.17,1,75.0%,9.13,5,21,4.20,0,1,14,14.00,0,,1,6,0,,0,0,0,0,,,,,,,False,False,21,27,Percy Harvin
2011,2011-11-27,11,12,23.183,MIN,ATL,True,8,8,95,11.88,1,100.0%,11.88,5,11,2.20,0,1,104,104.00,0,,1,6,0,,0,0,0,0,,,,,,,True,False,14,24,Percy Harvin
2011,2011-12-04,12,13,23.190,MIN,DEN,True,9,8,156,19.50,2,88.9%,17.33,5,19,3.80,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,False,32,35,Percy Harvin
2011,2011-12-11,13,14,23.197,MIN,DET,True,15,10,69,6.90,1,66.7%,4.60,4,40,10.00,0,1,47,47.00,0,,1,6,0,,0,0,0,0,,,,,,,True,False,28,34,Percy Harvin
2011,2011-12-18,14,15,23.204,MIN,NOR,True,7,3,8,2.67,0,42.9%,1.14,1,-1,-1.00,0,1,28,28.00,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,42,Percy Harvin
2011,2011-12-24,15,16,23.210,MIN,WAS,True,6,5,65,13.00,1,83.3%,10.83,4,39,9.75,0,3,47,15.67,0,,1,6,0,,0,0,0,0,,,,,,,True,True,33,26,Percy Harvin
2011,2012-01-01,16,17,23.218,MIN,CHI,True,16,10,115,11.50,0,62.5%,7.19,5,13,2.60,1,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,17,Percy Harvin
2012,2012-09-09,1,1,24.104,MIN,JAX,True,8,6,84,14.00,0,75.0%,10.50,5,20,4.00,0,3,88,29.33,0,,0,0,0,0,0,0,0,0,47,80%,0,0%,7,22%,False,True,26,23,Percy Harvin
2012,2012-09-16,2,2,24.111,MIN,IND,True,13,12,104,8.67,0,92.3%,8.00,2,13,6.50,0,2,78,39.00,0,,0,0,0,0,0,0,0,0,54,77%,0,0%,5,17%,True,False,20,23,Percy Harvin
2012,2012-09-23,3,3,24.118,MIN,SFO,True,11,9,89,9.89,0,81.8%,8.09,1,9,9.00,0,3,74,24.67,0,,0,0,0,0,0,1,0,0,53,67%,0,0%,4,17%,False,True,24,13,Percy Harvin
2012,2012-09-30,4,4,24.125,MIN,DET,True,6,3,22,7.33,0,50.0%,3.67,3,12,4.00,0,1,105,105.00,1,,1,6,0,0,0,0,0,0,44,76%,0,0%,4,14%,True,True,20,13,Percy Harvin
2012,2012-10-07,5,5,24.132,MIN,TEN,True,10,8,108,13.50,1,80.0%,10.80,2,8,4.00,1,0,0,,0,,2,12,0,0,0,0,0,0,45,65%,0,0%,2,8%,False,True,30,7,Percy Harvin
2012,2012-10-14,6,6,24.139,MIN,WAS,True,14,11,133,12.09,0,78.6%,9.50,2,1,0.50,0,3,100,33.33,0,,0,0,1,0,0,1,0,0,64,76%,0,0%,7,24%,True,False,26,38,Percy Harvin
2012,2012-10-21,7,7,24.146,MIN,ARI,False,5,4,37,9.25,1,80.0%,7.40,2,10,5.00,0,2,47,23.50,0,,1,6,0,0,0,0,0,0,31,60%,0,0%,3,12%,False,True,21,14,Percy Harvin
2012,2012-10-25,8,8,24.150,MIN,TAM,True,12,7,90,12.86,1,58.3%,7.50,1,-1,-1.00,0,1,43,43.00,0,,1,6,0,0,0,0,0,0,48,80%,0,0%,8,24%,False,False,17,36,Percy Harvin
2012,2012-11-04,9,9,24.160,MIN,SEA,True,6,2,10,5.00,0,33.3%,1.67,4,24,6.00,0,1,39,39.00,0,,0,0,1,1,0,0,0,0,34,63%,0,0%,4,15%,True,False,20,30,Percy Harvin
2012,2012-11-11,10,10,,MIN,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,24,Percy Harvin
2012,2012-11-25,11,12,,MIN,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,28,Percy Harvin
2012,2012-12-02,12,13,,MIN,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,23,Percy Harvin
2012,2012-12-09,13,14,,MIN,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,21,14,Percy Harvin
2012,2012-12-16,14,15,,MIN,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,36,22,Percy Harvin
2012,2012-12-23,15,16,,MIN,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,6,Percy Harvin
2012,2012-12-30,16,17,,MIN,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,37,34,Percy Harvin
2013,2013-09-08,1,1,,SEA,CAR,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,12,7,Percy Harvin
2013,2013-09-15,2,2,,SEA,SFO,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,29,3,Percy Harvin
2013,2013-09-22,3,3,,SEA,JAX,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,45,17,Percy Harvin
2013,2013-09-29,4,4,,SEA,HOU,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,23,20,Percy Harvin
2013,2013-10-06,5,5,,SEA,IND,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,28,34,Percy Harvin
2013,2013-10-13,6,6,,SEA,TEN,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,20,13,Percy Harvin
2013,2013-10-17,7,7,,SEA,ARI,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,34,22,Percy Harvin
2013,2013-10-28,8,8,,SEA,STL,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,14,9,Percy Harvin
2013,2013-11-03,9,9,,SEA,TAM,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,27,24,Percy Harvin
2013,2013-11-10,10,10,,SEA,ATL,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,33,10,Percy Harvin
2013,2013-11-17,11,11,25.173,SEA,MIN,False,1,1,17,17.00,0,100.0%,17.00,0,0,,0,1,58,58.00,0,,0,0,0,0,0,0,0,0,19,37%,0,0%,2,6%,False,True,41,20,Percy Harvin
2013,2013-12-02,12,13,,SEA,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,7,Percy Harvin
2013,2013-12-08,13,14,,SEA,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,19,Percy Harvin
2013,2013-12-15,14,15,,SEA,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,23,0,Percy Harvin
2013,2013-12-22,15,16,,SEA,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,17,Percy Harvin
2013,2013-12-29,16,17,,SEA,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,9,Percy Harvin
2014,2014-09-04,1,1,26.099,SEA,GNB,True,7,7,59,8.43,0,100.0%,8.43,4,41,10.25,0,3,60,20.00,0,,0,0,1,0,0,1,0,0,39,56%,0,0%,5,19%,False,True,36,16,Percy Harvin
2014,2014-09-14,2,2,26.109,SEA,SDG,True,1,1,5,5.00,0,100.0%,5.00,2,45,22.50,1,3,68,22.67,0,,1,6,1,1,0,0,0,0,25,62%,0,0%,7,25%,True,False,21,30,Percy Harvin
2014,2014-09-21,3,3,26.116,SEA,DEN,False,9,7,42,6.00,0,77.8%,4.67,0,0,,0,1,13,13.00,0,,0,0,0,0,0,0,0,0,52,67%,0,0%,5,16%,False,True,26,20,Percy Harvin
2014,2014-10-06,4,5,26.131,SEA,WAS,True,5,4,27,6.75,0,80.0%,5.40,2,7,3.50,0,0,0,,0,,0,0,0,0,0,0,0,0,40,59%,0,0%,4,12%,True,True,27,17,Percy Harvin
2014,2014-10-12,5,6,26.137,SEA,DAL,True,4,3,0,0.00,0,75.0%,0.00,3,-1,-0.33,0,5,142,28.40,0,,0,0,0,0,0,0,0,0,26,53%,0,0%,7,23%,False,False,23,30,Percy Harvin
2014,2014-10-26,8,8,26.151,NYJ,BUF,True,9,3,22,7.33,0,33.3%,2.44,4,28,7.00,0,6,144,24.00,0,,0,0,0,0,0,0,0,0,44,52%,0,0%,9,26%,False,False,23,43,Percy Harvin
2014,2014-11-02,9,9,26.158,NYJ,KAN,True,13,11,129,11.73,0,84.6%,9.92,1,8,8.00,0,2,88,44.00,0,,0,0,0,0,0,0,0,0,58,84%,0,0%,5,25%,True,False,10,24,Percy Harvin
2014,2014-11-09,10,10,26.165,NYJ,PIT,True,5,3,23,7.67,0,60.0%,4.60,6,33,5.50,0,1,19,19.00,0,,0,0,0,0,0,0,0,0,40,68%,0,0%,4,15%,False,True,20,13,Percy Harvin
2014,2014-11-24,11,12,26.180,NYJ,BUF,True,5,1,2,2.00,0,20.0%,0.40,0,0,,0,5,83,16.60,0,,0,0,0,0,0,0,0,0,41,71%,0,0%,7,25%,True,False,3,38,Percy Harvin
2014,2014-12-01,12,13,26.187,NYJ,MIA,True,3,1,6,6.00,0,33.3%,2.00,6,27,4.50,0,0,0,,0,,0,0,0,0,0,0,0,0,56,88%,0,0%,4,15%,False,False,13,16,Percy Harvin
2014,2014-12-07,13,14,26.193,NYJ,MIN,True,9,6,124,20.67,1,66.7%,13.78,2,3,1.50,0,4,109,27.25,0,,1,6,1,0,0,0,0,0,58,74%,0,0%,5,15%,True,False,24,30,Percy Harvin
2014,2014-12-14,14,15,26.200,NYJ,TEN,True,3,0,0,,0,0.0%,0.00,1,10,10.00,0,1,33,33.00,0,,0,0,0,0,0,0,0,0,39,60%,0,0%,1,3%,True,True,16,11,Percy Harvin
2014,2014-12-21,15,16,26.207,NYJ,NWE,True,5,4,44,11.00,0,80.0%,8.80,2,1,0.50,0,1,19,19.00,0,,0,0,0,0,0,0,0,0,26,41%,0,0%,1,4%,False,False,16,17,Percy Harvin
2014,2014-12-28,16,17,,NYJ,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,37,24,Percy Harvin
2015,2015-09-13,1,1,27.108,BUF,IND,True,5,5,79,15.80,1,100.0%,15.80,1,9,9.00,0,0,0,,0,,1,6,0,0,0,0,0,0,37,63%,0,0%,0,0%,False,True,27,14,Percy Harvin
2015,2015-09-20,2,2,27.115,BUF,NWE,True,5,4,47,11.75,0,80.0%,9.40,1,7,7.00,0,2,45,22.50,0,,0,0,1,0,0,0,0,0,59,82%,0,0%,9,26%,False,False,32,40,Percy Harvin
2015,2015-09-27,3,3,27.122,BUF,MIA,True,8,7,66,9.43,0,87.5%,8.25,2,16,8.00,0,0,0,,0,,0,0,0,0,0,0,0,0,48,74%,0,0%,3,11%,True,True,41,14,Percy Harvin
2015,2015-10-04,4,4,27.129,BUF,NYG,True,8,3,26,8.67,0,37.5%,3.25,0,0,,0,2,39,19.50,0,,0,0,0,0,0,0,0,0,63,85%,0,0%,5,17%,False,False,10,24,Percy Harvin
2015,2015-10-11,5,5,27.136,BUF,TEN,True,4,0,0,,0,0.0%,0.00,1,-1,-1.00,0,1,24,24.00,0,,0,0,0,0,0,0,0,0,32,60%,0,0%,4,15%,True,True,14,13,Percy Harvin
2015,2015-10-18,6,6,,BUF,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,21,34,Percy Harvin
2015,2015-10-25,7,7,,BUF,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,31,34,Percy Harvin
2015,2015-11-08,8,9,,BUF,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,33,17,Percy Harvin
2015,2015-11-12,9,10,,BUF,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,22,17,Percy Harvin
