Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2000,2000-09-10,2,2,23.290,PHI,NYG,True,19,33,57.58,214,1,0,87.2,3,33,6.48,7.09,5,45,9.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,False,18,33,Donovan McNabb
2000,2000-09-17,3,3,23.297,PHI,GNB,True,15,31,48.39,118,0,1,44.8,5,32,3.81,2.35,3,20,6.67,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,False,3,6,Donovan McNabb
2000,2000-09-24,4,4,23.304,PHI,NOR,True,20,32,62.50,222,2,0,103.9,3,21,6.94,8.19,7,23,3.29,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,21,7,Donovan McNabb
2000,2000-10-01,5,5,23.311,PHI,ATL,True,30,44,68.18,311,2,1,94.0,1,4,7.07,6.95,6,61,10.17,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,38,10,Donovan McNabb
2000,2000-10-08,6,6,23.318,PHI,WAS,True,17,34,50.00,186,2,2,61.6,2,8,5.47,4.00,5,39,7.80,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,False,False,14,17,Donovan McNabb
2000,2000-10-15,7,7,23.325,PHI,ARI,True,24,34,70.59,226,1,0,98.4,3,7,6.65,7.24,7,35,5.00,1,1,0,0,,0,0.0%,0.00,,1,6,0,,0,0,0,0,True,True,33,14,Donovan McNabb
2000,2000-10-22,8,8,23.332,PHI,CHI,True,22,35,62.86,207,1,1,76.7,1,6,5.91,5.20,5,25,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,13,9,Donovan McNabb
2000,2000-10-29,9,9,23.339,PHI,NYG,True,10,31,32.26,129,1,1,43.6,4,9,4.16,3.35,3,42,14.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,7,24,Donovan McNabb
2000,2000-11-05,10,10,23.346,PHI,DAL,True,23,41,56.10,228,1,2,59.8,0,0,5.56,3.85,5,58,11.60,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,True,16,13,Donovan McNabb
2000,2000-11-12,11,11,23.353,PHI,PIT,True,26,55,47.27,213,2,0,69.7,3,11,3.87,4.60,5,27,5.40,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,26,23,Donovan McNabb
2000,2000-11-19,12,12,23.360,PHI,ARI,True,25,34,73.53,217,1,1,87.5,3,13,6.38,5.65,5,29,5.80,1,1,1,2,2.00,0,100.0%,2.00,,1,6,0,,0,0,0,0,False,True,34,9,Donovan McNabb
2000,2000-11-26,13,13,24.001,PHI,WAS,True,19,30,63.33,137,1,1,71.1,4,19,4.57,3.73,11,125,11.36,1,1,0,0,,0,0.0%,0.00,,1,6,1,1,0,0,0,0,True,True,23,20,Donovan McNabb
2000,2000-12-03,14,14,24.008,PHI,TEN,True,18,31,58.06,239,0,0,82.6,5,33,7.71,7.71,7,39,5.57,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,False,13,15,Donovan McNabb
2000,2000-12-10,15,15,24.015,PHI,CLE,True,23,36,63.89,390,4,0,137.5,5,40,10.83,13.06,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,True,35,24,Donovan McNabb
2000,2000-12-24,16,17,24.029,PHI,CIN,True,23,40,57.50,198,1,1,68.5,2,15,4.95,4.33,4,20,5.00,0,1,1,3,3.00,0,100.0%,3.00,,0,0,1,1,0,0,-5,0,False,True,16,7,Donovan McNabb
2001,2001-09-09,1,1,24.288,PHI,STL,True,32,48,66.67,312,2,1,89.9,5,35,6.50,6.40,9,48,5.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,False,17,20,Donovan McNabb
2001,2001-09-23,2,2,24.302,PHI,SEA,True,24,37,64.86,283,2,0,106.0,5,41,7.65,8.73,5,16,3.20,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,27,3,Donovan McNabb
2001,2001-09-30,3,3,24.309,PHI,DAL,True,14,28,50.00,162,3,0,103.6,2,17,5.79,7.93,4,19,4.75,0,0,0,0,,0,0.0%,,,0,0,1,0,0,2,0,0,False,True,40,18,Donovan McNabb
2001,2001-10-07,4,4,24.316,PHI,ARI,True,19,29,65.52,280,2,1,105.5,2,19,9.66,9.48,3,24,8.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,False,20,21,Donovan McNabb
2001,2001-10-22,5,6,24.331,PHI,NYG,True,15,26,57.69,154,1,1,71.6,4,30,5.92,4.96,6,35,5.83,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,10,9,Donovan McNabb
2001,2001-10-28,6,7,24.337,PHI,OAK,True,12,27,44.44,133,0,0,59.6,4,16,4.93,4.93,6,30,5.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,False,10,20,Donovan McNabb
2001,2001-11-04,7,8,24.344,PHI,ARI,True,19,33,57.58,238,2,1,87.7,3,19,7.21,7.06,4,26,6.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,21,7,Donovan McNabb
2001,2001-11-11,8,9,24.351,PHI,MIN,True,19,29,65.52,223,3,0,123.2,1,8,7.69,9.76,3,37,12.33,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,48,17,Donovan McNabb
2001,2001-11-18,9,10,24.358,PHI,DAL,True,16,32,50.00,129,1,1,57.9,0,0,4.03,3.25,4,24,6.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,36,3,Donovan McNabb
2001,2001-11-25,10,11,25.000,PHI,WAS,True,15,27,55.56,92,0,0,62.6,0,0,3.41,3.41,3,39,13.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,3,13,Donovan McNabb
2001,2001-11-29,11,12,25.004,PHI,KAN,True,18,26,69.23,269,2,1,112.5,2,18,10.35,10.15,9,41,4.56,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,23,10,Donovan McNabb
2001,2001-12-09,12,13,25.014,PHI,SDG,True,22,44,50.00,221,2,1,70.4,2,11,5.02,4.91,7,39,5.57,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,True,24,14,Donovan McNabb
2001,2001-12-16,13,14,25.021,PHI,WAS,True,16,34,47.06,235,2,3,52.9,2,11,6.91,4.12,7,25,3.57,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,20,6,Donovan McNabb
2001,2001-12-22,14,15,25.027,PHI,SFO,True,23,34,67.65,232,0,1,74.6,3,19,6.82,5.50,5,31,6.20,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,False,3,13,Donovan McNabb
2001,2001-12-30,15,16,25.035,PHI,NYG,True,21,39,53.85,270,3,1,90.8,4,29,6.92,7.31,7,48,6.86,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,-7,0,False,True,24,21,Donovan McNabb
2001,2002-01-06,16,17,25.042,PHI,TAM,True,0,0,,0,,,,0,,,,,,,,,,,,,0.0%,,,0,0,0,,,0,0,0,True,False,13,17,Donovan McNabb
2002,2002-09-08,1,1,25.287,PHI,TEN,True,18,36,50.00,212,3,2,72.9,6,31,5.89,5.06,3,15,5.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,False,24,27,Donovan McNabb
2002,2002-09-16,2,2,25.295,PHI,WAS,True,26,38,68.42,292,2,0,108.7,2,9,7.68,8.74,5,36,7.20,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,37,7,Donovan McNabb
2002,2002-09-22,3,3,25.301,PHI,DAL,True,24,37,64.86,287,3,0,115.5,3,15,7.76,9.38,6,67,11.17,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,44,13,Donovan McNabb
2002,2002-09-29,4,4,25.308,PHI,HOU,True,24,42,57.14,259,1,1,73.4,3,27,6.17,5.57,7,23,3.29,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,False,True,35,17,Donovan McNabb
2002,2002-10-06,5,5,25.315,PHI,JAX,True,28,48,58.33,230,2,0,84.5,5,23,4.79,5.63,12,100,8.33,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,False,25,28,Donovan McNabb
2002,2002-10-20,6,7,25.329,PHI,TAM,True,12,25,48.00,127,1,1,59.9,2,17,5.08,4.08,6,4,0.67,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,False,True,20,10,Donovan McNabb
2002,2002-10-28,7,8,25.337,PHI,NYG,True,14,30,46.67,137,0,0,60.0,1,10,4.57,4.57,8,107,13.38,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,17,3,Donovan McNabb
2002,2002-11-03,8,9,25.343,PHI,CHI,True,18,33,54.55,209,0,1,61.3,3,17,6.33,4.97,9,46,5.11,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,19,13,Donovan McNabb
2002,2002-11-10,9,10,25.350,PHI,IND,True,27,47,57.45,281,1,0,82.0,2,12,5.98,6.40,7,62,8.86,0,1,0,0,,0,0.0%,0.00,,0,0,2,2,0,0,0,0,False,False,13,35,Donovan McNabb
2002,2002-11-17,10,11,25.357,PHI,ARI,True,20,25,80.00,255,4,1,132.1,1,5,10.20,11.60,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,38,14,Donovan McNabb
2002,2002-11-25,11,12,,PHI,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,38,17,Donovan McNabb
2002,2002-12-01,12,13,,PHI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,10,3,Donovan McNabb
2002,2002-12-08,13,14,,PHI,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,27,20,Donovan McNabb
2002,2002-12-15,14,15,,PHI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,21,Donovan McNabb
2002,2002-12-21,15,16,,PHI,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,27,3,Donovan McNabb
2002,2002-12-28,16,17,,PHI,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,10,Donovan McNabb
2003,2003-09-08,1,1,26.287,PHI,TAM,True,19,36,52.78,148,0,1,51.6,3,24,4.11,2.86,5,55,11.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,False,0,17,Donovan McNabb
2003,2003-09-14,2,2,26.293,PHI,NWE,True,18,46,39.13,186,0,2,33.4,8,43,4.04,2.09,5,54,10.80,0,0,0,0,,0,0.0%,,,0,0,3,2,0,1,0,0,False,False,10,31,Donovan McNabb
2003,2003-09-28,3,4,26.307,PHI,BUF,True,18,29,62.07,173,0,0,78.7,2,14,5.97,5.97,9,47,5.22,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,23,13,Donovan McNabb
2003,2003-10-05,4,5,26.314,PHI,WAS,True,16,30,53.33,157,1,2,51.7,3,17,5.23,2.90,7,18,2.57,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,-6,0,False,True,27,25,Donovan McNabb
2003,2003-10-12,5,6,26.321,PHI,DAL,True,11,26,42.31,126,1,0,70.4,2,11,4.85,5.62,6,0,0.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,True,False,21,23,Donovan McNabb
2003,2003-10-19,6,7,26.328,PHI,NYG,True,9,23,39.13,64,0,1,29.1,3,17,2.78,0.83,3,-1,-0.33,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,0,0,True,True,14,10,Donovan McNabb
2003,2003-10-26,7,8,26.335,PHI,NYJ,True,17,23,73.91,141,1,1,85.6,5,29,6.13,5.04,2,18,9.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,24,17,Donovan McNabb
2003,2003-11-02,8,9,26.342,PHI,ATL,True,21,33,63.64,312,1,0,104.6,2,10,9.45,10.06,2,22,11.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,23,16,Donovan McNabb
2003,2003-11-10,9,10,26.350,PHI,GNB,True,15,31,48.39,198,1,0,79.8,1,8,6.39,7.03,5,26,5.20,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,17,14,Donovan McNabb
2003,2003-11-16,10,11,26.356,PHI,NYG,True,24,30,80.00,314,2,0,132.5,0,0,10.47,11.80,4,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,28,10,Donovan McNabb
2003,2003-11-23,11,12,26.363,PHI,NOR,True,16,25,64.00,259,1,0,111.9,3,12,10.36,11.16,7,54,7.71,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,33,20,Donovan McNabb
2003,2003-11-30,12,13,27.005,PHI,CAR,True,18,26,69.23,182,1,1,85.7,3,23,7.00,6.04,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,25,16,Donovan McNabb
2003,2003-12-07,13,14,27.012,PHI,DAL,True,18,34,52.94,240,3,0,105.0,2,12,7.06,8.82,1,21,21.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,36,10,Donovan McNabb
2003,2003-12-15,14,15,27.020,PHI,MIA,True,15,27,55.56,236,0,1,69.4,1,0,8.74,7.07,8,14,1.75,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,34,27,Donovan McNabb
2003,2003-12-21,15,16,27.026,PHI,SFO,True,17,27,62.96,238,1,2,72.8,5,33,8.81,6.22,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,28,31,Donovan McNabb
2003,2003-12-27,16,17,27.032,PHI,WAS,True,23,32,71.88,242,3,0,124.7,0,0,7.56,9.44,3,16,5.33,1,1,1,-7,-7.00,0,100.0%,-7.00,,1,6,0,,0,0,0,0,True,True,31,7,Donovan McNabb
2004,2004-09-12,1,1,27.292,PHI,NYG,True,26,36,72.22,330,4,0,137.5,2,17,9.17,11.39,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,31,17,Donovan McNabb
2004,2004-09-20,2,2,27.300,PHI,MIN,True,19,28,67.86,245,2,0,118.9,2,19,8.75,10.18,3,24,8.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,27,16,Donovan McNabb
2004,2004-09-26,3,3,27.306,PHI,DET,True,29,42,69.05,356,2,0,110.8,2,13,8.48,9.43,5,-2,-0.40,1,0,0,0,,0,0.0%,,,1,6,2,1,0,1,-6,0,True,True,30,13,Donovan McNabb
2004,2004-10-03,4,4,27.313,PHI,CHI,True,24,38,63.16,237,1,1,78.5,2,15,6.24,5.58,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,19,9,Donovan McNabb
2004,2004-10-17,5,6,27.327,PHI,CAR,True,14,26,53.85,209,0,1,64.4,1,7,8.04,6.31,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,30,8,Donovan McNabb
2004,2004-10-24,6,7,27.334,PHI,CLE,True,28,43,65.12,376,4,1,114.1,2,9,8.74,9.56,2,28,14.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,34,31,Donovan McNabb
2004,2004-10-31,7,8,27.341,PHI,BAL,True,18,33,54.55,219,1,0,85.3,2,19,6.64,7.24,6,36,6.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,15,10,Donovan McNabb
2004,2004-11-07,8,9,27.348,PHI,PIT,True,15,24,62.50,109,0,1,55.7,4,19,4.54,2.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,3,27,Donovan McNabb
2004,2004-11-15,9,10,27.356,PHI,DAL,True,15,27,55.56,345,4,0,140.0,1,9,12.78,15.74,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,49,21,Donovan McNabb
2004,2004-11-21,10,11,27.362,PHI,WAS,True,18,26,69.23,222,4,1,118.9,4,14,8.54,9.88,4,33,8.25,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,28,6,Donovan McNabb
2004,2004-11-28,11,12,28.003,PHI,NYG,True,18,27,66.67,244,1,0,107.6,2,6,9.04,9.78,5,30,6.00,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,True,True,27,6,Donovan McNabb
2004,2004-12-05,12,13,28.010,PHI,GNB,True,32,43,74.42,464,5,0,147.8,4,15,10.79,13.12,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,47,17,Donovan McNabb
2004,2004-12-12,13,14,28.017,PHI,WAS,True,21,38,55.26,260,1,1,74.5,2,15,6.84,6.18,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,True,17,14,Donovan McNabb
2004,2004-12-19,14,15,28.024,PHI,DAL,True,20,35,57.14,223,1,2,62.0,2,15,6.37,4.37,4,29,7.25,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,12,7,Donovan McNabb
2004,2004-12-27,15,16,28.032,PHI,STL,True,3,3,100.00,36,1,0,156.2,0,0,12.00,18.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,7,20,Donovan McNabb
2004,2005-01-02,16,17,,PHI,CIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,10,38,Donovan McNabb
2005,2005-09-12,1,1,28.291,PHI,ATL,True,24,45,53.33,257,1,1,68.5,2,7,5.71,5.16,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,-13,0,True,False,10,14,Donovan McNabb
2005,2005-09-18,2,2,28.297,PHI,SFO,True,23,29,79.31,342,5,0,155.4,2,15,11.79,15.24,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,42,3,Donovan McNabb
2005,2005-09-25,3,3,28.304,PHI,OAK,True,30,52,57.69,365,2,1,84.2,1,0,7.02,6.92,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,23,20,Donovan McNabb
2005,2005-10-02,4,4,28.311,PHI,KAN,True,33,48,68.75,369,3,1,103.6,1,1,7.69,8.00,4,-1,-0.25,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,True,37,31,Donovan McNabb
2005,2005-10-09,5,5,28.318,PHI,DAL,True,13,26,50.00,131,0,0,64.7,4,35,5.04,5.04,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,10,33,Donovan McNabb
2005,2005-10-23,6,7,28.332,PHI,SDG,True,35,54,64.81,287,1,2,69.0,3,25,5.31,4.02,4,-1,-0.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,20,17,Donovan McNabb
2005,2005-10-30,7,8,28.339,PHI,DEN,True,12,34,35.29,283,3,2,71.1,2,11,8.32,7.44,3,13,4.33,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,False,21,49,Donovan McNabb
2005,2005-11-06,8,9,28.346,PHI,WAS,True,22,35,62.86,304,1,1,88.3,2,13,8.69,7.97,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,-3,0,True,False,10,17,Donovan McNabb
2005,2005-11-14,9,10,28.354,PHI,DAL,True,19,34,55.88,169,0,1,57.1,2,5,4.97,3.65,5,22,4.40,1,0,0,0,,0,0.0%,,,1,6,2,0,0,1,-2,0,False,False,20,21,Donovan McNabb
