Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-12-29,16,17,,IND,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,30,10,Reggie Wayne
2014,2014-09-07,1,1,35.294,IND,DEN,True,13,9,98,10.89,0,69.2%,7.54,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,69,93%,0,0%,0,0%,True,False,24,31,Reggie Wayne
2014,2014-09-15,2,2,35.302,IND,PHI,True,7,3,28,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,1,0,0,58,81%,0,0%,0,0%,False,False,27,30,Reggie Wayne
2014,2014-09-21,3,3,35.308,IND,JAX,True,5,4,62,15.50,0,80.0%,12.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,54,72%,0,0%,0,0%,True,True,44,17,Reggie Wayne
2014,2014-09-28,4,4,35.315,IND,TEN,True,8,7,119,17.00,1,87.5%,14.88,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,67,77%,0,0%,0,0%,False,True,41,17,Reggie Wayne
2014,2014-10-05,5,5,35.322,IND,BAL,True,12,7,77,11.00,0,58.3%,6.42,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,71,87%,0,0%,0,0%,False,True,20,13,Reggie Wayne
2014,2014-10-09,6,6,35.326,IND,HOU,True,9,4,35,8.75,0,44.4%,3.89,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,79,91%,0,0%,0,0%,True,True,33,28,Reggie Wayne
2014,2014-10-19,7,7,35.336,IND,CIN,True,8,4,15,3.75,0,50.0%,1.88,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,77%,0,0%,0,0%,False,True,27,0,Reggie Wayne
2014,2014-10-26,8,8,,IND,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,34,51,Reggie Wayne
2014,2014-11-03,9,9,35.351,IND,NYG,True,10,4,70,17.50,1,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,54,72%,0,0%,0,0%,True,True,40,24,Reggie Wayne
2014,2014-11-16,10,11,35.364,IND,NWE,True,9,5,91,18.20,0,55.6%,10.11,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,89%,0,0%,0,0%,False,False,20,42,Reggie Wayne
2014,2014-11-23,11,12,36.006,IND,JAX,True,9,3,10,3.33,0,33.3%,1.11,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,69,93%,0,0%,0,0%,False,True,23,3,Reggie Wayne
2014,2014-11-30,12,13,36.013,IND,WAS,True,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,46,90%,0,0%,0,0%,False,True,49,27,Reggie Wayne
2014,2014-12-07,13,14,36.020,IND,CLE,True,8,1,5,5.00,0,12.5%,0.63,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,63,78%,0,0%,0,0%,True,True,25,24,Reggie Wayne
2014,2014-12-14,14,15,36.027,IND,HOU,True,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,51,75%,0,0%,0,0%,False,True,17,10,Reggie Wayne
2014,2014-12-21,15,16,36.034,IND,DAL,True,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,48,77%,0,0%,0,0%,True,False,7,42,Reggie Wayne
2014,2014-12-28,16,17,36.041,IND,TEN,True,3,2,91,45.50,0,66.7%,30.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,19,29%,0,0%,0,0%,True,True,27,10,Reggie Wayne
,211 Games,,,,,,False,1714,1070,14345,13.41,82,62.4%,8.37,4,0,0.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,3,82,498,10,7,0,4,0,0,,,,,,,False,False,68,0,Reggie Wayne
