Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2012,2012-12-30,16,17,23.352,TAM,@,ATL,W 22-17,True,28,142,5.07,1,5,4,18,4.50,0,80.0%,3.60,0,0,,0,,1,6,0,0,0,0,0,0,62,91%,0,0%,0,0%,True,Doug Martin
2013,2013-09-08,1,1,24.238,TAM,@,NYJ,L 17-18,True,24,65,2.71,1,6,2,-1,-0.50,0,33.3%,-0.17,1,40,40.00,0,,1,6,2,1,0,0,0,0,57,92%,0,0%,1,3%,True,Doug Martin
2013,2013-09-15,2,2,24.245,TAM,,NOR,L 14-16,True,29,144,4.97,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,52,88%,0,0%,0,0%,False,Doug Martin
2013,2013-09-22,3,3,24.252,TAM,@,NWE,L 3-23,True,20,88,4.40,0,6,2,20,10.00,0,33.3%,3.33,0,0,,0,,0,0,0,0,0,0,0,0,58,84%,0,0%,0,0%,True,Doug Martin
2013,2013-09-29,4,4,24.259,TAM,,ARI,L 10-13,True,27,45,1.67,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,67,88%,0,0%,0,0%,False,Doug Martin
2013,2013-10-13,5,6,24.273,TAM,,PHI,L 20-31,True,16,67,4.19,0,4,4,24,6.00,0,100.0%,6.00,0,0,,0,,0,0,0,0,0,1,0,0,45,62%,0,0%,0,0%,False,Doug Martin
2013,2013-10-20,6,7,24.280,TAM,@,ATL,L 23-31,True,11,47,4.27,0,3,1,7,7.00,0,33.3%,2.33,0,0,,0,,0,0,0,0,0,0,0,0,25,30%,0,0%,0,0%,True,Doug Martin
2013,2013-10-24,7,8,,TAM,,CAR,L 13-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2013,2013-11-03,8,9,,TAM,@,SEA,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2013,2013-11-11,9,10,,TAM,,MIA,W 22-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Doug Martin
2013,2013-11-17,10,11,,TAM,,ATL,W 41-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Doug Martin
2013,2013-11-24,11,12,,TAM,@,DET,W 24-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Doug Martin
2013,2013-12-01,12,13,,TAM,@,CAR,L 6-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Doug Martin
2013,2013-12-08,13,14,,TAM,,BUF,W 27-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Doug Martin
2013,2013-12-15,14,15,,TAM,,SFO,L 14-33,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Doug Martin
2013,2013-12-22,15,16,,TAM,@,STL,L 13-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Doug Martin
2013,2013-12-29,16,17,,TAM,@,NOR,L 17-42,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Doug Martin
2014,2014-09-07,1,1,25.237,TAM,,CAR,L 14-20,True,9,9,1.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0,0,0,0,0,0,29,52%,0,0%,0,0%,False,Doug Martin
2014,2014-09-14,2,2,,TAM,,STL,L 17-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2014,2014-09-18,3,3,,TAM,@,ATL,L 14-56,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2014,2014-09-28,4,4,25.258,TAM,@,PIT,W 27-24,True,13,40,3.08,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,1,6,0,0,0,0,0,0,39,60%,0,0%,0,0%,True,Doug Martin
2014,2014-10-05,5,5,25.265,TAM,@,NOR,L 31-37,True,14,45,3.21,0,5,3,29,9.67,0,60.0%,5.80,0,0,,0,,0,0,0,0,0,0,0,0,41,65%,0,0%,0,0%,True,Doug Martin
2014,2014-10-12,6,6,25.272,TAM,,BAL,L 17-48,True,11,45,4.09,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0,0,0,0,0,0,50,71%,0,0%,0,0%,False,Doug Martin
2014,2014-10-26,7,8,25.286,TAM,,MIN,L 13-19,True,10,27,2.70,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,,0,0,0,0,0,0,0,0,23,38%,0,0%,0,0%,False,Doug Martin
2014,2014-11-02,8,9,,TAM,@,CLE,L 17-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2014,2014-11-09,9,10,,TAM,,ATL,L 17-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2014,2014-11-16,10,11,,TAM,@,WAS,W 27-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2014,2014-11-23,11,12,25.314,TAM,@,CHI,L 13-21,True,11,27,2.45,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0,0,0,0,0,0,26,34%,0,0%,0,0%,True,Doug Martin
2014,2014-11-30,12,13,25.321,TAM,,CIN,L 13-14,True,18,58,3.22,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,1,6,0,0,0,0,0,0,34,52%,0,0%,0,0%,False,Doug Martin
2014,2014-12-07,13,14,25.328,TAM,@,DET,L 17-34,True,5,22,4.40,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,24,38%,0,0%,0,0%,True,Doug Martin
2014,2014-12-14,14,15,25.335,TAM,@,CAR,L 17-19,True,14,96,6.86,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,30,55%,0,0%,0,0%,True,Doug Martin
2014,2014-12-21,15,16,25.342,TAM,,GNB,L 3-20,True,10,17,1.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,18,37%,0,0%,0,0%,False,Doug Martin
2014,2014-12-28,16,17,25.349,TAM,,NOR,L 20-23,True,19,108,5.68,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,31,46%,0,0%,0,0%,False,Doug Martin
2015,2015-09-13,1,1,26.243,TAM,,TEN,L 14-42,True,11,52,4.73,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,29,41%,0,0%,0,0%,False,Doug Martin
2015,2015-09-20,2,2,26.250,TAM,@,NOR,W 26-19,True,21,78,3.71,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,0,0,1,1,0,0,0,0,39,59%,0,0%,0,0%,True,Doug Martin
2015,2015-09-27,3,3,26.257,TAM,@,HOU,L 9-19,True,14,46,3.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,29,49%,0,0%,0,0%,True,Doug Martin
2015,2015-10-04,4,4,26.264,TAM,,CAR,L 23-37,True,20,106,5.30,1,5,5,37,7.40,0,100.0%,7.40,0,0,,0,,1,6,0,0,0,0,0,0,38,48%,0,0%,0,0%,False,Doug Martin
2015,2015-10-11,5,5,26.271,TAM,,JAX,W 38-31,True,24,123,5.13,2,3,3,35,11.67,1,100.0%,11.67,0,0,,0,,3,18,0,0,0,0,0,0,41,61%,0,0%,0,0%,False,Doug Martin
2015,2015-10-25,6,7,26.285,TAM,@,WAS,L 30-31,True,19,136,7.16,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,Doug Martin
2015,2015-11-01,7,8,26.292,TAM,@,ATL,W 23-20,True,23,71,3.09,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,41,59%,0,0%,0,0%,True,Doug Martin
2015,2015-11-08,8,9,26.299,TAM,,NYG,L 18-32,True,11,31,2.82,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,0,0,1,1,0,0,0,0,31,49%,0,0%,0,0%,False,Doug Martin
2015,2015-11-15,9,10,26.306,TAM,,DAL,W 10-6,True,18,63,3.50,0,4,4,40,10.00,0,100.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,45,63%,0,0%,0,0%,False,Doug Martin
2015,2015-11-22,10,11,26.313,TAM,@,PHI,W 45-17,True,27,235,8.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,50,64%,0,0%,0,0%,True,Doug Martin
2015,2015-11-29,11,12,26.320,TAM,@,IND,L 12-25,True,14,97,6.93,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,,0,0,0,0,0,0,0,0,37,55%,0,0%,0,0%,True,Doug Martin
2015,2015-12-06,12,13,26.327,TAM,,ATL,W 23-19,True,25,95,3.80,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,1,6,1,1,0,0,0,0,49,69%,0,0%,0,0%,False,Doug Martin
2015,2015-12-13,13,14,26.334,TAM,,NOR,L 17-24,True,11,81,7.36,1,3,1,5,5.00,0,33.3%,1.67,0,0,,0,,1,6,0,0,0,0,0,0,28,51%,0,0%,0,0%,False,Doug Martin
2015,2015-12-17,14,15,26.338,TAM,@,STL,L 23-31,True,18,91,5.06,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,52,64%,0,0%,0,0%,True,Doug Martin
2015,2015-12-27,15,16,26.348,TAM,,CHI,L 21-26,True,17,49,2.88,1,3,1,6,6.00,0,33.3%,2.00,0,0,,0,,1,6,2,2,0,0,0,0,32,57%,0,0%,0,0%,False,Doug Martin
2015,2016-01-03,16,17,26.355,TAM,@,CAR,L 10-38,True,15,48,3.20,0,7,7,60,8.57,0,100.0%,8.57,0,0,,0,,0,0,0,0,0,0,0,0,41,55%,0,0%,0,0%,True,Doug Martin
2016,2016-09-11,1,1,27.242,TAM,@,ATL,W 31-24,True,18,62,3.44,0,5,5,34,6.80,0,100.0%,6.80,0,0,,0,,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,True,Doug Martin
2016,2016-09-18,2,2,27.249,TAM,@,ARI,L 7-40,True,7,23,3.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,13,16%,0,0%,0,0%,True,Doug Martin
2016,2016-09-25,3,3,,TAM,,LAR,L 32-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2016,2016-10-02,4,4,,TAM,,DEN,L 7-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2016,2016-10-10,5,5,,TAM,@,CAR,W 17-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2016,2016-10-23,6,7,,TAM,@,SFO,W 34-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2016,2016-10-30,7,8,,TAM,,OAK,L 24-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2016,2016-11-03,8,9,,TAM,,ATL,L 28-43,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2016,2016-11-13,9,10,27.305,TAM,,CHI,W 36-10,True,16,33,2.06,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,1,6,0,0,0,0,0,0,31,41%,0,0%,0,0%,False,Doug Martin
2016,2016-11-20,10,11,27.312,TAM,@,KAN,W 19-17,True,24,63,2.63,0,4,3,42,14.00,0,75.0%,10.50,0,0,,0,,0,0,0,0,0,1,-2,0,60,78%,0,0%,0,0%,True,Doug Martin
2016,2016-11-27,11,12,27.319,TAM,,SEA,W 14-5,True,23,87,3.78,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,,0,0,1,1,0,0,0,0,53,79%,0,0%,0,0%,False,Doug Martin
2016,2016-12-04,12,13,27.326,TAM,@,SDG,W 28-21,True,17,45,2.65,1,1,1,23,23.00,0,100.0%,23.00,0,0,,0,,1,6,0,0,0,0,0,0,36,55%,0,0%,0,0%,True,Doug Martin
2016,2016-12-11,13,14,27.333,TAM,,NOR,W 16-11,True,23,66,2.87,1,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,1,6,0,0,0,0,0,0,44,67%,0,0%,0,0%,False,Doug Martin
2016,2016-12-18,14,15,27.340,TAM,@,DAL,L 20-26,True,16,42,2.63,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,40,66%,0,0%,0,0%,True,Doug Martin
2016,2016-12-24,15,16,,TAM,@,NOR,L 24-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
2016,2017-01-01,16,17,,TAM,,CAR,W 17-16,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Doug Martin
2017,2017-09-17,1,2,,TAM,,CHI,W 29-7,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Doug Martin
2017,2017-09-24,2,3,,TAM,@,MIN,L 17-34,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Doug Martin
2017,2017-10-01,3,4,,TAM,,NYG,W 25-23,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Doug Martin
2017,2017-10-05,4,5,28.265,TAM,,NWE,L 14-19,False,13,74,5.69,1,3,1,8,8.00,0,33.3%,2.67,0,0,,0,,1,6,0,0,0,0,0,0,26,36%,0,0%,0,0%,False,Doug Martin
2017,2017-10-15,5,6,28.275,TAM,@,ARI,L 33-38,True,14,53,3.79,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,1,1,8,0,0,0,0,0,0,37,53%,0,0%,0,0%,True,Doug Martin
2017,2017-10-22,6,7,28.282,TAM,@,BUF,L 27-30,True,20,49,2.45,0,3,2,31,15.50,0,66.7%,10.33,0,0,,0,,0,0,0,0,0,0,0,0,43,60%,0,0%,0,0%,True,Doug Martin
2017,2017-10-29,7,8,28.289,TAM,,CAR,L 3-17,True,18,71,3.94,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,39,58%,0,0%,0,0%,False,Doug Martin
2017,2017-11-05,8,9,28.296,TAM,@,NOR,L 10-30,True,8,7,0.88,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,18,31%,0,0%,0,0%,True,Doug Martin
2017,2017-11-12,9,10,28.303,TAM,,NYJ,W 15-10,True,20,51,2.55,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,36,51%,0,0%,0,0%,False,Doug Martin
2017,2017-11-19,10,11,28.310,TAM,@,MIA,W 30-20,True,19,38,2.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Doug Martin
2017,2017-11-26,11,12,28.317,TAM,@,ATL,L 20-34,True,7,33,4.71,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,13,18%,0,0%,0,0%,True,Doug Martin
2017,2017-12-03,12,13,,TAM,@,GNB,L 20-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Doug Martin
