Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2004,2004-11-28,11,12,24.163,SDG,KAN,True,11,7,92,13.14,2,63.6%,8.36,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,34,31,Antonio Gates
2004,2004-12-05,12,13,24.170,SDG,DEN,True,8,3,31,10.33,0,37.5%,3.88,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,17,Antonio Gates
2004,2004-12-12,13,14,24.177,SDG,TAM,True,2,1,17,17.00,0,50.0%,8.50,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,31,24,Antonio Gates
2004,2004-12-19,14,15,24.184,SDG,CLE,True,2,1,72,72.00,1,50.0%,36.00,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,21,0,Antonio Gates
2004,2004-12-26,15,16,24.191,SDG,IND,True,9,7,49,7.00,1,77.8%,5.44,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,31,34,Antonio Gates
2004,2005-01-02,16,17,,SDG,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,17,Antonio Gates
2005,2005-09-11,1,1,,SDG,DAL,True,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,False,False,24,28,Antonio Gates
2005,2005-09-18,2,2,25.092,SDG,DEN,True,8,6,80,13.33,0,75.0%,10.00,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,20,Antonio Gates
2005,2005-09-25,3,3,25.099,SDG,NYG,True,6,6,92,15.33,1,100.0%,15.33,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,45,23,Antonio Gates
2005,2005-10-02,4,4,25.106,SDG,NWE,True,8,6,108,18.00,0,75.0%,13.50,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,41,17,Antonio Gates
2005,2005-10-10,5,5,25.114,SDG,PIT,True,11,5,61,12.20,1,45.5%,5.55,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,22,24,Antonio Gates
2005,2005-10-16,6,6,25.120,SDG,OAK,True,4,2,17,8.50,0,50.0%,4.25,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,14,Antonio Gates
2005,2005-10-23,7,7,25.127,SDG,PHI,True,12,8,72,9.00,1,66.7%,6.00,,1,6,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,False,17,20,Antonio Gates
2005,2005-10-30,8,8,25.134,SDG,KAN,True,16,10,145,14.50,3,62.5%,9.06,,3,18,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,28,20,Antonio Gates
2005,2005-11-06,9,9,25.141,SDG,NYJ,True,10,8,132,16.50,0,80.0%,13.20,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,True,31,26,Antonio Gates
2005,2005-11-20,10,11,25.155,SDG,BUF,True,6,5,77,15.40,1,83.3%,12.83,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,48,10,Antonio Gates
2005,2005-11-27,11,12,25.162,SDG,WAS,True,9,3,39,13.00,0,33.3%,4.33,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,23,17,Antonio Gates
2005,2005-12-04,12,13,25.169,SDG,OAK,True,7,4,51,12.75,1,57.1%,7.29,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,10,Antonio Gates
2005,2005-12-11,13,14,25.176,SDG,MIA,True,16,13,123,9.46,1,81.3%,7.69,,1,6,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,False,21,23,Antonio Gates
2005,2005-12-18,14,15,25.183,SDG,IND,True,10,6,29,4.83,0,60.0%,2.90,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,26,17,Antonio Gates
2005,2005-12-24,15,16,25.189,SDG,KAN,True,8,4,52,13.00,1,50.0%,6.50,,1,6,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,False,7,20,Antonio Gates
2005,2005-12-31,16,17,25.196,SDG,DEN,True,9,3,23,7.67,0,33.3%,2.56,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,7,23,Antonio Gates
2006,2006-09-11,1,1,26.085,SDG,OAK,True,2,2,26,13.00,1,100.0%,13.00,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,0,Antonio Gates
2006,2006-09-17,2,2,26.091,SDG,TEN,True,8,4,55,13.75,0,50.0%,6.88,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,40,7,Antonio Gates
2006,2006-10-01,3,4,26.105,SDG,BAL,True,8,4,41,10.25,0,50.0%,5.13,,0,0,0.0,0,0,0,0,0,0,,0,1,4,0,,,,,,,True,False,13,16,Antonio Gates
2006,2006-10-08,4,5,26.112,SDG,PIT,True,7,3,55,18.33,1,42.9%,7.86,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,13,Antonio Gates
2006,2006-10-15,5,6,26.119,SDG,SFO,True,7,5,78,15.60,1,71.4%,11.14,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,48,19,Antonio Gates
2006,2006-10-22,6,7,26.126,SDG,KAN,True,15,9,63,7.00,1,60.0%,4.20,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,27,30,Antonio Gates
2006,2006-10-29,7,8,26.133,SDG,STL,True,8,5,66,13.20,0,62.5%,8.25,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,38,24,Antonio Gates
2006,2006-11-05,8,9,26.140,SDG,CLE,True,5,2,22,11.00,0,40.0%,4.40,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,32,25,Antonio Gates
2006,2006-11-12,9,10,26.147,SDG,CIN,True,5,5,69,13.80,0,100.0%,13.80,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,49,41,Antonio Gates
2006,2006-11-19,10,11,26.154,SDG,DEN,True,6,5,48,9.60,0,83.3%,8.00,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,35,27,Antonio Gates
2006,2006-11-26,11,12,26.161,SDG,OAK,True,12,6,81,13.50,1,50.0%,6.75,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,21,14,Antonio Gates
2006,2006-12-03,12,13,26.168,SDG,BUF,True,9,7,90,12.86,1,77.8%,10.00,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,21,Antonio Gates
2006,2006-12-10,13,14,26.175,SDG,DEN,True,11,7,104,14.86,2,63.6%,9.45,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,48,20,Antonio Gates
2006,2006-12-17,14,15,26.182,SDG,KAN,True,5,1,7,7.00,0,20.0%,1.40,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,9,Antonio Gates
2006,2006-12-24,15,16,26.189,SDG,SEA,True,6,2,63,31.50,0,33.3%,10.50,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,20,17,Antonio Gates
2006,2006-12-31,16,17,26.196,SDG,ARI,True,6,4,56,14.00,1,66.7%,9.33,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,27,20,Antonio Gates
2007,2007-09-09,1,1,27.083,SDG,CHI,True,12,9,107,11.89,1,75.0%,8.92,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,14,3,Antonio Gates
2007,2007-09-16,2,2,27.090,SDG,NWE,True,8,7,77,11.00,1,87.5%,9.63,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,14,38,Antonio Gates
2007,2007-09-23,3,3,27.097,SDG,GNB,True,13,11,113,10.27,0,84.6%,8.69,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,24,31,Antonio Gates
2007,2007-09-30,4,4,27.104,SDG,KAN,True,10,6,79,13.17,0,60.0%,7.90,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,16,30,Antonio Gates
2007,2007-10-07,5,5,27.111,SDG,DEN,True,7,7,113,16.14,1,100.0%,16.14,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,41,3,Antonio Gates
2007,2007-10-14,6,6,27.118,SDG,OAK,True,4,3,58,19.33,0,75.0%,14.50,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,28,14,Antonio Gates
2007,2007-10-28,7,8,27.132,SDG,HOU,True,3,3,92,30.67,2,100.0%,30.67,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,35,10,Antonio Gates
2007,2007-11-04,8,9,27.139,SDG,MIN,True,6,1,10,10.00,0,16.7%,1.67,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,35,Antonio Gates
2007,2007-11-11,9,10,27.146,SDG,IND,True,7,3,26,8.67,0,42.9%,3.71,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,21,Antonio Gates
2007,2007-11-18,10,11,27.153,SDG,JAX,True,9,4,54,13.50,1,44.4%,6.00,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,24,Antonio Gates
2007,2007-11-25,11,12,27.160,SDG,BAL,True,8,6,105,17.50,2,75.0%,13.13,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,32,14,Antonio Gates
2007,2007-12-02,12,13,27.167,SDG,KAN,True,2,1,-1,-1.00,0,50.0%,-0.50,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,10,Antonio Gates
2007,2007-12-09,13,14,27.174,SDG,TEN,True,10,6,57,9.50,1,60.0%,5.70,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,23,17,Antonio Gates
2007,2007-12-16,14,15,27.181,SDG,DET,True,4,1,8,8.00,0,25.0%,2.00,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,51,14,Antonio Gates
2007,2007-12-24,15,16,27.189,SDG,DEN,True,3,1,24,24.00,0,33.3%,8.00,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,3,Antonio Gates
2007,2007-12-30,16,17,27.195,SDG,OAK,True,11,6,62,10.33,0,54.5%,5.64,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,30,17,Antonio Gates
2008,2008-09-07,1,1,28.081,SDG,CAR,True,6,4,61,15.25,1,66.7%,10.17,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,24,26,Antonio Gates
2008,2008-09-14,2,2,28.088,SDG,DEN,True,6,4,61,15.25,0,66.7%,10.17,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,38,39,Antonio Gates
2008,2008-09-22,3,3,28.096,SDG,NYJ,True,4,2,25,12.50,1,50.0%,6.25,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,48,29,Antonio Gates
2008,2008-09-28,4,4,28.102,SDG,OAK,True,7,5,58,11.60,1,71.4%,8.29,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,28,18,Antonio Gates
2008,2008-10-05,5,5,28.109,SDG,MIA,True,4,1,12,12.00,0,25.0%,3.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,17,Antonio Gates
2008,2008-10-12,6,6,28.116,SDG,NWE,True,5,4,35,8.75,1,80.0%,7.00,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,30,10,Antonio Gates
2008,2008-10-19,7,7,28.123,SDG,BUF,True,7,4,55,13.75,0,57.1%,7.86,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,23,Antonio Gates
2008,2008-10-26,8,8,28.130,SDG,NOR,True,7,6,96,16.00,1,85.7%,13.71,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,32,37,Antonio Gates
2008,2008-11-09,9,10,28.144,SDG,KAN,True,10,8,66,8.25,1,80.0%,6.60,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,19,Antonio Gates
2008,2008-11-16,10,11,28.151,SDG,PIT,True,5,2,10,5.00,0,40.0%,2.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,11,Antonio Gates
2008,2008-11-23,11,12,28.158,SDG,IND,True,4,3,28,9.33,0,75.0%,7.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,23,Antonio Gates
2008,2008-11-30,12,13,28.165,SDG,ATL,True,7,3,27,9.00,0,42.9%,3.86,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,22,Antonio Gates
2008,2008-12-04,13,14,28.169,SDG,OAK,True,2,0,0,,0,0.0%,0.00,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,34,7,Antonio Gates
2008,2008-12-14,14,15,28.179,SDG,KAN,True,10,7,78,11.14,0,70.0%,7.80,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,22,21,Antonio Gates
2008,2008-12-21,15,16,28.186,SDG,TAM,True,5,4,43,10.75,2,80.0%,8.60,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,41,24,Antonio Gates
2008,2008-12-28,16,17,28.193,SDG,DEN,True,3,3,49,16.33,0,100.0%,16.33,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,52,21,Antonio Gates
2009,2009-09-14,1,1,29.088,SDG,OAK,True,9,5,83,16.60,0,55.6%,9.22,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,20,Antonio Gates
2009,2009-09-20,2,2,29.094,SDG,BAL,True,7,5,78,15.60,0,71.4%,11.14,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,False,26,31,Antonio Gates
2009,2009-09-27,3,3,29.101,SDG,MIA,True,7,5,64,12.80,0,71.4%,9.14,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,13,Antonio Gates
2009,2009-10-04,4,4,29.108,SDG,PIT,True,12,9,124,13.78,2,75.0%,10.33,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,28,38,Antonio Gates
2009,2009-10-19,5,6,29.123,SDG,DEN,True,9,5,70,14.00,0,55.6%,7.78,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,34,Antonio Gates
2009,2009-10-25,6,7,29.129,SDG,KAN,True,6,5,55,11.00,0,83.3%,9.17,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,37,7,Antonio Gates
2009,2009-11-01,7,8,29.136,SDG,OAK,True,6,3,49,16.33,0,50.0%,8.17,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,16,Antonio Gates
2009,2009-11-08,8,9,29.143,SDG,NYG,True,8,5,67,13.40,0,62.5%,8.38,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,21,20,Antonio Gates
2009,2009-11-15,9,10,29.150,SDG,PHI,True,8,7,78,11.14,0,87.5%,9.75,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,23,Antonio Gates
2009,2009-11-22,10,11,29.157,SDG,DEN,True,4,3,41,13.67,0,75.0%,10.25,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,32,3,Antonio Gates
2009,2009-11-29,11,12,29.164,SDG,KAN,True,7,7,118,16.86,2,100.0%,16.86,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,43,14,Antonio Gates
2009,2009-12-06,12,13,29.171,SDG,CLE,True,9,8,167,20.88,0,88.9%,18.56,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Antonio Gates
2009,2009-12-13,13,14,29.178,SDG,DAL,True,5,4,44,11.00,1,80.0%,8.80,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,17,Antonio Gates
2009,2009-12-20,14,15,29.185,SDG,CIN,True,8,4,33,8.25,1,50.0%,4.13,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,24,Antonio Gates
2009,2009-12-25,15,16,29.190,SDG,TEN,True,5,3,74,24.67,1,60.0%,14.80,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,42,17,Antonio Gates
2009,2010-01-03,16,17,29.199,SDG,WAS,True,4,1,12,12.00,1,25.0%,3.00,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,20,Antonio Gates
2010,2010-09-13,1,1,30.087,SDG,KAN,True,6,5,76,15.20,1,83.3%,12.67,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,21,Antonio Gates
2010,2010-09-19,2,2,30.093,SDG,JAX,True,7,5,57,11.40,2,71.4%,8.14,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,13,Antonio Gates
2010,2010-09-26,3,3,30.100,SDG,SEA,True,13,7,109,15.57,1,53.8%,8.38,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,20,27,Antonio Gates
2010,2010-10-03,4,4,30.107,SDG,ARI,True,7,7,144,20.57,2,100.0%,20.57,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,10,Antonio Gates
2010,2010-10-10,5,5,30.114,SDG,OAK,True,7,5,92,18.40,1,71.4%,13.14,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,27,35,Antonio Gates
2010,2010-10-17,6,6,30.121,SDG,STL,True,3,2,12,6.00,0,66.7%,4.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Antonio Gates
2010,2010-10-24,7,7,30.128,SDG,NWE,True,5,4,50,12.50,1,80.0%,10.00,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,23,Antonio Gates
2010,2010-10-31,8,8,30.135,SDG,TEN,True,7,5,123,24.60,1,71.4%,17.57,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,33,25,Antonio Gates
2010,2010-11-07,9,9,,SDG,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,29,23,Antonio Gates
2010,2010-11-22,10,11,,SDG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,14,Antonio Gates
2010,2010-11-28,11,12,30.163,SDG,IND,True,4,4,46,11.50,0,100.0%,11.50,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,36,14,Antonio Gates
2010,2010-12-05,12,13,30.170,SDG,OAK,True,6,6,73,12.17,1,100.0%,12.17,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,28,Antonio Gates
2010,2010-12-12,13,14,,SDG,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,0,Antonio Gates
2010,2010-12-16,14,15,,SDG,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,7,Antonio Gates
2010,2010-12-26,15,16,,SDG,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,34,Antonio Gates
2010,2011-01-02,16,17,,SDG,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,33,28,Antonio Gates
