Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-09-29,4,4,25.079,PHI,@,DEN,L 20-52,True,16,73,4.56,0,3,1,21,21.00,0,33.3%,7.00,,0,0,0,0,0,0,0,0,42,59%,0,0%,0,0%,True,LeSean McCoy
2013,2013-10-06,5,5,25.086,PHI,@,NYG,W 36-21,True,20,46,2.30,1,8,6,46,7.67,0,75.0%,5.75,,1,6,0,0,0,0,0,0,64,79%,0,0%,0,0%,True,LeSean McCoy
2013,2013-10-13,6,6,25.093,PHI,@,TAM,W 31-20,True,25,116,4.64,0,2,2,55,27.50,0,100.0%,27.50,,0,0,1,1,0,0,0,0,50,74%,0,0%,0,0%,True,LeSean McCoy
2013,2013-10-20,7,7,25.100,PHI,,DAL,L 3-17,True,18,55,3.06,0,7,6,26,4.33,0,85.7%,3.71,,0,0,0,0,0,0,0,0,75,94%,0,0%,0,0%,False,LeSean McCoy
2013,2013-10-27,8,8,25.107,PHI,,NYG,L 7-15,True,15,48,3.20,0,5,4,17,4.25,0,80.0%,3.40,,0,0,0,0,0,0,0,0,52,85%,0,0%,0,0%,False,LeSean McCoy
2013,2013-11-03,9,9,25.114,PHI,@,OAK,W 49-20,True,12,44,3.67,0,4,4,36,9.00,1,100.0%,9.00,,1,6,0,0,0,0,0,0,45,76%,0,0%,0,0%,True,LeSean McCoy
2013,2013-11-10,10,10,25.121,PHI,@,GNB,W 27-13,True,25,155,6.20,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0,0,0,0,0,0,51,84%,0,0%,0,0%,True,LeSean McCoy
2013,2013-11-17,11,11,25.128,PHI,,WAS,W 24-16,True,20,77,3.85,2,4,4,73,18.25,0,100.0%,18.25,,2,12,0,0,0,0,0,0,50,76%,0,0%,0,0%,False,LeSean McCoy
2013,2013-12-01,12,13,25.142,PHI,,ARI,W 24-21,True,19,79,4.16,0,6,5,36,7.20,0,83.3%,6.00,,0,0,0,0,0,0,0,0,60,78%,0,0%,0,0%,False,LeSean McCoy
2013,2013-12-08,13,14,25.149,PHI,,DET,W 34-20,True,29,217,7.48,2,1,1,4,4.00,0,100.0%,4.00,,2,12,0,0,0,0,0,0,56,75%,0,0%,0,0%,False,LeSean McCoy
2013,2013-12-15,14,15,25.156,PHI,@,MIN,L 30-48,True,8,38,4.75,0,7,5,68,13.60,0,71.4%,9.71,,0,0,0,0,0,0,0,0,57,83%,0,0%,0,0%,True,LeSean McCoy
2013,2013-12-22,15,16,25.163,PHI,,CHI,W 54-11,True,18,133,7.39,2,6,6,29,4.83,0,100.0%,4.83,,2,12,0,0,0,0,0,0,44,69%,0,0%,0,0%,False,LeSean McCoy
2013,2013-12-29,16,17,25.170,PHI,@,DAL,W 24-22,True,27,131,4.85,0,2,1,3,3.00,1,50.0%,1.50,,1,6,0,0,0,0,0,0,59,88%,0,0%,0,0%,True,LeSean McCoy
2014,2014-09-07,1,1,26.057,PHI,,JAX,W 34-17,True,21,74,3.52,0,6,6,41,6.83,0,100.0%,6.83,,0,0,0,0,0,0,0,0,58,67%,0,0%,0,0%,False,LeSean McCoy
2014,2014-09-15,2,2,26.065,PHI,@,IND,W 30-27,True,19,79,4.16,1,5,4,23,5.75,0,80.0%,4.60,,1,6,0,0,0,0,0,0,48,71%,0,0%,0,0%,True,LeSean McCoy
2014,2014-09-21,3,3,26.071,PHI,,WAS,W 37-34,True,19,22,1.16,0,2,0,0,,0,0.0%,0.00,,0,0,1,0,0,0,0,0,54,74%,0,0%,0,0%,False,LeSean McCoy
2014,2014-09-28,4,4,26.078,PHI,@,SFO,L 21-26,True,10,17,1.70,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,45,75%,0,0%,0,0%,True,LeSean McCoy
2014,2014-10-05,5,5,26.085,PHI,,STL,W 34-28,True,24,81,3.38,0,4,4,5,1.25,0,100.0%,1.25,,0,0,1,1,0,0,0,0,54,74%,0,0%,0,0%,False,LeSean McCoy
2014,2014-10-12,6,6,26.092,PHI,,NYG,W 27-0,True,22,149,6.77,0,2,2,5,2.50,0,100.0%,2.50,,0,0,0,0,0,0,0,0,42,58%,0,0%,0,0%,False,LeSean McCoy
2014,2014-10-26,7,8,26.106,PHI,@,ARI,L 20-24,True,20,83,4.15,0,5,3,14,4.67,0,60.0%,2.80,,0,0,0,0,0,0,0,0,78,85%,0,0%,0,0%,True,LeSean McCoy
2014,2014-11-02,8,9,26.113,PHI,@,HOU,W 31-21,True,24,117,4.88,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0,0,0,0,0,0,54,65%,0,0%,0,0%,True,LeSean McCoy
2014,2014-11-10,9,10,26.121,PHI,,CAR,W 45-21,True,12,19,1.58,1,3,1,-2,-2.00,0,33.3%,-0.67,,1,6,0,0,0,0,0,0,45,73%,0,0%,0,0%,False,LeSean McCoy
2014,2014-11-16,10,11,26.127,PHI,@,GNB,L 20-53,True,23,88,3.83,0,1,1,18,18.00,0,100.0%,18.00,,0,0,0,0,0,0,0,0,48,62%,0,0%,0,0%,True,LeSean McCoy
2014,2014-11-23,11,12,26.134,PHI,,TEN,W 43-24,True,21,130,6.19,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0,0,0,0,0,0,47,53%,0,0%,0,0%,False,LeSean McCoy
2014,2014-11-27,12,13,26.138,PHI,@,DAL,W 33-10,True,25,159,6.36,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,48,62%,0,0%,0,0%,True,LeSean McCoy
2014,2014-12-07,13,14,26.148,PHI,,SEA,L 14-24,True,17,50,2.94,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,35,76%,0,0%,0,0%,False,LeSean McCoy
2014,2014-12-14,14,15,26.155,PHI,,DAL,L 27-38,True,16,64,4.00,0,2,1,1,1.00,0,50.0%,0.50,,0,0,0,0,0,0,0,0,34,62%,0,0%,0,0%,False,LeSean McCoy
2014,2014-12-20,15,16,26.161,PHI,@,WAS,L 24-27,True,22,88,4.00,1,4,3,28,9.33,0,75.0%,7.00,,1,6,0,0,0,0,0,0,47,52%,0,0%,0,0%,True,LeSean McCoy
2014,2014-12-28,16,17,26.169,PHI,@,NYG,W 34-26,True,17,99,5.82,0,1,1,15,15.00,0,100.0%,15.00,,0,0,0,0,0,0,0,0,37,51%,0,0%,0,0%,True,LeSean McCoy
2015,2015-09-13,1,1,27.063,BUF,,IND,W 27-14,True,17,41,2.41,0,4,3,46,15.33,0,75.0%,11.50,,0,0,0,0,0,0,0,0,42,71%,0,0%,0,0%,False,LeSean McCoy
2015,2015-09-20,2,2,27.070,BUF,,NWE,L 32-40,True,15,89,5.93,0,4,3,27,9.00,0,75.0%,6.75,,0,0,0,0,0,1,6,0,49,68%,0,0%,0,0%,False,LeSean McCoy
2015,2015-09-27,3,3,27.077,BUF,@,MIA,W 41-14,True,11,16,1.45,0,3,1,10,10.00,1,33.3%,3.33,,1,6,0,0,0,0,0,0,34,52%,0,0%,0,0%,True,LeSean McCoy
2015,2015-10-04,4,4,,BUF,,NYG,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,LeSean McCoy
2015,2015-10-11,5,5,,BUF,@,TEN,W 14-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,LeSean McCoy
2015,2015-10-18,6,6,27.098,BUF,,CIN,L 21-34,True,17,90,5.29,1,4,2,4,2.00,0,50.0%,1.00,,1,6,0,0,0,0,0,0,57,81%,0,0%,0,0%,False,LeSean McCoy
2015,2015-10-25,7,7,27.105,BUF,@,JAX,L 31-34,True,18,68,3.78,0,4,2,36,18.00,0,50.0%,9.00,1,0,2,1,1,0,1,0,0,67,86%,0,0%,0,0%,True,LeSean McCoy
2015,2015-11-08,8,9,27.119,BUF,,MIA,W 33-17,True,16,112,7.00,1,2,2,7,3.50,0,100.0%,3.50,,1,6,0,0,0,0,0,0,34,62%,0,0%,0,0%,False,LeSean McCoy
2015,2015-11-12,9,10,27.123,BUF,@,NYJ,W 22-17,True,19,112,5.89,0,5,5,47,9.40,0,100.0%,9.40,,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,LeSean McCoy
2015,2015-11-23,10,11,27.134,BUF,@,NWE,L 13-20,True,20,82,4.10,1,10,6,41,6.83,0,60.0%,4.10,,1,6,0,0,0,0,0,0,60,85%,0,0%,0,0%,True,LeSean McCoy
2015,2015-11-29,11,12,27.140,BUF,@,KAN,L 22-30,True,19,70,3.68,0,5,3,31,10.33,1,60.0%,6.20,,1,6,1,1,0,0,0,0,62,86%,0,0%,0,0%,True,LeSean McCoy
2015,2015-12-06,12,13,27.147,BUF,,HOU,W 30-21,True,21,112,5.33,0,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,46,74%,0,0%,0,0%,False,LeSean McCoy
2015,2015-12-13,13,14,27.154,BUF,@,PHI,L 20-23,True,20,74,3.70,0,7,4,35,8.75,0,57.1%,5.00,,0,0,0,0,0,0,0,0,64,86%,0,0%,0,0%,True,LeSean McCoy
2015,2015-12-20,14,15,27.161,BUF,@,WAS,L 25-35,True,10,29,2.90,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0,0,0,0,0,0,32,47%,0,0%,0,0%,True,LeSean McCoy
2015,2015-12-27,15,16,,BUF,,DAL,W 16-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,LeSean McCoy
2015,2016-01-03,16,17,,BUF,,NYJ,W 22-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,LeSean McCoy
