Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2003,2003-09-28,4,4,22.301,HOU,JAX,False,5,3,38,12.67,1,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,24,20,Jabar Gaffney
2003,2003-10-12,5,6,22.315,HOU,TEN,True,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,17,38,Jabar Gaffney
2003,2003-10-19,6,7,22.322,HOU,NYJ,True,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,19,Jabar Gaffney
2003,2003-10-26,7,8,22.329,HOU,IND,False,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,21,30,Jabar Gaffney
2003,2003-11-02,8,9,22.336,HOU,CAR,True,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,14,10,Jabar Gaffney
2003,2003-11-09,9,10,22.343,HOU,CIN,True,4,2,8,4.00,1,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,27,34,Jabar Gaffney
2003,2003-11-16,10,11,22.350,HOU,BUF,False,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,22,5.50,0,,0,0,0,,0,0,0,0,,,,,,,True,True,12,10,Jabar Gaffney
2003,2003-11-23,11,12,22.357,HOU,NWE,True,1,0,0,,0,0.0%,0.00,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Jabar Gaffney
2003,2003-11-30,12,13,22.364,HOU,ATL,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,13,Jabar Gaffney
2003,2003-12-07,13,14,23.006,HOU,JAX,True,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,27,Jabar Gaffney
2003,2003-12-14,14,15,23.013,HOU,TAM,True,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,3,16,Jabar Gaffney
2003,2003-12-21,15,16,23.020,HOU,TEN,True,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,24,27,Jabar Gaffney
2003,2003-12-28,16,17,23.027,HOU,IND,False,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,17,20,Jabar Gaffney
2004,2004-09-12,1,1,23.286,HOU,SDG,True,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,27,Jabar Gaffney
2004,2004-09-19,2,2,23.293,HOU,DET,False,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,16,28,Jabar Gaffney
2004,2004-09-26,3,3,23.300,HOU,KAN,False,5,1,9,9.00,1,20.0%,1.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,24,21,Jabar Gaffney
2004,2004-10-03,4,4,23.307,HOU,OAK,True,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,30,17,Jabar Gaffney
2004,2004-10-10,5,5,23.314,HOU,MIN,True,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,28,34,Jabar Gaffney
2004,2004-10-17,6,6,23.321,HOU,TEN,False,6,5,85,17.00,1,83.3%,14.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,20,10,Jabar Gaffney
2004,2004-10-31,7,8,23.335,HOU,JAX,True,5,5,88,17.60,0,100.0%,17.60,2,15,7.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,False,True,20,6,Jabar Gaffney
2004,2004-11-07,8,9,23.342,HOU,DEN,True,9,6,86,14.33,0,66.7%,9.56,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,31,Jabar Gaffney
2004,2004-11-14,9,10,23.349,HOU,IND,True,8,3,41,13.67,0,37.5%,5.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,49,Jabar Gaffney
2004,2004-11-21,10,11,23.356,HOU,GNB,True,2,0,0,,0,0.0%,0.00,2,15,7.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,16,Jabar Gaffney
2004,2004-11-28,11,12,23.363,HOU,TEN,True,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,31,21,Jabar Gaffney
2004,2004-12-05,12,13,24.004,HOU,NYJ,True,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,29,Jabar Gaffney
2004,2004-12-12,13,14,24.011,HOU,IND,True,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,14,23,Jabar Gaffney
2004,2004-12-19,14,15,24.018,HOU,CHI,False,8,4,109,27.25,0,50.0%,13.63,0,0,,0,0,0,,0,0,0,,0,,,,1,4,4.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,5,Jabar Gaffney
2004,2004-12-26,15,16,24.025,HOU,JAX,True,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,,,1,27,27.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,21,0,Jabar Gaffney
2004,2005-01-02,16,17,24.032,HOU,CLE,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,22,Jabar Gaffney
2005,2005-09-11,1,1,24.284,HOU,BUF,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,22,Jabar Gaffney
2005,2005-09-18,2,2,24.291,HOU,PIT,False,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,27,Jabar Gaffney
2005,2005-10-02,3,4,24.305,HOU,CIN,True,6,6,88,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,16,Jabar Gaffney
2005,2005-10-09,4,5,24.312,HOU,TEN,True,3,2,24,12.00,0,66.7%,8.00,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,34,Jabar Gaffney
2005,2005-10-16,5,6,24.319,HOU,SEA,True,13,10,87,8.70,0,76.9%,6.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,42,Jabar Gaffney
2005,2005-10-23,6,7,24.326,HOU,IND,True,5,4,25,6.25,1,80.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,20,38,Jabar Gaffney
2005,2005-10-30,7,8,24.333,HOU,CLE,True,8,5,64,12.80,0,62.5%,8.00,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,19,16,Jabar Gaffney
2005,2005-11-06,8,9,24.340,HOU,JAX,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,21,Jabar Gaffney
2005,2005-11-13,9,10,24.347,HOU,IND,False,6,2,29,14.50,1,33.3%,4.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,17,31,Jabar Gaffney
2005,2005-11-20,10,11,24.354,HOU,KAN,True,11,5,35,7.00,0,45.5%,3.18,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,17,45,Jabar Gaffney
2005,2005-11-27,11,12,24.361,HOU,STL,True,9,5,38,7.60,0,55.6%,4.22,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,27,33,Jabar Gaffney
2005,2005-12-04,12,13,25.003,HOU,BAL,True,9,6,40,6.67,0,66.7%,4.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,15,16,Jabar Gaffney
2005,2005-12-11,13,14,25.010,HOU,TEN,True,2,1,1,1.00,0,50.0%,0.50,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,13,Jabar Gaffney
2005,2005-12-18,14,15,25.017,HOU,ARI,True,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,30,19,Jabar Gaffney
2005,2005-12-24,15,16,25.023,HOU,JAX,True,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,38,Jabar Gaffney
2005,2006-01-01,16,17,25.031,HOU,SFO,True,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Jabar Gaffney
2006,2006-10-22,6,7,25.325,NWE,BUF,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,28,6,Jabar Gaffney
2006,2006-10-30,7,8,25.333,NWE,MIN,True,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,31,7,Jabar Gaffney
2006,2006-11-05,8,9,25.339,NWE,IND,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,27,Jabar Gaffney
2006,2006-11-12,9,10,25.346,NWE,NYJ,False,5,3,65,21.67,0,60.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,17,Jabar Gaffney
2006,2006-11-19,10,11,25.353,NWE,GNB,True,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,35,0,Jabar Gaffney
2006,2006-11-26,11,12,25.360,NWE,CHI,True,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,13,Jabar Gaffney
2006,2006-12-03,12,13,26.002,NWE,DET,False,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,28,21,Jabar Gaffney
2006,2006-12-10,13,14,26.009,NWE,MIA,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,21,Jabar Gaffney
2006,2006-12-17,14,15,26.016,NWE,HOU,True,2,1,6,6.00,1,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,40,7,Jabar Gaffney
2006,2006-12-24,15,16,26.023,NWE,JAX,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,21,Jabar Gaffney
2006,2006-12-31,16,17,26.030,NWE,TEN,True,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,40,23,Jabar Gaffney
2007,2007-09-09,1,1,26.282,NWE,NYJ,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,38,14,Jabar Gaffney
2007,2007-09-16,2,2,26.289,NWE,SDG,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,38,14,Jabar Gaffney
2007,2007-09-23,3,3,26.296,NWE,BUF,False,3,2,15,7.50,1,66.7%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,38,7,Jabar Gaffney
2007,2007-10-01,4,4,26.304,NWE,CIN,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,34,13,Jabar Gaffney
2007,2007-10-07,5,5,26.310,NWE,CLE,False,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,34,17,Jabar Gaffney
2007,2007-10-14,6,6,26.317,NWE,DAL,False,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,48,27,Jabar Gaffney
2007,2007-10-21,7,7,26.324,NWE,MIA,False,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,49,28,Jabar Gaffney
2007,2007-10-28,8,8,26.331,NWE,WAS,False,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,52,7,Jabar Gaffney
2007,2007-11-04,9,9,26.338,NWE,IND,True,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,20,Jabar Gaffney
2007,2007-11-18,10,11,26.352,NWE,BUF,True,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,56,10,Jabar Gaffney
2007,2007-11-25,11,12,26.359,NWE,PHI,True,6,6,87,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,31,28,Jabar Gaffney
2007,2007-12-03,12,13,27.002,NWE,BAL,False,2,1,8,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,27,24,Jabar Gaffney
2007,2007-12-09,13,14,27.008,NWE,PIT,True,9,7,122,17.43,1,77.8%,13.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,34,13,Jabar Gaffney
2007,2007-12-16,14,15,27.015,NWE,NYJ,True,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,10,Jabar Gaffney
2007,2007-12-23,15,16,27.022,NWE,MIA,True,8,5,82,16.40,1,62.5%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,28,7,Jabar Gaffney
2007,2007-12-29,16,17,27.028,NWE,NYG,True,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,38,35,Jabar Gaffney
2008,2008-09-07,1,1,27.281,NWE,KAN,True,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,17,10,Jabar Gaffney
2008,2008-09-14,2,2,27.288,NWE,NYJ,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,19,10,Jabar Gaffney
2008,2008-09-21,3,3,27.295,NWE,MIA,True,9,6,51,8.50,1,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,38,Jabar Gaffney
2008,2008-10-05,4,5,27.309,NWE,SFO,True,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,30,21,Jabar Gaffney
2008,2008-10-12,5,6,27.316,NWE,SDG,False,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,30,Jabar Gaffney
2008,2008-10-20,6,7,27.324,NWE,DEN,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,41,7,Jabar Gaffney
2008,2008-10-26,7,8,27.330,NWE,STL,False,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,23,16,Jabar Gaffney
2008,2008-11-02,8,9,27.337,NWE,IND,True,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,15,18,Jabar Gaffney
2008,2008-11-09,9,10,27.344,NWE,BUF,True,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,10,Jabar Gaffney
2008,2008-11-13,10,11,27.348,NWE,NYJ,False,11,7,86,12.29,1,63.6%,7.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,1,8,0,,0,0,0,0,,,,,,,False,False,31,34,Jabar Gaffney
2008,2008-11-23,11,12,27.358,NWE,MIA,True,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,48,28,Jabar Gaffney
2008,2008-11-30,12,13,27.365,NWE,PIT,False,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,33,Jabar Gaffney
2008,2008-12-07,13,14,28.006,NWE,SEA,False,9,4,48,12.00,0,44.4%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,21,Jabar Gaffney
