Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-11-29,12,13,24.355,GNB,DAL,False,14,94,6.71,2,1,1,4,4.00,0,100.0%,4.00,2,12,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,27,37,Ryan Grant
2007,2007-12-09,13,14,25.000,GNB,OAK,True,29,156,5.38,1,3,2,6,3.00,0,66.7%,2.00,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,38,7,Ryan Grant
2007,2007-12-16,14,15,25.007,GNB,STL,False,18,55,3.06,1,3,2,3,1.50,0,66.7%,1.00,1,6,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,True,33,14,Ryan Grant
2007,2007-12-23,15,16,25.014,GNB,CHI,True,14,100,7.14,1,2,1,9,9.00,0,50.0%,4.50,1,6,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,True,False,7,35,Ryan Grant
2007,2007-12-30,16,17,25.021,GNB,DET,True,6,57,9.50,1,0,0,0,,0,0.0%,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,13,Ryan Grant
2008,2008-09-08,1,1,25.274,GNB,MIN,True,12,92,7.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,19,Ryan Grant
2008,2008-09-14,2,2,25.280,GNB,DET,True,15,20,1.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,48,25,Ryan Grant
2008,2008-09-21,3,3,25.287,GNB,DAL,True,13,54,4.15,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,16,27,Ryan Grant
2008,2008-09-28,4,4,25.294,GNB,TAM,True,15,20,1.33,0,3,2,-4,-2.00,0,66.7%,-1.33,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,False,21,30,Ryan Grant
2008,2008-10-05,5,5,25.301,GNB,ATL,True,18,83,4.61,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,27,Ryan Grant
2008,2008-10-12,6,6,25.308,GNB,SEA,True,33,90,2.73,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,17,Ryan Grant
2008,2008-10-19,7,7,25.315,GNB,IND,True,31,105,3.39,1,2,2,12,6.00,0,100.0%,6.00,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,True,34,14,Ryan Grant
2008,2008-11-02,8,9,25.329,GNB,TEN,False,20,86,4.30,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,19,Ryan Grant
2008,2008-11-09,9,10,25.336,GNB,MIN,False,16,75,4.69,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,27,28,Ryan Grant
2008,2008-11-16,10,11,25.343,GNB,CHI,True,25,145,5.80,1,1,1,6,6.00,0,100.0%,6.00,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,37,3,Ryan Grant
2008,2008-11-24,11,12,25.351,GNB,NOR,True,18,67,3.72,0,3,3,19,6.33,0,100.0%,6.33,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,29,51,Ryan Grant
2008,2008-11-30,12,13,25.357,GNB,CAR,True,12,39,3.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,31,35,Ryan Grant
2008,2008-12-07,13,14,25.364,GNB,HOU,True,19,104,5.47,1,1,1,8,8.00,0,100.0%,8.00,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,21,24,Ryan Grant
2008,2008-12-14,14,15,26.005,GNB,JAX,True,21,56,2.67,0,4,3,32,10.67,0,75.0%,8.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,20,Ryan Grant
2008,2008-12-22,15,16,26.013,GNB,CHI,True,25,61,2.44,0,3,3,20,6.67,1,100.0%,6.67,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Ryan Grant
2008,2008-12-28,16,17,26.019,GNB,DET,True,19,106,5.58,0,3,3,23,7.67,0,100.0%,7.67,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,True,31,21,Ryan Grant
2009,2009-09-13,1,1,26.278,GNB,CHI,True,16,61,3.81,1,1,1,6,6.00,0,100.0%,6.00,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,21,15,Ryan Grant
2009,2009-09-20,2,2,26.285,GNB,CIN,True,14,46,3.29,1,5,3,22,7.33,0,60.0%,4.40,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,24,31,Ryan Grant
2009,2009-09-27,3,3,26.292,GNB,STL,True,26,99,3.81,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,36,17,Ryan Grant
2009,2009-10-05,4,4,26.300,GNB,MIN,True,11,51,4.64,0,4,4,50,12.50,0,100.0%,12.50,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,23,30,Ryan Grant
2009,2009-10-18,5,6,26.313,GNB,DET,True,24,90,3.75,0,4,3,17,5.67,0,75.0%,4.25,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,26,0,Ryan Grant
2009,2009-10-25,6,7,26.320,GNB,CLE,True,27,148,5.48,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,3,Ryan Grant
2009,2009-11-01,7,8,26.327,GNB,MIN,True,10,30,3.00,0,3,3,21,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,26,38,Ryan Grant
2009,2009-11-08,8,9,26.334,GNB,TAM,True,21,96,4.57,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,28,38,Ryan Grant
2009,2009-11-15,9,10,26.341,GNB,DAL,True,19,79,4.16,0,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,17,7,Ryan Grant
2009,2009-11-22,10,11,26.348,GNB,SFO,True,21,129,6.14,1,3,2,16,8.00,0,66.7%,5.33,1,6,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,True,30,24,Ryan Grant
2009,2009-11-26,11,12,26.352,GNB,DET,True,20,61,3.05,0,4,3,42,14.00,0,75.0%,10.50,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,12,Ryan Grant
2009,2009-12-07,12,13,26.363,GNB,BAL,True,18,41,2.28,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,14,Ryan Grant
2009,2009-12-13,13,14,27.004,GNB,CHI,True,20,137,6.85,2,2,2,7,3.50,0,100.0%,3.50,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,21,14,Ryan Grant
2009,2009-12-20,14,15,27.011,GNB,PIT,True,8,37,4.63,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,36,37,Ryan Grant
2009,2009-12-27,15,16,27.018,GNB,SEA,True,16,97,6.06,2,0,0,0,,0,0.0%,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,48,10,Ryan Grant
2009,2010-01-03,16,17,27.025,GNB,ARI,True,11,51,4.64,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,7,Ryan Grant
2010,2010-09-12,1,1,27.277,GNB,PHI,True,8,45,5.63,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,20,Ryan Grant
2010,2010-09-19,2,2,,GNB,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,7,Ryan Grant
2010,2010-09-27,3,3,,GNB,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,20,Ryan Grant
2010,2010-10-03,4,4,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,26,Ryan Grant
2010,2010-10-10,5,5,,GNB,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,16,Ryan Grant
2010,2010-10-17,6,6,,GNB,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,20,23,Ryan Grant
2010,2010-10-24,7,7,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,24,Ryan Grant
2010,2010-10-31,8,8,,GNB,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,9,0,Ryan Grant
2010,2010-11-07,9,9,,GNB,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,45,7,Ryan Grant
2010,2010-11-21,10,11,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,31,3,Ryan Grant
2010,2010-11-28,11,12,,GNB,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,20,Ryan Grant
2010,2010-12-05,12,13,,GNB,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,16,Ryan Grant
2010,2010-12-12,13,14,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,3,7,Ryan Grant
2010,2010-12-19,14,15,,GNB,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,27,31,Ryan Grant
2010,2010-12-26,15,16,,GNB,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,45,17,Ryan Grant
2010,2011-01-02,16,17,,GNB,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,10,3,Ryan Grant
2011,2011-09-08,1,1,28.273,GNB,NOR,True,9,40,4.44,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,42,34,Ryan Grant
2011,2011-09-18,2,2,28.283,GNB,CAR,True,6,25,4.17,0,3,3,14,4.67,0,100.0%,4.67,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Ryan Grant
2011,2011-09-25,3,3,28.290,GNB,CHI,True,17,92,5.41,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,17,Ryan Grant
2011,2011-10-02,4,4,,GNB,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,49,23,Ryan Grant
2011,2011-10-09,5,5,28.304,GNB,ATL,True,7,18,2.57,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,25,14,Ryan Grant
2011,2011-10-16,6,6,28.311,GNB,STL,True,9,25,2.78,0,2,2,27,13.50,0,100.0%,13.50,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,3,Ryan Grant
2011,2011-10-23,7,7,28.318,GNB,MIN,True,9,29,3.22,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,27,Ryan Grant
2011,2011-11-06,8,9,28.332,GNB,SDG,True,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,45,38,Ryan Grant
2011,2011-11-14,9,10,28.340,GNB,MIN,True,8,6,0.75,0,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,7,Ryan Grant
2011,2011-11-20,10,11,28.346,GNB,TAM,True,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,26,Ryan Grant
2011,2011-11-24,11,12,28.350,GNB,DET,False,6,20,3.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,15,Ryan Grant
2011,2011-12-04,12,13,28.360,GNB,NYG,True,13,29,2.23,0,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,35,Ryan Grant
2011,2011-12-11,13,14,29.002,GNB,OAK,True,10,85,8.50,2,1,1,13,13.00,0,100.0%,13.00,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,46,16,Ryan Grant
2011,2011-12-18,14,15,29.009,GNB,KAN,True,12,66,5.50,0,5,3,35,11.67,0,60.0%,7.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,19,Ryan Grant
2011,2011-12-25,15,16,29.016,GNB,CHI,True,8,44,5.50,0,2,2,34,17.00,0,100.0%,17.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,21,Ryan Grant
2011,2012-01-01,16,17,29.023,GNB,DET,True,12,48,4.00,0,3,1,80,80.00,1,33.3%,26.67,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,41,Ryan Grant
2012,2012-09-30,4,4,,WAS,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,24,22,Ryan Grant
2012,2012-10-07,5,5,29.303,WAS,ATL,False,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,False,17,24,Ryan Grant
2012,2012-10-14,6,6,,WAS,MIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,38,26,Ryan Grant
2012,2012-10-21,7,7,,WAS,NYG,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,23,27,Ryan Grant
2012,2012-12-09,13,14,30.000,GNB,DET,False,1,13,13.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,4%,0,0%,0,0%,False,True,27,20,Ryan Grant
2012,2012-12-16,14,15,30.007,GNB,CHI,False,8,32,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,14,19%,0,0%,0,0%,True,True,21,13,Ryan Grant
2012,2012-12-23,15,16,30.014,GNB,TEN,False,20,80,4.00,2,2,1,34,34.00,0,50.0%,17.00,2,12,0.0,0,0,0,,,0,0,0,0,0,0,41,53%,0,0%,0,0%,False,True,55,7,Ryan Grant
2012,2012-12-30,16,17,30.021,GNB,MIN,True,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,0,0%,True,False,34,37,Ryan Grant
,68 Games,,,,,,False,956,4148,4.34,27,115,93,760,8.17,2,80.9%,6.61,29,174,0.0,2,1,3,0,0,8,7,0,2,0,0,,,,,,,False,False,21,0,Ryan Grant
