Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-11-24,11.0,12.0,23.203,IND,ARI,L 11-40,True,,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,11,18%,0,0%,14,50%,True,Jack Doyle,False,11,40
2013.0,2013-12-01,12.0,13.0,23.21,IND,TEN,W 22-14,False,0,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,12,18%,0,0%,17,61%,False,Jack Doyle,True,22,14
2013.0,2013-12-08,13.0,14.0,23.217,IND,CIN,L 28-42,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,9,15%,0,0%,23,66%,True,Jack Doyle,False,28,42
2013.0,2013-12-15,14.0,15.0,23.224,IND,HOU,W 25-3,False,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,36,51%,0,0%,20,67%,False,Jack Doyle,True,25,3
2013.0,2013-12-22,15.0,16.0,23.231,IND,KAN,W 23-7,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,12,48%,True,Jack Doyle,True,23,7
2013.0,2013-12-29,16.0,17.0,23.238,IND,JAX,W 30-10,False,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,29%,0,0%,14,52%,False,Jack Doyle,True,30,10
2014.0,2014-09-07,1.0,1.0,24.125,IND,DEN,L 24-31,False,,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,6,8%,0,0%,24,83%,True,Jack Doyle,False,24,31
2014.0,2014-09-15,2.0,2.0,24.133,IND,PHI,L 27-30,False,2,2,12,6.00,1,100.0%,6.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,50%,0,0%,21,66%,False,Jack Doyle,False,27,30
2014.0,2014-09-21,3.0,3.0,24.139,IND,JAX,W 44-17,False,3,3,10,3.33,0,100.0%,3.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,37%,0,0%,17,55%,True,Jack Doyle,True,44,17
2014.0,2014-09-28,4.0,4.0,24.146,IND,TEN,W 41-17,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,38%,0,0%,22,69%,False,Jack Doyle,True,41,17
2014.0,2014-10-05,5.0,5.0,24.153,IND,BAL,W 20-13,False,0,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,30,37%,0,0%,14,58%,False,Jack Doyle,True,20,13
2014.0,2014-10-09,6.0,6.0,24.157,IND,HOU,W 33-28,False,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,43%,0,0%,14,45%,True,Jack Doyle,True,33,28
2014.0,2014-10-19,7.0,7.0,24.167,IND,CIN,W 27-0,False,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,35%,0,0%,13,45%,False,Jack Doyle,True,27,0
2014.0,2014-10-26,8.0,8.0,24.174,IND,PIT,L 34-51,False,,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,2,3%,0,0%,9,26%,True,Jack Doyle,False,34,51
2014.0,2014-11-03,9.0,9.0,24.182,IND,NYG,W 40-24,False,,,,,,0.0%,,,,,,,0,0,0.0,,,,0,0,0,,,0,0,0,25,33%,0,0%,27,68%,True,Jack Doyle,True,40,24
2014.0,2014-11-16,10.0,11.0,24.195,IND,NWE,L 20-42,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,32%,0,0%,14,54%,False,Jack Doyle,False,20,42
2014.0,2014-11-23,11.0,12.0,24.202,IND,JAX,W 23-3,False,3,2,8,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,53%,0,0%,11,46%,False,Jack Doyle,True,23,3
2014.0,2014-11-30,12.0,13.0,24.209,IND,WAS,W 49-27,False,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,22,43%,0,0%,17,49%,False,Jack Doyle,True,49,27
2014.0,2014-12-07,13.0,14.0,24.216,IND,CLE,W 25-24,False,,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,5,6%,0,0%,15,43%,True,Jack Doyle,True,25,24
2014.0,2014-12-14,14.0,15.0,24.223,IND,HOU,W 17-10,False,,,,,,0.0%,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,12,18%,0,0%,19,70%,False,Jack Doyle,True,17,10
2014.0,2014-12-21,15.0,16.0,24.23,IND,DAL,L 7-42,False,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,42%,0,0%,16,64%,True,Jack Doyle,False,7,42
2014.0,2014-12-28,16.0,17.0,24.237,IND,TEN,W 27-10,True,5,4,21,5.25,1,80.0%,4.20,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,79%,0,0%,21,72%,True,Jack Doyle,True,27,10
2015.0,2015-09-13,1.0,1.0,25.131,IND,BUF,L 14-27,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,20%,0,0%,14,58%,True,Jack Doyle,False,14,27
2015.0,2015-09-21,2.0,2.0,25.139,IND,NYJ,L 7-20,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,27%,0,0%,12,55%,False,Jack Doyle,False,7,20
2015.0,2015-09-27,3.0,3.0,25.145,IND,TEN,W 35-33,False,3,3,32,10.67,0,100.0%,10.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,34%,0,0%,20,59%,True,Jack Doyle,True,35,33
2015.0,2015-10-04,4.0,4.0,25.152,IND,JAX,W 16-13,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,51%,0,0%,14,42%,False,Jack Doyle,True,16,13
2015.0,2015-10-08,5.0,5.0,25.156,IND,HOU,W 27-20,False,2,1,0,0.00,0,50.0%,0.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,51%,0,0%,14,56%,True,Jack Doyle,True,27,20
2015.0,2015-10-18,6.0,6.0,25.166,IND,NWE,L 27-34,False,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,14%,0,0%,27,79%,False,Jack Doyle,False,27,34
2015.0,2015-10-25,7.0,7.0,25.173,IND,NOR,L 21-27,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,32,82%,False,Jack Doyle,False,21,27
2015.0,2015-11-02,8.0,8.0,25.181,IND,CAR,L 26-29,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,8%,0,0%,26,68%,True,Jack Doyle,False,26,29
2015.0,2015-11-08,9.0,9.0,25.187,IND,DEN,W 27-24,False,2,2,18,9.00,1,100.0%,9.00,1,10,10.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,39%,0,0%,23,77%,False,Jack Doyle,True,27,24
2015.0,2015-11-22,10.0,11.0,25.201,IND,ATL,W 24-21,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,30%,0,0%,22,81%,True,Jack Doyle,True,24,21
2015.0,2015-11-29,11.0,12.0,25.208,IND,TAM,W 25-12,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,34%,0,0%,21,75%,False,Jack Doyle,True,25,12
2015.0,2015-12-06,12.0,13.0,25.215,IND,PIT,L 10-45,False,0,0,0,,0,0.0%,,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,14%,0,0%,16,57%,True,Jack Doyle,False,10,45
2015.0,2015-12-13,13.0,14.0,25.222,IND,JAX,L 16-51,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,14%,0,0%,25,66%,True,Jack Doyle,False,16,51
2015.0,2015-12-20,14.0,15.0,25.229,IND,HOU,L 10-16,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,41%,0,0%,18,69%,False,Jack Doyle,False,10,16
2015.0,2015-12-27,15.0,16.0,25.236,IND,MIA,W 18-12,False,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,37%,0,0%,21,91%,True,Jack Doyle,True,18,12
2015.0,2016-01-03,16.0,17.0,25.243,IND,TEN,W 30-24,True,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,68%,0,0%,17,52%,False,Jack Doyle,True,30,24
2016.0,2016-09-11,1.0,1.0,26.129,IND,DET,L 35-39,True,4,3,35,11.67,2,75.0%,8.75,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,39,56%,0,0%,16,48%,False,Jack Doyle,False,35,39
2016.0,2016-09-18,2.0,2.0,26.136,IND,DEN,L 20-34,True,5,4,37,9.25,0,80.0%,7.40,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,62%,0,0%,16,53%,True,Jack Doyle,False,20,34
2016.0,2016-09-25,3.0,3.0,26.143,IND,SDG,W 26-22,True,6,6,65,10.83,0,100.0%,10.83,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,74%,0,0%,14,50%,False,Jack Doyle,True,26,22
2016.0,2016-10-02,4.0,4.0,26.15,IND,JAX,L 27-30,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,51%,0,0%,14,45%,True,Jack Doyle,False,27,30
2016.0,2016-10-09,5.0,5.0,26.157,IND,CHI,W 29-23,True,3,2,8,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,41%,0,0%,16,48%,False,Jack Doyle,True,29,23
2016.0,2016-10-16,6.0,6.0,26.164,IND,HOU,L 23-26,False,4,4,53,13.25,1,100.0%,13.25,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,89%,0,0%,18,53%,True,Jack Doyle,False,23,26
2016.0,2016-10-23,7.0,7.0,26.171,IND,TEN,W 34-26,True,10,9,78,8.67,1,90.0%,7.80,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,65,93%,0,0%,11,34%,True,Jack Doyle,True,34,26
2016.0,2016-10-30,8.0,8.0,26.178,IND,KAN,L 14-30,True,3,2,36,18.00,0,66.7%,12.00,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,52,79%,0,0%,10,31%,False,Jack Doyle,False,14,30
2016.0,2016-11-06,9.0,9.0,26.185,IND,GNB,W 31-26,True,9,5,61,12.20,0,55.6%,6.78,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,16,52%,True,Jack Doyle,True,31,26
2016.0,2016-11-20,10.0,11.0,26.199,IND,TEN,W 24-17,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,65%,0,0%,12,46%,False,Jack Doyle,True,24,17
2016.0,2016-11-24,11.0,12.0,26.203,IND,PIT,L 7-28,False,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,60%,0,0%,10,45%,False,Jack Doyle,False,7,28
2016.0,2016-12-05,12.0,13.0,26.214,IND,NYJ,W 41-10,True,4,4,30,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,51,70%,0,0%,12,44%,True,Jack Doyle,True,41,10
2016.0,2016-12-11,13.0,14.0,26.22,IND,HOU,L 17-22,True,6,5,55,11.00,0,83.3%,9.17,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,61%,0,0%,13,50%,False,Jack Doyle,False,17,22
2016.0,2016-12-18,14.0,15.0,26.227,IND,MIN,W 34-6,True,4,4,32,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,73%,0,0%,13,54%,True,Jack Doyle,True,34,6
2016.0,2016-12-24,15.0,16.0,26.233,IND,OAK,L 25-33,True,7,5,46,9.20,0,71.4%,6.57,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,64%,0,0%,12,44%,True,Jack Doyle,False,25,33
2016.0,2017-01-01,16.0,17.0,26.241,IND,JAX,W 24-20,True,5,2,10,5.00,1,40.0%,2.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,15,50%,False,Jack Doyle,True,24,20
2017.0,2017-09-10,1.0,1.0,27.128,IND,LAR,L 9-46,True,3,2,41,20.50,0,66.7%,13.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,92%,0,0%,9,26%,True,Jack Doyle,False,9,46
2017.0,2017-09-17,2.0,2.0,27.135,IND,ARI,L 13-16,True,8,8,79,9.88,0,100.0%,9.88,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,99%,0,0%,4,13%,False,Jack Doyle,False,13,16
2017.0,2017-09-24,3.0,3.0,27.142,IND,CLE,W 31-28,True,5,2,16,8.00,0,40.0%,3.20,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,66,100%,0,0%,6,18%,False,Jack Doyle,True,31,28
2017.0,2017-10-01,4.0,4.0,27.149,IND,SEA,L 18-46,True,7,5,27,5.40,0,71.4%,3.86,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,80%,0,0%,2,7%,True,Jack Doyle,False,18,46
2017.0,2017-10-08,5.0,5.0,,IND,SFO,W 26-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jack Doyle,True,26,23
2017.0,2017-10-16,6.0,6.0,27.164,IND,TEN,L 22-36,True,11,7,50,7.14,1,63.6%,4.55,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,58,100%,0,0%,5,16%,True,Jack Doyle,False,22,36
2017.0,2017-10-22,7.0,7.0,27.17,IND,JAX,L 0-27,True,7,6,44,7.33,0,85.7%,6.29,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,Jack Doyle,False,0,27
2017.0,2017-10-29,8.0,8.0,27.177,IND,CIN,L 23-24,True,14,12,121,10.08,1,85.7%,8.64,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,96%,0,0%,5,17%,True,Jack Doyle,False,23,24
2017.0,2017-11-05,9.0,9.0,27.184,IND,HOU,W 20-14,True,9,8,63,7.88,0,88.9%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,94%,0,0%,4,14%,True,Jack Doyle,True,20,14
2017.0,2017-11-12,10.0,10.0,27.191,IND,PIT,L 17-20,True,5,2,9,4.50,0,40.0%,1.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,98%,0,0%,3,10%,False,Jack Doyle,False,17,20
2017.0,2017-11-26,11.0,12.0,27.205,IND,TEN,L 16-20,True,8,7,94,13.43,0,87.5%,11.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,97%,0,0%,4,15%,False,Jack Doyle,False,16,20
2017.0,2017-12-03,12.0,13.0,27.212,IND,JAX,L 10-30,True,5,3,16,5.33,0,60.0%,3.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,93%,0,0%,2,8%,True,Jack Doyle,False,10,30
2017.0,2017-12-10,13.0,14.0,27.219,IND,BUF,L 7-13,True,3,2,4,2.00,1,66.7%,1.33,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,3,14%,True,Jack Doyle,False,7,13
2017.0,2017-12-14,14.0,15.0,27.223,IND,DEN,L 13-25,True,8,7,47,6.71,0,87.5%,5.88,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,100%,0,0%,6,27%,False,Jack Doyle,False,13,25
2017.0,2017-12-23,15.0,16.0,27.232,IND,BAL,L 16-23,True,10,5,41,8.20,0,50.0%,4.10,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,6,22%,True,Jack Doyle,False,16,23
2017.0,2017-12-31,16.0,17.0,27.24,IND,HOU,W 22-13,True,5,4,38,9.50,1,80.0%,7.60,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,3,12%,False,Jack Doyle,True,22,13
2018.0,2018-09-09,1.0,1.0,28.127,IND,CIN,L 23-34,True,10,7,60,8.57,0,70.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,77,94%,0,0%,7,24%,False,Jack Doyle,False,23,34
2018.0,2018-09-16,2.0,2.0,28.134,IND,WAS,W 21-9,True,5,2,20,10.00,0,40.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,97%,0,0%,8,32%,True,Jack Doyle,True,21,9
2018.0,2018-09-23,3.0,3.0,,IND,PHI,L 16-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jack Doyle,False,16,20
2018.0,2018-09-30,4.0,4.0,,IND,HOU,L 34-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jack Doyle,False,34,37
2018.0,2018-10-04,5.0,5.0,,IND,NWE,L 24-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jack Doyle,False,24,38
2018.0,2018-10-14,6.0,6.0,,IND,NYJ,L 34-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jack Doyle,False,34,42
2018.0,2018-10-21,7.0,7.0,,IND,BUF,W 37-5,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jack Doyle,True,37,5
2018.0,2018-10-28,8.0,8.0,28.176,IND,OAK,W 42-28,True,7,6,70,11.67,1,85.7%,10.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,73%,0,0%,0,0%,True,Jack Doyle,True,42,28
2018.0,2018-11-11,9.0,10.0,28.19,IND,JAX,W 29-26,True,3,3,36,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,87%,0,0%,5,17%,False,Jack Doyle,True,29,26
2018.0,2018-11-18,10.0,11.0,28.197,IND,TEN,W 38-10,True,4,4,43,10.75,0,100.0%,10.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,82%,0,0%,6,23%,False,Jack Doyle,True,38,10
2018.0,2018-11-25,11.0,12.0,28.204,IND,MIA,W 27-24,True,4,4,16,4.00,1,100.0%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,57%,0,0%,6,21%,False,Jack Doyle,True,27,24
2018.0,2018-12-02,12.0,13.0,,IND,JAX,L 0-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jack Doyle,False,0,6
2018.0,2018-12-09,13.0,14.0,,IND,HOU,W 24-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jack Doyle,True,24,21
2018.0,2018-12-16,14.0,15.0,,IND,DAL,W 23-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jack Doyle,True,23,0
2018.0,2018-12-23,15.0,16.0,,IND,NYG,W 28-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jack Doyle,True,28,27
