Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-09-28,4,4,22.027,MIN,TEN,False,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,30,Sidney Rice
2008,2008-10-06,5,5,,MIN,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,30,27,Sidney Rice
2008,2008-10-12,6,6,,MIN,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,12,10,Sidney Rice
2008,2008-10-19,7,7,22.048,MIN,CHI,False,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,41,48,Sidney Rice
2008,2008-11-02,8,9,22.062,MIN,HOU,False,1,1,8,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,28,21,Sidney Rice
2008,2008-11-09,9,10,22.069,MIN,GNB,False,2,1,3,3.00,1,50.0%,1.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,28,27,Sidney Rice
2008,2008-11-16,10,11,22.076,MIN,TAM,False,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,19,Sidney Rice
2008,2008-11-23,11,12,22.083,MIN,JAX,False,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,30,12,Sidney Rice
2008,2008-11-30,12,13,22.090,MIN,CHI,False,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,34,14,Sidney Rice
2008,2008-12-07,13,14,22.097,MIN,DET,True,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,20,16,Sidney Rice
2008,2008-12-14,14,15,22.104,MIN,ARI,False,1,1,6,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,35,14,Sidney Rice
2008,2008-12-21,15,16,22.111,MIN,ATL,False,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,17,24,Sidney Rice
2008,2008-12-28,16,17,22.118,MIN,NYG,False,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,19,Sidney Rice
2009,2009-09-13,1,1,23.012,MIN,CLE,True,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,True,True,34,20,Sidney Rice
2009,2009-09-20,2,2,23.019,MIN,DET,True,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,13,Sidney Rice
2009,2009-09-27,3,3,23.026,MIN,SFO,True,7,4,56,14.00,1,57.1%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,27,24,Sidney Rice
2009,2009-10-05,4,4,23.034,MIN,GNB,False,6,5,70,14.00,1,83.3%,11.67,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,30,23,Sidney Rice
2009,2009-10-11,5,5,23.040,MIN,STL,True,5,3,61,20.33,0,60.0%,12.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,38,10,Sidney Rice
2009,2009-10-18,6,6,23.047,MIN,BAL,True,7,6,176,29.33,0,85.7%,25.14,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,33,31,Sidney Rice
2009,2009-10-25,7,7,23.054,MIN,PIT,True,13,10,136,13.60,0,76.9%,10.46,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,27,Sidney Rice
2009,2009-11-01,8,8,23.061,MIN,GNB,True,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,38,26,Sidney Rice
2009,2009-11-15,9,10,23.075,MIN,DET,False,9,7,201,28.71,0,77.8%,22.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,10,Sidney Rice
2009,2009-11-22,10,11,23.082,MIN,SEA,True,7,6,89,14.83,2,85.7%,12.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,,0,0,0,0,,,,,,,False,True,35,9,Sidney Rice
2009,2009-11-29,11,12,23.089,MIN,CHI,True,10,6,89,14.83,0,60.0%,8.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,36,10,Sidney Rice
2009,2009-12-06,12,13,23.096,MIN,ARI,True,16,7,72,10.29,0,43.8%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,30,Sidney Rice
2009,2009-12-13,13,14,23.103,MIN,CIN,True,9,4,39,9.75,1,44.4%,4.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,30,10,Sidney Rice
2009,2009-12-20,14,15,23.110,MIN,CAR,True,4,4,69,17.25,0,100.0%,17.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,1,1,0,0,0,0,,,,,,,True,False,7,26,Sidney Rice
2009,2009-12-28,15,16,23.118,MIN,CHI,True,8,6,56,9.33,1,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,30,36,Sidney Rice
2009,2010-01-03,16,17,23.124,MIN,NYG,True,6,6,112,18.67,2,100.0%,18.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0,,0,0,0,0,,,,,,,False,True,44,7,Sidney Rice
2010,2010-09-09,1,1,,MIN,NOR,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,False,9,14,Sidney Rice
2010,2010-09-19,2,2,,MIN,MIA,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,False,10,14,Sidney Rice
2010,2010-09-26,3,3,,MIN,DET,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,True,24,10,Sidney Rice
2010,2010-10-11,4,5,,MIN,NYJ,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,False,20,29,Sidney Rice
2010,2010-10-17,5,6,,MIN,DAL,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,True,24,21,Sidney Rice
2010,2010-10-24,6,7,,MIN,GNB,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,False,24,28,Sidney Rice
2010,2010-10-31,7,8,,MIN,NWE,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,False,18,28,Sidney Rice
2010,2010-11-07,8,9,,MIN,ARI,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,True,27,24,Sidney Rice
2010,2010-11-14,9,10,,MIN,CHI,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,False,13,27,Sidney Rice
2010,2010-11-21,10,11,24.081,MIN,GNB,True,10,3,56,18.67,0,30.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,3,31,Sidney Rice
2010,2010-11-28,11,12,24.088,MIN,WAS,True,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,17,13,Sidney Rice
2010,2010-12-05,12,13,24.095,MIN,BUF,True,6,5,105,21.00,2,83.3%,17.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,0,,0,0,0,0,,,,,,,False,True,38,14,Sidney Rice
2010,2010-12-13,13,14,24.103,MIN,NYG,True,12,5,60,12.00,0,41.7%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,3,21,Sidney Rice
2010,2010-12-20,14,15,24.110,MIN,CHI,True,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,14,40,Sidney Rice
2010,2010-12-28,15,16,24.118,MIN,PHI,False,5,1,16,16.00,0,20.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,24,14,Sidney Rice
2010,2011-01-02,16,17,,MIN,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,20,Sidney Rice
2011,2011-09-11,1,1,,SEA,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,33,Sidney Rice
2011,2011-09-18,2,2,,SEA,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,0,24,Sidney Rice
2011,2011-09-25,3,3,25.024,SEA,ARI,True,10,8,109,13.63,0,80.0%,10.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,13,10,Sidney Rice
2011,2011-10-02,4,4,25.031,SEA,ATL,True,6,3,79,26.33,1,50.0%,13.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,28,30,Sidney Rice
2011,2011-10-09,5,5,25.038,SEA,NYG,True,5,4,38,9.50,0,80.0%,7.60,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,,,,,,,True,True,36,25,Sidney Rice
2011,2011-10-23,6,7,25.052,SEA,CLE,True,5,2,38,19.00,0,40.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,3,6,Sidney Rice
2011,2011-10-30,7,8,25.059,SEA,CIN,True,14,7,102,14.57,0,50.0%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,12,34,Sidney Rice
2011,2011-11-06,8,9,25.066,SEA,DAL,True,8,3,69,23.00,0,37.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,23,Sidney Rice
2011,2011-11-13,9,10,25.073,SEA,BAL,True,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,22,17,Sidney Rice
2011,2011-11-20,10,11,25.080,SEA,STL,True,3,3,35,11.67,1,100.0%,11.67,0,0,,0,1,1,100.00,55,0,0,118.7,0,0,55.00,55.00,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,24,7,Sidney Rice
