Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-10-04,4,4,27.329,CAR,,ARI,W 31-21,True,26,37,70.27,276,2,1,98.5,0,0,7.46,7.32,6,32,5.33,1,,1,6,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-10-11,5,5,27.336,CAR,@,ATL,W 23-16,True,27,36,75.00,313,2,0,119.3,0,0,8.69,9.81,3,3,1.00,0,,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-10-18,6,6,27.343,CAR,,CHI,L 16-23,True,16,29,55.17,216,0,2,50.4,4,25,7.45,4.34,8,48,6.00,0,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-10-25,7,7,27.350,CAR,@,NOR,L 24-27,True,23,28,82.14,254,2,0,128.3,1,8,9.07,10.50,2,10,5.00,0,,0,0,0,0,0,0,0,0,46,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-10-29,8,8,27.354,CAR,,ATL,L 17-25,True,15,23,65.22,176,1,1,84.7,3,22,7.65,6.57,5,30,6.00,0,,0,0,0,0,0,0,0,0,48,89%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-11-08,9,9,27.364,CAR,@,KAN,L 31-33,True,36,49,73.47,310,2,0,103.3,2,7,6.33,7.14,2,19,9.50,1,,1,6,0,0,0,0,0,0,83,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-11-15,10,10,28.005,CAR,,TAM,L 23-46,True,18,24,75.00,136,2,1,98.6,1,5,5.67,5.46,3,16,5.33,1,,1,6,0,0,0,0,0,0,43,90%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-11-22,11,11,,CAR,,DET,W 20-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Teddy Bridgewater
2020,2020-11-29,12,12,28.019,CAR,@,MIN,L 27-28,True,19,36,52.78,267,1,1,74.7,0,0,7.42,6.72,2,12,6.00,0,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-12-13,13,14,28.033,CAR,,DEN,L 27-32,True,30,40,75.00,283,0,0,94.1,4,38,7.08,7.08,3,31,10.33,1,,1,6,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-12-19,14,15,28.039,CAR,@,GNB,L 16-24,True,21,35,60.00,258,0,0,82.8,3,9,7.37,7.37,4,26,6.50,1,,1,6,1,1,0,0,0,0,69,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-12-27,15,16,28.047,CAR,@,WAS,W 20-13,True,19,28,67.86,197,1,1,85.0,4,30,7.04,6.14,6,7,1.17,0,,0,0,2,1,0,0,0,0,67,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2021-01-03,16,17,28.054,CAR,,NOR,L 7-33,True,13,23,56.52,176,0,2,44.8,1,10,7.65,3.74,3,7,2.33,0,,0,0,2,0,0,1,-7,0,39,63%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-09-12,1,1,28.306,DEN,@,NYG,W 27-13,True,28,36,77.78,264,2,0,115.7,2,9,7.33,8.44,3,19,6.33,0,,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-09-19,2,2,28.313,DEN,@,JAX,W 23-13,True,26,34,76.47,328,2,0,125.6,3,26,9.65,10.82,4,1,0.25,0,,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-09-26,3,3,28.320,DEN,,NYJ,W 26-0,True,19,25,76.00,235,0,0,104.6,2,12,9.40,9.40,4,24,6.00,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-10-03,4,4,28.327,DEN,,BAL,L 7-23,True,7,16,43.75,65,1,0,76.3,2,15,4.06,5.31,1,2,2.00,0,,0,0,0,0,0,0,0,0,31,51%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-10-10,5,5,28.334,DEN,@,PIT,L 19-27,True,24,38,63.16,288,2,1,92.9,2,20,7.58,7.45,1,11,11.00,0,,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-10-17,6,6,28.341,DEN,,LVR,L 24-34,True,35,49,71.43,334,3,3,84.9,5,25,6.82,5.29,2,9,4.50,0,,0,0,1,1,0,0,0,0,81,100%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-10-21,7,7,28.345,DEN,@,CLE,L 14-17,True,23,33,69.70,187,2,1,91.4,2,5,5.67,5.52,2,3,1.50,0,,0,0,0,0,0,0,0,0,50,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-10-31,8,8,28.355,DEN,,WAS,W 17-10,True,19,26,73.08,213,1,0,109.9,4,23,8.19,8.96,1,1,1.00,0,,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-11-07,9,9,28.362,DEN,@,DAL,W 30-16,True,19,28,67.86,249,1,0,107.6,4,32,8.89,9.61,3,-1,-0.33,1,,1,6,0,0,0,0,0,0,78,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-11-14,10,10,29.004,DEN,,PHI,L 13-30,True,22,36,61.11,226,0,0,79.2,1,14,6.28,6.28,0,0,,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-11-28,11,12,29.018,DEN,,LAC,W 28-13,True,11,18,61.11,129,1,0,101.4,0,0,7.17,8.28,2,10,5.00,1,,1,6,0,0,0,0,0,0,43,69%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-12-05,12,13,29.025,DEN,@,KAN,L 9-22,True,22,40,55.00,257,1,2,62.2,1,7,6.43,4.68,4,17,4.25,0,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,True,Teddy Bridgewater
2021,2021-12-12,13,14,29.032,DEN,,DET,W 38-10,True,18,25,72.00,179,2,0,118.6,1,5,7.16,8.76,0,0,,0,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-12-19,14,15,29.039,DEN,,CIN,L 10-15,True,12,22,54.55,98,0,0,66.1,2,18,4.45,4.45,3,10,3.33,0,,0,0,0,0,0,0,0,0,43,57%,0,0%,0,0%,False,Teddy Bridgewater
2021,2021-12-26,15,16,,DEN,@,LVR,L 13-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Teddy Bridgewater
2021,2022-01-02,16,17,,DEN,@,LAC,L 13-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Teddy Bridgewater
2021,2022-01-08,17,18,,DEN,,KAN,L 24-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
,73 Games,,,,,,,41-32-0,False,1323,1988,66.55,14437,71,43,90.7,159,1069,7.26,7.00,216,819,3.79,11,1,11,68,19,7,0,3,-9,0,,,,,,,False,Teddy Bridgewater
