Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2012,2012-11-11,9,10,,DAL,@,PHI,W 38-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeMarco Murray
2012,2012-11-18,10,11,,DAL,,CLE,W 23-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeMarco Murray
2012,2012-11-22,11,12,,DAL,,WAS,L 31-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeMarco Murray
2012,2012-12-02,12,13,24.294,DAL,,PHI,W 38-33,True,23,83,3.61,1,4,4,19,4.75,0,100.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,38,58%,0,0%,0,0%,False,DeMarco Murray
2012,2012-12-09,13,14,24.301,DAL,@,CIN,W 20-19,True,21,53,2.52,1,6,4,22,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,63,88%,0,0%,0,0%,True,DeMarco Murray
2012,2012-12-16,14,15,24.308,DAL,,PIT,W 27-24,True,14,81,5.79,1,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,1,0,0,0,0,55,82%,0,0%,0,0%,False,DeMarco Murray
2012,2012-12-23,15,16,24.315,DAL,,NOR,L 31-34,True,11,40,3.64,0,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,50,88%,0,0%,0,0%,False,DeMarco Murray
2012,2012-12-30,16,17,24.322,DAL,@,WAS,L 18-28,True,17,76,4.47,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,51,82%,0,0%,0,0%,True,DeMarco Murray
2013,2013-09-08,1,1,25.208,DAL,,NYG,W 36-31,True,20,86,4.30,0,10,8,39,4.88,0,80.0%,3.90,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,69,90%,0,0%,0,0%,False,DeMarco Murray
2013,2013-09-15,2,2,25.215,DAL,@,KAN,L 16-17,True,12,25,2.08,0,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,True,DeMarco Murray
2013,2013-09-22,3,3,25.222,DAL,,STL,W 31-7,True,26,175,6.73,1,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,0,0,1,0,0,48,77%,0,0%,0,0%,False,DeMarco Murray
2013,2013-09-29,4,4,25.229,DAL,@,SDG,L 21-30,True,14,70,5.00,0,5,5,22,4.40,0,100.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,56,95%,0,0%,0,0%,True,DeMarco Murray
2013,2013-10-06,5,5,25.236,DAL,,DEN,L 48-51,True,12,43,3.58,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,42,72%,0,0%,0,0%,False,DeMarco Murray
2013,2013-10-13,6,6,25.243,DAL,,WAS,W 31-16,True,7,29,4.14,1,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,15,28%,0,0%,0,0%,False,DeMarco Murray
2013,2013-10-20,7,7,,DAL,@,PHI,W 17-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeMarco Murray
2013,2013-10-27,8,8,,DAL,@,DET,L 30-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeMarco Murray
2013,2013-11-03,9,9,25.264,DAL,,MIN,W 27-23,True,4,31,7.75,0,7,6,19,3.17,0,85.7%,2.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,39,60%,0,0%,0,0%,False,DeMarco Murray
2013,2013-11-10,10,10,25.271,DAL,@,NOR,L 17-49,True,16,89,5.56,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,25,56%,0,0%,0,0%,True,DeMarco Murray
2013,2013-11-24,11,12,25.285,DAL,@,NYG,W 24-21,True,14,86,6.14,0,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,55,85%,0,0%,0,0%,True,DeMarco Murray
2013,2013-11-28,12,13,25.289,DAL,,OAK,W 31-24,True,17,63,3.71,3,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,0,,,0,0,,0,3,18,0,0,0,0,0,0,52,76%,0,0%,0,0%,False,DeMarco Murray
2013,2013-12-09,13,14,25.300,DAL,@,CHI,L 28-45,True,18,146,8.11,0,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,38,69%,0,0%,0,0%,True,DeMarco Murray
2013,2013-12-15,14,15,25.306,DAL,,GNB,L 36-37,True,18,134,7.44,1,7,4,19,4.75,0,57.1%,2.71,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,65,89%,0,0%,0,0%,False,DeMarco Murray
2013,2013-12-22,15,16,25.313,DAL,@,WAS,W 24-23,True,22,96,4.36,1,3,3,15,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,50,94%,0,0%,0,0%,True,DeMarco Murray
2013,2013-12-29,16,17,25.320,DAL,,PHI,L 22-24,True,17,48,2.82,0,7,5,39,7.80,0,71.4%,5.57,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,62,94%,0,0%,0,0%,False,DeMarco Murray
2014,2014-09-07,1,1,26.207,DAL,,SFO,L 17-28,True,22,118,5.36,1,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,1,0,0,0,0,61,88%,0,0%,0,0%,False,DeMarco Murray
2014,2014-09-14,2,2,26.214,DAL,@,TEN,W 26-10,True,29,167,5.76,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,1,0,0,0,0,58,72%,0,0%,0,0%,True,DeMarco Murray
2014,2014-09-21,3,3,26.221,DAL,@,STL,W 34-31,True,24,100,4.17,1,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,1,0,0,0,0,44,79%,0,0%,1,4%,True,DeMarco Murray
2014,2014-09-28,4,4,26.228,DAL,,NOR,W 38-17,True,24,149,6.21,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,50,76%,0,0%,0,0%,False,DeMarco Murray
2014,2014-10-05,5,5,26.235,DAL,,HOU,W 20-17,True,31,136,4.39,0,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,67,88%,0,0%,0,0%,False,DeMarco Murray
2014,2014-10-12,6,6,26.242,DAL,@,SEA,W 30-23,True,28,115,4.11,1,6,6,31,5.17,0,100.0%,5.17,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,52,69%,0,0%,0,0%,True,DeMarco Murray
2014,2014-10-19,7,7,26.249,DAL,,NYG,W 31-21,True,28,128,4.57,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,44,71%,0,0%,0,0%,False,DeMarco Murray
2014,2014-10-27,8,8,26.257,DAL,,WAS,L 17-20,True,19,141,7.42,0,4,4,80,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,2,0,0,43,66%,0,0%,0,0%,False,DeMarco Murray
2014,2014-11-02,9,9,26.263,DAL,,ARI,L 17-28,True,19,79,4.16,0,4,4,11,2.75,0,100.0%,2.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,43,67%,0,0%,0,0%,False,DeMarco Murray
2014,2014-11-09,10,10,26.270,DAL,@,JAX,W 31-17,True,19,100,5.26,0,7,6,31,5.17,0,85.7%,4.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,36,60%,0,0%,0,0%,True,DeMarco Murray
2014,2014-11-23,11,12,26.284,DAL,@,NYG,W 31-28,True,24,121,5.04,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,51,94%,0,0%,0,0%,True,DeMarco Murray
2014,2014-11-27,12,13,26.288,DAL,,PHI,L 10-33,True,20,73,3.65,1,6,6,40,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,48,79%,0,0%,0,0%,False,DeMarco Murray
2014,2014-12-04,13,14,26.295,DAL,@,CHI,W 41-28,True,32,179,5.59,1,10,9,49,5.44,0,90.0%,4.90,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,58,94%,0,0%,0,0%,True,DeMarco Murray
2014,2014-12-14,14,15,26.305,DAL,@,PHI,W 38-27,True,31,81,2.61,2,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,57,70%,0,0%,0,0%,True,DeMarco Murray
2014,2014-12-21,15,16,26.312,DAL,,IND,W 42-7,True,22,58,2.64,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,31,49%,0,0%,0,0%,False,DeMarco Murray
2014,2014-12-28,16,17,26.319,DAL,@,WAS,W 44-17,True,20,100,5.00,1,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,DeMarco Murray
2015,2015-09-14,1,1,27.214,PHI,@,ATL,L 24-26,True,8,9,1.13,1,5,4,11,2.75,1,80.0%,2.20,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,32,44%,0,0%,0,0%,True,DeMarco Murray
2015,2015-09-20,2,2,27.220,PHI,,DAL,L 10-20,True,13,2,0.15,0,5,5,53,10.60,0,100.0%,10.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,43,69%,0,0%,0,0%,False,DeMarco Murray
2015,2015-09-27,3,3,,PHI,@,NYJ,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeMarco Murray
2015,2015-10-04,4,4,27.234,PHI,@,WAS,L 20-23,False,8,36,4.50,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,25,45%,0,0%,0,0%,True,DeMarco Murray
2015,2015-10-11,5,5,27.241,PHI,,NOR,W 39-17,True,20,83,4.15,1,8,7,37,5.29,0,87.5%,4.63,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,43,51%,0,0%,0,0%,False,DeMarco Murray
2015,2015-10-19,6,6,27.249,PHI,,NYG,W 27-7,False,21,112,5.33,1,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,45,57%,0,0%,0,0%,False,DeMarco Murray
2015,2015-10-25,7,7,27.255,PHI,@,CAR,L 16-27,True,18,65,3.61,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,39,47%,0,0%,0,0%,True,DeMarco Murray
2015,2015-11-08,8,9,27.269,PHI,@,DAL,W 33-27,True,18,83,4.61,1,7,6,78,13.00,0,85.7%,11.14,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,42,57%,0,0%,0,0%,True,DeMarco Murray
2015,2015-11-15,9,10,27.276,PHI,,MIA,L 19-20,True,22,61,2.77,0,8,6,58,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,60,62%,0,0%,0,0%,False,DeMarco Murray
2015,2015-11-22,10,11,27.283,PHI,,TAM,L 17-45,True,13,64,4.92,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,30,42%,0,0%,0,0%,False,DeMarco Murray
2015,2015-11-26,11,12,27.287,PHI,@,DET,L 14-45,True,14,30,2.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,35,59%,0,0%,0,0%,True,DeMarco Murray
2015,2015-12-06,12,13,27.297,PHI,@,NWE,W 35-28,False,8,24,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,14,23%,0,0%,0,0%,True,DeMarco Murray
2015,2015-12-13,13,14,27.304,PHI,,BUF,W 23-20,False,11,34,3.09,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,25,32%,0,0%,0,0%,False,DeMarco Murray
2015,2015-12-20,14,15,27.311,PHI,,ARI,L 17-40,False,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,False,DeMarco Murray
2015,2015-12-26,15,16,27.317,PHI,,WAS,L 24-38,False,5,27,5.40,1,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,15,19%,0,0%,0,0%,False,DeMarco Murray
2015,2016-01-03,16,17,27.325,PHI,@,NYG,W 35-30,False,12,69,5.75,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,1,0,0,0,0,26,39%,0,0%,0,0%,True,DeMarco Murray
2016,2016-09-11,1,1,28.212,TEN,,MIN,L 16-25,True,13,42,3.23,0,7,5,35,7.00,2,71.4%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,1,1,0,0,0,0,50,75%,0,0%,0,0%,False,DeMarco Murray
2016,2016-09-18,2,2,28.219,TEN,@,DET,W 16-15,True,12,89,7.42,0,7,7,56,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,True,DeMarco Murray
2016,2016-09-25,3,3,28.226,TEN,,OAK,L 10-17,True,16,114,7.13,1,5,5,41,8.20,0,100.0%,8.20,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,51,75%,0,0%,0,0%,False,DeMarco Murray
2016,2016-10-02,4,4,28.233,TEN,@,HOU,L 20-27,True,25,95,3.80,2,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,1,0,0,1,0,0,64,96%,0,0%,0,0%,True,DeMarco Murray
2016,2016-10-09,5,5,28.240,TEN,@,MIA,W 30-17,True,27,121,4.48,0,6,5,16,3.20,0,83.3%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,60,81%,0,0%,0,0%,True,DeMarco Murray
2016,2016-10-16,6,6,28.247,TEN,,CLE,W 28-26,True,21,65,3.10,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,59,95%,0,0%,0,0%,False,DeMarco Murray
2016,2016-10-23,7,7,28.254,TEN,,IND,L 26-34,True,25,107,4.28,1,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,70,96%,0,0%,0,0%,False,DeMarco Murray
