Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2011-10-30,7.0,8.0,26.123,SEA,CIN,L 12-34,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,False,12,34
2011.0,2011-11-06,8.0,9.0,26.13,SEA,DAL,L 13-23,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Stephen Hauschka,False,13,23
2011.0,2011-11-13,9.0,10.0,26.137,SEA,BAL,W 22-17,False,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,True,22,17
2011.0,2011-11-20,10.0,11.0,26.144,SEA,STL,W 24-7,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Stephen Hauschka,True,24,7
2011.0,2011-11-27,11.0,12.0,26.151,SEA,WAS,L 17-23,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,False,17,23
2011.0,2011-12-01,12.0,13.0,26.155,SEA,PHI,W 31-14,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,True,31,14
2011.0,2011-12-12,13.0,14.0,26.166,SEA,STL,W 30-13,False,3,3,100.0,3,4,75.0,0,12,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,True,30,13
2011.0,2011-12-18,14.0,15.0,26.172,SEA,CHI,W 38-14,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Stephen Hauschka,True,38,14
2011.0,2011-12-24,15.0,16.0,26.178,SEA,SFO,L 17-19,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Stephen Hauschka,False,17,19
2011.0,2012-01-01,16.0,17.0,26.186,SEA,ARI,L 20-23,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Stephen Hauschka,False,20,23
2012.0,2012-09-09,1.0,1.0,27.072,SEA,ARI,L 16-20,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,33%,True,Stephen Hauschka,False,16,20
2012.0,2012-09-16,2.0,2.0,27.079,SEA,DAL,W 27-7,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,46%,False,Stephen Hauschka,True,27,7
2012.0,2012-09-24,3.0,3.0,27.087,SEA,GNB,W 14-12,False,2,2,100.0,,,,0,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,4,17%,False,Stephen Hauschka,True,14,12
2012.0,2012-09-30,4.0,4.0,27.093,SEA,STL,L 13-19,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,27%,True,Stephen Hauschka,False,13,19
2012.0,2012-10-07,5.0,5.0,27.1,SEA,CAR,W 16-12,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,33%,True,Stephen Hauschka,True,16,12
2012.0,2012-10-14,6.0,6.0,27.107,SEA,NWE,W 24-23,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%,False,Stephen Hauschka,True,24,23
2012.0,2012-10-18,7.0,7.0,27.111,SEA,SFO,L 6-13,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,26%,True,Stephen Hauschka,False,6,13
2012.0,2012-10-28,8.0,8.0,27.121,SEA,DET,L 24-28,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,37%,True,Stephen Hauschka,False,24,28
2012.0,2012-11-04,9.0,9.0,27.128,SEA,MIN,W 30-20,False,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%,False,Stephen Hauschka,True,30,20
2012.0,2012-11-11,10.0,10.0,27.135,SEA,NYJ,W 28-7,False,4,4,100.0,,,,0,4,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,36%,False,Stephen Hauschka,True,28,7
2012.0,2012-11-25,11.0,12.0,27.149,SEA,MIA,L 21-24,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%,True,Stephen Hauschka,False,21,24
2012.0,2012-12-02,12.0,13.0,27.156,SEA,CHI,W 23-17,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,29%,True,Stephen Hauschka,True,23,17
2012.0,2012-12-09,13.0,14.0,27.163,SEA,ARI,W 58-0,False,7,7,100.0,3,3,100.0,0,16,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,21,68%,False,Stephen Hauschka,True,58,0
2012.0,2012-12-16,14.0,15.0,27.17,SEA,BUF,W 50-17,False,5,6,83.3,3,3,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,59%,True,Stephen Hauschka,True,50,17
2012.0,2012-12-23,15.0,16.0,27.177,SEA,SFO,W 42-13,False,6,6,100.0,,,,0,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,52%,False,Stephen Hauschka,True,42,13
2012.0,2012-12-30,16.0,17.0,27.184,SEA,STL,W 20-13,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%,False,Stephen Hauschka,True,20,13
2013.0,2013-09-08,1.0,1.0,28.071,SEA,CAR,W 12-7,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,32%,True,Stephen Hauschka,True,12,7
2013.0,2013-09-15,2.0,2.0,28.078,SEA,SFO,W 29-3,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,46%,False,Stephen Hauschka,True,29,3
2013.0,2013-09-22,3.0,3.0,28.085,SEA,JAX,W 45-17,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,45%,False,Stephen Hauschka,True,45,17
2013.0,2013-09-29,4.0,4.0,28.092,SEA,HOU,W 23-20,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,32%,True,Stephen Hauschka,True,23,20
2013.0,2013-10-06,5.0,5.0,28.099,SEA,IND,L 28-34,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,45%,True,Stephen Hauschka,False,28,34
2013.0,2013-10-13,6.0,6.0,28.106,SEA,TEN,W 20-13,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,38%,False,Stephen Hauschka,True,20,13
2013.0,2013-10-17,7.0,7.0,28.11,SEA,ARI,W 34-22,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,43%,True,Stephen Hauschka,True,34,22
2013.0,2013-10-28,8.0,8.0,28.121,SEA,STL,W 14-9,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,19%,True,Stephen Hauschka,True,14,9
2013.0,2013-11-03,9.0,9.0,28.127,SEA,TAM,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,38%,False,Stephen Hauschka,True,27,24
2013.0,2013-11-10,10.0,10.0,28.134,SEA,ATL,W 33-10,False,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,56%,True,Stephen Hauschka,True,33,10
2013.0,2013-11-17,11.0,11.0,28.141,SEA,MIN,W 41-20,False,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,47%,False,Stephen Hauschka,True,41,20
2013.0,2013-12-02,12.0,13.0,28.156,SEA,NOR,W 34-7,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,52%,False,Stephen Hauschka,True,34,7
2013.0,2013-12-08,13.0,14.0,28.162,SEA,SFO,L 17-19,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%,True,Stephen Hauschka,False,17,19
2013.0,2013-12-15,14.0,15.0,28.169,SEA,NYG,W 23-0,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%,True,Stephen Hauschka,True,23,0
2013.0,2013-12-22,15.0,16.0,28.176,SEA,ARI,L 10-17,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,24%,False,Stephen Hauschka,False,10,17
2013.0,2013-12-29,16.0,17.0,28.183,SEA,STL,W 27-9,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,38%,False,Stephen Hauschka,True,27,9
2014.0,2014-09-04,1.0,1.0,29.067,SEA,GNB,W 36-16,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,48%,False,Stephen Hauschka,True,36,16
2014.0,2014-09-14,2.0,2.0,29.077,SEA,SDG,L 21-30,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%,True,Stephen Hauschka,False,21,30
2014.0,2014-09-21,3.0,3.0,29.084,SEA,DEN,W 26-20,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,31%,False,Stephen Hauschka,True,26,20
2014.0,2014-10-06,4.0,5.0,29.099,SEA,WAS,W 27-17,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,36%,True,Stephen Hauschka,True,27,17
2014.0,2014-10-12,5.0,6.0,29.105,SEA,DAL,L 23-30,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,35%,False,Stephen Hauschka,False,23,30
2014.0,2014-10-19,6.0,7.0,29.112,SEA,STL,L 26-28,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,36%,True,Stephen Hauschka,False,26,28
2014.0,2014-10-26,7.0,8.0,29.119,SEA,CAR,W 13-9,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,37%,True,Stephen Hauschka,True,13,9
2014.0,2014-11-02,8.0,9.0,29.126,SEA,OAK,W 30-24,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0%,0,0%,14,39%,False,Stephen Hauschka,True,30,24
2014.0,2014-11-09,9.0,10.0,29.133,SEA,NYG,W 38-17,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,52%,False,Stephen Hauschka,True,38,17
2014.0,2014-11-16,10.0,11.0,29.14,SEA,KAN,L 20-24,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,38%,True,Stephen Hauschka,False,20,24
2014.0,2014-11-23,11.0,12.0,29.147,SEA,ARI,W 19-3,False,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,46%,False,Stephen Hauschka,True,19,3
2014.0,2014-11-27,12.0,13.0,29.151,SEA,SFO,W 19-3,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,46%,True,Stephen Hauschka,True,19,3
2014.0,2014-12-07,13.0,14.0,29.161,SEA,PHI,W 24-14,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,9,31%,True,Stephen Hauschka,True,24,14
2014.0,2014-12-14,14.0,15.0,29.168,SEA,SFO,W 17-7,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,37%,False,Stephen Hauschka,True,17,7
2014.0,2014-12-21,15.0,16.0,29.175,SEA,ARI,W 35-6,False,5,5,100.0,,3,0.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,44%,True,Stephen Hauschka,True,35,6
2014.0,2014-12-28,16.0,17.0,29.182,SEA,STL,W 20-6,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,41%,False,Stephen Hauschka,True,20,6
2015.0,2015-09-13,1.0,1.0,30.076,SEA,STL,L 31-34,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,38%,True,Stephen Hauschka,False,31,34
2015.0,2015-09-20,2.0,2.0,30.083,SEA,GNB,L 17-27,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,26%,True,Stephen Hauschka,False,17,27
2015.0,2015-09-27,3.0,3.0,30.09,SEA,CHI,W 26-0,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,44%,False,Stephen Hauschka,True,26,0
2015.0,2015-10-05,4.0,4.0,30.098,SEA,DET,W 13-10,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,29%,False,Stephen Hauschka,True,13,10
2015.0,2015-10-11,5.0,5.0,30.104,SEA,CIN,L 24-27,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,25%,True,Stephen Hauschka,False,24,27
2015.0,2015-10-18,6.0,6.0,30.111,SEA,CAR,L 23-27,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,34%,False,Stephen Hauschka,False,23,27
2015.0,2015-10-22,7.0,7.0,30.115,SEA,SFO,W 20-3,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,36%,True,Stephen Hauschka,True,20,3
2015.0,2015-11-01,8.0,8.0,30.125,SEA,DAL,W 13-12,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,32%,True,Stephen Hauschka,True,13,12
2015.0,2015-11-15,9.0,10.0,30.139,SEA,ARI,L 32-39,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,32%,False,Stephen Hauschka,False,32,39
2015.0,2015-11-22,10.0,11.0,30.146,SEA,SFO,W 29-13,False,2,4,50.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,38%,False,Stephen Hauschka,True,29,13
2015.0,2015-11-29,11.0,12.0,30.153,SEA,PIT,W 39-30,False,3,4,75.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,35%,False,Stephen Hauschka,True,39,30
2015.0,2015-12-06,12.0,13.0,30.16,SEA,MIN,W 38-7,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,52%,True,Stephen Hauschka,True,38,7
2015.0,2015-12-13,13.0,14.0,30.167,SEA,BAL,W 35-6,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,46%,True,Stephen Hauschka,True,35,6
2015.0,2015-12-20,14.0,15.0,30.174,SEA,CLE,W 30-13,False,3,3,100.0,3,3,100.0,0,12,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,52%,False,Stephen Hauschka,True,30,13
2015.0,2015-12-27,15.0,16.0,30.181,SEA,STL,L 17-23,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,26%,False,Stephen Hauschka,False,17,23
2015.0,2016-01-03,16.0,17.0,30.188,SEA,ARI,W 36-6,False,3,4,75.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,16,57%,True,Stephen Hauschka,True,36,6
2016.0,2016-09-11,1.0,1.0,31.074,SEA,MIA,W 12-10,False,,1,0.0,2,2,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,6,24%,False,Stephen Hauschka,True,12,10
2016.0,2016-09-18,2.0,2.0,31.081,SEA,LAR,L 3-9,False,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,3,13%,True,Stephen Hauschka,False,3,9
2016.0,2016-09-25,3.0,3.0,31.088,SEA,SFO,W 37-18,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,48%,False,Stephen Hauschka,True,37,18
2016.0,2016-10-02,4.0,4.0,31.095,SEA,NYJ,W 27-17,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,39%,True,Stephen Hauschka,True,27,17
2016.0,2016-10-16,5.0,6.0,31.109,SEA,ATL,W 26-24,False,2,3,66.7,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,40%,False,Stephen Hauschka,True,26,24
2016.0,2016-10-23,6.0,7.0,31.116,SEA,ARI,T 6-6,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,23%,True,Stephen Hauschka,False,6,6
2016.0,2016-10-30,7.0,8.0,31.123,SEA,NOR,L 20-25,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,37%,True,Stephen Hauschka,False,20,25
2016.0,2016-11-07,8.0,9.0,31.131,SEA,BUF,W 31-25,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,39%,False,Stephen Hauschka,True,31,25
2016.0,2016-11-13,9.0,10.0,31.137,SEA,NWE,W 31-24,False,1,2,50.0,4,4,100.0,0,13,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0%,0,0%,14,52%,True,Stephen Hauschka,True,31,24
2016.0,2016-11-20,10.0,11.0,31.144,SEA,PHI,W 26-15,False,2,3,66.7,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,41%,False,Stephen Hauschka,True,26,15
2016.0,2016-11-27,11.0,12.0,31.151,SEA,TAM,L 5-14,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,14%,True,Stephen Hauschka,False,5,14
2016.0,2016-12-04,12.0,13.0,31.158,SEA,CAR,W 40-7,False,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,63%,False,Stephen Hauschka,True,40,7
