Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-20,2,2,,TEN,@,CLE,L 14-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Antonio Andrews
2015,2015-09-27,3,3,23.041,TEN,,IND,L 33-35,False,12,49,4.08,1,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,27%,0,0%,1,3%,False,Antonio Andrews
2015,2015-10-11,4,5,23.055,TEN,,BUF,L 13-14,False,7,9,1.29,1,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,18,26%,0,0%,12,46%,False,Antonio Andrews
2015,2015-10-18,5,6,23.062,TEN,,MIA,L 10-38,True,9,23,2.56,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,39%,0,0%,9,38%,False,Antonio Andrews
2015,2015-10-25,6,7,23.069,TEN,,ATL,L 7-10,False,10,57,5.70,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,31%,0,0%,5,24%,False,Antonio Andrews
2015,2015-11-01,7,8,23.076,TEN,@,HOU,L 6-20,True,16,64,4.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,53%,0,0%,8,28%,True,Antonio Andrews
2015,2015-11-08,8,9,23.083,TEN,@,NOR,W 34-28,True,19,88,4.63,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,63%,0,0%,6,19%,True,Antonio Andrews
2015,2015-11-15,9,10,23.090,TEN,,CAR,L 10-27,True,11,8,0.73,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,54%,0,0%,6,24%,False,Antonio Andrews
2015,2015-11-19,10,11,23.094,TEN,@,JAX,L 13-19,True,15,78,5.20,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,70%,0,0%,6,21%,True,Antonio Andrews
2015,2015-11-29,11,12,23.104,TEN,,OAK,L 21-24,True,11,32,2.91,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,77%,0,0%,5,19%,False,Antonio Andrews
2015,2015-12-06,12,13,23.111,TEN,,JAX,W 42-39,True,13,58,4.46,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,54%,0,0%,7,23%,False,Antonio Andrews
2015,2015-12-13,13,14,23.118,TEN,@,NYJ,L 8-30,True,4,8,2.00,0,2,1,6,6.00,0,50.0%,3.00,1,1,100.00,41,1,0,158.3,0,0,41.00,61.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,52%,0,0%,7,28%,True,Antonio Andrews
2015,2015-12-20,14,15,23.125,TEN,@,NWE,L 16-33,True,14,45,3.21,0,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,58%,0,0%,8,25%,True,Antonio Andrews
2015,2015-12-27,15,16,23.132,TEN,,HOU,L 6-34,True,2,1,0.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,18,27%,0,0%,7,23%,False,Antonio Andrews
2015,2016-01-03,16,17,23.139,TEN,@,IND,L 24-30,False,0,0,,0,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,28%,0,0%,18,55%,True,Antonio Andrews
2016,2016-09-11,1,1,24.025,TEN,,MIN,L 16-25,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,48%,False,Antonio Andrews
2016,2016-09-18,2,2,24.032,TEN,@,DET,W 16-15,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,39%,True,Antonio Andrews
2016,2016-09-25,3,3,24.039,TEN,,OAK,L 10-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,52%,False,Antonio Andrews
2016,2016-10-02,4,4,24.046,TEN,@,HOU,L 20-27,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,17,59%,True,Antonio Andrews
2016,2016-10-09,5,5,24.053,TEN,@,MIA,W 30-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,66%,True,Antonio Andrews
2016,2016-10-16,6,6,24.060,TEN,,CLE,W 28-26,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,16,48%,False,Antonio Andrews
2016,2016-10-23,7,7,24.067,TEN,,IND,L 26-34,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,38%,False,Antonio Andrews
2016,2016-10-27,8,8,24.071,TEN,,JAX,W 36-22,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,33%,False,Antonio Andrews
2016,2016-11-06,9,9,24.081,TEN,@,SDG,L 35-43,False,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,9%,0,0%,17,50%,True,Antonio Andrews
2016,2016-11-13,10,10,24.088,TEN,,GNB,W 47-25,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,22,63%,False,Antonio Andrews
2016,2016-11-20,11,11,24.095,TEN,@,IND,L 17-24,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,14,54%,True,Antonio Andrews
2016,2016-11-27,12,12,24.102,TEN,@,CHI,W 27-21,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,58%,True,Antonio Andrews
2016,2016-12-11,13,14,24.116,TEN,,DEN,W 13-10,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,48%,False,Antonio Andrews
2016,2016-12-18,14,15,24.123,TEN,@,KAN,W 19-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,2%,0,0%,12,50%,True,Antonio Andrews
2016,2016-12-24,15,16,24.129,TEN,@,JAX,L 17-38,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,1%,0,0%,19,56%,True,Antonio Andrews
2016,2017-01-01,16,17,24.137,TEN,,HOU,W 24-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,5,2.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,10,38%,False,Antonio Andrews
,34 Games,,,,,,,11-23-0,False,145,535,3.69,3,31,23,185,8.04,0,74.2%,5.97,1,1,100.00,41,1,0,158.3,0,0,41.00,61.00,10,160,16.00,0,3,18,0.0,3,2,5,0,0,1,1,0,0,0,0,,,,,,,False,Antonio Andrews
