Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-03,12.0,13.0,22.316,PHI,SEA,L 10-24,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,5.0,23%,True,Jake Elliott,False,10,24
2017.0,2017-12-10,13.0,14.0,22.323,PHI,LAR,W 43-35,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,3.0,3.0,100.0,0,13,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,16.0,44%,True,Jake Elliott,True,43,35
2017.0,2017-12-17,14.0,15.0,22.33,PHI,NYG,W 34-29,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,2.0,2.0,100.0,0,10,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,13.0,42%,True,Jake Elliott,True,34,29
2017.0,2017-12-25,15.0,16.0,22.338,PHI,OAK,W 19-10,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,2.0,3.0,66.7,0,7,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,8.0,30%,False,Jake Elliott,True,19,10
2017.0,2017-12-31,16.0,17.0,22.344,PHI,DAL,L 0-6,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,1.0,5%,False,Jake Elliott,False,0,6
2018.0,2018-09-06,1.0,1.0,23.228,PHI,ATL,W 18-12,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,6.0,22%,False,Jake Elliott,True,18,12
2018.0,2018-09-16,2.0,2.0,23.238,PHI,TAM,L 21-27,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,,1.0,0.0,0,3,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,8.0,29%,True,Jake Elliott,False,21,27
2018.0,2018-09-23,3.0,3.0,23.245,PHI,IND,W 20-16,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,2.0,3.0,66.7,0,8,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,10.0,36%,False,Jake Elliott,True,20,16
2018.0,2018-09-30,4.0,4.0,23.252,PHI,TEN,L 23-26,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,3.0,3.0,100.0,0,11,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,10.0,32%,True,Jake Elliott,False,23,26
2018.0,2018-10-07,5.0,5.0,23.259,PHI,MIN,L 21-23,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,2.0,2.0,100.0,0,7,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,8.0,30%,False,Jake Elliott,False,21,23
2018.0,2018-10-11,6.0,6.0,23.263,PHI,NYG,W 34-13,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,2.0,3.0,66.7,0,10,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,14.0,44%,True,Jake Elliott,True,34,13
2018.0,2018-10-21,7.0,7.0,23.273,PHI,CAR,L 17-21,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,2.0,50.0,0,5,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,8.0,36%,False,Jake Elliott,False,17,21
2018.0,2018-10-28,8.0,8.0,23.28,PHI,JAX,W 24-18,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,9.0,38%,True,Jake Elliott,True,24,18
2018.0,2018-11-11,9.0,10.0,23.294,PHI,DAL,L 20-27,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,9.0,32%,False,Jake Elliott,False,20,27
2018.0,2018-11-18,10.0,11.0,23.301,PHI,NOR,L 7-48,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,3.0,11%,True,Jake Elliott,False,7,48
2018.0,2018-11-25,11.0,12.0,23.308,PHI,NYG,W 25-22,False,0,0,,0,0,0,,0,0,,,,,,3.0,3.0,100.0,0,9,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,9.0,35%,False,Jake Elliott,True,25,22
2018.0,2018-12-03,12.0,13.0,23.316,PHI,WAS,W 28-13,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,10.0,40%,False,Jake Elliott,True,28,13
2018.0,2018-12-09,13.0,14.0,23.322,PHI,DAL,L 23-29,False,0,0,,0,0,0,,0,0,,,2.0,3.0,66.7,1.0,1.0,100.0,0,5,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,10.0,34%,True,Jake Elliott,False,23,29
2018.0,2018-12-16,14.0,15.0,23.329,PHI,LAR,W 30-23,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,3.0,4.0,75.0,0,12,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,14.0,45%,True,Jake Elliott,True,30,23
2018.0,2018-12-23,15.0,16.0,23.336,PHI,HOU,W 32-30,False,0,0,,0,0,0,,0,0,,,2.0,3.0,66.7,2.0,2.0,100.0,0,8,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,11.0,39%,False,Jake Elliott,True,32,30
2018.0,2018-12-30,16.0,17.0,23.343,PHI,WAS,W 24-0,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,,,0,0,,0,0.0,0%,0.0,0%,9.0,47%,True,Jake Elliott,True,24,0
2019.0,2019-09-08,1.0,1.0,24.23,PHI,WAS,W 32-27,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,34%,False,Jake Elliott,True,32,27
2019.0,2019-09-15,2.0,2.0,24.237,PHI,ATL,L 20-24,False,0,0,,0,0,0,,0,0,,,,,,2.0,2.0,100.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,6.0,25%,True,Jake Elliott,False,20,24
2019.0,2019-09-22,3.0,3.0,24.244,PHI,DET,L 24-27,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,9.0,30%,False,Jake Elliott,False,24,27
2019.0,2019-09-26,4.0,4.0,24.248,PHI,GNB,W 34-27,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,,,,0,4,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,37%,True,Jake Elliott,True,34,27
2019.0,2019-10-06,5.0,5.0,24.258,PHI,NYJ,W 31-6,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,1.0,1.0,100.0,0,7,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,11.0,39%,False,Jake Elliott,True,31,6
2019.0,2019-10-13,6.0,6.0,24.265,PHI,MIN,L 20-38,False,0,1,0.0,0,0,1,0.0,0,0,0.0,-45.0,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,34%,True,Jake Elliott,False,20,38
2019.0,2019-10-20,7.0,7.0,24.272,PHI,DAL,L 10-37,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,20%,True,Jake Elliott,False,10,37
2019.0,2019-10-27,8.0,8.0,24.279,PHI,BUF,W 31-13,False,0,0,,0,0,0,,0,0,,,2.0,3.0,66.7,1.0,1.0,100.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,39%,True,Jake Elliott,True,31,13
2019.0,2019-11-03,9.0,9.0,24.286,PHI,CHI,W 22-14,False,0,0,,0,0,0,,0,0,,,1.0,2.0,50.0,3.0,3.0,100.0,0,10,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,11.0,38%,False,Jake Elliott,True,22,14
2019.0,2019-11-17,10.0,11.0,24.3,PHI,NWE,L 10-17,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,17%,False,Jake Elliott,False,10,17
2019.0,2019-11-24,11.0,12.0,24.307,PHI,SEA,L 9-17,False,0,0,,0,0,0,,0,0,,,,,,1.0,1.0,100.0,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,4.0,18%,False,Jake Elliott,False,9,17
2019.0,2019-12-01,12.0,13.0,24.314,PHI,MIA,L 31-37,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,3.0,4.0,75.0,0,11,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,13.0,41%,True,Jake Elliott,False,31,37
2019.0,2019-12-09,13.0,14.0,24.322,PHI,NYG,W 23-17,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,2.0,50.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,8.0,24%,False,Jake Elliott,True,23,17
2019.0,2019-12-15,14.0,15.0,24.328,PHI,WAS,W 37-27,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,1.0,1.0,100.0,0,7,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,11.0,38%,True,Jake Elliott,True,37,27
2019.0,2019-12-22,15.0,16.0,24.335,PHI,DAL,W 17-9,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,3.0,33.3,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,1.0,1%,0.0,0%,9.0,32%,False,Jake Elliott,True,17,9
2019.0,2019-12-29,16.0,17.0,24.342,PHI,NYG,W 34-17,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,2.0,2.0,100.0,0,10,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,13.0,38%,True,Jake Elliott,True,34,17
2020.0,2020-09-13,1.0,1.0,25.236,PHI,WAS,L 17-27,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,2.0,50.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,8.0,24%,True,Jake Elliott,False,17,27
2020.0,2020-09-20,2.0,2.0,25.243,PHI,LAR,L 19-37,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,2.0,2.0,100.0,0,7,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,8.0,32%,False,Jake Elliott,False,19,37
2020.0,2020-09-27,3.0,3.0,25.25,PHI,CIN,T 23-23,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,3.0,3.0,100.0,0,11,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,13.0,34%,False,Jake Elliott,False,23,23
2020.0,2020-10-04,4.0,4.0,25.257,PHI,SFO,W 25-20,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,1.0,100.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,8.0,33%,True,Jake Elliott,True,25,20
2020.0,2020-10-11,5.0,5.0,25.264,PHI,PIT,L 29-38,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,,1.0,0.0,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,9.0,35%,True,Jake Elliott,False,29,38
2020.0,2020-10-18,6.0,6.0,25.271,PHI,BAL,L 28-30,False,0,0,,0,0,0,,0,0,,,,,,,1.0,0.0,0,0,0.0,1,0,1,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,6.0,19%,False,Jake Elliott,False,28,30
2020.0,2020-10-22,7.0,7.0,25.275,PHI,NYG,W 22-21,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,1.0,2.0,50.0,0,4,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,8.0,31%,False,Jake Elliott,True,22,21
2020.0,2020-11-01,8.0,8.0,25.285,PHI,DAL,W 23-9,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,,,,0,1,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,24%,False,Jake Elliott,True,23,9
2020.0,2020-11-15,9.0,10.0,25.299,PHI,NYG,L 17-27,False,0,0,,0,0,0,,0,0,,,,,,1.0,1.0,100.0,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,20%,True,Jake Elliott,False,17,27
2020.0,2020-11-22,10.0,11.0,25.306,PHI,CLE,L 17-22,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,1.0,100.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,24%,True,Jake Elliott,False,17,22
2020.0,2020-11-30,11.0,12.0,25.314,PHI,SEA,L 17-23,False,0,0,,0,0,0,,0,0,,,,1.0,0.0,1.0,1.0,100.0,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,6.0,24%,False,Jake Elliott,False,17,23
2020.0,2020-12-06,12.0,13.0,25.32,PHI,GNB,L 16-30,False,0,0,,0,0,0,,0,0,,,1.0,2.0,50.0,1.0,1.0,100.0,0,4,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,26%,True,Jake Elliott,False,16,30
2020.0,2020-12-13,13.0,14.0,25.327,PHI,NOR,W 24-21,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,2.0,50.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,38%,False,Jake Elliott,True,24,21
2020.0,2020-12-20,14.0,15.0,25.334,PHI,ARI,L 26-33,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,,,,0,2,0.0,0,0,0,0.0,0.0,2,77,38.5,0,1.0,1%,0.0,0%,10.0,33%,True,Jake Elliott,False,26,33
2020.0,2020-12-27,15.0,16.0,25.341,PHI,DAL,L 17-37,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,1.0,1.0,100.0,0,5,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,23%,True,Jake Elliott,False,17,37
2020.0,2021-01-03,16.0,17.0,25.348,PHI,WAS,L 14-20,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,,,,0,2,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,20%,False,Jake Elliott,False,14,20
2021.0,2021-09-12,1.0,1.0,26.234,PHI,ATL,W 32-6,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,11.0,42%,True,Jake Elliott,True,32,6
2021.0,2021-09-19,2.0,2.0,26.241,PHI,SFO,L 11-17,False,0,0,,0,0,0,,0,0,,,,,,1.0,2.0,50.0,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,5.0,24%,False,Jake Elliott,False,11,17
2021.0,2021-09-27,3.0,3.0,26.249,PHI,DAL,L 21-41,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,,,,0,3,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,23%,True,Jake Elliott,False,21,41
2021.0,2021-10-03,4.0,4.0,26.255,PHI,KAN,L 30-42,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,3.0,3.0,100.0,0,12,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,14.0,52%,False,Jake Elliott,False,30,42
2021.0,2021-10-10,5.0,5.0,26.262,PHI,CAR,W 21-18,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,2.0,2.0,100.0,0,7,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,23%,True,Jake Elliott,True,21,18
2021.0,2021-10-14,6.0,6.0,26.266,PHI,TAM,L 22-28,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,,1.0,0.0,0,2,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,7.0,29%,False,Jake Elliott,False,22,28
2021.0,2021-10-24,7.0,7.0,26.276,PHI,LVR,L 22-33,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,,,,0,2,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,6.0,25%,True,Jake Elliott,False,22,33
2021.0,2021-10-31,8.0,8.0,26.283,PHI,DET,W 44-6,False,0,0,,0,0,0,,0,0,,,5.0,5.0,100.0,3.0,3.0,100.0,0,14,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,18.0,72%,True,Jake Elliott,True,44,6
2021.0,2021-11-07,9.0,9.0,26.29,PHI,LAC,L 24-27,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,9.0,41%,False,Jake Elliott,False,24,27
2021.0,2021-11-14,10.0,10.0,26.297,PHI,DEN,W 30-13,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,3.0,3.0,100.0,0,12,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,13.0,46%,True,Jake Elliott,True,30,13
2021.0,2021-11-21,11.0,11.0,26.304,PHI,NOR,W 40-29,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,4.0,4.0,100.0,0,16,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,17.0,45%,False,Jake Elliott,True,40,29
2021.0,2021-11-28,12.0,12.0,26.311,PHI,NYG,L 7-13,False,0,0,,0,0,0,,0,0,,,1.0,1.0,100.0,,,,0,1,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,3.0,16%,True,Jake Elliott,False,7,13
2021.0,2021-12-05,13.0,13.0,26.318,PHI,NYJ,W 33-18,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,4.0,4.0,100.0,0,15,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,15.0,63%,True,Jake Elliott,True,33,18
2021.0,2021-12-21,14.0,15.0,26.334,PHI,WAS,W 27-17,False,0,0,,0,0,0,,0,0,,,3.0,3.0,100.0,2.0,2.0,100.0,0,9,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,11.0,44%,False,Jake Elliott,True,27,17
2021.0,2021-12-26,15.0,16.0,26.339,PHI,NYG,W 34-10,False,0,0,,0,0,0,,0,0,,,4.0,4.0,100.0,2.0,3.0,66.7,0,10,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,14.0,45%,False,Jake Elliott,True,34,10
2021.0,2022-01-02,16.0,17.0,26.346,PHI,WAS,W 20-16,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,9.0,41%,True,Jake Elliott,True,20,16
2021.0,2022-01-08,17.0,18.0,26.352,PHI,DAL,L 26-51,False,0,0,,0,0,0,,0,0,,,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,0.0,0.0,0,0,,0,0.0,0%,0.0,0%,10.0,32%,False,Jake Elliott,False,26,51
,80 Games,,,,,,43-36-1,False,0,1,0.0,0,0,1,0.0,0,0,0.0,-45.0,175.0,184.0,95.1,118.0,140.0,84.3,0,529,0.0,2,0,2,0.0,0.0,2,77,38.5,0,,,,,,,False,Jake Elliott,False,36,1
