Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-11-29,11,12,,GNB,,CHI,W 41-25,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,AJ Dillon
2020,2020-12-06,12,13,,GNB,,PHI,W 30-16,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,AJ Dillon
2020,2020-12-13,13,14,22.225,GNB,@,DET,W 31-24,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,4,15%,True,AJ Dillon
2020,2020-12-19,14,15,22.231,GNB,,CAR,W 24-16,False,1,18,18.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,6,21%,False,AJ Dillon
2020,2020-12-27,15,16,22.239,GNB,,TEN,W 40-14,False,21,124,5.90,2,1,1,5,5.00,0,100.0%,5.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,1,5%,False,AJ Dillon
2020,2021-01-03,16,17,22.246,GNB,@,CHI,W 35-16,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,11%,0,0%,7,30%,True,AJ Dillon
2021,2021-09-12,1,1,23.133,GNB,@,NOR,L 3-38,False,4,19,4.75,0,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,28%,0,0%,13,59%,True,AJ Dillon
2021,2021-09-20,2,2,23.141,GNB,,DET,W 35-17,False,5,18,3.60,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,29%,0,0%,9,39%,False,AJ Dillon
2021,2021-09-26,3,3,23.147,GNB,@,SFO,W 30-28,False,6,18,3.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,9,33%,True,AJ Dillon
2021,2021-10-03,4,4,23.154,GNB,,PIT,W 27-17,False,15,81,5.40,0,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,40%,0,0%,7,28%,False,AJ Dillon
2021,2021-10-10,5,5,23.161,GNB,@,CIN,W 25-22,False,8,30,3.75,0,4,4,49,12.25,1,100.0%,12.25,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,33%,0,0%,7,23%,True,AJ Dillon
2021,2021-10-17,6,6,23.168,GNB,@,CHI,W 24-14,False,11,59,5.36,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,42%,0,0%,9,43%,True,AJ Dillon
2021,2021-10-24,7,7,23.175,GNB,,WAS,W 24-10,False,3,6,2.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,13,23%,0,0%,5,26%,False,AJ Dillon
2021,2021-10-28,8,8,23.179,GNB,@,ARI,W 24-21,False,16,78,4.88,0,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,29,40%,0,0%,5,23%,True,AJ Dillon
2021,2021-11-07,9,9,23.189,GNB,@,KAN,L 7-13,False,8,46,5.75,0,4,4,44,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,4,18%,True,AJ Dillon
2021,2021-11-14,10,10,23.196,GNB,,SEA,W 17-0,False,21,66,3.14,2,2,2,62,31.00,0,100.0%,31.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,3,17%,False,AJ Dillon
2021,2021-11-21,11,11,23.203,GNB,@,MIN,L 31-34,True,11,53,4.82,0,6,6,44,7.33,0,100.0%,7.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,75%,0,0%,0,0%,True,AJ Dillon
2021,2021-11-28,12,12,23.210,GNB,,LAR,W 36-28,False,20,69,3.45,0,5,5,21,4.20,1,100.0%,4.20,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,51%,0,0%,0,0%,False,AJ Dillon
2021,2021-12-12,13,14,23.224,GNB,,CHI,W 45-30,False,15,71,4.73,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,1,3,0,35,54%,0,0%,6,17%,False,AJ Dillon
2021,2021-12-19,14,15,23.231,GNB,@,BAL,W 31-30,False,7,22,3.14,1,1,1,13,13.00,0,100.0%,13.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,37%,0,0%,7,28%,True,AJ Dillon
2021,2021-12-25,15,16,23.237,GNB,,CLE,W 24-22,False,9,41,4.56,0,3,3,15,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,44%,0,0%,5,22%,False,AJ Dillon
2021,2022-01-02,16,17,23.245,GNB,,MIN,W 37-10,False,14,63,4.50,2,3,2,20,10.00,0,66.7%,6.67,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,39,52%,0,0%,0,0%,False,AJ Dillon
2021,2022-01-09,17,18,23.252,GNB,@,DET,L 30-37,True,14,63,4.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,54%,0,0%,0,0%,True,AJ Dillon
,28 Games,,,,,,,22-6-0,False,233,1045,4.48,7,39,36,334,9.28,2,92.3%,8.56,9,54,0.0,1,0,1,0,0,2,1,0,1,3,0,,,,,,,False,AJ Dillon
