Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-12-14,13.0,14.0,22.328,MIA,NYG,L 24-31,True,5,2,16,8.00,0,40.0%,3.20,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,96%,0,0%,0,0%,False,DeVante Parker,False,24,31
2015.0,2015-12-20,14.0,15.0,22.334,MIA,SDG,L 14-30,False,6,4,87,21.75,0,66.7%,14.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,91%,0,0%,0,0%,True,DeVante Parker,False,14,30
2015.0,2015-12-27,15.0,16.0,22.341,MIA,IND,L 12-18,True,10,4,93,23.25,0,40.0%,9.30,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,False,DeVante Parker,False,12,18
2015.0,2016-01-03,16.0,17.0,22.348,MIA,NWE,W 20-10,True,6,5,106,21.20,1,83.3%,17.67,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,91%,0,0%,0,0%,False,DeVante Parker,True,20,10
2016.0,2016-09-11,1.0,1.0,,MIA,SEA,L 10-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,10,12
2016.0,2016-09-18,2.0,2.0,23.242,MIA,NWE,L 24-31,True,13,8,106,13.25,0,61.5%,8.15,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,92%,0,0%,0,0%,True,DeVante Parker,False,24,31
2016.0,2016-09-25,3.0,3.0,23.249,MIA,CLE,W 30-24,True,6,3,51,17.00,1,50.0%,8.50,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,87%,0,0%,0,0%,False,DeVante Parker,True,30,24
2016.0,2016-09-29,4.0,4.0,23.253,MIA,CIN,L 7-22,True,3,2,20,10.00,0,66.7%,6.67,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,89%,0,0%,0,0%,True,DeVante Parker,False,7,22
2016.0,2016-10-09,5.0,5.0,23.263,MIA,TEN,L 17-30,False,3,2,70,35.00,0,66.7%,23.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,82%,0,0%,0,0%,False,DeVante Parker,False,17,30
2016.0,2016-10-16,6.0,6.0,23.27,MIA,PIT,W 30-15,False,7,5,28,5.60,0,71.4%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,86%,0,0%,0,0%,False,DeVante Parker,True,30,15
2016.0,2016-10-23,7.0,7.0,23.277,MIA,BUF,W 28-25,False,4,3,20,6.67,0,75.0%,5.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,67%,0,0%,0,0%,False,DeVante Parker,True,28,25
2016.0,2016-11-06,8.0,9.0,23.291,MIA,NYJ,W 27-23,False,4,2,8,4.00,0,50.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,90%,0,0%,0,0%,False,DeVante Parker,True,27,23
2016.0,2016-11-13,9.0,10.0,23.298,MIA,SDG,W 31-24,True,8,5,103,20.60,0,62.5%,12.88,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,80%,0,0%,0,0%,True,DeVante Parker,True,31,24
2016.0,2016-11-20,10.0,11.0,23.305,MIA,LAR,W 14-10,True,10,8,79,9.88,1,80.0%,7.90,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,88%,1,2%,0,0%,True,DeVante Parker,True,14,10
2016.0,2016-11-27,11.0,12.0,23.312,MIA,SFO,W 31-24,False,6,3,64,21.33,0,50.0%,10.67,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,63%,0,0%,0,0%,False,DeVante Parker,True,31,24
2016.0,2016-12-04,12.0,13.0,23.319,MIA,BAL,L 6-38,True,4,3,34,11.33,1,75.0%,8.50,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,79%,0,0%,0,0%,True,DeVante Parker,False,6,38
2016.0,2016-12-11,13.0,14.0,23.326,MIA,ARI,W 26-23,True,3,2,14,7.00,0,66.7%,4.67,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,97%,0,0%,0,0%,False,DeVante Parker,True,26,23
2016.0,2016-12-17,14.0,15.0,23.332,MIA,NYJ,W 34-13,False,3,1,17,17.00,0,33.3%,5.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,58%,0,0%,0,0%,True,DeVante Parker,True,34,13
2016.0,2016-12-24,15.0,16.0,23.339,MIA,BUF,W 34-31,False,7,4,85,21.25,1,57.1%,12.14,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,77%,0,0%,0,0%,True,DeVante Parker,True,34,31
2016.0,2017-01-01,16.0,17.0,23.347,MIA,NWE,L 14-35,True,6,5,45,9.00,0,83.3%,7.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,97%,0,0%,0,0%,False,DeVante Parker,False,14,35
2017.0,2017-09-17,1.0,2.0,24.24,MIA,LAC,W 19-17,True,9,4,85,21.25,0,44.4%,9.44,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,93%,0,0%,0,0%,True,DeVante Parker,True,19,17
2017.0,2017-09-24,2.0,3.0,24.247,MIA,NYJ,L 6-20,True,10,8,76,9.50,1,80.0%,7.60,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,DeVante Parker,False,6,20
2017.0,2017-10-01,3.0,4.0,24.254,MIA,NOR,L 0-20,True,8,6,69,11.50,0,75.0%,8.63,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,90%,0,0%,0,0%,False,DeVante Parker,False,0,20
2017.0,2017-10-08,4.0,5.0,24.261,MIA,TEN,W 16-10,True,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,False,DeVante Parker,True,16,10
2017.0,2017-10-15,5.0,6.0,,MIA,ATL,W 20-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,True,20,17
2017.0,2017-10-22,6.0,7.0,,MIA,NYJ,W 31-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeVante Parker,True,31,28
2017.0,2017-10-26,7.0,8.0,,MIA,BAL,L 0-40,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,0,40
2017.0,2017-11-05,8.0,9.0,24.289,MIA,OAK,L 24-27,False,8,5,76,15.20,0,62.5%,9.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,DeVante Parker,False,24,27
2017.0,2017-11-13,9.0,10.0,24.297,MIA,CAR,L 21-45,True,9,6,66,11.00,0,66.7%,7.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,89%,0,0%,0,0%,True,DeVante Parker,False,21,45
2017.0,2017-11-19,10.0,11.0,24.303,MIA,TAM,L 20-30,True,9,4,26,6.50,0,44.4%,2.89,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,89%,0,0%,0,0%,False,DeVante Parker,False,20,30
2017.0,2017-11-26,11.0,12.0,24.31,MIA,NWE,L 17-35,True,3,1,5,5.00,0,33.3%,1.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,True,DeVante Parker,False,17,35
2017.0,2017-12-03,12.0,13.0,24.317,MIA,DEN,W 35-9,True,4,1,5,5.00,0,25.0%,1.25,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,84%,0,0%,0,0%,False,DeVante Parker,True,35,9
2017.0,2017-12-11,13.0,14.0,24.325,MIA,NWE,W 27-20,True,6,4,40,10.00,0,66.7%,6.67,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,DeVante Parker,True,27,20
2017.0,2017-12-17,14.0,15.0,24.331,MIA,BUF,L 16-24,True,12,6,89,14.83,0,50.0%,7.42,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,85%,0,0%,0,0%,True,DeVante Parker,False,16,24
2017.0,2017-12-24,15.0,16.0,24.338,MIA,KAN,L 13-29,True,10,5,63,12.60,0,50.0%,6.30,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,79%,0,0%,0,0%,True,DeVante Parker,False,13,29
2017.0,2017-12-31,16.0,17.0,24.345,MIA,BUF,L 16-22,True,7,6,64,10.67,0,85.7%,9.14,0,0,0.0,0,0,0,,,1,0,0,0,0,0,63,89%,0,0%,0,0%,False,DeVante Parker,False,16,22
2018.0,2018-09-09,1.0,1.0,,MIA,TEN,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeVante Parker,True,27,20
2018.0,2018-09-16,2.0,2.0,,MIA,NYJ,W 20-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,True,20,12
2018.0,2018-09-23,3.0,3.0,25.246,MIA,OAK,W 28-20,True,3,2,40,20.00,0,66.7%,13.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,75%,0,0%,0,0%,False,DeVante Parker,True,28,20
2018.0,2018-09-30,4.0,4.0,,MIA,NWE,L 7-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,7,38
2018.0,2018-10-07,5.0,5.0,,MIA,CIN,L 17-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,17,27
2018.0,2018-10-14,6.0,6.0,25.267,MIA,CHI,W 31-28,False,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,5%,0,0%,0,0%,False,DeVante Parker,True,31,28
2018.0,2018-10-21,7.0,7.0,,MIA,DET,L 21-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeVante Parker,False,21,32
2018.0,2018-10-25,8.0,8.0,25.278,MIA,HOU,L 23-42,True,9,6,134,22.33,0,66.7%,14.89,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,DeVante Parker,False,23,42
2018.0,2018-11-04,9.0,9.0,25.288,MIA,NYJ,W 13-6,True,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,89%,0,0%,0,0%,False,DeVante Parker,True,13,6
2018.0,2018-11-11,10.0,10.0,25.295,MIA,GNB,L 12-31,True,11,5,43,8.60,0,45.5%,3.91,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,66%,0,0%,0,0%,True,DeVante Parker,False,12,31
2018.0,2018-11-25,11.0,12.0,25.309,MIA,IND,L 24-27,False,3,3,10,3.33,0,100.0%,3.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,45%,0,0%,0,0%,True,DeVante Parker,False,24,27
2018.0,2018-12-02,12.0,13.0,25.316,MIA,BUF,W 21-17,True,7,4,43,10.75,1,57.1%,6.14,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,84%,0,0%,0,0%,False,DeVante Parker,True,21,17
2018.0,2018-12-09,13.0,14.0,25.323,MIA,NWE,W 34-33,True,4,1,18,18.00,0,25.0%,4.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,88%,0,0%,0,0%,False,DeVante Parker,True,34,33
2018.0,2018-12-16,14.0,15.0,25.33,MIA,MIN,L 17-41,False,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,36%,0,0%,0,0%,True,DeVante Parker,False,17,41
2018.0,2018-12-23,15.0,16.0,25.337,MIA,JAX,L 7-17,True,3,2,13,6.50,0,66.7%,4.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,70%,0,0%,0,0%,False,DeVante Parker,False,7,17
2018.0,2018-12-30,16.0,17.0,25.344,MIA,BUF,L 17-42,False,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,80%,0,0%,0,0%,True,DeVante Parker,False,17,42
2019.0,2019-09-08,1.0,1.0,26.231,MIA,BAL,L 10-59,True,7,3,75,25.00,0,42.9%,10.71,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,76%,0,0%,0,0%,False,DeVante Parker,False,10,59
2019.0,2019-09-15,2.0,2.0,26.238,MIA,NWE,L 0-43,True,7,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,0,0%,False,DeVante Parker,False,0,43
2019.0,2019-09-22,3.0,3.0,26.245,MIA,DAL,L 6-31,True,6,3,56,18.67,0,50.0%,9.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,96%,0,0%,0,0%,True,DeVante Parker,False,6,31
2019.0,2019-09-29,4.0,4.0,26.252,MIA,LAC,L 10-30,True,4,4,70,17.50,1,100.0%,17.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,83%,0,0%,0,0%,False,DeVante Parker,False,10,30
2019.0,2019-10-13,5.0,6.0,26.266,MIA,WAS,L 16-17,False,4,3,28,9.33,1,75.0%,7.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,88%,0,0%,0,0%,False,DeVante Parker,False,16,17
2019.0,2019-10-20,6.0,7.0,26.273,MIA,BUF,L 21-31,True,10,5,55,11.00,1,50.0%,5.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,True,DeVante Parker,False,21,31
2019.0,2019-10-28,7.0,8.0,26.281,MIA,PIT,L 14-27,True,8,6,59,9.83,0,75.0%,7.38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,79%,0,0%,0,0%,True,DeVante Parker,False,14,27
2019.0,2019-11-03,8.0,9.0,26.287,MIA,NYJ,W 26-18,False,6,4,57,14.25,1,66.7%,9.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,83%,0,0%,1,3%,False,DeVante Parker,True,26,18
2019.0,2019-11-10,9.0,10.0,26.294,MIA,IND,W 16-12,True,10,5,69,13.80,0,50.0%,6.90,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,95%,0,0%,0,0%,True,DeVante Parker,True,16,12
2019.0,2019-11-17,10.0,11.0,26.301,MIA,BUF,L 20-37,True,10,7,135,19.29,0,70.0%,13.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,89%,0,0%,0,0%,False,DeVante Parker,False,20,37
2019.0,2019-11-24,11.0,12.0,26.308,MIA,CLE,L 24-41,True,11,6,91,15.17,0,54.5%,8.27,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,True,DeVante Parker,False,24,41
2019.0,2019-12-01,12.0,13.0,26.315,MIA,PHI,W 37-31,True,10,7,159,22.71,2,70.0%,15.90,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,1,3%,False,DeVante Parker,True,37,31
2019.0,2019-12-08,13.0,14.0,26.322,MIA,NYJ,L 21-22,True,2,2,28,14.00,0,100.0%,14.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,25%,0,0%,0,0%,True,DeVante Parker,False,21,22
2019.0,2019-12-15,14.0,15.0,26.329,MIA,NYG,L 20-36,True,7,4,72,18.00,2,57.1%,10.29,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,67,94%,0,0%,0,0%,True,DeVante Parker,False,20,36
2019.0,2019-12-22,15.0,16.0,26.336,MIA,CIN,W 38-35,True,15,5,111,22.20,1,33.3%,7.40,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,75,83%,0,0%,2,5%,False,DeVante Parker,True,38,35
2019.0,2019-12-29,16.0,17.0,26.343,MIA,NWE,W 27-24,True,11,8,137,17.13,0,72.7%,12.45,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,99%,0,0%,0,0%,True,DeVante Parker,True,27,24
2020.0,2020-09-13,1.0,1.0,27.237,MIA,NWE,L 11-21,True,4,4,47,11.75,0,100.0%,11.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,37%,0,0%,0,0%,True,DeVante Parker,False,11,21
2020.0,2020-09-20,2.0,2.0,27.244,MIA,BUF,L 28-31,True,8,5,53,10.60,1,62.5%,6.63,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,88%,0,0%,0,0%,False,DeVante Parker,False,28,31
2020.0,2020-09-24,3.0,3.0,27.248,MIA,JAX,W 31-13,True,5,5,69,13.80,0,100.0%,13.80,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,1,4%,True,DeVante Parker,True,31,13
2020.0,2020-10-04,4.0,4.0,27.258,MIA,SEA,L 23-31,True,12,10,110,11.00,0,83.3%,9.17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,False,DeVante Parker,False,23,31
2020.0,2020-10-11,5.0,5.0,27.265,MIA,SFO,W 43-17,True,3,2,50,25.00,1,66.7%,16.67,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,True,DeVante Parker,True,43,17
2020.0,2020-10-18,6.0,6.0,27.272,MIA,NYJ,W 24-0,True,8,3,35,11.67,0,37.5%,4.38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,82%,0,0%,0,0%,False,DeVante Parker,True,24,0
2020.0,2020-11-01,7.0,8.0,27.286,MIA,LAR,W 28-17,False,2,1,3,3.00,1,50.0%,1.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,59%,0,0%,0,0%,False,DeVante Parker,True,28,17
2020.0,2020-11-08,8.0,9.0,27.293,MIA,ARI,W 34-31,True,7,6,64,10.67,0,85.7%,9.14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,90%,0,0%,0,0%,True,DeVante Parker,True,34,31
2020.0,2020-11-15,9.0,10.0,27.3,MIA,LAC,W 29-21,False,7,2,31,15.50,0,28.6%,4.43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,91%,0,0%,1,3%,False,DeVante Parker,True,29,21
2020.0,2020-11-22,10.0,11.0,27.307,MIA,DEN,L 13-20,False,9,6,61,10.17,1,66.7%,6.78,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,97%,0,0%,0,0%,True,DeVante Parker,False,13,20
2020.0,2020-11-29,11.0,12.0,27.314,MIA,NYJ,W 20-3,True,14,8,119,14.88,0,57.1%,8.50,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,67,94%,0,0%,0,0%,True,DeVante Parker,True,20,3
2020.0,2020-12-06,12.0,13.0,27.321,MIA,CIN,W 19-7,True,8,4,35,8.75,0,50.0%,4.38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,79%,0,0%,0,0%,False,DeVante Parker,True,19,7
2020.0,2020-12-13,13.0,14.0,27.328,MIA,KAN,L 27-33,True,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,33%,0,0%,0,0%,False,DeVante Parker,False,27,33
2020.0,2020-12-20,14.0,15.0,,MIA,NWE,W 22-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeVante Parker,True,22,12
2020.0,2020-12-26,15.0,16.0,,MIA,LVR,W 26-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,True,26,25
2020.0,2021-01-03,16.0,17.0,27.349,MIA,BUF,L 26-56,True,14,7,116,16.57,0,50.0%,8.29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,92%,0,0%,0,0%,True,DeVante Parker,False,26,56
2021.0,2021-09-12,1.0,1.0,28.235,MIA,NWE,W 17-16,True,7,4,81,20.25,0,57.1%,11.57,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,83%,0,0%,0,0%,True,DeVante Parker,True,17,16
2021.0,2021-09-19,2.0,2.0,28.242,MIA,BUF,L 0-35,True,9,5,42,8.40,0,55.6%,4.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,74%,0,0%,0,0%,False,DeVante Parker,False,0,35
2021.0,2021-09-26,3.0,3.0,28.249,MIA,LVR,L 28-31,True,7,4,42,10.50,0,57.1%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,77%,0,0%,0,0%,True,DeVante Parker,False,28,31
2021.0,2021-10-03,4.0,4.0,28.256,MIA,IND,L 17-27,True,9,4,77,19.25,1,44.4%,8.56,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,90%,0,0%,0,0%,False,DeVante Parker,False,17,27
2021.0,2021-10-10,5.0,5.0,,MIA,TAM,L 17-45,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,17,45
2021.0,2021-10-17,6.0,6.0,,MIA,JAX,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,DeVante Parker,False,20,23
