Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-26,4.0,4.0,23.331,GNB,PHI,L 27-34,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,83,41.50,0,0,0%,0,0%,7,26%,False,JK Scott,False,27,34
2019.0,2019-10-06,5.0,5.0,23.341,GNB,DAL,W 34-24,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,297,49.50,0,0,0%,0,0%,12,35%,True,JK Scott,True,34,24
2019.0,2019-10-14,6.0,6.0,23.349,GNB,DET,W 23-22,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,155,51.67,0,0,0%,0,0%,9,29%,False,JK Scott,True,23,22
2019.0,2019-10-20,7.0,7.0,23.355,GNB,OAK,W 42-24,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,166,55.33,0,0,0%,0,0%,9,33%,False,JK Scott,True,42,24
2019.0,2019-10-27,8.0,8.0,23.362,GNB,KAN,W 31-24,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,106,35.33,0,0,0%,0,0%,8,30%,True,JK Scott,True,31,24
2019.0,2019-11-03,9.0,9.0,24.004,GNB,LAC,L 11-26,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,188,37.60,0,0,0%,0,0%,7,27%,True,JK Scott,False,11,26
2019.0,2019-11-10,10.0,10.0,24.011,GNB,CAR,W 24-16,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,141,35.25,0,0,0%,0,0%,9,39%,False,JK Scott,True,24,16
2019.0,2019-11-24,11.0,12.0,24.025,GNB,SFO,L 8-37,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,223,37.17,0,0,0%,0,0%,6,23%,True,JK Scott,False,8,37
2019.0,2019-12-01,12.0,13.0,24.032,GNB,NYG,W 31-13,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,8,36%,True,JK Scott,True,31,13
2019.0,2019-12-08,13.0,14.0,24.039,GNB,WAS,W 20-15,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,161,40.25,0,0,0%,0,0%,8,32%,False,JK Scott,True,20,15
2019.0,2019-12-15,14.0,15.0,24.046,GNB,CHI,W 21-13,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,250,35.71,0,0,0%,0,0%,11,41%,False,JK Scott,True,21,13
2019.0,2019-12-23,15.0,16.0,24.054,GNB,MIN,W 23-10,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,234,46.80,0,0,0%,0,0%,9,33%,True,JK Scott,True,23,10
2019.0,2019-12-29,16.0,17.0,24.06,GNB,DET,W 23-20,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,11,35%,True,JK Scott,True,23,20
2020.0,2020-09-13,1.0,1.0,24.319,GNB,MIN,W 43-34,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,40,40.00,0,0,0%,0,0%,8,31%,True,JK Scott,True,43,34
2020.0,2020-09-20,2.0,2.0,24.326,GNB,DET,W 42-21,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,9,30%,False,JK Scott,True,42,21
2020.0,2020-09-27,3.0,3.0,24.333,GNB,NOR,W 37-30,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,38,38.00,0,0,0%,0,0%,8,25%,True,JK Scott,True,37,30
2020.0,2020-10-05,4.0,4.0,24.341,GNB,ATL,W 30-16,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,81,40.50,0,0,0%,0,0%,7,30%,False,JK Scott,True,30,16
2020.0,2020-10-18,5.0,6.0,24.354,GNB,TAM,L 10-38,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,325,46.43,0,0,0%,0,0%,9,30%,True,JK Scott,False,10,38
2020.0,2020-10-25,6.0,7.0,24.361,GNB,HOU,W 35-20,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,207,51.75,1,0,0%,0,0%,10,33%,True,JK Scott,True,35,20
2020.0,2020-11-01,7.0,8.0,25.002,GNB,MIN,L 22-28,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,38,38.00,0,0,0%,0,0%,7,37%,False,JK Scott,False,22,28
2020.0,2020-11-05,8.0,9.0,25.006,GNB,SFO,W 34-17,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,154,51.33,0,0,0%,0,0%,16,59%,True,JK Scott,True,34,17
2020.0,2020-11-15,9.0,10.0,25.016,GNB,JAX,W 24-20,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,215,43.00,0,0,0%,0,0%,14,47%,False,JK Scott,True,24,20
2020.0,2020-11-22,10.0,11.0,25.023,GNB,IND,L 31-34,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,117,39.00,0,0,0%,0,0%,9,28%,True,JK Scott,False,31,34
2020.0,2020-11-29,11.0,12.0,25.03,GNB,CHI,W 41-25,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,92,46.00,0,0,0%,0,0%,8,32%,False,JK Scott,True,41,25
2020.0,2020-12-06,12.0,13.0,25.037,GNB,PHI,W 30-16,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,194,48.50,0,0,0%,0,0%,9,34%,False,JK Scott,True,30,16
2020.0,2020-12-13,13.0,14.0,25.044,GNB,DET,W 31-24,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,101,50.50,0,0,0%,0,0%,8,31%,True,JK Scott,True,31,24
2020.0,2020-12-19,14.0,15.0,25.05,GNB,CAR,W 24-16,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,275,45.83,0,0,0%,0,0%,10,36%,False,JK Scott,True,24,16
2020.0,2020-12-27,15.0,16.0,25.058,GNB,TEN,W 40-14,False,,,,,,,,,,,,,,,,,,0,,,0,0,0,,,,,0,0%,0,0%,6,27%,False,JK Scott,True,40,14
2020.0,2021-01-03,16.0,17.0,25.065,GNB,CHI,W 35-16,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,87,43.50,0,0,0%,0,0%,7,30%,True,JK Scott,True,35,16
2021.0,2022-01-02,16.0,17.0,26.064,JAX,NWE,L 10-50,False,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,159,39.75,0,0,0%,0,0%,6,22%,True,JK Scott,False,10,50
2021.0,2022-01-09,17.0,18.0,,JAX,IND,W 26-11,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JK Scott,True,26,11
,49 Games,,,,,,32-16-1,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0.0,2,0,2,0,0,0,0,0,1,0,0,198,8813,44.51,2,,,,,,,False,JK Scott,False,16,1
