Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
1996.0,1996-11-24,12.0,13.0,23.332,NWE,IND,W 27-13,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,13
1996.0,1996-12-01,13.0,14.0,23.339,NWE,SDG,W 45-7,False,0,0,,0,0,0,,,,,,6,6,100.0,1,1,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,45,7
1996.0,1996-12-08,14.0,15.0,23.346,NWE,NYJ,W 34-10,False,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,,0,10,0.0,,,,,,1,27,27.00,0,,,,,,,False,Adam Vinatieri,True,34,10
1996.0,1996-12-15,15.0,16.0,23.353,NWE,DAL,L 6-12,False,0,0,,0,0,0,,,,,,,,,2,2,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,6,12
1996.0,1996-12-21,16.0,17.0,23.359,NWE,NYG,W 23-22,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,22
1997.0,1997-08-31,1.0,1.0,24.246,NWE,SDG,W 41-7,False,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,41,7
1997.0,1997-09-07,2.0,2.0,24.253,NWE,IND,W 31-6,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,6
1997.0,1997-09-14,3.0,3.0,24.26,NWE,NYJ,W 27-24,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,24
1997.0,1997-09-21,4.0,4.0,24.267,NWE,CHI,W 31-3,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,31,3
1997.0,1997-10-06,5.0,6.0,24.282,NWE,DEN,L 13-34,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,13,34
1997.0,1997-10-12,6.0,7.0,24.288,NWE,BUF,W 33-6,False,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,,0,15,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,33,6
1997.0,1997-10-19,7.0,8.0,24.295,NWE,NYJ,L 19-24,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,19,24
1997.0,1997-10-27,8.0,9.0,24.303,NWE,GNB,L 10-28,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,10,28
1997.0,1997-11-02,9.0,10.0,24.309,NWE,MIN,L 18-23,False,0,0,,0,0,0,,,,,,,,,2,2,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,18,23
1997.0,1997-11-09,10.0,11.0,24.316,NWE,BUF,W 31-10,False,0,0,,0,0,0,,,,,,4,4,100.0,1,3,33.3,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,10
1997.0,1997-11-16,11.0,12.0,24.323,NWE,TAM,L 7-27,False,0,0,,0,0,,,,,,,1,1,100.0,,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,7,27
1997.0,1997-11-23,12.0,13.0,24.33,NWE,MIA,W 27-24,False,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,24
1997.0,1997-11-30,13.0,14.0,24.337,NWE,IND,W 20-17,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,20,17
1997.0,1997-12-07,14.0,15.0,24.344,NWE,JAX,W 26-20,False,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,26,20
1997.0,1997-12-13,15.0,16.0,24.35,NWE,PIT,L 21-24,False,0,0,,0,0,,,,,,,3,3,100.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,False,21,24
1997.0,1997-12-22,16.0,17.0,24.359,NWE,MIA,W 14-12,False,0,0,,0,0,,,,,,,2,2,100.0,,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,14,12
1998.0,1998-09-07,1.0,1.0,25.253,NWE,DEN,L 21-27,False,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,,0,3,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,21,27
1998.0,1998-09-13,2.0,2.0,25.259,NWE,IND,W 29-6,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,29,6
1998.0,1998-09-20,3.0,3.0,25.266,NWE,TEN,W 27-16,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,16
1998.0,1998-10-04,4.0,5.0,25.28,NWE,NOR,W 30-27,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,30,27
1998.0,1998-10-11,5.0,6.0,25.287,NWE,KAN,W 40-10,False,0,0,,0,0,0,,0,0,,,4,4,100.0,4,4,100.0,,0,16,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,40,10
1998.0,1998-10-19,6.0,7.0,25.295,NWE,NYJ,L 14-24,False,0,0,,0,0,,,,,,,2,2,100.0,,,,,0,2,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,False,14,24
1998.0,1998-10-25,7.0,8.0,25.301,NWE,MIA,L 9-12,False,0,0,,0,0,0,,0,0,,,,,,3,4,75.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,9,12
1998.0,1998-11-01,8.0,9.0,25.308,NWE,IND,W 21-16,False,0,0,,0,0,,,,,,,3,3,100.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,21,16
1998.0,1998-11-08,9.0,10.0,25.315,NWE,ATL,L 10-41,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,10,41
1998.0,1998-11-15,10.0,11.0,25.322,NWE,BUF,L 10-13,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,,0,4,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,10,13
1998.0,1998-11-23,11.0,12.0,25.33,NWE,MIA,W 26-23,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,26,23
1998.0,1998-11-29,12.0,13.0,25.336,NWE,BUF,W 25-21,False,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,1,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,25,21
1998.0,1998-12-06,13.0,14.0,25.343,NWE,PIT,W 23-9,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,9
1998.0,1998-12-13,14.0,15.0,25.35,NWE,STL,L 18-32,False,0,0,,0,0,0,,0,0,,,,,,4,4,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,18,32
1998.0,1998-12-20,15.0,16.0,25.357,NWE,SFO,W 24-21,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,21
1998.0,1998-12-27,16.0,17.0,25.364,NWE,NYJ,L 10-31,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,10,31
1999.0,1999-09-12,1.0,1.0,26.258,NWE,NYJ,W 30-28,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,0,1,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,30,28
1999.0,1999-09-19,2.0,2.0,26.265,NWE,IND,W 31-28,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,31,28
1999.0,1999-09-26,3.0,3.0,26.272,NWE,NYG,W 16-14,False,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,16,14
1999.0,1999-10-03,4.0,4.0,26.279,NWE,CLE,W 19-7,False,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,19,7
1999.0,1999-10-10,5.0,5.0,26.286,NWE,KAN,L 14-16,False,0,0,,0,0,0,,,,,,2,2,100.0,,2,0.0,,0,2,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,14,16
1999.0,1999-10-17,6.0,6.0,26.293,NWE,MIA,L 30-31,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,0,1,1,0,,0,0,,0,,,,,,,False,Adam Vinatieri,False,30,31
1999.0,1999-10-24,7.0,7.0,26.3,NWE,DEN,W 24-23,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,23
1999.0,1999-10-31,8.0,8.0,26.307,NWE,ARI,W 27-3,False,0,0,,0,0,,,,,,,3,4,75.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,27,3
1999.0,1999-11-15,9.0,10.0,26.322,NWE,NYJ,L 17-24,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,0,0,0,0,,0,0,,0,,,,,,,False,Adam Vinatieri,False,17,24
1999.0,1999-11-21,10.0,11.0,26.328,NWE,MIA,L 17-27,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,27
1999.0,1999-11-28,11.0,12.0,26.335,NWE,BUF,L 7-17,False,0,0,,0,0,,,,,,,1,1,100.0,,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,7,17
1999.0,1999-12-05,12.0,13.0,26.342,NWE,DAL,W 13-6,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,13,6
1999.0,1999-12-12,13.0,14.0,26.349,NWE,IND,L 15-20,False,0,0,,0,0,0,,,,,,,,,3,3,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,15,20
1999.0,1999-12-19,14.0,15.0,26.356,NWE,PHI,L 9-24,False,0,0,,0,0,0,,,,,,,,,3,4,75.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,9,24
1999.0,1999-12-26,15.0,16.0,26.363,NWE,BUF,L 10-13,False,0,0,,0,0,0,,,,,,1,1,100.0,1,4,25.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,10,13
1999.0,2000-01-02,16.0,17.0,27.005,NWE,BAL,W 20-3,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,20,3
2000.0,2000-09-03,1.0,1.0,27.25,NWE,TAM,L 16-21,False,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,16,21
2000.0,2000-09-11,2.0,2.0,27.258,NWE,NYJ,L 19-20,False,0,0,,0,0,0,,,,,,1,1,100.0,4,5,80.0,,0,13,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,19,20
2000.0,2000-09-17,3.0,3.0,27.264,NWE,MIN,L 13-21,False,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,,0,1,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,13,21
2000.0,2000-09-24,4.0,4.0,27.271,NWE,MIA,L 3-10,False,0,0,,0,0,0,,,,,,,,,1,2,50.0,,0,3,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,3,10
2000.0,2000-10-01,5.0,5.0,27.278,NWE,DEN,W 28-19,False,0,0,,0,0,,,,,,,4,4,100.0,,,,,0,4,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,28,19
2000.0,2000-10-08,6.0,6.0,27.285,NWE,IND,W 24-16,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,16
2000.0,2000-10-15,7.0,7.0,27.292,NWE,NYJ,L 17-34,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,17,34
2000.0,2000-10-22,8.0,8.0,27.299,NWE,IND,L 23-30,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,23,30
2000.0,2000-11-05,9.0,10.0,27.313,NWE,BUF,L 13-16,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,13,16
2000.0,2000-11-12,10.0,11.0,27.32,NWE,CLE,L 11-19,False,0,0,,0,0,0,,,,,,,,,1,1,100.0,,0,3,0.0,0,1,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,False,11,19
2000.0,2000-11-19,11.0,12.0,27.327,NWE,CIN,W 16-13,False,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,16,13
2000.0,2000-11-23,12.0,13.0,27.331,NWE,DET,L 9-34,False,0,0,,0,0,0,,,,,,,,,3,3,100.0,,0,9,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,False,9,34
2000.0,2000-12-04,13.0,14.0,27.342,NWE,KAN,W 30-24,False,0,0,,0,0,0,,,,,,3,3,100.0,3,4,75.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,30,24
2000.0,2000-12-10,14.0,15.0,27.348,NWE,CHI,L 17-24,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,24
2000.0,2000-12-17,15.0,16.0,27.355,NWE,BUF,W 13-10,False,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,13,10
2000.0,2000-12-24,16.0,17.0,27.362,NWE,MIA,L 24-27,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,24,27
2001.0,2001-09-09,1.0,1.0,28.255,NWE,CIN,L 17-23,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,23
2001.0,2001-09-23,2.0,2.0,28.269,NWE,NYJ,L 3-10,False,0,0,,0,0,0,,,,,,,,,1,1,100.0,,0,3,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,3,10
2001.0,2001-09-30,3.0,3.0,28.276,NWE,IND,W 44-13,False,0,0,,0,0,0,,,,,,5,5,100.0,3,3,100.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,44,13
2001.0,2001-10-07,4.0,4.0,28.283,NWE,MIA,L 10-30,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,10,30
2001.0,2001-10-14,5.0,5.0,28.29,NWE,SDG,W 29-26,False,0,0,,0,0,0,,,,,,2,3,66.7,3,4,75.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,29,26
2001.0,2001-10-21,6.0,6.0,28.297,NWE,IND,W 38-17,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,38,17
2001.0,2001-10-28,7.0,7.0,28.304,NWE,DEN,L 20-31,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,20,31
2001.0,2001-11-04,8.0,8.0,28.311,NWE,ATL,W 24-10,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,24,10
2001.0,2001-11-11,9.0,9.0,28.318,NWE,BUF,W 21-11,False,0,0,,0,0,0,,,,,,3,3,100.0,,2,0.0,,0,3,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,21,11
2001.0,2001-11-18,10.0,10.0,28.325,NWE,STL,L 17-24,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,17,24
2001.0,2001-11-25,11.0,11.0,28.332,NWE,NOR,W 34-17,False,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,,0,4,0.0,0,1,1,0,,0,0,,0,,,,,,,False,Adam Vinatieri,True,34,17
2001.0,2001-12-02,12.0,12.0,28.339,NWE,NYJ,W 17-16,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,17,16
2001.0,2001-12-09,13.0,13.0,28.346,NWE,CLE,W 27-16,False,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,,0,9,0.0,,,,,,1,33,33.00,0,,,,,,,False,Adam Vinatieri,True,27,16
2001.0,2001-12-16,14.0,14.0,28.353,NWE,BUF,W 12-9,False,0,0,,0,0,0,,,,,,,,,4,4,100.0,,0,12,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,12,9
2001.0,2001-12-22,15.0,15.0,28.359,NWE,MIA,W 20-13,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,20,13
2001.0,2002-01-06,16.0,17.0,29.009,NWE,CAR,W 38-6,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,38,6
2002.0,2002-09-09,1.0,1.0,29.255,NWE,PIT,W 30-14,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,30,14
2002.0,2002-09-15,2.0,2.0,29.261,NWE,NYJ,W 44-7,False,0,0,,0,0,0,,,,,,5,5,100.0,3,3,100.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,44,7
2002.0,2002-09-22,3.0,3.0,29.268,NWE,KAN,W 41-38,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,41,38
2002.0,2002-09-29,4.0,4.0,29.275,NWE,SDG,L 14-21,False,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,,0,2,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,14,21
2002.0,2002-10-06,5.0,5.0,29.282,NWE,MIA,L 13-26,False,0,0,,0,0,,,,,,,1,1,100.0,,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,13,26
2002.0,2002-10-13,6.0,6.0,29.289,NWE,GNB,L 10-28,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,10,28
2002.0,2002-10-27,7.0,8.0,29.303,NWE,DEN,L 16-24,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,16,24
2002.0,2002-11-03,8.0,9.0,29.31,NWE,BUF,W 38-7,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,38,7
2002.0,2002-11-10,9.0,10.0,29.317,NWE,CHI,W 33-30,False,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,,0,13,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,33,30
2002.0,2002-11-17,10.0,11.0,29.324,NWE,OAK,L 20-27,False,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,,0,8,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,False,20,27
2002.0,2002-11-24,11.0,12.0,29.331,NWE,MIN,W 24-17,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,17
2002.0,2002-11-28,12.0,13.0,29.335,NWE,DET,W 20-12,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,20,12
2002.0,2002-12-08,13.0,14.0,29.345,NWE,BUF,W 27-17,False,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,17
2002.0,2002-12-16,14.0,15.0,29.353,NWE,TEN,L 7-24,False,0,0,,0,0,,,,,,,1,1,100.0,,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,7,24
2002.0,2002-12-22,15.0,16.0,29.359,NWE,NYJ,L 17-30,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,17,30
2002.0,2002-12-29,16.0,17.0,30.001,NWE,MIA,W 27-24,False,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,,0,13,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,24
2003.0,2003-09-14,2.0,2.0,30.26,NWE,PHI,W 31-10,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,10
