Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-12-01,12,13,28.008,CAR,TAM,True,9,48,5.33,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,69%,0,0%,3,12%,False,True,27,6,Mike Tolbert
2013,2013-12-08,13,14,28.015,CAR,NOR,False,3,12,4.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,38%,0,0%,11,39%,True,False,13,31,Mike Tolbert
2013,2013-12-15,14,15,28.022,CAR,NYJ,True,12,18,1.50,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,64%,0,0%,3,11%,False,True,30,20,Mike Tolbert
2013,2013-12-22,15,16,28.029,CAR,NOR,True,1,1,1.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,73%,0,0%,8,26%,False,True,17,13,Mike Tolbert
2013,2013-12-29,16,17,28.036,CAR,ATL,True,7,29,4.14,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,79%,0,0%,4,15%,True,True,21,20,Mike Tolbert
2014,2014-09-07,1,1,28.288,CAR,TAM,True,7,11,1.57,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,47%,0,0%,4,16%,True,True,20,14,Mike Tolbert
2014,2014-09-14,2,2,28.295,CAR,DET,True,4,-5,-1.25,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,40%,0,0%,3,12%,False,True,24,7,Mike Tolbert
2014,2014-09-21,3,3,28.302,CAR,PIT,True,3,4,1.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,58%,0,0%,1,3%,False,False,19,37,Mike Tolbert
2014,2014-09-28,4,4,,CAR,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,38,Mike Tolbert
2014,2014-10-05,5,5,,CAR,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,24,Mike Tolbert
