Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-12-13,13,14,23.021,MIA,JAX,True,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,14,10,Brian Hartline
2009,2009-12-20,14,15,23.028,MIA,TEN,False,5,2,96,48.00,0,40.0%,19.20,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,24,27,Brian Hartline
2009,2009-12-27,15,16,23.035,MIA,HOU,False,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,False,20,27,Brian Hartline
2009,2010-01-03,16,17,23.042,MIA,PIT,False,4,2,34,17.00,0,50.0%,8.50,2,20,10.00,1,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,30,Brian Hartline
2010,2010-09-12,1,1,23.294,MIA,BUF,True,3,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,15,10,Brian Hartline
2010,2010-09-19,2,2,23.301,MIA,MIN,True,3,3,28,9.33,1,100.0%,9.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,14,10,Brian Hartline
2010,2010-09-26,3,3,23.308,MIA,NYJ,True,11,5,84,16.80,0,45.5%,7.64,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,31,Brian Hartline
2010,2010-10-04,4,4,23.316,MIA,NWE,True,9,3,21,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,14,41,Brian Hartline
2010,2010-10-17,5,6,23.329,MIA,GNB,True,5,4,44,11.00,0,80.0%,8.80,1,-3,-3.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Brian Hartline
2010,2010-10-24,6,7,23.336,MIA,PIT,True,5,5,57,11.40,0,100.0%,11.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,False,22,23,Brian Hartline
2010,2010-10-31,7,8,23.343,MIA,CIN,False,8,5,53,10.60,0,62.5%,6.63,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,22,14,Brian Hartline
2010,2010-11-07,8,9,23.350,MIA,BAL,True,5,4,85,21.25,0,80.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,26,Brian Hartline
2010,2010-11-14,9,10,23.357,MIA,TEN,True,7,5,98,19.60,0,71.4%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,29,17,Brian Hartline
2010,2010-11-18,10,11,23.361,MIA,CHI,True,6,5,70,14.00,0,83.3%,11.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,False,0,16,Brian Hartline
2010,2010-11-28,11,12,24.006,MIA,OAK,True,7,4,75,18.75,0,57.1%,10.71,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,17,Brian Hartline
2010,2010-12-05,12,13,24.013,MIA,CLE,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,13,Brian Hartline
2010,2010-12-12,13,14,,MIA,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,10,6,Brian Hartline
2010,2010-12-19,14,15,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,14,17,Brian Hartline
2010,2010-12-26,15,16,,MIA,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,27,34,Brian Hartline
2010,2011-01-02,16,17,,MIA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,38,Brian Hartline
2011,2011-09-12,1,1,24.294,MIA,NWE,True,7,4,47,11.75,1,57.1%,6.71,0,0,,0,0,0,,0,1,6,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,False,False,24,38,Brian Hartline
2011,2011-09-18,2,2,24.300,MIA,HOU,True,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,23,Brian Hartline
2011,2011-09-25,3,3,24.307,MIA,CLE,False,4,4,87,21.75,0,100.0%,21.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,17,Brian Hartline
2011,2011-10-02,4,4,24.314,MIA,SDG,True,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,16,26,Brian Hartline
2011,2011-10-17,5,6,24.329,MIA,NYJ,False,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,,0,0,0,0,,,,,,,True,False,6,24,Brian Hartline
2011,2011-10-23,6,7,24.335,MIA,DEN,True,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,15,18,Brian Hartline
2011,2011-10-30,7,8,24.342,MIA,NYG,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Brian Hartline
2011,2011-11-06,8,9,24.349,MIA,KAN,True,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,31,3,Brian Hartline
2011,2011-11-13,9,10,24.356,MIA,WAS,False,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,9,Brian Hartline
2011,2011-11-20,10,11,24.363,MIA,BUF,True,2,1,19,19.00,0,50.0%,9.50,1,9,9.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,35,8,Brian Hartline
2011,2011-11-24,11,12,25.002,MIA,DAL,True,5,4,77,19.25,0,80.0%,15.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,20,Brian Hartline
2011,2011-12-04,12,13,25.012,MIA,OAK,True,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,14,Brian Hartline
2011,2011-12-11,13,14,25.019,MIA,PHI,False,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,26,Brian Hartline
2011,2011-12-18,14,15,25.026,MIA,BUF,True,5,3,69,23.00,0,60.0%,13.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,30,23,Brian Hartline
2011,2011-12-24,15,16,25.032,MIA,NWE,True,8,4,72,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,27,Brian Hartline
2011,2012-01-01,16,17,25.040,MIA,NYJ,False,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,17,Brian Hartline
2012,2012-09-09,1,1,25.292,MIA,HOU,False,8,3,50,16.67,0,37.5%,6.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,60%,0,0%,1,4%,True,False,10,30,Brian Hartline
2012,2012-09-16,2,2,25.299,MIA,OAK,True,12,9,111,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,79%,0,0%,1,3%,False,True,35,13,Brian Hartline
2012,2012-09-23,3,3,25.306,MIA,NYJ,True,9,1,41,41.00,0,11.1%,4.56,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,90%,0,0%,0,0%,False,False,20,23,Brian Hartline
2012,2012-09-30,4,4,25.313,MIA,ARI,True,19,12,253,21.08,1,63.2%,13.32,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,87%,0,0%,1,3%,True,False,21,24,Brian Hartline
2012,2012-10-07,5,5,25.320,MIA,CIN,True,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,88%,0,0%,0,0%,True,True,17,13,Brian Hartline
2012,2012-10-14,6,6,25.327,MIA,STL,True,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,50,93%,0,0%,0,0%,False,True,17,14,Brian Hartline
2012,2012-10-28,7,8,25.341,MIA,NYJ,True,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,1,3%,True,True,30,9,Brian Hartline
2012,2012-11-04,8,9,25.348,MIA,IND,True,12,8,107,13.38,0,66.7%,8.92,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,0,0%,True,False,20,23,Brian Hartline
2012,2012-11-11,9,10,25.355,MIA,TEN,True,10,8,79,9.88,0,80.0%,7.90,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,83%,0,0%,0,0%,False,False,3,37,Brian Hartline
2012,2012-11-15,10,11,25.359,MIA,BUF,True,7,4,49,12.25,0,57.1%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,55,95%,0,0%,0,0%,True,False,14,19,Brian Hartline
2012,2012-11-25,11,12,26.003,MIA,SEA,True,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,90%,0,0%,1,4%,False,True,24,21,Brian Hartline
2012,2012-12-02,12,13,26.010,MIA,NWE,True,10,5,84,16.80,0,50.0%,8.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,90%,0,0%,1,3%,False,False,16,23,Brian Hartline
2012,2012-12-09,13,14,26.017,MIA,SFO,True,8,2,34,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,93%,0,0%,0,0%,True,False,13,27,Brian Hartline
2012,2012-12-16,14,15,26.024,MIA,JAX,True,6,5,77,15.40,0,83.3%,12.83,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,82%,0,0%,0,0%,False,True,24,3,Brian Hartline
2012,2012-12-23,15,16,26.031,MIA,BUF,True,7,2,12,6.00,0,28.6%,1.71,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,94%,0,0%,0,0%,False,True,24,10,Brian Hartline
2012,2012-12-30,16,17,26.038,MIA,NWE,True,7,5,69,13.80,0,71.4%,9.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,92%,0,0%,0,0%,True,False,0,28,Brian Hartline
2013,2013-09-08,1,1,26.290,MIA,CLE,False,14,9,114,12.67,1,64.3%,8.14,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,82%,0,0%,0,0%,True,True,23,10,Brian Hartline
2013,2013-09-15,2,2,26.297,MIA,IND,True,8,5,68,13.60,0,62.5%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,91%,0,0%,0,0%,True,True,24,20,Brian Hartline
2013,2013-09-22,3,3,26.304,MIA,ATL,True,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,False,True,27,23,Brian Hartline
2013,2013-09-30,4,4,26.312,MIA,NOR,True,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,False,17,38,Brian Hartline
2013,2013-10-06,5,5,26.318,MIA,BAL,True,7,4,60,15.00,0,57.1%,8.57,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,98%,0,0%,0,0%,False,False,23,26,Brian Hartline
2013,2013-10-20,6,7,26.332,MIA,BUF,True,11,6,69,11.50,0,54.5%,6.27,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,95%,0,0%,0,0%,False,False,21,23,Brian Hartline
2013,2013-10-27,7,8,26.339,MIA,NWE,True,6,4,37,9.25,0,66.7%,6.17,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,96%,0,0%,0,0%,True,False,17,27,Brian Hartline
2013,2013-10-31,8,9,26.343,MIA,CIN,True,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,87%,0,0%,0,0%,False,True,22,20,Brian Hartline
2013,2013-11-11,9,10,26.354,MIA,TAM,True,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,95%,0,0%,0,0%,True,False,19,22,Brian Hartline
2013,2013-11-17,10,11,26.360,MIA,SDG,True,13,5,65,13.00,0,38.5%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,False,True,20,16,Brian Hartline
2013,2013-11-24,11,12,27.002,MIA,CAR,True,5,5,78,15.60,0,100.0%,15.60,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,False,False,16,20,Brian Hartline
2013,2013-12-01,12,13,27.009,MIA,NYJ,True,15,9,127,14.11,1,60.0%,8.47,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,83%,0,0%,0,0%,True,True,23,3,Brian Hartline
2013,2013-12-08,13,14,27.016,MIA,PIT,True,8,5,51,10.20,1,62.5%,6.38,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,True,True,34,28,Brian Hartline
2013,2013-12-15,14,15,27.023,MIA,NWE,True,8,5,70,14.00,0,62.5%,8.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,97%,0,0%,0,0%,False,True,24,20,Brian Hartline
2013,2013-12-22,15,16,27.030,MIA,BUF,True,10,2,53,26.50,0,20.0%,5.30,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,94%,0,0%,0,0%,True,False,0,19,Brian Hartline
2013,2013-12-29,16,17,27.037,MIA,NYJ,True,5,2,38,19.00,0,40.0%,7.60,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,22%,0,0%,0,0%,False,False,7,20,Brian Hartline
2014,2014-09-07,1,1,27.289,MIA,NWE,True,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,85%,0,0%,0,0%,False,True,33,20,Brian Hartline
2014,2014-09-14,2,2,27.296,MIA,BUF,True,8,5,36,7.20,0,62.5%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,81%,0,0%,0,0%,True,False,10,29,Brian Hartline
2014,2014-09-21,3,3,27.303,MIA,KAN,True,7,3,25,8.33,1,42.9%,3.57,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,91%,0,0%,1,3%,False,False,15,34,Brian Hartline
2014,2014-09-28,4,4,27.310,MIA,OAK,True,7,6,74,12.33,0,85.7%,10.57,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,81%,0,0%,1,4%,True,True,38,14,Brian Hartline
2014,2014-10-12,5,6,27.324,MIA,GNB,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,98%,0,0%,0,0%,False,False,24,27,Brian Hartline
2014,2014-10-19,6,7,27.331,MIA,CHI,True,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,True,True,27,14,Brian Hartline
2014,2014-10-26,7,8,27.338,MIA,JAX,True,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,76%,0,0%,1,3%,True,True,27,13,Brian Hartline
2014,2014-11-02,8,9,27.345,MIA,SDG,True,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,63%,0,0%,0,0%,False,True,37,0,Brian Hartline
2014,2014-11-09,9,10,27.352,MIA,DET,True,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,47,77%,0,0%,0,0%,True,False,16,20,Brian Hartline
2014,2014-11-13,10,11,27.356,MIA,BUF,True,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,61%,0,0%,1,4%,False,True,22,9,Brian Hartline
2014,2014-11-23,11,12,28.001,MIA,DEN,True,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,69%,0,0%,0,0%,True,False,36,39,Brian Hartline
2014,2014-12-01,12,13,28.009,MIA,NYJ,True,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,True,16,13,Brian Hartline
2014,2014-12-07,13,14,28.015,MIA,BAL,True,4,2,11,5.50,1,50.0%,2.75,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,74%,0,0%,0,0%,False,False,13,28,Brian Hartline
2014,2014-12-14,14,15,28.022,MIA,NWE,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,54%,0,0%,0,0%,True,False,13,41,Brian Hartline
2014,2014-12-21,15,16,28.029,MIA,MIN,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,71%,0,0%,2,6%,False,True,37,35,Brian Hartline
2014,2014-12-28,16,17,28.036,MIA,NYJ,True,6,5,94,18.80,0,83.3%,15.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,87%,0,0%,0,0%,False,False,24,37,Brian Hartline
2015,2015-09-13,1,1,28.295,CLE,NYJ,False,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,72%,0,0%,0,0%,True,False,10,31,Brian Hartline
2015,2015-09-20,2,2,28.302,CLE,TEN,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,41%,0,0%,0,0%,False,True,28,14,Brian Hartline
2015,2015-09-27,3,3,28.309,CLE,OAK,False,7,5,96,19.20,0,71.4%,13.71,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,60%,0,0%,0,0%,False,False,20,27,Brian Hartline
2015,2015-10-04,4,4,28.316,CLE,SDG,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,False,27,30,Brian Hartline
2015,2015-10-11,5,5,28.323,CLE,BAL,False,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,52%,0,0%,0,0%,True,True,33,30,Brian Hartline
2015,2015-10-18,6,6,28.330,CLE,DEN,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,51%,0,0%,0,0%,False,False,23,26,Brian Hartline
2015,2015-10-25,7,7,28.337,CLE,STL,False,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,61%,0,0%,0,0%,True,False,6,24,Brian Hartline
2015,2015-11-01,8,8,28.344,CLE,ARI,True,10,4,32,8.00,2,40.0%,3.20,0,0,,0,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,51,81%,0,0%,0,0%,False,False,20,34,Brian Hartline
