Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-17,14.0,15.0,,WAS,ARI,W 20-15,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Terrelle Pryor,True,20,15
2017.0,2017-12-24,15.0,16.0,,WAS,DEN,W 27-11,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Terrelle Pryor,True,27,11
2017.0,2017-12-31,16.0,17.0,,WAS,NYG,L 10-18,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Terrelle Pryor,False,10,18
2018.0,2018-09-10,1.0,1.0,29.082,NYJ,DET,W 48-17,False,0,0,,0,0,0,,0,0,,,3,3,49,16.33,0,100.0%,16.33,0,0,,0,,0,0,0,0,0,0,0,0,24,40%,0,0%,0,0%,True,Terrelle Pryor,True,48,17
2018.0,2018-09-16,2.0,2.0,29.088,NYJ,MIA,L 12-20,False,0,0,,0,0,0,,0,0,,,8,4,84,21.00,0,50.0%,10.50,0,0,,0,,0,0,0,0,0,0,0,0,44,68%,0,0%,0,0%,False,Terrelle Pryor,False,12,20
2018.0,2018-09-20,3.0,3.0,29.092,NYJ,CLE,L 17-21,False,0,0,,0,0,0,,0,0,,,3,1,25,25.00,0,33.3%,8.33,0,0,,0,,0,0,0,0,0,0,0,0,44,70%,0,0%,0,0%,True,Terrelle Pryor,False,17,21
2018.0,2018-09-30,4.0,4.0,29.102,NYJ,JAX,L 12-31,False,0,0,,0,0,0,,0,0,,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,2,4%,0,0%,0,0%,True,Terrelle Pryor,False,12,31
2018.0,2018-10-07,5.0,5.0,29.109,NYJ,DEN,W 34-16,False,0,0,,0,0,0,,0,0,,,1,1,20,20.00,1,100.0%,20.00,0,0,,0,,1,6,0,0,0,0,0,0,13,21%,0,0%,0,0%,False,Terrelle Pryor,True,34,16
2018.0,2018-10-14,6.0,6.0,29.116,NYJ,IND,W 42-34,False,0,0,,0,0,0,,0,0,,,6,5,57,11.40,1,83.3%,9.50,0,0,,0,,1,6,0,0,0,0,0,0,44,62%,0,0%,0,0%,False,Terrelle Pryor,True,42,34
2018.0,2018-11-04,9.0,9.0,29.137,BUF,CHI,L 9-41,True,0,0,,0,0,0,,0,0,,,5,2,17,8.50,0,40.0%,3.40,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,75,82%,0,0%,0,0%,False,Terrelle Pryor,False,9,41
2018.0,2018-11-11,10.0,10.0,29.144,BUF,NYJ,W 41-10,False,0,0,,0,0,0,,0,0,,,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,31,42%,0,0%,0,0%,True,Terrelle Pryor,True,41,10
,51 Games,,,,,,14-37-0,False,175,311,56.27,1994,9,12,69.3,32,204,6.41,5.25,216,115,1563,13.59,7,53.2%,7.24,103,646,6.27,4,1,11,68,8,2,0,5,-9,0,,,,,,,False,Terrelle Pryor,False,37,0
