Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-11-08,9,9,23.253,NYG,@,TAM,W 32-18,False,6,23,3.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,12%,0,0%,18,67%,True,Orleans Darkwa
2015,2015-11-15,10,10,23.260,NYG,,NWE,L 26-27,False,5,15,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,14,19%,0,0%,21,66%,False,Orleans Darkwa
2015,2015-11-29,11,12,23.274,NYG,@,WAS,L 14-20,False,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,21,75%,True,Orleans Darkwa
2015,2015-12-06,12,13,23.281,NYG,,NYJ,L 20-23,False,8,23,2.88,0,2,1,10,10.00,0,50.0%,5.00,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,15,23%,0,0%,22,65%,False,Orleans Darkwa
2015,2015-12-14,13,14,23.289,NYG,@,MIA,W 31-24,False,2,10,5.00,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,6,9%,1,1%,21,66%,True,Orleans Darkwa
2015,2015-12-20,14,15,23.295,NYG,,CAR,L 35-38,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,0,0%,26,68%,False,Orleans Darkwa
2015,2015-12-27,15,16,23.302,NYG,@,MIN,L 17-49,False,1,9,9.00,0,1,1,15,15.00,0,100.0%,15.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,10%,0,0%,25,66%,True,Orleans Darkwa
2015,2016-01-03,16,17,23.309,NYG,,PHI,L 30-35,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,63%,False,Orleans Darkwa
2016,2016-09-11,1,1,24.196,NYG,@,DAL,W 20-19,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,18,67%,True,Orleans Darkwa
2016,2016-09-18,2,2,24.203,NYG,,NOR,W 16-13,False,1,-1,-1.00,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,6%,0,0%,18,67%,False,Orleans Darkwa
2016,2016-09-25,3,3,24.210,NYG,,WAS,L 27-29,False,10,53,5.30,1,1,1,9,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,21,31%,0,0%,5,15%,False,Orleans Darkwa
2016,2016-10-03,4,4,24.218,NYG,@,MIN,L 10-24,True,12,48,4.00,1,2,0,0,,0,0.0%,0.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,35%,0,0%,0,0%,True,Orleans Darkwa
2016,2016-10-09,5,5,24.224,NYG,@,GNB,L 16-23,True,7,11,1.57,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,25%,0,0%,2,7%,True,Orleans Darkwa
2016,2016-10-16,6,6,,NYG,,BAL,W 27-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Orleans Darkwa
2016,2016-10-23,7,7,24.238,NYG,@,LAR,W 17-10,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,0,0%,18,67%,True,Orleans Darkwa
2016,2016-11-06,8,9,24.252,NYG,,PHI,W 28-23,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,61%,False,Orleans Darkwa
2016,2016-11-14,9,10,24.260,NYG,,CIN,W 21-20,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,21,72%,False,Orleans Darkwa
2016,2016-11-20,10,11,24.266,NYG,,CHI,W 22-16,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,16,55%,False,Orleans Darkwa
2016,2016-11-27,11,12,24.273,NYG,@,CLE,W 27-13,False,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,20,62%,True,Orleans Darkwa
2016,2016-12-04,12,13,,NYG,@,PIT,L 14-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Orleans Darkwa
2016,2016-12-11,13,14,,NYG,,DAL,W 10-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Orleans Darkwa
2016,2016-12-18,14,15,,NYG,,DET,W 17-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Orleans Darkwa
2016,2016-12-22,15,16,,NYG,@,PHI,L 19-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Orleans Darkwa
2016,2017-01-01,16,17,,NYG,@,WAS,W 19-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Orleans Darkwa
2017,2017-09-10,1,1,25.194,NYG,@,DAL,L 3-19,False,3,14,4.67,0,1,1,-1,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,14%,0,0%,7,29%,True,Orleans Darkwa
2017,2017-09-18,2,2,25.202,NYG,,DET,L 10-24,False,3,17,5.67,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,20%,0,0%,10,40%,False,Orleans Darkwa
2017,2017-09-24,3,3,25.208,NYG,@,PHI,L 24-27,False,7,22,3.14,0,1,1,11,11.00,0,100.0%,11.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,23%,0,0%,8,29%,True,Orleans Darkwa
2017,2017-10-01,4,4,,NYG,@,TAM,L 23-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Orleans Darkwa
2017,2017-10-08,5,5,25.222,NYG,,LAC,L 22-27,True,8,69,8.63,1,4,1,3,3.00,0,25.0%,0.75,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,20,29%,0,0%,7,22%,False,Orleans Darkwa
2017,2017-10-15,6,6,25.229,NYG,@,DEN,W 23-10,True,21,117,5.57,0,1,1,13,13.00,0,100.0%,13.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,50%,0,0%,4,14%,True,Orleans Darkwa
2017,2017-10-22,7,7,25.236,NYG,,SEA,L 7-24,True,9,35,3.89,0,3,3,13,4.33,0,100.0%,4.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,36%,0,0%,6,23%,False,Orleans Darkwa
2017,2017-11-05,8,9,25.250,NYG,,LAR,L 17-51,True,16,71,4.44,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,47%,0,0%,10,29%,False,Orleans Darkwa
2017,2017-11-12,9,10,25.257,NYG,@,SFO,L 21-31,True,14,70,5.00,0,2,2,18,9.00,0,100.0%,9.00,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,26,39%,0,0%,7,29%,True,Orleans Darkwa
2017,2017-11-19,10,11,25.264,NYG,,KAN,W 12-9,True,20,74,3.70,1,4,2,16,8.00,0,50.0%,4.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,3,12%,False,Orleans Darkwa
2017,2017-11-23,11,12,25.268,NYG,@,WAS,L 10-20,True,11,30,2.73,0,1,1,9,9.00,0,100.0%,9.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,33%,0,0%,0,0%,True,Orleans Darkwa
2017,2017-12-03,12,13,25.278,NYG,@,OAK,L 17-24,True,14,32,2.29,1,1,1,-1,-1.00,0,100.0%,-1.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,35%,0,0%,0,0%,True,Orleans Darkwa
2017,2017-12-10,13,14,25.285,NYG,,DAL,L 10-30,True,10,29,2.90,0,3,2,15,7.50,0,66.7%,5.00,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,19,24%,0,0%,0,0%,False,Orleans Darkwa
2017,2017-12-17,14,15,25.292,NYG,,PHI,L 29-34,True,9,7,0.78,1,3,1,9,9.00,0,33.3%,3.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,22,25%,0,0%,0,0%,False,Orleans Darkwa
2017,2017-12-24,15,16,25.299,NYG,@,ARI,L 0-23,False,6,10,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,Orleans Darkwa
2017,2017-12-31,16,17,25.306,NYG,,WAS,W 18-10,True,20,154,7.70,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,38%,0,0%,0,0%,False,Orleans Darkwa
,52 Games,,,,,,,21-31-0,False,246,1038,4.22,9,43,29,207,7.14,0,67.4%,4.81,1,9,56,0.0,12,8,20,0,2,1,0,1,2,0,0,,,,,,,False,Orleans Darkwa
