Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-12-15,14,15,22.023,CIN,@,PIT,L 20-30,False,13,33,2.54,1,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,75%,0,0%,0,0%,True,Giovani Bernard
2013,2013-12-22,15,16,22.030,CIN,,MIN,W 42-14,False,13,20,1.54,0,4,2,47,23.50,0,50.0%,11.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,55%,0,0%,0,0%,False,Giovani Bernard
2013,2013-12-29,16,17,22.037,CIN,,BAL,W 34-17,False,13,22,1.69,0,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,63%,0,0%,0,0%,False,Giovani Bernard
2014,2014-09-07,1,1,22.289,CIN,@,BAL,W 23-16,True,14,48,3.43,0,10,6,62,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,86%,0,0%,0,0%,True,Giovani Bernard
2014,2014-09-14,2,2,22.296,CIN,,ATL,W 24-10,True,27,90,3.33,1,6,5,79,15.80,0,83.3%,13.17,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,63%,0,0%,0,0%,False,Giovani Bernard
2014,2014-09-21,3,3,22.303,CIN,,TEN,W 33-7,True,14,47,3.36,2,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,39,64%,0,0%,1,4%,False,Giovani Bernard
2014,2014-10-05,4,5,22.317,CIN,@,NWE,L 17-43,True,13,62,4.77,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,81%,0,0%,0,0%,True,Giovani Bernard
2014,2014-10-12,5,6,22.324,CIN,,CAR,T 37-37,True,18,137,7.61,1,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,68%,0,0%,0,0%,False,Giovani Bernard
2014,2014-10-19,6,7,22.331,CIN,@,IND,L 0-27,True,7,17,2.43,0,5,2,-1,-0.50,0,40.0%,-0.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,71%,0,0%,0,0%,True,Giovani Bernard
2014,2014-10-26,7,8,22.338,CIN,,BAL,W 27-24,True,16,45,2.81,1,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,54%,0,0%,0,0%,False,Giovani Bernard
2014,2014-11-02,8,9,,CIN,,JAX,W 33-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Giovani Bernard
2014,2014-11-06,9,10,,CIN,,CLE,L 3-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Giovani Bernard
2014,2014-11-16,10,11,,CIN,@,NOR,W 27-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Giovani Bernard
2014,2014-11-23,11,12,23.001,CIN,@,HOU,W 22-13,True,17,45,2.65,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,60%,0,0%,0,0%,True,Giovani Bernard
2014,2014-11-30,12,13,23.008,CIN,@,TAM,W 14-13,False,10,49,4.90,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,49%,0,0%,0,0%,True,Giovani Bernard
2014,2014-12-07,13,14,23.015,CIN,,PIT,L 21-42,True,6,17,2.83,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,56%,0,0%,0,0%,False,Giovani Bernard
2014,2014-12-14,14,15,23.022,CIN,@,CLE,W 30-0,False,15,79,5.27,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,38%,0,0%,0,0%,True,Giovani Bernard
2014,2014-12-22,15,16,23.030,CIN,,DEN,W 37-28,False,8,36,4.50,0,5,5,45,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,38%,0,0%,0,0%,False,Giovani Bernard
2014,2014-12-28,16,17,23.036,CIN,@,PIT,L 17-27,False,3,8,2.67,0,8,7,56,8.00,1,87.5%,7.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,42%,0,0%,0,0%,True,Giovani Bernard
2015,2015-09-13,1,1,23.295,CIN,@,OAK,W 33-13,False,8,63,7.88,0,6,6,25,4.17,0,100.0%,4.17,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,44%,0,0%,0,0%,True,Giovani Bernard
2015,2015-09-20,2,2,23.302,CIN,,SDG,W 24-19,False,20,123,6.15,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,68%,0,0%,0,0%,False,Giovani Bernard
2015,2015-09-27,3,3,23.309,CIN,@,BAL,W 28-24,False,13,49,3.77,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,66%,0,0%,0,0%,True,Giovani Bernard
2015,2015-10-04,4,4,23.316,CIN,,KAN,W 36-21,False,13,62,4.77,1,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,43%,0,0%,1,3%,False,Giovani Bernard
2015,2015-10-11,5,5,23.323,CIN,,SEA,W 27-24,False,15,80,5.33,0,8,5,21,4.20,0,62.5%,2.63,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,78%,0,0%,0,0%,False,Giovani Bernard
2015,2015-10-18,6,6,23.330,CIN,@,BUF,W 34-21,False,8,50,6.25,1,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,26,43%,0,0%,0,0%,True,Giovani Bernard
2015,2015-11-01,7,8,23.344,CIN,@,PIT,W 16-10,False,1,12,12.00,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,1,0,0,32,48%,0,0%,0,0%,True,Giovani Bernard
2015,2015-11-05,8,9,23.348,CIN,,CLE,W 31-10,False,13,72,5.54,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,51%,0,0%,0,0%,False,Giovani Bernard
2015,2015-11-16,9,10,23.359,CIN,,HOU,L 6-10,False,8,36,4.50,0,8,5,43,8.60,0,62.5%,5.38,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,73%,0,0%,0,0%,False,Giovani Bernard
2015,2015-11-22,10,11,24.000,CIN,@,ARI,L 31-34,False,6,18,3.00,0,10,8,128,16.00,0,80.0%,12.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,2,6,0,52,68%,0,0%,1,3%,True,Giovani Bernard
2015,2015-11-29,11,12,24.007,CIN,,STL,W 31-7,False,10,16,1.60,0,3,2,51,25.50,0,66.7%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,27,46%,0,0%,0,0%,False,Giovani Bernard
2015,2015-12-06,12,13,24.014,CIN,@,CLE,W 37-3,False,5,26,5.20,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,33%,0,0%,0,0%,True,Giovani Bernard
2015,2015-12-13,13,14,24.021,CIN,,PIT,L 20-33,False,6,40,6.67,0,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,66%,0,0%,0,0%,False,Giovani Bernard
2015,2015-12-20,14,15,24.028,CIN,@,SFO,W 24-14,True,14,33,2.36,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,58%,0,0%,0,0%,True,Giovani Bernard
2015,2015-12-28,15,16,24.036,CIN,@,DEN,L 17-20,False,8,14,1.75,0,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,46%,0,0%,0,0%,True,Giovani Bernard
2015,2016-01-03,16,17,24.042,CIN,,BAL,W 24-16,False,6,36,6.00,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,34%,0,0%,0,0%,False,Giovani Bernard
2016,2016-09-11,1,1,24.294,CIN,@,NYJ,W 23-22,False,5,25,5.00,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,49%,0,0%,0,0%,True,Giovani Bernard
2016,2016-09-18,2,2,24.301,CIN,@,PIT,L 16-24,False,5,17,3.40,0,11,9,100,11.11,1,81.8%,9.09,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,47,62%,0,0%,0,0%,True,Giovani Bernard
2016,2016-09-25,3,3,24.308,CIN,,DEN,L 17-29,False,5,8,1.60,0,5,5,36,7.20,0,100.0%,7.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,52%,0,0%,0,0%,False,Giovani Bernard
2016,2016-09-29,4,4,24.312,CIN,,MIA,W 22-7,False,10,18,1.80,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,49%,0,0%,0,0%,False,Giovani Bernard
2016,2016-10-09,5,5,24.322,CIN,@,DAL,L 14-28,True,9,50,5.56,0,6,6,46,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,76%,0,0%,0,0%,True,Giovani Bernard
2016,2016-10-16,6,6,24.329,CIN,@,NWE,L 17-35,True,15,49,3.27,0,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,66%,0,0%,0,0%,True,Giovani Bernard
2016,2016-10-23,7,7,24.336,CIN,,CLE,W 31-17,False,17,80,4.71,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,33,54%,0,0%,0,0%,False,Giovani Bernard
2016,2016-10-30,8,8,24.343,CIN,,WAS,T 27-27,False,11,52,4.73,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,55%,0,0%,0,0%,False,Giovani Bernard
2016,2016-11-14,9,10,24.358,CIN,@,NYG,L 20-21,False,7,17,2.43,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,Giovani Bernard
2016,2016-11-20,10,11,24.364,CIN,,BUF,L 12-16,False,7,21,3.00,0,8,5,40,8.00,0,62.5%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,40,55%,0,0%,0,0%,False,Giovani Bernard
2016,2016-11-27,11,12,,CIN,@,BAL,L 14-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Giovani Bernard
2016,2016-12-04,12,13,,CIN,,PHI,W 32-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Giovani Bernard
2016,2016-12-11,13,14,,CIN,@,CLE,W 23-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Giovani Bernard
2016,2016-12-18,14,15,,CIN,,PIT,L 20-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Giovani Bernard
2016,2016-12-24,15,16,,CIN,@,HOU,L 10-12,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Giovani Bernard
2016,2017-01-01,16,17,,CIN,,BAL,W 27-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Giovani Bernard
2017,2017-09-10,1,1,25.292,CIN,,BAL,L 0-20,False,7,40,5.71,0,2,1,39,39.00,0,50.0%,19.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,Giovani Bernard
2017,2017-09-14,2,2,25.296,CIN,,HOU,L 9-13,False,5,10,2.00,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,Giovani Bernard
2017,2017-09-24,3,3,25.306,CIN,@,GNB,L 24-27,False,3,27,9.00,0,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,13,21%,0,0%,7,21%,True,Giovani Bernard
2017,2017-10-01,4,4,25.313,CIN,@,CLE,W 31-7,False,3,12,4.00,0,4,3,67,22.33,1,75.0%,16.75,1,7,7.00,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,21,33%,0,0%,7,28%,True,Giovani Bernard
2017,2017-10-08,5,5,25.320,CIN,,BUF,W 20-16,False,2,2,1.00,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,7,24%,False,Giovani Bernard
2017,2017-10-22,6,7,25.334,CIN,@,PIT,L 14-29,False,3,8,2.67,0,3,1,-1,-1.00,0,33.3%,-0.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,45%,0,0%,0,0%,True,Giovani Bernard
2017,2017-10-29,7,8,25.341,CIN,,IND,W 24-23,False,2,5,2.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,25%,0,0%,0,0%,False,Giovani Bernard
2017,2017-11-05,8,9,25.348,CIN,@,JAX,L 7-23,False,1,-1,-1.00,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,28%,0,0%,3,12%,True,Giovani Bernard
2017,2017-11-12,9,10,25.355,CIN,@,TEN,L 20-24,False,2,10,5.00,0,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,39%,0,0%,0,0%,True,Giovani Bernard
2017,2017-11-19,10,11,25.362,CIN,@,DEN,W 20-17,False,3,-4,-1.33,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,36%,0,0%,0,0%,True,Giovani Bernard
2017,2017-11-26,11,12,26.004,CIN,,CLE,W 30-16,False,3,12,4.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,0,0%,False,Giovani Bernard
2017,2017-12-04,12,13,26.012,CIN,,PIT,L 20-23,False,13,77,5.92,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,69%,0,0%,0,0%,False,Giovani Bernard
2017,2017-12-10,13,14,26.018,CIN,,CHI,L 7-33,True,11,62,5.64,0,8,6,68,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,85%,0,0%,0,0%,False,Giovani Bernard
2017,2017-12-17,14,15,26.025,CIN,@,MIN,L 7-34,True,14,30,2.14,1,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,88%,0,0%,0,0%,True,Giovani Bernard
2017,2017-12-24,15,16,26.032,CIN,,DET,W 26-17,False,23,116,5.04,1,7,7,52,7.43,0,100.0%,7.43,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,85%,0,0%,0,0%,False,Giovani Bernard
2017,2017-12-31,16,17,26.039,CIN,@,BAL,W 31-27,False,10,52,5.20,0,9,6,18,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,68%,0,0%,1,3%,True,Giovani Bernard
2018,2018-09-09,1,1,26.291,CIN,@,IND,W 34-23,False,1,-2,-2.00,0,1,1,11,11.00,0,100.0%,11.00,1,14,14.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,21%,0,0%,3,10%,True,Giovani Bernard
2018,2018-09-13,2,2,26.295,CIN,,BAL,W 34-23,False,6,27,4.50,0,7,4,15,3.75,0,57.1%,2.14,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,51%,0,0%,4,13%,False,Giovani Bernard
2018,2018-09-23,3,3,26.305,CIN,@,CAR,L 21-31,True,12,61,5.08,1,9,5,25,5.00,0,55.6%,2.78,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,88%,0,0%,0,0%,True,Giovani Bernard
2018,2018-09-30,4,4,26.312,CIN,@,ATL,W 37-36,True,15,69,4.60,2,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,44,60%,0,0%,0,0%,True,Giovani Bernard
