Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-09-16,2,2,26.190,CIN,CLE,False,3,2,56,28.00,1,66.7%,18.67,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,32,48%,0,0%,12,39%,False,True,34,27,Andrew Hawkins
2012,2012-09-23,3,3,26.197,CIN,WAS,False,4,2,66,33.00,1,50.0%,16.50,2,16,8.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,50%,0,0%,10,27%,True,True,38,31,Andrew Hawkins
2012,2012-09-30,4,4,26.204,CIN,JAX,False,3,3,39,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,49%,0,0%,10,37%,True,True,27,10,Andrew Hawkins
2012,2012-10-07,5,5,26.211,CIN,MIA,False,13,5,47,9.40,0,38.5%,3.62,1,5,5.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,65%,0,0%,13,48%,False,False,13,17,Andrew Hawkins
2012,2012-10-14,6,6,26.218,CIN,CLE,False,5,5,35,7.00,0,100.0%,7.00,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,17,46%,True,False,24,34,Andrew Hawkins
2012,2012-10-21,7,7,26.225,CIN,PIT,False,4,2,17,8.50,0,50.0%,4.25,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,20,40%,0,0%,13,50%,False,False,17,24,Andrew Hawkins
2012,2012-11-04,8,9,26.239,CIN,DEN,False,7,4,32,8.00,0,57.1%,4.57,1,-2,-2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,75%,0,0%,4,13%,False,False,23,31,Andrew Hawkins
2012,2012-11-11,9,10,26.246,CIN,NYG,True,5,3,16,5.33,1,60.0%,3.20,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,41%,0,0%,10,37%,False,True,31,13,Andrew Hawkins
2012,2012-11-18,10,11,,CIN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,28,6,Andrew Hawkins
2012,2012-11-25,11,12,,CIN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,10,Andrew Hawkins
2012,2012-12-02,12,13,26.267,CIN,SDG,True,8,5,47,9.40,0,62.5%,5.88,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,55,72%,0,0%,7,29%,True,True,20,13,Andrew Hawkins
2012,2012-12-09,13,14,26.274,CIN,DAL,False,8,6,44,7.33,1,75.0%,5.50,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,68%,0,0%,6,22%,False,False,19,20,Andrew Hawkins
2012,2012-12-13,14,15,26.278,CIN,PHI,False,1,0,0,,0,0.0%,0.00,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,50%,0,0%,7,22%,True,True,34,13,Andrew Hawkins
2012,2012-12-23,15,16,26.288,CIN,PIT,False,7,3,30,10.00,0,42.9%,4.29,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,52%,0,0%,8,28%,True,True,13,10,Andrew Hawkins
2012,2012-12-30,16,17,26.295,CIN,BAL,False,3,3,18,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,45%,0,0%,14,41%,False,True,23,17,Andrew Hawkins
2013,2013-09-08,1,1,,CIN,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,24,Andrew Hawkins
2013,2013-09-16,2,2,,CIN,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,20,10,Andrew Hawkins
2013,2013-09-22,3,3,,CIN,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,30,Andrew Hawkins
2013,2013-09-29,4,4,,CIN,CLE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,6,17,Andrew Hawkins
2013,2013-10-06,5,5,,CIN,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,13,6,Andrew Hawkins
2013,2013-10-13,6,6,,CIN,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,24,Andrew Hawkins
2013,2013-10-20,7,7,,CIN,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,24,Andrew Hawkins
2013,2013-10-27,8,8,,CIN,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,49,9,Andrew Hawkins
2013,2013-10-31,9,9,27.235,CIN,MIA,False,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,8%,0,0%,16,50%,True,False,20,22,Andrew Hawkins
2013,2013-11-10,10,10,27.245,CIN,BAL,False,0,0,0,,0,0.0%,,1,-3,-3.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,6,7%,0,0%,18,58%,True,False,17,20,Andrew Hawkins
2013,2013-11-17,11,11,27.252,CIN,CLE,False,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,5,8%,0,0%,25,61%,False,True,41,20,Andrew Hawkins
2013,2013-12-01,12,13,27.266,CIN,SDG,False,3,3,65,21.67,0,100.0%,21.67,1,6,6.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,23%,0,0%,8,40%,True,True,17,10,Andrew Hawkins
2013,2013-12-08,13,14,27.273,CIN,IND,False,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,25%,0,0%,19,54%,False,True,42,28,Andrew Hawkins
2013,2013-12-15,14,15,27.280,CIN,PIT,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,11,41%,True,False,20,30,Andrew Hawkins
2013,2013-12-22,15,16,27.287,CIN,MIN,False,3,3,37,12.33,0,100.0%,12.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,40%,0,0%,15,56%,False,True,42,14,Andrew Hawkins
2013,2013-12-29,16,17,27.294,CIN,BAL,False,5,3,74,24.67,0,60.0%,14.80,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,31%,0,0%,16,53%,False,True,34,17,Andrew Hawkins
2014,2014-09-07,1,1,28.181,CLE,PIT,True,10,8,87,10.88,0,80.0%,8.70,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,60%,0,0%,0,0%,True,False,27,30,Andrew Hawkins
2014,2014-09-14,2,2,28.188,CLE,NOR,True,12,6,70,11.67,0,50.0%,5.83,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,84%,0,0%,0,0%,False,True,26,24,Andrew Hawkins
2014,2014-09-21,3,3,28.195,CLE,BAL,True,10,7,87,12.43,0,70.0%,8.70,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,70%,0,0%,0,0%,False,False,21,23,Andrew Hawkins
2014,2014-10-05,4,5,28.209,CLE,TEN,True,9,3,26,8.67,0,33.3%,2.89,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,74%,0,0%,0,0%,True,True,29,28,Andrew Hawkins
2014,2014-10-12,5,6,28.216,CLE,PIT,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,54%,0,0%,1,3%,False,True,31,10,Andrew Hawkins
2014,2014-10-19,6,7,28.223,CLE,JAX,True,9,5,112,22.40,0,55.6%,12.44,1,8,8.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,75%,0,0%,0,0%,True,False,6,24,Andrew Hawkins
2014,2014-10-26,7,8,28.230,CLE,OAK,True,9,7,88,12.57,1,77.8%,9.78,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,75%,0,0%,1,3%,False,True,23,13,Andrew Hawkins
2014,2014-11-02,8,9,28.237,CLE,TAM,True,8,3,34,11.33,0,37.5%,4.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,46%,0,0%,0,0%,False,True,22,17,Andrew Hawkins
2014,2014-11-06,9,10,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,24,3,Andrew Hawkins
2014,2014-11-16,10,11,28.251,CLE,HOU,True,13,6,97,16.17,1,46.2%,7.46,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,62%,0,0%,0,0%,False,False,7,23,Andrew Hawkins
2014,2014-11-23,11,12,28.258,CLE,ATL,True,5,5,93,18.60,0,100.0%,18.60,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,61%,0,0%,0,0%,True,True,26,24,Andrew Hawkins
2014,2014-11-30,12,13,28.265,CLE,BUF,True,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,67%,0,0%,0,0%,True,False,10,26,Andrew Hawkins
2014,2014-12-07,13,14,28.272,CLE,IND,True,7,4,38,9.50,0,57.1%,5.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,False,24,25,Andrew Hawkins
2014,2014-12-14,14,15,28.279,CLE,CIN,True,4,2,7,3.50,0,50.0%,1.75,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,30,71%,0,0%,3,13%,False,False,0,30,Andrew Hawkins
2014,2014-12-21,15,16,28.286,CLE,CAR,True,4,1,28,28.00,0,25.0%,7.00,2,7,3.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,49%,0,0%,0,0%,True,False,13,17,Andrew Hawkins
2014,2014-12-28,16,17,28.293,CLE,BAL,True,7,4,33,8.25,0,57.1%,4.71,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,69%,0,0%,1,4%,True,False,10,20,Andrew Hawkins
2015,2015-09-13,1,1,29.187,CLE,NYJ,True,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,69%,0,0%,0,0%,True,False,10,31,Andrew Hawkins
2015,2015-09-20,2,2,29.194,CLE,TEN,True,4,3,43,14.33,0,75.0%,10.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,78%,0,0%,0,0%,False,True,28,14,Andrew Hawkins
2015,2015-09-27,3,3,29.201,CLE,OAK,True,6,2,18,9.00,0,33.3%,3.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,74%,0,0%,0,0%,False,False,20,27,Andrew Hawkins
2015,2015-10-04,4,4,29.208,CLE,SDG,True,3,2,27,13.50,0,66.7%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,True,False,27,30,Andrew Hawkins
2015,2015-10-11,5,5,29.215,CLE,BAL,True,9,7,49,7.00,0,77.8%,5.44,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,72,82%,0,0%,0,0%,True,True,33,30,Andrew Hawkins
2015,2015-10-18,6,6,29.222,CLE,DEN,True,4,1,25,25.00,0,25.0%,6.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,74%,0,0%,2,5%,False,False,23,26,Andrew Hawkins
2015,2015-10-25,7,7,29.229,CLE,STL,True,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,49%,0,0%,0,0%,True,False,6,24,Andrew Hawkins
2015,2015-11-01,8,8,,CLE,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,34,Andrew Hawkins
2015,2015-11-05,9,9,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,31,Andrew Hawkins
2015,2015-11-15,10,10,29.250,CLE,PIT,True,8,7,69,9.86,0,87.5%,8.63,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,46,67%,0,0%,0,0%,True,False,9,30,Andrew Hawkins
2015,2015-11-30,11,12,,CLE,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,27,33,Andrew Hawkins
2015,2015-12-06,12,13,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,37,Andrew Hawkins
2015,2015-12-13,13,14,,CLE,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,10,Andrew Hawkins
2015,2015-12-20,14,15,,CLE,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,30,Andrew Hawkins
2015,2015-12-27,15,16,,CLE,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,17,Andrew Hawkins
2015,2016-01-03,16,17,,CLE,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,12,28,Andrew Hawkins
2016,2016-09-11,1,1,30.185,CLE,PHI,False,3,0,0,,0,0.0%,0.00,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,63%,0,0%,2,7%,True,False,10,29,Andrew Hawkins
2016,2016-09-18,2,2,30.192,CLE,BAL,False,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,60%,0,0%,0,0%,False,False,20,25,Andrew Hawkins
2016,2016-09-25,3,3,30.199,CLE,MIA,True,4,2,14,7.00,0,50.0%,3.50,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,73%,0,0%,0,0%,True,False,24,30,Andrew Hawkins
2016,2016-10-02,4,4,30.206,CLE,WAS,True,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,True,False,20,31,Andrew Hawkins
2016,2016-10-09,5,5,30.213,CLE,NWE,True,7,4,56,14.00,1,57.1%,8.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,0,0%,False,False,13,33,Andrew Hawkins
2016,2016-10-16,6,6,30.220,CLE,TEN,False,4,3,48,16.00,0,75.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,79%,0,0%,4,12%,True,False,26,28,Andrew Hawkins
2016,2016-10-23,7,7,30.227,CLE,CIN,True,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,58%,0,0%,0,0%,True,False,17,31,Andrew Hawkins
2016,2016-10-30,8,8,30.234,CLE,NYJ,False,9,5,31,6.20,2,55.6%,3.44,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,48,67%,0,0%,2,6%,False,False,28,31,Andrew Hawkins
2016,2016-11-06,9,9,30.241,CLE,DAL,False,4,2,13,6.50,0,50.0%,3.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,66%,0,0%,0,0%,False,False,10,35,Andrew Hawkins
2016,2016-11-10,10,10,30.245,CLE,BAL,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,56%,0,0%,0,0%,True,False,7,28,Andrew Hawkins
2016,2016-11-20,11,11,30.255,CLE,PIT,False,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,61%,0,0%,0,0%,False,False,9,24,Andrew Hawkins
2016,2016-11-27,12,12,30.262,CLE,NYG,False,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,40%,0,0%,0,0%,False,False,13,27,Andrew Hawkins
