Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2017,2017-12-10,13,14,28.318,PHI,LAR,True,11,6,100,16.67,0,54.5%,9.09,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,74%,0,0%,0,0%,True,True,43,35,Torrey Smith
2017,2017-12-17,14,15,28.325,PHI,NYG,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,75%,0,0%,0,0%,True,True,34,29,Torrey Smith
2017,2017-12-25,15,16,28.333,PHI,OAK,True,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,True,19,10,Torrey Smith
2017,2017-12-31,16,17,28.339,PHI,DAL,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,15,25%,0,0%,0,0%,False,False,0,6,Torrey Smith
2018,2018-09-09,1,1,29.226,CAR,DAL,True,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,76%,0,0%,0,0%,False,True,16,8,Torrey Smith
2018,2018-09-16,2,2,29.233,CAR,ATL,True,7,3,33,11.00,1,42.9%,4.71,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,58,87%,0,0%,0,0%,True,False,24,31,Torrey Smith
2018,2018-09-23,3,3,29.240,CAR,CIN,True,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,66%,0,0%,0,0%,False,True,31,21,Torrey Smith
2018,2018-10-07,4,5,29.254,CAR,NYG,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,65%,0,0%,0,0%,False,True,33,31,Torrey Smith
2018,2018-10-14,5,6,29.261,CAR,WAS,True,5,5,43,8.60,1,100.0%,8.60,0,0,,0,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,42,70%,0,0%,0,0%,True,False,17,23,Torrey Smith
2018,2018-10-21,6,7,29.268,CAR,PHI,True,6,4,61,15.25,0,66.7%,10.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,30,51%,0,0%,0,0%,True,True,21,17,Torrey Smith
2018,2018-10-28,7,8,,CAR,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,36,21,Torrey Smith
2018,2018-11-04,8,9,,CAR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,42,28,Torrey Smith
2018,2018-11-08,9,10,,CAR,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,52,Torrey Smith
2018,2018-11-18,10,11,,CAR,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,19,20,Torrey Smith
2018,2018-11-25,11,12,29.303,CAR,SEA,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,False,False,27,30,Torrey Smith
2018,2018-12-02,12,13,29.310,CAR,TAM,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,True,False,17,24,Torrey Smith
2018,2018-12-09,13,14,29.317,CAR,CLE,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,False,20,26,Torrey Smith
2018,2018-12-17,14,15,,CAR,NOR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,9,12,Torrey Smith
2018,2018-12-23,15,16,29.331,CAR,ATL,False,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,10%,0,0%,0,0%,False,False,10,24,Torrey Smith
2018,2018-12-30,16,17,29.338,CAR,NOR,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,20,28%,0,0%,0,0%,True,True,33,14,Torrey Smith
,119 Games,,,,,,False,643,319,5141,16.12,41,49.6%,8.00,8,45,5.63,0,2,37,18.50,0,1,9,9.00,0,3,41,252,2,0,0,1,0,0,,,,,,,False,False,55,0,Torrey Smith
