Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019,2019-12-29,16,17,,MIN,,CHI,L 19-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alexander Mattison
2020,2020-09-13,1,1,22.086,MIN,,GNB,L 34-43,False,6,50,8.33,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,0,0,0,0,0,0,19,37%,0,0%,0,0%,False,Alexander Mattison
2020,2020-09-20,2,2,22.093,MIN,@,IND,L 11-28,False,3,13,4.33,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0,0,0,0,0,0,10,19%,0,0%,5,20%,True,Alexander Mattison
2020,2020-09-27,3,3,22.100,MIN,,TEN,L 30-31,False,8,27,3.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,16,25%,0,0%,0,0%,False,Alexander Mattison
2020,2020-10-04,4,4,22.107,MIN,@,HOU,W 31-23,False,7,17,2.43,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,15,23%,0,0%,0,0%,True,Alexander Mattison
2020,2020-10-11,5,5,22.114,MIN,@,SEA,L 26-27,False,20,112,5.60,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0,0,0,0,0,0,43,49%,0,0%,0,0%,True,Alexander Mattison
2020,2020-10-18,6,6,22.121,MIN,,ATL,L 23-40,True,10,26,2.60,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0,0,0,0,0,0,27,48%,0,0%,0,0%,False,Alexander Mattison
2020,2020-11-01,7,8,22.135,MIN,@,GNB,W 28-22,False,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,5,10%,0,0%,0,0%,True,Alexander Mattison
2020,2020-11-08,8,9,22.142,MIN,,DET,W 34-20,False,12,69,5.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,16,28%,0,0%,0,0%,False,Alexander Mattison
2020,2020-11-16,9,10,22.150,MIN,@,CHI,W 19-13,False,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,5,7%,0,0%,0,0%,True,Alexander Mattison
2020,2020-11-22,10,11,22.156,MIN,,DAL,L 28-31,False,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,5,8%,0,0%,6,23%,False,Alexander Mattison
2020,2020-11-29,11,12,22.163,MIN,,CAR,W 28-27,False,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,12,16%,0,0%,5,17%,False,Alexander Mattison
2020,2020-12-06,12,13,,MIN,,JAX,W 27-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alexander Mattison
2020,2020-12-13,13,14,,MIN,@,TAM,L 14-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alexander Mattison
2020,2020-12-20,14,15,22.184,MIN,,CHI,L 27-33,False,1,1,1.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0,0,0,0,0,0,6,9%,0,0%,8,28%,False,Alexander Mattison
2020,2020-12-25,15,16,,MIN,@,NOR,L 33-52,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alexander Mattison
2020,2021-01-03,16,17,22.198,MIN,@,DET,W 37-35,True,21,95,4.52,1,3,3,50,16.67,1,100.0%,16.67,0,0,,0,2,12,0,0,0,0,0,0,50,63%,0,0%,0,0%,True,Alexander Mattison
2021,2021-09-12,1,1,23.085,MIN,@,CIN,L 24-27,False,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0,0,0,0,0,0,9,11%,0,0%,0,0%,True,Alexander Mattison
2021,2021-09-19,2,2,23.092,MIN,@,ARI,L 33-34,False,3,11,3.67,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0,0,0,0,0,0,13,21%,0,0%,0,0%,True,Alexander Mattison
2021,2021-09-26,3,3,23.099,MIN,,SEA,W 30-17,True,26,112,4.31,0,8,6,59,9.83,0,75.0%,7.38,0,0,,0,0,0,0,0,0,0,0,0,51,68%,0,0%,0,0%,False,Alexander Mattison
2021,2021-10-03,4,4,23.106,MIN,,CLE,L 7-14,False,10,20,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,23,34%,0,0%,0,0%,False,Alexander Mattison
2021,2021-10-10,5,5,23.113,MIN,,DET,W 19-17,True,25,113,4.52,0,7,7,40,5.71,1,100.0%,5.71,0,0,,0,1,6,1,1,0,0,0,0,44,66%,0,0%,0,0%,False,Alexander Mattison
2021,2021-10-17,6,6,23.120,MIN,@,CAR,W 34-28,False,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,12,13%,0,0%,0,0%,True,Alexander Mattison
2021,2021-10-31,7,8,23.134,MIN,,DAL,L 16-20,False,2,5,2.50,0,2,2,-5,-2.50,0,100.0%,-2.50,0,0,,0,0,0,0,0,0,0,0,0,8,12%,0,0%,5,17%,False,Alexander Mattison
2021,2021-11-07,8,9,23.141,MIN,@,BAL,L 31-34,False,4,0,0.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0,0,0,0,0,0,9,17%,0,0%,6,18%,True,Alexander Mattison
2021,2021-11-14,9,10,23.148,MIN,@,LAC,W 27-20,False,4,16,4.00,0,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,0,0,0,0,0,0,12,15%,0,0%,5,18%,True,Alexander Mattison
2021,2021-11-21,10,11,23.155,MIN,,GNB,W 34-31,False,3,5,1.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,12,17%,0,0%,6,21%,False,Alexander Mattison
2021,2021-11-28,11,12,23.162,MIN,@,SFO,L 26-34,False,7,21,3.00,1,3,2,7,3.50,0,66.7%,2.33,1,18,18.00,0,1,6,0,0,0,0,0,0,22,40%,0,0%,6,21%,True,Alexander Mattison
2021,2021-12-05,12,13,23.169,MIN,@,DET,L 27-29,True,22,90,4.09,1,3,3,34,11.33,0,100.0%,11.33,0,0,,0,1,6,0,0,0,0,0,0,65,86%,0,0%,0,0%,True,Alexander Mattison
2021,2021-12-09,13,14,23.173,MIN,,PIT,W 36-28,False,6,27,4.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,13,19%,0,0%,5,15%,False,Alexander Mattison
2021,2021-12-20,14,15,,MIN,@,CHI,W 17-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Alexander Mattison
2021,2021-12-26,15,16,23.190,MIN,,LAR,L 23-30,True,13,41,3.15,1,4,3,29,9.67,0,75.0%,7.25,0,0,,0,1,6,0,0,0,1,1,0,47,75%,0,0%,0,0%,False,Alexander Mattison
2021,2022-01-02,16,17,23.197,MIN,@,GNB,L 10-37,False,0,0,,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,0,0,0,0,0,0,0,0,19,35%,0,0%,8,30%,True,Alexander Mattison
2021,2022-01-09,17,18,23.204,MIN,,CHI,W 31-17,False,5,18,3.60,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0,0,0,0,0,0,18,38%,0,0%,5,20%,False,Alexander Mattison
,42 Games,,,,,,,22-20-0,False,330,1387,4.20,6,66,55,435,7.91,2,83.3%,6.59,1,18,18.00,0,8,48,2,2,0,3,1,0,,,,,,,False,Alexander Mattison
