Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-12-08,13.0,14.0,24.208,NWE,CLE,W 27-26,True,5,2,32,16.00,0,40.0%,6.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,41,49%,0,0%,0,0%,False,Rob Gronkowski,True,27,26
2013.0,2013-12-15,14.0,15.0,,NWE,MIA,L 20-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Rob Gronkowski,False,20,24
2013.0,2013-12-22,15.0,16.0,,NWE,BAL,W 41-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Rob Gronkowski,True,41,7
2013.0,2013-12-29,16.0,17.0,,NWE,BUF,W 34-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Rob Gronkowski,True,34,20
2014.0,2014-09-07,1.0,1.0,25.116,NWE,MIA,L 20-33,False,11,4,40,10.00,1,36.4%,3.64,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,38,44%,0,0%,0,0%,True,Rob Gronkowski,False,20,33
2014.0,2014-09-14,2.0,2.0,25.123,NWE,MIN,W 30-7,False,6,4,32,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,27,42%,0,0%,0,0%,True,Rob Gronkowski,True,30,7
2014.0,2014-09-21,3.0,3.0,25.13,NWE,OAK,W 16-9,True,6,3,44,14.67,1,50.0%,7.33,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,44,59%,0,0%,0,0%,False,Rob Gronkowski,True,16,9
2014.0,2014-09-29,4.0,4.0,25.138,NWE,KAN,L 14-41,True,3,2,31,15.50,1,66.7%,10.33,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,31,62%,0,0%,0,0%,True,Rob Gronkowski,False,14,41
2014.0,2014-10-05,5.0,5.0,25.144,NWE,CIN,W 43-17,False,11,6,100,16.67,1,54.5%,9.09,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,68,79%,0,0%,0,0%,False,Rob Gronkowski,True,43,17
2014.0,2014-10-12,6.0,6.0,25.151,NWE,BUF,W 37-22,True,9,7,94,13.43,0,77.8%,10.44,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,56,79%,0,0%,0,0%,True,Rob Gronkowski,True,37,22
2014.0,2014-10-16,7.0,7.0,25.155,NWE,NYJ,W 27-25,False,10,5,68,13.60,0,50.0%,6.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,93%,0,0%,1,3%,False,Rob Gronkowski,True,27,25
2014.0,2014-10-26,8.0,8.0,25.165,NWE,CHI,W 51-23,False,9,9,149,16.56,3,100.0%,16.56,0,0,,0,0,0,,0,,3,18,0,0,0,0,0,0,0,0,0,0,40,54%,0,0%,0,0%,False,Rob Gronkowski,True,51,23
2014.0,2014-11-02,9.0,9.0,25.172,NWE,DEN,W 43-21,True,10,9,105,11.67,1,90.0%,10.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,76,90%,0,0%,0,0%,False,Rob Gronkowski,True,43,21
2014.0,2014-11-16,10.0,11.0,25.186,NWE,IND,W 42-20,True,5,4,71,17.75,1,80.0%,14.20,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,64,83%,0,0%,0,0%,True,Rob Gronkowski,True,42,20
2014.0,2014-11-23,11.0,12.0,25.193,NWE,DET,W 34-9,True,10,5,78,15.60,0,50.0%,7.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,76,97%,0,0%,0,0%,False,Rob Gronkowski,True,34,9
2014.0,2014-11-30,12.0,13.0,25.2,NWE,GNB,L 21-26,True,12,7,98,14.00,0,58.3%,8.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,98%,0,0%,0,0%,True,Rob Gronkowski,False,21,26
2014.0,2014-12-07,13.0,14.0,25.207,NWE,SDG,W 23-14,True,11,8,87,10.88,1,72.7%,7.91,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,74,96%,0,0%,0,0%,True,Rob Gronkowski,True,23,14
2014.0,2014-12-14,14.0,15.0,25.214,NWE,MIA,W 41-13,True,8,3,96,32.00,1,37.5%,12.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,60,92%,0,0%,0,0%,False,Rob Gronkowski,True,41,13
2014.0,2014-12-21,15.0,16.0,25.221,NWE,NYJ,W 17-16,True,10,6,31,5.17,1,60.0%,3.10,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,True,Rob Gronkowski,True,17,16
2014.0,2014-12-28,16.0,17.0,,NWE,BUF,L 9-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,False,9,17
2015.0,2015-09-10,1.0,1.0,26.119,NWE,PIT,W 28-21,True,8,5,94,18.80,3,62.5%,11.75,0,0,,0,0,0,,0,,3,18,0,0,0,0,0,0,0,1,0,0,60,98%,0,0%,1,4%,False,Rob Gronkowski,True,28,21
2015.0,2015-09-20,2.0,2.0,26.129,NWE,BUF,W 40-32,True,13,7,113,16.14,1,53.8%,8.69,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,81,94%,0,0%,2,6%,True,Rob Gronkowski,True,40,32
2015.0,2015-09-27,3.0,3.0,26.136,NWE,JAX,W 51-17,True,7,4,101,25.25,0,57.1%,14.43,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,66%,0,0%,1,3%,False,Rob Gronkowski,True,51,17
2015.0,2015-10-11,4.0,5.0,26.15,NWE,DAL,W 30-6,True,5,4,67,16.75,0,80.0%,13.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,57,97%,0,0%,0,0%,True,Rob Gronkowski,True,30,6
2015.0,2015-10-18,5.0,6.0,26.157,NWE,IND,W 34-27,True,5,3,50,16.67,1,60.0%,10.00,0,0,,0,1,5,5.00,0,,1,6,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,1,3%,True,Rob Gronkowski,True,34,27
2015.0,2015-10-25,6.0,7.0,26.164,NWE,NYJ,W 30-23,True,16,11,108,9.82,1,68.8%,6.75,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,1,3%,False,Rob Gronkowski,True,30,23
2015.0,2015-10-29,7.0,8.0,26.168,NWE,MIA,W 36-7,True,9,6,113,18.83,1,66.7%,12.56,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,68,94%,0,0%,0,0%,False,Rob Gronkowski,True,36,7
2015.0,2015-11-08,8.0,9.0,26.178,NWE,WAS,W 27-10,True,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,78,98%,0,0%,1,5%,False,Rob Gronkowski,True,27,10
