Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-11-02,9.0,9.0,25.184,NWE,DEN,W 43-21,False,11,29,2.64,0,10,5,38,7.60,1,50.0%,3.80,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,74%,0,0%,0,0%,False,Shane Vereen,True,43,21
2014.0,2014-11-16,10.0,11.0,25.198,NWE,IND,W 42-20,False,1,18,18.00,0,4,4,59,14.75,0,100.0%,14.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,26%,0,0%,0,0%,True,Shane Vereen,True,42,20
2014.0,2014-11-23,11.0,12.0,25.205,NWE,DET,W 34-9,True,8,12,1.50,0,9,8,48,6.00,0,88.9%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,77%,0,0%,0,0%,False,Shane Vereen,True,34,9
2014.0,2014-11-30,12.0,13.0,25.212,NWE,GNB,L 21-26,True,3,6,2.00,0,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,52%,0,0%,0,0%,True,Shane Vereen,False,21,26
2014.0,2014-12-07,13.0,14.0,25.219,NWE,SDG,W 23-14,False,1,1,1.00,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,45%,0,0%,0,0%,True,Shane Vereen,True,23,14
2014.0,2014-12-14,14.0,15.0,25.226,NWE,MIA,W 41-13,True,6,5,0.83,1,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,Shane Vereen,True,41,13
2014.0,2014-12-21,15.0,16.0,25.233,NWE,NYJ,W 17-16,False,6,38,6.33,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,67%,0,0%,0,0%,True,Shane Vereen,True,17,16
2014.0,2014-12-28,16.0,17.0,25.24,NWE,BUF,L 9-17,False,2,1,0.50,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,43%,0,0%,0,0%,False,Shane Vereen,False,9,17
2015.0,2015-09-13,1.0,1.0,26.134,NYG,DAL,L 26-27,False,3,14,4.67,0,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,25,41%,0,0%,0,0%,True,Shane Vereen,False,26,27
2015.0,2015-09-20,2.0,2.0,26.141,NYG,ATL,L 20-24,False,6,19,3.17,0,8,8,76,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,54%,0,0%,0,0%,False,Shane Vereen,False,20,24
2015.0,2015-09-24,3.0,3.0,26.145,NYG,WAS,W 32-21,False,6,23,3.83,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,4,4.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,31%,0,0%,2,7%,False,Shane Vereen,True,32,21
2015.0,2015-10-04,4.0,4.0,26.155,NYG,BUF,W 24-10,False,5,21,4.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,31%,0,0%,2,7%,True,Shane Vereen,True,24,10
2015.0,2015-10-11,5.0,5.0,26.162,NYG,SFO,W 30-27,False,5,24,4.80,0,8,8,86,10.75,1,100.0%,10.75,0,0,,0,0,0,,0,0,,,2,44,22.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,49%,0,0%,6,21%,False,Shane Vereen,True,30,27
2015.0,2015-10-19,6.0,6.0,26.17,NYG,PHI,L 7-27,False,4,0,0.00,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,41%,0,0%,4,15%,True,Shane Vereen,False,7,27
2015.0,2015-10-25,7.0,7.0,26.176,NYG,DAL,W 27-20,False,4,56,14.00,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,43%,0,0%,0,0%,False,Shane Vereen,True,27,20
2015.0,2015-11-01,8.0,8.0,26.183,NYG,NOR,L 49-52,False,2,3,1.50,0,9,8,60,7.50,1,88.9%,6.67,0,0,,0,0,0,,0,0,,,2,82,41.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,26,36%,0,0%,4,11%,True,Shane Vereen,False,49,52
2015.0,2015-11-08,9.0,9.0,26.19,NYG,TAM,W 32-18,False,6,14,2.33,0,4,4,29,7.25,1,100.0%,7.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,27,36%,0,0%,0,0%,True,Shane Vereen,True,32,18
2015.0,2015-11-15,10.0,10.0,26.197,NYG,NWE,L 26-27,False,4,14,3.50,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,47%,0,0%,1,3%,False,Shane Vereen,False,26,27
2015.0,2015-11-29,11.0,12.0,26.211,NYG,WAS,L 14-20,False,2,15,7.50,0,5,4,21,5.25,0,80.0%,4.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,45%,0,0%,0,0%,True,Shane Vereen,False,14,20
2015.0,2015-12-06,12.0,13.0,26.218,NYG,NYJ,L 20-23,False,4,13,3.25,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,1,3%,False,Shane Vereen,False,20,23
2015.0,2015-12-14,13.0,14.0,26.226,NYG,MIA,W 31-24,False,1,0,0.00,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,21%,0,0%,0,0%,True,Shane Vereen,True,31,24
2015.0,2015-12-20,14.0,15.0,26.232,NYG,CAR,L 35-38,False,4,29,7.25,0,10,8,43,5.38,1,80.0%,4.30,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,41%,0,0%,0,0%,False,Shane Vereen,False,35,38
2015.0,2015-12-27,15.0,16.0,26.239,NYG,MIN,L 17-49,False,1,3,3.00,0,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,,,7,142,20.29,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,34%,0,0%,10,26%,True,Shane Vereen,False,17,49
2015.0,2016-01-03,16.0,17.0,26.246,NYG,PHI,L 30-35,False,4,12,3.00,0,8,6,72,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,36%,0,0%,6,20%,False,Shane Vereen,False,30,35
2016.0,2016-09-11,1.0,1.0,27.132,NYG,DAL,W 20-19,False,6,38,6.33,0,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,43%,0,0%,0,0%,True,Shane Vereen,True,20,19
2016.0,2016-09-18,2.0,2.0,27.139,NYG,NOR,W 16-13,False,14,42,3.00,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,40,51%,0,0%,3,11%,False,Shane Vereen,True,16,13
2016.0,2016-09-25,3.0,3.0,27.146,NYG,WAS,L 27-29,True,11,67,6.09,1,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,36,54%,0,0%,0,0%,False,Shane Vereen,False,27,29
2016.0,2016-10-03,4.0,4.0,,NYG,MIN,L 10-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,False,10,24
2016.0,2016-10-09,5.0,5.0,,NYG,GNB,L 16-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,False,16,23
2016.0,2016-10-16,6.0,6.0,,NYG,BAL,W 27-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Shane Vereen,True,27,23
2016.0,2016-10-23,7.0,7.0,,NYG,LAR,W 17-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,True,17,10
2016.0,2016-11-06,8.0,9.0,,NYG,PHI,W 28-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Shane Vereen,True,28,23
2016.0,2016-11-14,9.0,10.0,,NYG,CIN,W 21-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Shane Vereen,True,21,20
2016.0,2016-11-20,10.0,11.0,,NYG,CHI,W 22-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Shane Vereen,True,22,16
2016.0,2016-11-27,11.0,12.0,,NYG,CLE,W 27-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,True,27,13
2016.0,2016-12-04,12.0,13.0,,NYG,PIT,L 14-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,False,14,24
2016.0,2016-12-11,13.0,14.0,27.223,NYG,DAL,W 10-7,False,0,0,,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,0,0%,False,Shane Vereen,True,10,7
2016.0,2016-12-18,14.0,15.0,27.23,NYG,DET,W 17-6,False,2,11,5.50,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,22%,0,0%,0,0%,False,Shane Vereen,True,17,6
2016.0,2016-12-22,15.0,16.0,,NYG,PHI,L 19-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,False,19,24
2016.0,2017-01-01,16.0,17.0,,NYG,WAS,W 19-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Shane Vereen,True,19,10
2017.0,2017-09-10,1.0,1.0,28.131,NYG,DAL,L 3-19,False,0,0,,0,10,9,51,5.67,0,90.0%,5.10,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,54%,0,0%,6,25%,True,Shane Vereen,False,3,19
2017.0,2017-09-18,2.0,2.0,28.139,NYG,DET,L 10-24,False,6,28,4.67,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,30%,0,0%,5,20%,False,Shane Vereen,False,10,24
2017.0,2017-09-24,3.0,3.0,28.145,NYG,PHI,L 24-27,False,1,5,5.00,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,27%,0,0%,5,18%,True,Shane Vereen,False,24,27
2017.0,2017-10-01,4.0,4.0,28.152,NYG,TAM,L 23-25,False,5,14,2.80,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,28%,0,0%,0,0%,True,Shane Vereen,False,23,25
2017.0,2017-10-08,5.0,5.0,28.159,NYG,LAC,L 22-27,False,5,18,3.60,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,7,22%,False,Shane Vereen,False,22,27
2017.0,2017-10-15,6.0,6.0,28.166,NYG,DEN,W 23-10,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,22%,0,0%,3,11%,True,Shane Vereen,True,23,10
2017.0,2017-10-22,7.0,7.0,28.173,NYG,SEA,L 7-24,False,2,4,2.00,0,4,3,2,0.67,0,75.0%,0.50,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,27%,0,0%,5,19%,False,Shane Vereen,False,7,24
2017.0,2017-11-05,8.0,9.0,28.187,NYG,LAR,L 17-51,False,0,0,,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,,,2,51,25.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,28%,0,0%,10,29%,False,Shane Vereen,False,17,51
2017.0,2017-11-12,9.0,10.0,28.194,NYG,SFO,L 21-31,False,5,11,2.20,0,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,45%,0,0%,6,25%,True,Shane Vereen,False,21,31
2017.0,2017-11-19,10.0,11.0,28.201,NYG,KAN,W 12-9,False,2,13,6.50,0,3,3,15,5.00,0,100.0%,5.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,33%,0,0%,4,15%,False,Shane Vereen,True,12,9
2017.0,2017-11-23,11.0,12.0,28.205,NYG,WAS,L 10-20,False,3,18,6.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,2,39,19.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,5,17%,True,Shane Vereen,False,10,20
2017.0,2017-12-03,12.0,13.0,28.215,NYG,OAK,L 17-24,False,1,-3,-3.00,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,35%,0,0%,5,18%,True,Shane Vereen,False,17,24
2017.0,2017-12-10,13.0,14.0,28.222,NYG,DAL,L 10-30,False,6,23,3.83,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,30%,0,0%,3,10%,False,Shane Vereen,False,10,30
2017.0,2017-12-17,14.0,15.0,28.229,NYG,PHI,L 29-34,False,5,15,3.00,0,5,5,15,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,34%,0,0%,0,0%,False,Shane Vereen,False,29,34
2017.0,2017-12-24,15.0,16.0,28.236,NYG,ARI,L 0-23,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,5,21%,True,Shane Vereen,False,0,23
2017.0,2017-12-31,16.0,17.0,28.243,NYG,WAS,W 18-10,False,3,14,4.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,19%,0,0%,2,6%,False,Shane Vereen,True,18,10
,79 Games,,,,,,47-32-0,False,356,1489,4.18,8,312,221,1864,8.43,11,70.8%,5.97,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,26,583,22.42,0,19,114,0.0,1,1,2,0,0,5,3,0,0,0,0,,,,,,,False,Shane Vereen,False,32,0
