Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2021,2021-10-17,6,6,23.102,PIT,,SEA,W 23-20,True,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,84%,0,0%,0,0%,False,Chase Claypool
2021,2021-10-31,7,8,23.116,PIT,@,CLE,W 15-10,True,5,4,45,11.25,0,80.0%,9.00,2,16,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,97%,0,0%,0,0%,True,Chase Claypool
2021,2021-11-08,8,9,23.124,PIT,,CHI,W 29-27,True,5,3,30,10.00,0,60.0%,6.00,2,13,6.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,81%,0,0%,0,0%,False,Chase Claypool
2021,2021-11-14,9,10,,PIT,,DET,T 16-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chase Claypool
2021,2021-11-21,10,11,23.137,PIT,@,LAC,L 37-41,True,9,5,93,18.60,0,55.6%,10.33,2,1,0.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,Chase Claypool
2021,2021-11-28,11,12,23.144,PIT,@,CIN,L 10-41,True,8,3,82,27.33,0,37.5%,10.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,98%,0,0%,0,0%,True,Chase Claypool
2021,2021-12-05,12,13,23.151,PIT,,BAL,W 20-19,False,3,2,52,26.00,0,66.7%,17.33,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,63%,0,0%,1,4%,False,Chase Claypool
2021,2021-12-09,13,14,23.155,PIT,@,MIN,L 28-36,True,9,8,93,11.63,0,88.9%,10.33,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,59%,0,0%,0,0%,True,Chase Claypool
2021,2021-12-19,14,15,23.165,PIT,,TEN,W 19-13,True,2,0,12,,0,0.0%,6.00,1,7,7.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,63%,0,0%,0,0%,False,Chase Claypool
2021,2021-12-26,15,16,23.172,PIT,@,KAN,L 10-36,True,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,True,Chase Claypool
2021,2022-01-03,16,17,23.180,PIT,,CLE,W 26-14,True,9,3,17,5.67,0,33.3%,1.89,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,88%,0,0%,1,3%,False,Chase Claypool
2021,2022-01-09,17,18,23.186,PIT,@,BAL,W 16-13,True,7,5,37,7.40,1,71.4%,5.29,3,33,11.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,True,Chase Claypool
,31 Games,,,,,,,21-10-0,False,214,121,1733,14.32,11,56.5%,8.10,24,112,4.67,2,13,78,0.0,2,4,6,0,0,3,1,0,1,0,0,,,,,,,False,Chase Claypool
