Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-10-29,8,8,24.079,CAR,,ATL,L 17-25,True,5,4,31,7.75,1,80.0%,6.20,3,23,7.67,1,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,41,76%,0,0%,0,0%,False,Curtis Samuel
2020,2020-11-08,9,9,24.089,CAR,@,KAN,L 31-33,True,9,9,105,11.67,1,100.0%,11.67,3,13,4.33,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,72%,0,0%,1,3%,True,Curtis Samuel
2020,2020-11-15,10,10,24.096,CAR,,TAM,L 23-46,True,5,3,8,2.67,0,60.0%,1.60,3,4,1.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,71%,0,0%,0,0%,False,Curtis Samuel
2020,2020-11-22,11,11,24.103,CAR,,DET,W 20-0,False,10,8,70,8.75,1,80.0%,7.00,1,4,4.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,68%,0,0%,0,0%,False,Curtis Samuel
2020,2020-11-29,12,12,24.110,CAR,@,MIN,L 27-28,False,5,5,72,14.40,0,100.0%,14.40,1,5,5.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,65%,0,0%,0,0%,True,Curtis Samuel
2020,2020-12-13,13,14,24.124,CAR,,DEN,L 27-32,False,9,7,68,9.71,0,77.8%,7.56,2,22,11.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,False,Curtis Samuel
2020,2020-12-19,14,15,24.130,CAR,@,GNB,L 16-24,False,9,4,42,10.50,0,44.4%,4.67,2,6,3.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,58,84%,0,0%,0,0%,True,Curtis Samuel
2020,2020-12-27,15,16,24.138,CAR,@,WAS,W 20-13,False,5,5,106,21.20,0,100.0%,21.20,7,52,7.43,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,57%,0,0%,0,0%,True,Curtis Samuel
2020,2021-01-03,16,17,24.145,CAR,,NOR,L 7-33,False,11,7,118,16.86,0,63.6%,10.73,3,3,1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,71%,0,0%,0,0%,False,Curtis Samuel
2021,2021-09-12,1,1,,WAS,,LAC,L 16-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Curtis Samuel
2021,2021-09-16,2,2,,WAS,,NYG,W 30-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Curtis Samuel
2021,2021-09-26,3,3,,WAS,@,BUF,L 21-43,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Curtis Samuel
2021,2021-10-03,4,4,25.053,WAS,@,ATL,W 34-30,True,4,4,19,4.75,0,100.0%,4.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,Curtis Samuel
2021,2021-10-10,5,5,25.060,WAS,,NOR,L 22-33,False,1,0,0,,0,0.0%,0.00,1,8,8.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,6%,0,0%,0,0%,False,Curtis Samuel
2021,2021-10-17,6,6,,WAS,,KAN,L 13-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Curtis Samuel
2021,2021-10-24,7,7,,WAS,@,GNB,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Curtis Samuel
2021,2021-10-31,8,8,,WAS,@,DEN,L 10-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Curtis Samuel
2021,2021-11-14,9,10,,WAS,,TAM,W 29-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Curtis Samuel
2021,2021-11-21,10,11,,WAS,@,CAR,W 27-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Curtis Samuel
2021,2021-11-29,11,12,25.110,WAS,,SEA,W 17-15,False,1,1,9,9.00,0,100.0%,9.00,1,4,4.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,24%,0,0%,2,8%,False,Curtis Samuel
2021,2021-12-05,12,13,25.116,WAS,@,LVR,W 17-15,False,1,1,-1,-1.00,0,100.0%,-1.00,2,-1,-0.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,30%,0,0%,0,0%,True,Curtis Samuel
2021,2021-12-12,13,14,25.123,WAS,,DAL,L 20-27,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,21%,0,0%,0,0%,False,Curtis Samuel
2021,2021-12-21,14,15,,WAS,@,PHI,L 17-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Curtis Samuel
2021,2021-12-26,15,16,,WAS,@,DAL,L 14-56,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Curtis Samuel
2021,2022-01-02,16,17,,WAS,,PHI,L 16-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Curtis Samuel
