Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2005,2005-11-24,11,12,23.134,ATL,DET,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,4,194,48.50,0,,,,,,,True,True,27,7,Michael Koenen
2005,2005-12-04,12,13,23.144,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,6,214,35.67,0,,,,,,,True,False,6,24,Michael Koenen
2005,2005-12-12,13,14,23.152,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,276,46.00,0,,,,,,,False,True,36,17,Michael Koenen
2005,2005-12-18,14,15,23.158,ATL,CHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,234,39.00,0,,,,,,,True,False,3,16,Michael Koenen
2005,2005-12-24,15,16,23.164,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,7,314,44.86,0,,,,,,,True,False,24,27,Michael Koenen
2005,2006-01-01,16,17,23.172,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,3,134,44.67,0,,,,,,,False,False,11,44,Michael Koenen
2006,2006-09-10,1,1,24.059,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,2,2,100.0,2,4,50.0,0,8,0.0,1,0,1,0,0,0,,0,0,0,0,4,167,41.75,0,,,,,,,True,True,20,6,Michael Koenen
2006,2006-09-17,2,2,24.066,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,2,2,100.0,,4,0.0,0,2,0.0,0,0,0,0,0,0,,0,0,0,0,2,85,42.50,0,,,,,,,False,True,14,3,Michael Koenen
2006,2006-09-25,3,3,24.074,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,265,44.17,1,,,,,,,True,False,3,23,Michael Koenen
2006,2006-10-01,4,4,24.080,ATL,ARI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,1,1,100.0,0,3,0.0,,,,,,0,,0,0,0,0,2,93,46.50,0,,,,,,,False,True,32,10,Michael Koenen
2006,2006-10-15,5,6,24.094,ATL,NYG,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,224,37.33,0,,,,,,,False,False,14,27,Michael Koenen
2006,2006-10-22,6,7,24.101,ATL,PIT,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,5,250,50.00,0,,,,,,,False,True,41,38,Michael Koenen
2006,2006-10-29,7,8,24.108,ATL,CIN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,3,166,55.33,0,,,,,,,True,True,29,27,Michael Koenen
2006,2006-11-05,8,9,24.115,ATL,DET,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,6,238,39.67,0,,,,,,,True,False,14,30,Michael Koenen
2006,2006-11-12,9,10,24.122,ATL,CLE,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,8,287,35.88,0,,,,,,,False,False,13,17,Michael Koenen
2006,2006-11-19,10,11,24.129,ATL,BAL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,242,40.33,0,,,,,,,True,False,10,24,Michael Koenen
2006,2006-11-26,11,12,24.136,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,6,295,49.17,0,,,,,,,False,False,13,31,Michael Koenen
2006,2006-12-03,12,13,24.143,ATL,WAS,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,4,156,39.00,1,,,,,,,True,True,24,14,Michael Koenen
2006,2006-12-10,13,14,24.150,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,4,151,37.75,0,,,,,,,True,True,17,6,Michael Koenen
2006,2006-12-16,14,15,24.156,ATL,DAL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,4,172,43.00,0,,,,,,,False,False,28,38,Michael Koenen
2006,2006-12-24,15,16,24.164,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,5,236,47.20,0,,,,,,,False,False,3,10,Michael Koenen
2006,2006-12-31,16,17,24.171,ATL,PHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,5,172,34.40,0,,,,,,,True,False,17,24,Michael Koenen
2007,2007-09-09,1,1,25.058,ATL,MIN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,5,234,46.80,0,,,,,,,True,False,3,24,Michael Koenen
2007,2007-09-16,2,2,25.065,ATL,JAX,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,5,196,39.20,0,,,,,,,True,False,7,13,Michael Koenen
2007,2007-09-23,3,3,25.072,ATL,CAR,False,0,0,,0,0,0,,,,,,1,0,0.00,0,,,,,,,0,0,0.0,,,,,,1,0,0,0,-1,0,4,175,43.75,0,,,,,,,False,False,20,27,Michael Koenen
2007,2007-09-30,4,4,25.079,ATL,HOU,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,3,132,44.00,0,,,,,,,False,True,26,16,Michael Koenen
2007,2007-10-07,5,5,25.086,ATL,TEN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,2,0.0,0,0,0.0,,,,,,0,0,0,0,0,0,6,228,38.00,0,,,,,,,True,False,13,20,Michael Koenen
2007,2007-10-15,6,6,25.094,ATL,NYG,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,7,288,41.14,0,,,,,,,False,False,10,31,Michael Koenen
2007,2007-10-21,7,7,25.100,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,6,265,44.17,0,,,,,,,True,False,16,22,Michael Koenen
2007,2007-11-04,8,9,25.114,ATL,SFO,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,6,265,44.17,0,,,,,,,False,True,20,16,Michael Koenen
2007,2007-11-11,9,10,25.121,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,385,48.13,0,,,,,,,True,True,20,13,Michael Koenen
2007,2007-11-18,10,11,25.128,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,7,257,36.71,0,,,,,,,False,False,7,31,Michael Koenen
2007,2007-11-22,11,12,25.132,ATL,IND,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,4,200,50.00,0,,,,,,,False,False,13,31,Michael Koenen
2007,2007-12-02,12,13,25.142,ATL,STL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,7,309,44.14,0,,,,,,,True,False,16,28,Michael Koenen
2007,2007-12-10,13,14,25.150,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,282,47.00,0,,,,,,,False,False,14,34,Michael Koenen
2007,2007-12-16,14,15,25.156,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,6,273,45.50,0,,,,,,,True,False,3,37,Michael Koenen
2007,2007-12-23,15,16,25.163,ATL,ARI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,5,200,40.00,0,,,,,,,True,False,27,30,Michael Koenen
2007,2007-12-30,16,17,25.170,ATL,SEA,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,3,135,45.00,0,,,,,,,False,True,44,41,Michael Koenen
2008,2008-09-07,1,1,26.056,ATL,DET,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,115,38.33,0,,,,,,,False,True,34,21,Michael Koenen
2008,2008-09-14,2,2,26.063,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,181,36.20,0,,,,,,,True,False,9,24,Michael Koenen
2008,2008-09-21,3,3,26.070,ATL,KAN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,259,43.17,0,,,,,,,False,True,38,14,Michael Koenen
2008,2008-09-28,4,4,26.077,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,254,42.33,0,,,,,,,True,False,9,24,Michael Koenen
2008,2008-10-05,5,5,26.084,ATL,GNB,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,3,125,41.67,0,,,,,,,True,True,27,24,Michael Koenen
2008,2008-10-12,6,6,26.091,ATL,CHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,82,41.00,0,,,,,,,False,True,22,20,Michael Koenen
2008,2008-10-26,7,8,26.105,ATL,PHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,264,37.71,0,,,,,,,True,False,14,27,Michael Koenen
2008,2008-11-02,8,9,26.112,ATL,OAK,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,1,33,33.00,1,,,,,,,True,True,24,0,Michael Koenen
2008,2008-11-09,9,10,26.119,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,141,35.25,0,,,,,,,False,True,34,20,Michael Koenen
2008,2008-11-16,10,11,26.126,ATL,DEN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,62,31.00,0,,,,,,,False,False,20,24,Michael Koenen
2008,2008-11-23,11,12,26.133,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,129,43.00,0,,,,,,,False,True,45,28,Michael Koenen
2008,2008-11-30,12,13,26.140,ATL,SDG,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,106,53.00,0,,,,,,,True,True,22,16,Michael Koenen
2008,2008-12-07,13,14,26.147,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,190,47.50,0,,,,,,,True,False,25,29,Michael Koenen
2008,2008-12-14,14,15,26.154,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,225,45.00,1,,,,,,,False,True,13,10,Michael Koenen
2008,2008-12-21,15,16,26.161,ATL,MIN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,253,42.17,0,,,,,,,True,True,24,17,Michael Koenen
2008,2008-12-28,16,17,26.168,ATL,STL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,147,36.75,0,,,,,,,False,True,31,27,Michael Koenen
2009,2009-09-13,1,1,27.062,ATL,MIA,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,155,38.75,0,,,,,,,False,True,19,7,Michael Koenen
2009,2009-09-20,2,2,27.069,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,149,49.67,0,,,,,,,False,True,28,20,Michael Koenen
2009,2009-09-27,3,3,27.076,ATL,NWE,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,5,188,37.60,0,,,,,,,True,False,10,26,Michael Koenen
2009,2009-10-11,4,5,27.090,ATL,SFO,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,162,40.50,0,,,,,,,True,True,45,10,Michael Koenen
2009,2009-10-18,5,6,27.097,ATL,CHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,237,47.40,0,,,,,,,False,True,21,14,Michael Koenen
2009,2009-10-25,6,7,27.104,ATL,DAL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,230,46.00,0,,,,,,,True,False,21,37,Michael Koenen
2009,2009-11-02,7,8,27.112,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,116,38.67,0,,,,,,,True,False,27,35,Michael Koenen
2009,2009-11-08,8,9,27.118,ATL,WAS,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,126,42.00,0,,,,,,,False,True,31,17,Michael Koenen
2009,2009-11-15,9,10,27.125,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,109,54.50,0,,,,,,,True,False,19,28,Michael Koenen
2009,2009-11-22,10,11,27.132,ATL,NYG,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,2,52,26.00,0,,,,,,,True,False,31,34,Michael Koenen
2009,2009-11-29,11,12,27.139,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,201,50.25,1,,,,,,,False,True,20,17,Michael Koenen
2009,2009-12-06,12,13,27.146,ATL,PHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,263,43.83,0,,,,,,,False,False,7,34,Michael Koenen
2009,2009-12-13,13,14,27.153,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,56,56.00,0,,,,,,,False,False,23,26,Michael Koenen
2009,2009-12-20,14,15,27.160,ATL,NYJ,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,319,39.88,0,,,,,,,True,True,10,7,Michael Koenen
2009,2009-12-27,15,16,27.167,ATL,BUF,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,130,43.33,0,,,,,,,False,True,31,3,Michael Koenen
2009,2010-01-03,16,17,27.174,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,105,35.00,0,,,,,,,True,True,20,10,Michael Koenen
2010,2010-09-12,1,1,28.061,ATL,PIT,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,281,40.14,0,,,,,,,True,False,9,15,Michael Koenen
2010,2010-09-19,2,2,28.068,ATL,ARI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,68,34.00,0,,,,,,,False,True,41,7,Michael Koenen
2010,2010-09-26,3,3,28.075,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,158,39.50,0,,,,,,,True,True,27,24,Michael Koenen
2010,2010-10-03,4,4,28.082,ATL,SFO,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,165,41.25,1,,,,,,,False,True,16,14,Michael Koenen
2010,2010-10-10,5,5,28.089,ATL,CLE,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,173,43.25,0,,,,,,,True,True,20,10,Michael Koenen
2010,2010-10-17,6,6,28.096,ATL,PHI,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,6,227,37.83,0,,,,,,,True,False,17,31,Michael Koenen
2010,2010-10-24,7,7,28.103,ATL,CIN,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,3,135,45.00,0,,,,,,,False,True,39,32,Michael Koenen
2010,2010-11-07,8,9,28.117,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,3,96,32.00,0,,,,,,,False,True,27,21,Michael Koenen
2010,2010-11-11,9,10,28.121,ATL,BAL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,191,38.20,0,,,,,,,False,True,26,21,Michael Koenen
2010,2010-11-21,10,11,28.131,ATL,STL,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,180,45.00,0,,,,,,,True,True,34,17,Michael Koenen
2010,2010-11-28,11,12,28.138,ATL,GNB,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,161,40.25,0,,,,,,,False,True,20,17,Michael Koenen
2010,2010-12-05,12,13,28.145,ATL,TAM,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,5,204,40.80,0,,,,,,,True,True,28,24,Michael Koenen
2010,2010-12-12,13,14,28.152,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,7,283,40.43,0,,,,,,,True,True,31,10,Michael Koenen
2010,2010-12-19,14,15,28.159,ATL,SEA,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,180,45.00,0,,,,,,,True,True,34,18,Michael Koenen
2010,2010-12-27,15,16,28.167,ATL,NOR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,349,43.63,0,,,,,,,False,False,14,17,Michael Koenen
2010,2011-01-02,16,17,28.173,ATL,CAR,False,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,163,40.75,0,,,,,,,False,True,31,10,Michael Koenen
2011,2011-09-11,1,1,29.060,TAM,DET,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,261,52.20,0,,,,,,,False,False,20,27,Michael Koenen
2011,2011-09-18,2,2,29.067,TAM,MIN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,183,45.75,0,,,,,,,True,True,24,20,Michael Koenen
2011,2011-09-25,3,3,29.074,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,129,43.00,0,,,,,,,False,True,16,13,Michael Koenen
2011,2011-10-03,4,4,29.082,TAM,IND,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,220,44.00,0,,,,,,,False,True,24,17,Michael Koenen
2011,2011-10-09,5,5,29.088,TAM,SFO,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,259,43.17,0,,,,,,,True,False,3,48,Michael Koenen
2011,2011-10-16,6,6,29.095,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,189,47.25,0,,,,,,,False,True,26,20,Michael Koenen
2011,2011-10-23,7,7,29.102,TAM,CHI,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,381,47.63,0,,,,,,,False,False,18,24,Michael Koenen
2011,2011-11-06,8,9,29.116,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,119,39.67,0,,,,,,,True,False,16,27,Michael Koenen
2011,2011-11-13,9,10,29.123,TAM,HOU,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,265,44.17,0,,,,,,,False,False,9,37,Michael Koenen
2011,2011-11-20,10,11,29.130,TAM,GNB,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,140,46.67,0,,,,,,,True,False,26,35,Michael Koenen
2011,2011-11-27,11,12,29.137,TAM,TEN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,194,38.80,0,,,,,,,True,False,17,23,Michael Koenen
2011,2011-12-04,12,13,29.144,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,82,41.00,0,,,,,,,False,False,19,38,Michael Koenen
2011,2011-12-11,13,14,29.151,TAM,JAX,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,189,37.80,0,,,,,,,True,False,14,41,Michael Koenen
2011,2011-12-17,14,15,29.157,TAM,DAL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,204,51.00,0,,,,,,,False,False,15,31,Michael Koenen
2011,2011-12-24,15,16,29.164,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,1,59,59.00,0,,,,,,,True,False,16,48,Michael Koenen
2011,2012-01-01,16,17,29.172,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,149,49.67,0,,,,,,,True,False,24,45,Michael Koenen
