Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2001,2001-09-30,3,3,24.058,NWE,,IND,W 44-13,True,13,23,56.52,168,0,0,79.6,1,9,7.30,7.30,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-10-07,4,4,24.065,NWE,@,MIA,L 10-30,True,12,24,50.00,86,0,0,58.7,4,17,3.58,3.58,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-14,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-10-14,5,5,24.072,NWE,,SDG,W 29-26,True,33,54,61.11,364,2,0,93.4,3,19,6.74,7.48,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-1,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-10-21,6,6,24.079,NWE,@,IND,W 38-17,True,16,20,80.00,202,3,0,148.3,0,0,10.10,13.10,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-10-28,7,7,24.086,NWE,@,DEN,L 20-31,True,25,38,65.79,203,2,4,57.1,2,20,5.34,1.66,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-3,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-11-04,8,8,24.093,NWE,@,ATL,W 24-10,True,21,31,67.74,250,3,0,124.4,3,14,8.06,10.00,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-11-11,9,9,24.100,NWE,,BUF,W 21-11,True,15,21,71.43,107,1,1,78.9,7,36,5.10,3.90,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-11-18,10,10,24.107,NWE,,STL,L 17-24,True,19,27,70.37,185,1,2,70.8,2,6,6.85,4.26,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-11-25,11,11,24.114,NWE,,NOR,W 34-17,True,19,26,73.08,258,4,0,143.9,4,17,9.92,13.00,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-12-02,12,12,24.121,NWE,@,NYJ,W 17-16,True,20,28,71.43,213,0,0,93.3,3,22,7.61,7.61,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-12-09,13,13,24.128,NWE,,CLE,W 27-16,True,19,28,67.86,218,0,2,61.3,3,9,7.79,4.57,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2001-12-16,14,14,24.135,NWE,@,BUF,W 12-9,True,19,35,54.29,237,0,1,63.6,5,31,6.77,5.49,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2001,2001-12-22,15,15,24.141,NWE,,MIA,W 20-13,True,11,19,57.89,108,1,0,91.6,3,14,5.68,6.74,3,-5,-1.67,0,1,1,23,23.00,0,100.0%,23.00,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2001,2002-01-06,16,17,24.156,NWE,@,CAR,W 38-6,True,17,29,58.62,198,1,2,62.1,1,2,6.83,4.41,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-09-09,1,1,25.037,NWE,,PIT,W 30-14,True,29,43,67.44,294,3,0,110.0,2,14,6.84,8.23,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-09-15,2,2,25.043,NWE,@,NYJ,W 44-7,True,25,35,71.43,269,2,1,100.8,0,0,7.69,7.54,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-09-22,3,3,25.050,NWE,,KAN,W 41-38,True,39,54,72.22,410,4,1,110.9,4,11,7.59,8.24,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,2,0,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-09-29,4,4,25.057,NWE,@,SDG,L 14-21,True,36,53,67.92,353,2,2,83.3,0,0,6.66,5.72,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-10-06,5,5,25.064,NWE,@,MIA,L 13-26,True,17,31,54.84,240,2,2,74.7,3,32,7.74,6.13,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,1,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-10-13,6,6,25.071,NWE,,GNB,L 10-28,True,24,44,54.55,183,1,3,44.0,2,17,4.16,1.55,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-9,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-10-27,7,8,25.085,NWE,,DEN,L 16-24,True,15,29,51.72,130,1,0,75.4,5,20,4.48,5.17,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-11-03,8,9,25.092,NWE,@,BUF,W 38-7,True,22,26,84.62,265,3,0,147.6,1,2,10.19,12.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-11-10,9,10,25.099,NWE,@,CHI,W 33-30,True,36,55,65.45,328,3,1,92.1,2,13,5.96,6.24,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-3,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-11-17,10,11,25.106,NWE,@,OAK,L 20-27,True,18,30,60.00,172,0,0,76.0,4,25,5.73,5.73,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-11-24,11,12,25.113,NWE,,MIN,W 24-17,True,21,34,61.76,239,3,0,112.3,2,20,7.03,8.79,6,4,0.67,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-10,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-11-28,12,13,25.117,NWE,@,DET,W 20-12,True,18,30,60.00,210,0,1,67.4,0,0,7.00,5.50,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-12-08,13,14,25.127,NWE,,BUF,W 27-17,True,15,27,55.56,183,2,0,101.3,0,0,6.78,8.26,5,-5,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-10,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-12-16,14,15,25.135,NWE,@,TEN,L 7-24,True,14,29,48.28,134,0,1,47.2,3,17,4.62,3.07,2,10,5.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2002,2002-12-22,15,16,25.141,NWE,,NYJ,L 17-30,True,19,37,51.35,133,1,1,57.6,2,14,3.59,2.92,4,24,6.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2002,2002-12-29,16,17,25.148,NWE,,MIA,W 27-24,True,25,44,56.82,221,1,1,68.5,1,5,5.02,4.45,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-09-07,1,1,26.035,NWE,@,BUF,L 0-31,True,14,28,50.00,123,0,4,22.5,2,20,4.39,-2.04,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-09-14,2,2,26.042,NWE,@,PHI,W 31-10,True,30,44,68.18,255,3,0,105.8,2,8,5.80,7.16,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-09-21,3,3,26.049,NWE,,NYJ,W 23-16,True,15,25,60.00,181,0,0,82.2,5,34,7.24,7.24,3,-1,-0.33,1,0,0,0,,0,0.0%,,1,6,3,1,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-09-28,4,4,26.056,NWE,@,WAS,L 17-20,True,25,38,65.79,289,2,3,73.2,1,8,7.61,5.11,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-10-05,5,5,26.063,NWE,,TEN,W 38-30,True,17,31,54.84,219,1,0,88.0,3,26,7.06,7.71,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-10-12,6,6,26.070,NWE,,NYG,W 17-6,True,8,21,38.10,112,0,0,56.1,2,21,5.33,5.33,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-10-19,7,7,26.077,NWE,@,MIA,W 19-13,True,24,34,70.59,283,2,0,115.2,1,10,8.32,9.50,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-10-26,8,8,26.084,NWE,,CLE,W 9-3,True,20,33,60.61,259,0,0,85.3,1,6,7.85,7.85,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-11-03,9,9,26.092,NWE,@,DEN,W 30-26,True,20,35,57.14,350,3,1,108.0,0,0,10.00,10.43,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-11-16,10,11,26.105,NWE,,DAL,W 12-0,True,15,34,44.12,212,0,0,64.8,2,9,6.24,6.24,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-11-23,11,12,26.112,NWE,@,HOU,W 23-20,True,29,47,61.70,368,2,2,82.6,4,24,7.83,6.77,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-2,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-11-30,12,13,26.119,NWE,@,IND,W 38-34,True,26,35,74.29,236,2,2,87.3,2,10,6.74,5.31,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-3,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-12-07,13,14,26.126,NWE,,MIA,W 12-0,True,16,31,51.61,163,0,0,67.0,3,13,5.26,5.26,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,1,36,36.00,0,,,,,,,False,Tom Brady
2003,2003-12-14,14,15,26.133,NWE,,JAX,W 27-13,True,22,34,64.71,228,2,0,103.6,2,16,6.71,7.88,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2003,2003-12-20,15,16,26.139,NWE,@,NYJ,W 21-16,True,15,25,60.00,138,2,0,101.7,0,0,5.52,7.12,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2003,2003-12-27,16,17,26.146,NWE,,BUF,W 31-0,True,21,32,65.63,204,4,0,122.9,2,14,6.38,8.88,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-09-09,1,1,27.037,NWE,,IND,W 27-24,True,26,38,68.42,335,3,1,111.2,2,15,8.82,9.21,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-09-19,2,2,27.047,NWE,@,ARI,W 23-12,True,15,26,57.69,219,2,2,78.8,2,12,8.42,6.50,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-17,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-10-03,3,4,27.061,NWE,@,BUF,W 31-17,True,17,30,56.67,298,2,0,112.9,0,0,9.93,11.27,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-10-10,4,5,27.068,NWE,,MIA,W 24-10,True,7,19,36.84,76,2,1,62.6,1,7,4.00,3.74,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-10-17,5,6,27.075,NWE,,SEA,W 30-20,True,19,30,63.33,231,1,1,84.2,1,7,7.70,6.87,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-10-24,6,7,27.082,NWE,,NYJ,W 13-7,True,20,29,68.97,230,1,0,104.1,3,20,7.93,8.62,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-10-31,7,8,27.089,NWE,@,PIT,L 20-34,True,25,43,58.14,271,2,2,72.9,4,28,6.30,5.14,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-11-07,8,9,27.096,NWE,@,STL,W 40-22,True,18,31,58.06,234,2,0,103.4,2,9,7.55,8.84,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-11-14,9,10,27.103,NWE,,BUF,W 29-6,True,19,35,54.29,233,2,1,82.2,2,13,6.66,6.51,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-11-22,10,11,27.111,NWE,@,KAN,W 27-19,True,17,26,65.38,315,1,0,119.9,1,6,12.12,12.88,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-11-28,11,12,27.117,NWE,,BAL,W 24-3,True,15,30,50.00,172,0,0,67.6,1,2,5.73,5.73,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-12-05,12,13,27.124,NWE,@,CLE,W 42-15,True,11,20,55.00,157,1,1,76.5,2,14,7.85,6.60,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-12-12,13,14,27.131,NWE,,CIN,W 35-28,True,18,26,69.23,260,2,0,127.1,1,3,10.00,11.54,5,2,0.40,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2004,2004-12-20,14,15,27.139,NWE,@,MIA,L 28-29,True,18,29,62.07,171,3,4,73.3,2,15,5.90,1.76,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2004-12-26,15,16,27.145,NWE,@,NYJ,W 23-7,True,21,32,65.63,264,2,0,112.0,1,6,8.25,9.50,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2004,2005-01-02,16,17,27.152,NWE,,SFO,W 21-7,True,22,30,73.33,226,2,1,102.9,1,5,7.53,7.37,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-09-08,1,1,28.036,NWE,,OAK,W 30-20,True,24,38,63.16,306,2,0,105.8,0,0,8.05,9.11,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-09-18,2,2,28.046,NWE,@,CAR,L 17-27,True,23,44,52.27,270,1,1,69.3,2,21,6.14,5.57,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-09-25,3,3,28.053,NWE,@,PIT,W 23-20,True,31,41,75.61,372,0,1,92.7,3,26,9.07,7.98,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-10-02,4,4,28.060,NWE,,SDG,L 17-41,True,19,32,59.38,224,1,1,78.1,1,8,7.00,6.22,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-10-09,5,5,28.067,NWE,@,ATL,W 31-28,True,22,27,81.48,350,3,1,140.4,1,8,12.96,13.52,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-10-16,6,6,28.074,NWE,@,DEN,L 20-28,True,24,46,52.17,299,1,0,79.9,0,0,6.50,6.93,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-10-30,7,8,28.088,NWE,,BUF,W 21-16,True,14,21,66.67,199,1,0,113.0,3,19,9.48,10.43,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
