Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-10-11,5.0,5.0,31.254,WAS,LAR,L 10-30,False,1,1,-2,-2.00,0,100.0%,-2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,57%,0,0%,0,0%,False,Dontrelle Inman,False,10,30
2020.0,2020-10-18,6.0,6.0,31.261,WAS,NYG,L 19-20,False,5,5,45,9.00,0,100.0%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,90%,0,0%,0,0%,True,Dontrelle Inman,False,19,20
2020.0,2020-10-25,7.0,7.0,31.268,WAS,DAL,W 25-3,False,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,20,29%,0,0%,0,0%,False,Dontrelle Inman,True,25,3
2020.0,2020-11-08,8.0,9.0,,WAS,NYG,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dontrelle Inman,False,20,23
2020.0,2020-11-15,9.0,10.0,,WAS,DET,L 27-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,False,27,30
2020.0,2020-11-22,10.0,11.0,,WAS,CIN,W 20-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dontrelle Inman,True,20,9
2020.0,2020-11-26,11.0,12.0,31.3,WAS,DAL,W 41-16,False,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,True,Dontrelle Inman,True,41,16
2020.0,2020-12-07,12.0,13.0,31.311,WAS,PIT,W 23-17,False,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,10,14%,0,0%,0,0%,True,Dontrelle Inman,True,23,17
2020.0,2020-12-13,13.0,14.0,,WAS,SFO,W 23-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,True,23,15
2020.0,2020-12-20,14.0,15.0,,WAS,SEA,L 15-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dontrelle Inman,False,15,20
2020.0,2021-01-03,16.0,17.0,31.338,WAS,PHI,W 20-14,False,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,0,0%,True,Dontrelle Inman,True,20,14
,75 Games,,,,,,31-44-0,False,309,188,2445,13.01,13,60.8%,7.91,13,78,0.0,1,0,1,0,0,3,1,0,0,0,0,,,,,,,False,Dontrelle Inman,False,44,0
