Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-09-24,3.0,3.0,25.144,MIN,TAM,W 34-17,False,2,5,2.50,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,0,0,,0,0,,,1,20,20.00,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,14,19%,0,0%,18,64%,False,Jerick McKinnon,True,34,17
2017.0,2017-10-01,4.0,4.0,25.151,MIN,DET,L 7-14,False,2,0,0.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,3,81,27.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,10,18%,0,0%,12,52%,False,Jerick McKinnon,False,7,14
2017.0,2017-10-09,5.0,5.0,25.159,MIN,CHI,W 20-17,False,16,95,5.94,1,6,6,51,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,2,51,25.50,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,47,67%,0,0%,3,11%,True,Jerick McKinnon,True,20,17
2017.0,2017-10-15,6.0,6.0,25.165,MIN,GNB,W 23-10,False,15,69,4.60,1,6,5,30,6.00,1,83.3%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,44,57%,0,0%,0,0%,False,Jerick McKinnon,True,23,10
2017.0,2017-10-22,7.0,7.0,25.172,MIN,BAL,W 24-16,False,14,47,3.36,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,53%,0,0%,0,0%,False,Jerick McKinnon,True,24,16
2017.0,2017-10-29,8.0,8.0,25.179,MIN,CLE,W 33-16,False,14,50,3.57,1,10,6,72,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,54,64%,0,0%,0,0%,True,Jerick McKinnon,True,33,16
2017.0,2017-11-12,9.0,10.0,25.193,MIN,WAS,W 38-30,False,10,32,3.20,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,51%,0,0%,0,0%,True,Jerick McKinnon,True,38,30
2017.0,2017-11-19,10.0,11.0,25.2,MIN,LAR,W 24-7,False,14,48,3.43,0,7,5,12,2.40,0,71.4%,1.71,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,58%,0,0%,0,0%,False,Jerick McKinnon,True,24,7
2017.0,2017-11-23,11.0,12.0,25.204,MIN,DET,W 30-23,False,13,23,1.77,0,3,1,31,31.00,0,33.3%,10.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,46%,0,0%,0,0%,True,Jerick McKinnon,True,30,23
2017.0,2017-12-03,12.0,13.0,25.214,MIN,ATL,W 14-9,False,9,24,2.67,0,5,5,28,5.60,1,100.0%,5.60,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,55%,0,0%,6,26%,True,Jerick McKinnon,True,14,9
2017.0,2017-12-10,13.0,14.0,25.221,MIN,CAR,L 24-31,False,7,46,6.57,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,57%,0,0%,1,3%,True,Jerick McKinnon,False,24,31
2017.0,2017-12-17,14.0,15.0,25.228,MIN,CIN,W 34-7,False,9,24,2.67,0,8,7,114,16.29,0,87.5%,14.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,51%,0,0%,1,3%,False,Jerick McKinnon,True,34,7
2017.0,2017-12-23,15.0,16.0,25.234,MIN,GNB,W 16-0,False,7,42,6.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,38%,0,0%,0,0%,True,Jerick McKinnon,True,16,0
2017.0,2017-12-31,16.0,17.0,25.242,MIN,CHI,W 23-10,True,12,44,3.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,59%,0,0%,4,14%,False,Jerick McKinnon,True,23,10
2020.0,2020-09-13,1.0,1.0,28.133,SFO,ARI,L 20-24,False,3,24,8.00,0,5,3,20,6.67,1,60.0%,4.00,0,0,,0,0,0,,0,0,,,1,16,16.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,19,31%,0,0%,9,32%,False,Jerick McKinnon,False,20,24
2020.0,2020-09-20,2.0,2.0,28.14,SFO,NYJ,W 31-13,False,3,77,25.67,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,3,71,23.67,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,6,22%,True,Jerick McKinnon,True,31,13
2020.0,2020-09-27,3.0,3.0,28.147,SFO,NYG,W 36-9,True,14,38,2.71,1,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,61%,0,0%,0,0%,True,Jerick McKinnon,True,36,9
2020.0,2020-10-04,4.0,4.0,28.154,SFO,PHI,L 20-25,True,14,54,3.86,1,8,7,43,6.14,0,87.5%,5.38,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,92%,0,0%,0,0%,False,Jerick McKinnon,False,20,25
2020.0,2020-10-11,5.0,5.0,28.161,SFO,MIA,L 17-43,False,1,0,0.00,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,25%,0,0%,0,0%,False,Jerick McKinnon,False,17,43
2020.0,2020-10-18,6.0,6.0,28.168,SFO,LAR,W 24-16,False,6,18,3.00,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,32%,0,0%,1,4%,False,Jerick McKinnon,True,24,16
2020.0,2020-10-25,7.0,7.0,28.175,SFO,NWE,W 33-6,False,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,0,0%,True,Jerick McKinnon,True,33,6
2020.0,2020-11-01,8.0,8.0,28.182,SFO,SEA,L 27-37,False,3,-1,-0.33,1,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,1,20,20.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,50%,0,0%,6,21%,True,Jerick McKinnon,False,27,37
2020.0,2020-11-05,9.0,9.0,28.186,SFO,GNB,L 17-34,True,12,52,4.33,1,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,74%,0,0%,4,15%,False,Jerick McKinnon,False,17,34
