Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-11-29,11.0,12.0,,MIA,NYJ,W 20-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tua Tagovailoa,True,20,3
2020.0,2020-12-06,12.0,13.0,22.279,MIA,CIN,W 19-7,True,26,39,66.67,296,1,0,97.8,0,0,7.59,8.10,3,3,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Tua Tagovailoa,True,19,7
2020.0,2020-12-13,13.0,14.0,22.286,MIA,KAN,L 27-33,True,28,48,58.33,316,2,1,83.3,4,29,6.58,6.48,6,24,4.00,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,83,100%,0,0%,0,0%,False,Tua Tagovailoa,False,27,33
2020.0,2020-12-20,14.0,15.0,22.293,MIA,NWE,W 22-12,True,20,26,76.92,145,0,1,73.4,2,12,5.58,3.85,3,9,3.00,2,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,False,Tua Tagovailoa,True,22,12
2020.0,2020-12-26,15.0,16.0,22.299,MIA,LVR,W 26-25,True,17,22,77.27,94,1,0,99.4,3,23,4.27,5.18,3,11,3.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,73%,0,0%,0,0%,True,Tua Tagovailoa,True,26,25
2020.0,2021-01-03,16.0,17.0,22.307,MIA,BUF,L 26-56,True,35,58,60.34,361,1,3,62.5,1,9,6.22,4.24,6,28,4.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,83,100%,0,0%,0,0%,True,Tua Tagovailoa,False,26,56
2021.0,2021-09-12,1.0,1.0,23.194,MIA,NWE,W 17-16,True,16,27,59.26,202,1,1,79.6,2,17,7.48,6.56,4,1,0.25,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,96%,0,0%,0,0%,True,Tua Tagovailoa,True,17,16
2021.0,2021-09-19,2.0,2.0,23.201,MIA,BUF,L 0-35,True,1,4,25.00,13,0,0,40.6,2,6,3.25,3.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,False,Tua Tagovailoa,False,0,35
2021.0,2021-09-26,3.0,3.0,,MIA,LVR,L 28-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Tua Tagovailoa,False,28,31
2021.0,2021-10-03,4.0,4.0,,MIA,IND,L 17-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Tua Tagovailoa,False,17,27
2021.0,2021-10-10,5.0,5.0,,MIA,TAM,L 17-45,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Tua Tagovailoa,False,17,45
2021.0,2021-10-17,6.0,6.0,23.229,MIA,JAX,L 20-23,True,33,47,70.21,329,2,1,95.1,0,0,7.00,6.89,3,22,7.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,0,0%,True,Tua Tagovailoa,False,20,23
2021.0,2021-10-24,7.0,7.0,23.236,MIA,ATL,L 28-30,True,32,40,80.00,291,4,2,109.5,1,10,7.28,7.03,4,29,7.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Tua Tagovailoa,False,28,30
2021.0,2021-10-31,8.0,8.0,23.243,MIA,BUF,L 11-26,True,21,39,53.85,205,0,1,58.2,2,11,5.26,4.10,4,10,2.50,1,1,6,0.0,0,1,1,0,0,1,0,0,0,0,0,69,100%,0,0%,0,0%,True,Tua Tagovailoa,False,11,26
2021.0,2021-11-07,9.0,9.0,,MIA,HOU,W 17-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Tua Tagovailoa,True,17,9
2021.0,2021-11-11,10.0,10.0,23.254,MIA,BAL,W 22-10,False,8,13,61.54,158,0,0,104.0,1,6,12.15,12.15,3,0,0.00,1,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,32,46%,0,0%,0,0%,False,Tua Tagovailoa,True,22,10
2021.0,2021-11-21,11.0,11.0,23.264,MIA,NYJ,W 24-17,True,27,33,81.82,273,2,1,108.7,0,0,8.27,8.12,3,6,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,True,Tua Tagovailoa,True,24,17
2021.0,2021-11-28,12.0,12.0,23.271,MIA,CAR,W 33-10,True,27,31,87.10,230,1,0,108.3,2,26,7.42,8.06,4,0,0.00,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,74,100%,0,0%,0,0%,False,Tua Tagovailoa,True,33,10
2021.0,2021-12-05,13.0,13.0,23.278,MIA,NYG,W 20-9,True,30,41,73.17,244,2,0,104.1,2,15,5.95,6.93,2,1,0.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Tua Tagovailoa,True,20,9
2021.0,2021-12-19,14.0,15.0,23.292,MIA,NYJ,W 31-24,True,16,27,59.26,196,2,2,75.5,1,0,7.26,5.41,7,19,2.71,0,0,0,0.0,0,0,0,0,0,1,0,0,1,3,0,68,96%,0,0%,0,0%,False,Tua Tagovailoa,True,31,24
2021.0,2021-12-27,15.0,16.0,23.3,MIA,NOR,W 20-3,True,19,26,73.08,198,1,1,91.5,2,25,7.62,6.65,1,1,1.00,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,61,94%,0,0%,0,0%,True,Tua Tagovailoa,True,20,3
2021.0,2022-01-02,16.0,17.0,23.306,MIA,TEN,L 3-34,True,18,38,47.37,205,0,1,53.1,4,23,5.39,4.21,2,1,0.50,0,0,0,0.0,0,0,0,0,0,3,1,0,0,-1,0,61,98%,0,0%,0,0%,True,Tua Tagovailoa,False,3,34
2021.0,2022-01-09,17.0,18.0,23.313,MIA,NWE,W 33-24,True,15,22,68.18,109,1,0,94.7,1,6,4.95,5.86,5,38,7.60,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Tua Tagovailoa,True,33,24
,23 Games,,,,,,15-8-0,False,449,678,66.22,4467,27,15,88.8,40,281,6.59,6.39,78,237,3.04,6,6,36,0.0,0,1,1,0,0,10,2,0,3,2,0,,,,,,,False,Tua Tagovailoa,False,8,0
