Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-11-29,11.0,12.0,30.295,LAR,SFO,L 20-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,7.0,343.0,49.0,0.0,0.0,0%,0.0,0%,11.0,32%,False,Johnny Hekker,False,20,23
2020.0,2020-12-06,12.0,13.0,30.302,LAR,ARI,W 38-28,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,44.0,44.0,0.0,0.0,0%,0.0,0%,8.0,27%,True,Johnny Hekker,True,38,28
2020.0,2020-12-10,13.0,14.0,30.306,LAR,NWE,W 24-3,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,248.0,41.33,0.0,0.0,0%,0.0,0%,10.0,42%,False,Johnny Hekker,True,24,3
2020.0,2020-12-20,14.0,15.0,30.316,LAR,NYJ,L 20-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,179.0,44.75,1.0,0.0,0%,0.0,0%,9.0,31%,False,Johnny Hekker,False,20,23
2020.0,2020-12-27,15.0,16.0,30.323,LAR,SEA,L 9-20,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,169.0,42.25,0.0,0.0,0%,0.0,0%,8.0,30%,True,Johnny Hekker,False,9,20
2020.0,2021-01-03,16.0,17.0,30.33,LAR,ARI,W 18-7,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,222.0,44.4,0.0,0.0,0%,0.0,0%,9.0,36%,False,Johnny Hekker,True,18,7
2021.0,2021-09-12,1.0,1.0,31.216,LAR,CHI,W 34-14,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,50.0,50.0,0.0,0.0,0%,0.0,0%,7.0,35%,False,Johnny Hekker,True,34,14
2021.0,2021-09-19,2.0,2.0,31.223,LAR,IND,W 27-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1,0,0,3.0,109.0,36.33,0.0,0.0,0%,0.0,0%,9.0,35%,True,Johnny Hekker,True,27,24
2021.0,2021-09-26,3.0,3.0,31.23,LAR,TAM,W 34-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,119.0,39.67,0.0,0.0,0%,0.0,0%,9.0,30%,False,Johnny Hekker,True,34,24
2021.0,2021-10-03,4.0,4.0,31.237,LAR,ARI,L 20-37,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,37.0,37.0,0.0,0.0,0%,0.0,0%,6.0,21%,False,Johnny Hekker,False,20,37
2021.0,2021-10-07,5.0,5.0,31.241,LAR,SEA,W 26-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,232.0,46.4,0.0,0.0,0%,0.0,0%,10.0,36%,True,Johnny Hekker,True,26,17
2021.0,2021-10-17,6.0,6.0,31.251,LAR,NYG,W 38-11,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,160.0,40.0,0.0,0.0,0%,0.0,0%,12.0,45%,True,Johnny Hekker,True,38,11
2021.0,2021-10-24,7.0,7.0,31.258,LAR,DET,W 28-19,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,41.0,41.0,0.0,0.0,0%,0.0,0%,5.0,20%,False,Johnny Hekker,True,28,19
2021.0,2021-10-31,8.0,8.0,31.265,LAR,HOU,W 38-22,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,178.0,44.5,0.0,0.0,0%,0.0,0%,10.0,30%,True,Johnny Hekker,True,38,22
2021.0,2021-11-07,9.0,9.0,31.272,LAR,TEN,L 16-28,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,199.0,49.75,0.0,0.0,0%,0.0,0%,8.0,30%,False,Johnny Hekker,False,16,28
2021.0,2021-11-15,10.0,10.0,31.28,LAR,SFO,L 10-31,False,1.0,1.0,100.0,2.0,0.0,0.0,79.2,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,124.0,41.33,0.0,0.0,0%,0.0,0%,6.0,26%,True,Johnny Hekker,False,10,31
2021.0,2021-11-28,11.0,12.0,31.293,LAR,GNB,L 28-36,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,205.0,41.0,0.0,0.0,0%,0.0,0%,9.0,25%,True,Johnny Hekker,False,28,36
2021.0,2021-12-05,12.0,13.0,31.3,LAR,JAX,W 37-7,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,150.0,50.0,0.0,0.0,0%,0.0,0%,10.0,39%,False,Johnny Hekker,True,37,7
2021.0,2021-12-13,13.0,14.0,31.308,LAR,ARI,W 30-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,120.0,40.0,0.0,0.0,0%,0.0,0%,9.0,33%,True,Johnny Hekker,True,30,23
2021.0,2021-12-21,14.0,15.0,31.316,LAR,SEA,W 20-10,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,130.0,43.33,0.0,0.0,0%,0.0,0%,8.0,34%,False,Johnny Hekker,True,20,10
2021.0,2021-12-26,15.0,16.0,31.321,LAR,MIN,W 30-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,108.0,54.0,0.0,0.0,0%,0.0,0%,8.0,26%,True,Johnny Hekker,True,30,23
2021.0,2022-01-02,16.0,17.0,31.328,LAR,BAL,W 20-19,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,92.0,46.0,0.0,0.0,0%,0.0,0%,5.0,22%,True,Johnny Hekker,True,20,19
2021.0,2022-01-09,17.0,18.0,31.335,LAR,SFO,L 24-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,198.0,49.5,0.0,0.0,0%,0.0,0%,8.0,29%,False,Johnny Hekker,False,24,27
,161 Games,,,,,,86-74-1,False,14.0,23.0,60.87,186.0,1.0,1.0,82.9,0.0,0.0,8.09,7.0,3.0,-6.0,-2.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,6.0,1.0,7.0,0.0,0.0,3,1.0,0.0,3,0,0,727.0,33951.0,46.7,3.0,,,,,,,False,Johnny Hekker,False,74,1
