Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-10-21,7,7,,STL,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,33,Steven Jackson
2007,2007-10-28,8,8,24.098,STL,CLE,True,8,41,5.13,1,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,20,27,Steven Jackson
2007,2007-11-11,9,10,24.112,STL,NOR,True,22,76,3.45,1,5,5,24,4.80,0,100.0%,4.80,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,0,0,,0,,1,6,0,,0,1,0,0,,,,,,,True,True,37,29,Steven Jackson
2007,2007-11-18,10,11,24.119,STL,SFO,True,23,92,4.00,0,6,4,20,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,13,9,Steven Jackson
2007,2007-11-25,11,12,24.126,STL,SEA,True,23,90,3.91,1,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,1,0,0,1,0,0,,,,,,,False,False,19,24,Steven Jackson
2007,2007-12-02,12,13,24.133,STL,ATL,True,20,96,4.80,1,6,4,71,17.75,0,66.7%,11.83,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,28,16,Steven Jackson
2007,2007-12-09,13,14,24.140,STL,CIN,True,18,91,5.06,0,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,19,Steven Jackson
2007,2007-12-16,14,15,24.147,STL,GNB,True,24,143,5.96,1,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,14,33,Steven Jackson
2007,2007-12-20,15,16,24.151,STL,PIT,True,12,85,7.08,0,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,1,0,0,0,0,0,,,,,,,False,False,24,41,Steven Jackson
2007,2007-12-30,16,17,24.161,STL,ARI,True,18,55,3.06,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,19,48,Steven Jackson
2008,2008-09-07,1,1,25.047,STL,PHI,True,14,40,2.86,0,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,3,38,Steven Jackson
2008,2008-09-14,2,2,25.054,STL,NYG,True,13,53,4.08,0,7,7,37,5.29,0,100.0%,5.29,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,41,Steven Jackson
2008,2008-09-21,3,3,25.061,STL,SEA,True,23,66,2.87,0,5,5,62,12.40,0,100.0%,12.40,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,0,0,1,0,0,,,,,,,True,False,13,37,Steven Jackson
2008,2008-09-28,4,4,25.068,STL,BUF,True,24,110,4.58,1,6,5,78,15.60,0,83.3%,13.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,14,31,Steven Jackson
2008,2008-10-12,5,6,25.082,STL,WAS,True,22,79,3.59,0,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,True,True,19,17,Steven Jackson
2008,2008-10-19,6,7,25.089,STL,DAL,True,25,160,6.40,3,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,,3,18,0,,0,0,0,0,,,,,,,False,True,34,14,Steven Jackson
2008,2008-10-26,7,8,,STL,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,23,Steven Jackson
2008,2008-11-02,8,9,25.103,STL,ARI,False,7,17,2.43,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,False,False,13,34,Steven Jackson
2008,2008-11-09,9,10,,STL,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,47,Steven Jackson
2008,2008-11-16,10,11,,STL,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,35,Steven Jackson
2008,2008-11-23,11,12,,STL,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,27,Steven Jackson
2008,2008-11-30,12,13,25.131,STL,MIA,True,21,94,4.48,0,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,12,16,Steven Jackson
2008,2008-12-07,13,14,25.138,STL,ARI,True,18,63,3.50,0,5,4,3,0.75,1,80.0%,0.60,0,0,,0,0,0,,,,,,0,0,,0,,1,6,2,2,0,0,0,0,,,,,,,True,False,10,34,Steven Jackson
2008,2008-12-14,14,15,25.145,STL,SEA,True,24,91,3.79,1,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,20,23,Steven Jackson
2008,2008-12-21,15,16,25.152,STL,SFO,True,32,108,3.38,0,8,2,11,5.50,0,25.0%,1.38,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,16,17,Steven Jackson
2008,2008-12-28,16,17,25.159,STL,ATL,True,30,161,5.37,2,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,False,27,31,Steven Jackson
2009,2009-09-13,1,1,26.053,STL,SEA,True,16,67,4.19,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,28,Steven Jackson
2009,2009-09-20,2,2,26.060,STL,WAS,True,17,104,6.12,0,6,4,15,3.75,0,66.7%,2.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,9,Steven Jackson
2009,2009-09-27,3,3,26.067,STL,GNB,True,27,117,4.33,0,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,False,False,17,36,Steven Jackson
2009,2009-10-04,4,4,26.074,STL,SFO,True,23,79,3.43,0,4,3,6,2.00,0,75.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,35,Steven Jackson
2009,2009-10-11,5,5,26.081,STL,MIN,True,21,84,4.00,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,False,False,10,38,Steven Jackson
2009,2009-10-18,6,6,26.088,STL,JAX,True,16,50,3.13,0,8,6,78,13.00,0,75.0%,9.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,20,23,Steven Jackson
2009,2009-10-25,7,7,26.095,STL,IND,True,23,134,5.83,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,42,Steven Jackson
2009,2009-11-01,8,8,26.102,STL,DET,True,22,149,6.77,1,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,17,10,Steven Jackson
2009,2009-11-15,9,10,26.116,STL,NOR,True,26,131,5.04,1,13,9,45,5.00,0,69.2%,3.46,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,1,-2,0,,,,,,,False,False,23,28,Steven Jackson
2009,2009-11-22,10,11,26.123,STL,ARI,True,24,116,4.83,1,2,2,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,21,Steven Jackson
2009,2009-11-29,11,12,26.130,STL,SEA,True,23,89,3.87,1,5,5,27,5.40,0,100.0%,5.40,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,17,27,Steven Jackson
2009,2009-12-06,12,13,26.137,STL,CHI,True,28,112,4.00,0,6,4,9,2.25,0,66.7%,1.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,9,17,Steven Jackson
2009,2009-12-13,13,14,26.144,STL,TEN,True,18,39,2.17,0,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,47,Steven Jackson
2009,2009-12-20,14,15,26.151,STL,HOU,True,20,82,4.10,0,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,16,Steven Jackson
2009,2009-12-27,15,16,,STL,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,31,Steven Jackson
2009,2010-01-03,16,17,26.165,STL,SFO,True,20,63,3.15,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,28,Steven Jackson
