Player,Tm,Age,Pos,Games_G,Games_GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,Punting_Pnt,Punting_Yds,Punting_Lng,Punting_Blck,Punting_Y/P,ProBowl,AllPro
Jason Sanders,MIA,26,k,17,0,,,6,6,9,7,10,8,6,2,31,23,51,74.2%,35,34,97.1%,78,4969,56,71.8%,63.7,,,,,,False,False
Cairo Santos,CHI,30,k,17,0,,,10,10,5,5,13,11,2,,30,26,47,86.7%,28,27,96.4%,71,4443,34,47.9%,62.6,,,,,,False,False
Ryan Succop,TAM,35,k,17,0,,,11,11,8,7,10,7,1,,30,25,48,83.3%,59,56,94.9%,1,16,,,16.0,,,,,,False,False
Younghoe Koo,ATL,27,k,17,0,,,8,8,9,9,7,6,5,4,29,27,54,93.1%,30,30,100.0%,56,3508,29,51.8%,62.6,2,70,45,0,35.0,False,False
Harrison Butker,KAN,26,k,16,0,,,3,3,11,11,5,4,9,7,28,25,56,89.3%,49,47,95.9%,93,5853,61,65.6%,62.9,1,31,31,0,31.0,False,False
Joey Slye,3TM,25,,12,0,,,9,9,5,5,7,5,4,4,25,23,56,92.0%,22,18,81.8%,58,3690,37,63.8%,63.6,,,,,,False,False
Matthew Wright,JAX,25,k,14,0,,,7,7,7,7,4,3,6,4,24,21,56,87.5%,15,13,86.7%,31,1883,6,19.4%,60.7,,,,,,False,False
Robbie Gould,SFO,39,k,13,0,,,6,6,4,4,9,7,4,3,23,20,52,87.0%,40,39,97.5%,19,1203,8,42.1%,63.3,2,90,47,0,45.0,False,False
Jason Myers,SEA,30,k,17,0,,,2,2,11,9,5,3,5,3,23,17,53,73.9%,47,44,93.6%,83,5078,31,37.3%,61.2,,,,,,False,False
Zane Gonzalez,CAR,26,k,12,0,,,6,6,1,1,10,10,5,3,22,20,57,90.9%,23,22,95.7%,55,3568,35,63.6%,64.9,1,40,40,0,40.0,False,False
Michael Badgley,2TM,26,,13,0,,,4,4,7,6,10,8,1,,22,18,46,81.8%,41,40,97.6%,5,270,3,60.0%,54.0,,,,,,False,False
Chase McLaughlin,CLE,25,k,16,0,,,3,3,4,4,10,4,4,4,21,15,57,71.4%,37,36,97.3%,69,4347,31,44.9%,63.0,,,,,,False,False
Matt Ammendola,NYJ,25,k,11,0,,,5,5,6,6,5,2,3,,19,13,49,68.4%,15,14,93.3%,47,2762,27,57.4%,58.8,6,291,65,0,48.5,False,False
Ka'imi Fairbairn,HOU,27,k,13,0,,,4,4,5,5,4,2,6,4,19,15,61,78.9%,16,13,81.3%,44,2656,16,36.4%,60.4,,,,,,False,False
Brett Maher,NOR,32,k,8,0,,,4,4,9,8,4,4,1,,18,16,42,88.9%,12,10,83.3%,37,2245,18,48.6%,60.7,,,,,,False,False
Rodrigo Blankenship,IND,24,k,5,0,,,3,3,4,3,6,5,1,,14,11,48,78.6%,8,7,87.5%,4,208,2,50.0%,52.0,,,,,,False,False
Riley Patterson,DET,,k,7,0,,,3,3,6,6,4,4,1,,14,13,49,92.9%,16,16,100.0%,2,14,,,7.0,,,,,,False,False
Austin Seibert,DET,25,k,6,0,,,,,4,4,6,5,2,1,12,10,52,83.3%,5,5,100.0%,26,1324,5,19.2%,50.9,,,,,,False,False
Brian Johnson,2TM,22,,7,0,,,5,5,3,3,1,1,1,1,10,10,52,100.0%,13,9,69.2%,35,2143,16,45.7%,61.2,,,,,,False,False
Eddy Pineiro,NYJ,26,k,5,0,,,2,2,2,2,3,3,1,1,8,8,51,100.0%,10,9,90.0%,,,,,,,,,,,False,False
Tristan Vizcaino,LAC,25,,6,0,,,3,3,2,2,2,1,,,7,6,46,85.7%,15,10,66.7%,31,1996,13,41.9%,64.4,1,32,32,0,32.0,False,False
Chris Blewitt,WAS,26,k,2,0,,,,,,,4,1,1,1,5,2,52,40.0%,2,2,100.0%,6,335,5,83.3%,55.8,,,,,,False,False
Elliott Fry,2TM,27,,2,0,,,,,4,3,1,1,,,5,4,44,80.0%,5,4,80.0%,12,706,6,50.0%,58.8,,,,,,False,False
Lirim Hajrullahu,2TM,31,,4,0,,,2,2,2,2,1,,,,5,4,35,80.0%,8,8,100.0%,17,1100,12,70.6%,64.7,,,,,,False,False
Aldrick Rosas,2TM,27,,5,0,,,,,1,,2,2,2,,5,2,44,40.0%,14,14,100.0%,21,1357,17,81.0%,64.6,,,,,,False,False
Ryan Santoso,2TM,26,,4,0,,,3,3,1,1,1,,,,5,4,35,80.0%,8,6,75.0%,15,964,12,80.0%,64.3,,,,,,False,False
Dominik Eberle,HOU,25,,1,0,,,1,1,,,,,2,1,3,2,51,66.7%,5,5,100.0%,8,504,3,37.5%,63.0,,,,,,False,False
Josh Lambo,JAX,31,,3,0,,,,,,,1,,2,,3,,,0.0%,7,5,71.4%,10,595,7,70.0%,59.5,,,,,,False,False
Mitch Wishnowsky,SFO,29,p,17,0,,,,,,,1,,,,1,,,0.0%,2,1,50.0%,56,3487,21,37.5%,62.3,57,2566,67,0,45.0,False,False
Bradley Pinion,TAM,27,p,15,0,,,,,,,,,1,,1,,,0.0%,,,,89,5756,71,79.8%,64.7,56,2378,65,0,42.5,False,False
Chris Naggar,CLE,24,,1,0,,,,,1,1,,,,,1,1,37,100.0%,2,1,50.0%,5,317,3,60.0%,63.4,,,,,,False,False
Cameron Johnston,HOU,29,p,17,0,,,,,,,,,,,,,,,,,,,,,,,88,4108,69,0,46.7,False,False
Michael Dickson,SEA,25,p,17,0,,,,,,,,,,,,,,,,,,,,,,,83,3895,68,0,46.9,False,False
Blake Gillikin,NOR,23,p,17,0,,,,,,,,,,,,,,,,,,2,130,2,100.0%,65.0,83,3956,63,0,47.7,False,False
Jordan Berry,MIN,30,p,17,0,,,,,,,,,,,,,,,,,,,,,,,78,3624,64,0,46.5,False,False
Michael Palardy,MIA,29,p,17,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,78,3489,65,0,44.7,False,False
Riley Dixon,NYG,28,p,17,0,,,,,,,,,,,,,,,,,,5,102,,,20.4,74,3283,63,0,44.4,False,False
Sam Koch,BAL,39,p,17,0,,,,,,,,,,,,,,,,,,,,,,,71,3149,61,0,44.4,False,False
Pressley Harvin III,PIT,23,p,15,0,,,,,,,,,,,,,,,,,,2,101,,,50.5,70,2982,64,0,42.6,False,False
Sam Martin,DEN,31,p,17,0,,,,,,,,,,,,,,,,,,,,,,,67,3083,68,0,46.0,False,False
Kevin Huber,CIN,36,p,17,0,,,,,,,,,,,,,,,,,,,,,,,66,3064,61,0,46.4,False,False
Bryan Anger,DAL,33,p,17,0,,,,,,,,,,,,,,,,,,,,,,,65,3143,63,0,48.4,True,False
Jack Fox,DET,25,p,17,0,,,,,,,,,,,,,,,,,,35,2209,19,54.3%,63.1,65,3198,70,0,49.2,False,False
AJ Cole III,LVR,26,p,17,0,,,,,,,,,,,,,,,,,,,,,,,64,3202,71,0,50.0,True,True
Logan Cooke,JAX,26,p,15,0,,,,,,,,,,,,,,,,,,21,1289,9,42.9%,61.4,64,3026,68,0,47.3,False,False
Pat O'Donnell,CHI,30,p,17,0,,,,,,,,,,,,,,,,,,,,,,,62,2865,72,0,46.2,False,False
Tress Way,WAS,31,p,16,0,,,,,,,,,,,,,,,,,,2,124,,,62.0,60,2901,66,0,48.4,False,False
Rigoberto Sanchez,IND,27,p,17,0,,,,,,,,,,,,,,,,,,89,5687,44,49.4%,63.9,59,2627,79,0,44.5,False,False
Arryn Siposs,PHI,29,p,17,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,55,2416,68,0,43.9,False,False
Corey Bojorquez,GNB,25,p,17,0,,,,,,,,,,,,,,,,,,,,,,,53,2467,82,0,46.5,False,False
Matt Haack,BUF,27,p,17,0,,,,,,,,,,,,,,,,,,1,53,,,53.0,52,2230,63,1,42.9,False,False
Johnny Hekker,LAR,31,p,17,0,,,,,,,,,,,,,,,,,,,,,,,51,2252,59,0,44.2,False,False
Andy Lee,ARI,39,p,16,0,,,,,,,,,,,,,,,,,,,,,,,51,2501,62,0,49.0,False,False
Jake Bailey,NWE,24,p,17,0,,,,,,,,,,,,,,,,,,90,5706,42,46.7%,63.4,49,2316,71,3,47.3,False,False
Dustin Colquitt,2TM,39,,11,0,,,,,,,,,,,,,,,,,,,,,,,48,2134,66,1,44.5,False,False
Brett Kern,TEN,35,p,14,0,,,,,,,,,,,,,,,,,,,,,,,47,2105,59,0,44.8,False,False
Ty Long,LAC,28,p,17,0,,,,,,,,,,,,,,,,,,,,,,,46,2091,69,1,45.5,False,False
Thomas Morstead,2TM,35,,14,0,,,,,,,,,,,,,,,,,,,,,,,45,2123,64,0,47.2,False,False
Jamie Gillan,CLE,24,,12,0,,,,,,,,,,,,,,,,,,,,,,,42,1842,65,0,43.9,False,False
Braden Mann,NYJ,24,p,10,0,,,,,,,,,,,,,,,,,,22,1426,20,90.9%,64.8,41,1875,63,1,45.7,False,False
Lac Edwards,CAR,29,p,10,0,,,,,,,,,,,,,,,,,,,,,,,38,1821,62,1,47.9,False,False
Tommy Townsend,KAN,25,p,16,0,,,,,,,,,,,,,,,,,,,,,,,37,1746,68,0,47.2,False,False
Joseph Charlton,2TM,24,,6,0,,,,,,,,,,,,,,,,,,,,,,,24,973,57,0,40.5,False,False
Cameron Nizialek,ATL,26,p,4,0,,,,,,,,,,,,,,,,,,15,946,6,40.0%,63.1,18,817,62,0,45.4,False,False
Ryan Winslow,3TM,27,,4,0,,,,,,,,,,,,,,,,,,2,130,,,65.0,16,625,46,0,39.1,False,False
Johnny Townsend,2TM,26,,4,0,,,,,,,,,,,,,,,,,,,,,,,13,556,63,0,42.8,False,False
Corliss Waitman,PIT,26,,2,0,,,,,,,,,,,,,,,,,,,,,,,7,365,63,0,52.1,False,False
Sterling Hofrichter,TAM,25,,2,0,,,,,,,,,,,,,,,,,,14,894,6,42.9%,63.9,6,227,45,0,37.8,False,False
JK Scott,JAX,26,p,1,0,,,,,,,,,,,,,,,,,,,,,,,4,159,47,0,39.8,False,False
Alex Kessman,NYJ,23,,1,0,,,,,,,,,,,,,,,2,,0.0%,4,246,1,25.0%,61.5,,,,,,False,False
Cody Parkey,NOR,29,,1,0,,,,,,,,,,,,,,,5,3,60.0%,3,195,1,33.3%,65.0,,,,,,False,False
